pre_neuron_id,post_neuron_id,pre_neuron,post_neuron,pre_ei,post_ei,w_ij
6007,6005,LEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,e,e,1170.4289599679028
6007,6007,LEC LIII Complex Pyramidal,LEC LIII Complex Pyramidal,e,e,15997.088215080199
6007,6017,LEC LIII Complex Pyramidal,EC LIII Pyramidal,e,e,5792.644579746419
6007,6018,LEC LIII Complex Pyramidal,EC LIII Stellate,e,e,4412.752477521695
6007,6021,LEC LIII Complex Pyramidal,EC LV Deep Pyramidal,e,e,8393.478744887827
6007,6025,LEC LIII Complex Pyramidal,LEC LIII Multipolar Principal,e,e,18041.159977416577
6007,6078,LEC LIII Complex Pyramidal,LEC LVI Multipolar Pyramidal,e,e,1549.9705618606465
6007,6082,LEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,e,e,6287.3310619349995
6007,6086,LEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,8112.004762856905
6007,6092,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,e,e,11567.0694803664
6007,6094,LEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,e,e,4486.718086982209
6007,6095,LEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,e,e,16451.639891628045
6008,6002,MEC LII III Pyramidal Multiform,MEC LV Pyramidal,e,e,24788.029214565962
6008,6003,MEC LII III Pyramidal Multiform,MEC LII Stellate,e,e,3084.3218290500004
6008,6005,MEC LII III Pyramidal Multiform,EC LI II Pyramidal Fan,e,e,451.0219131319999
6008,6006,MEC LII III Pyramidal Multiform,MEC LIII Complex Pyramidal,e,e,13433.54615288
6008,6008,MEC LII III Pyramidal Multiform,MEC LII III Pyramidal Multiform,e,e,5645.585230708501
6008,6017,MEC LII III Pyramidal Multiform,EC LIII Pyramidal,e,e,1619.8060070911602
6008,6018,MEC LII III Pyramidal Multiform,EC LIII Stellate,e,e,1348.90364749266
6008,6019,MEC LII III Pyramidal Multiform,MEC LII Oblique Pyramidal,e,e,1803.987626222628
6008,6021,MEC LII III Pyramidal Multiform,EC LV Deep Pyramidal,e,e,5981.216396512841
6008,6023,MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,e,e,26638.982605368004
6008,6024,MEC LII III Pyramidal Multiform,MEC LIII Bipolar Complex Pyramidal,e,e,5047.3074085952
6008,6033,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,e,e,33908.9600890215
6008,6038,MEC LII III Pyramidal Multiform,MEC LIII Superficial Trilayered Interneuron,e,i,4328.393772342641
6008,6040,MEC LII III Pyramidal Multiform,MEC LIII Superficial Multipolar Interneuron,e,i,7526.870261971199
6008,6052,MEC LII III Pyramidal Multiform,MEC LV VI Pyramidal Polymorphic,e,e,20148.5072225745
6008,6082,MEC LII III Pyramidal Multiform,EC LII III Pyramidal Tripolar,e,e,1734.3210782054848
6008,6086,MEC LII III Pyramidal Multiform,EC LIV VI Deep Multipolar Principal,e,e,5838.751829278367
6008,6092,MEC LII III Pyramidal Multiform,EC LIII Pyramidal Stellate,e,e,3765.2250410138704
6008,6094,MEC LII III Pyramidal Multiform,EC LI II Multipolar Pyramidal,e,e,1904.3382715812
6008,6095,MEC LII III Pyramidal Multiform,EC LIII V Bipolar Pyramidal,e,e,7262.665097184001
6017,4000,EC LIII Pyramidal,CA1 Pyramidal,e,e,13763.104815389612
6017,4003,EC LIII Pyramidal,CA1 Quadrilaminar,e,i,7249.75466983697
6017,4005,EC LIII Pyramidal,CA1 LMR,e,i,4948.161886502374
6017,4006,EC LIII Pyramidal,CA1 Perforant Path Associated,e,i,7455.365568318294
6017,4011,EC LIII Pyramidal,CA1 Neurogliaform Projecting,e,i,9618.06307942848
6017,4012,EC LIII Pyramidal,CA1 Neurogliaform,e,i,31583.403699433846
6017,4013,EC LIII Pyramidal,CA1 Radial Trilaminar,e,i,2895.0779942492395
6017,4015,EC LIII Pyramidal,CA1 Schaffer Collateral Associated,e,i,5169.363250206938
6017,4036,EC LIII Pyramidal,CA1 Axo Axonic,e,i,14236.478168585169
6017,4054,EC LIII Pyramidal,CA1 Radiatum Giant,e,e,10343.563728771458
6017,4055,EC LIII Pyramidal,CA1 Oriens Alveus,e,i,7619.904881046958
6017,4076,EC LIII Pyramidal,CA1 Perforant Path Associated QuadD,e,i,10203.234356284773
6017,4078,EC LIII Pyramidal,CA1 Basket,e,i,4924.201788873578
6017,4079,EC LIII Pyramidal,CA1 Basket CCK+,e,i,13598.96991540523
6017,5005,EC LIII Pyramidal,SUB CA1 Projecting Pyramidal,e,e,1350.1874581786028
6017,6002,EC LIII Pyramidal,MEC LV Pyramidal,e,e,576.3369403003212
6017,6006,EC LIII Pyramidal,MEC LIII Complex Pyramidal,e,e,997.2191858537999
6017,6007,EC LIII Pyramidal,LEC LIII Complex Pyramidal,e,e,1230.583571098875
6017,6008,EC LIII Pyramidal,MEC LII III Pyramidal Multiform,e,e,321.60293311233784
6017,6017,EC LIII Pyramidal,EC LIII Pyramidal,e,e,333.36620050798683
6017,6018,EC LIII Pyramidal,EC LIII Stellate,e,e,168.542970659427
6017,6021,EC LIII Pyramidal,EC LV Deep Pyramidal,e,e,1421.968475597691
6017,6023,EC LIII Pyramidal,MEC LV Superficial Pyramidal,e,e,793.259935812519
6017,6024,EC LIII Pyramidal,MEC LIII Bipolar Complex Pyramidal,e,e,316.2119960242319
6017,6025,EC LIII Pyramidal,LEC LIII Multipolar Principal,e,e,1848.3378212197078
6017,6033,EC LIII Pyramidal,MEC LV Multipolar Pyramidal,e,e,1311.532103331975
6017,6038,EC LIII Pyramidal,MEC LIII Superficial Trilayered Interneuron,e,i,153.559740831048
6017,6040,EC LIII Pyramidal,MEC LIII Superficial Multipolar Interneuron,e,i,552.2581592735999
6017,6052,EC LIII Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,740.1247902146702
6017,6078,EC LIII Pyramidal,LEC LVI Multipolar Pyramidal,e,e,1141.109976434688
6017,6082,EC LIII Pyramidal,EC LII III Pyramidal Tripolar,e,e,319.3110824536083
6017,6086,EC LIII Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,1934.2658568519
6017,6092,EC LIII Pyramidal,EC LIII Pyramidal Stellate,e,e,1188.8664493736624
6017,6095,EC LIII Pyramidal,EC LIII V Bipolar Pyramidal,e,e,1746.3433786676997
6018,6006,EC LIII Stellate,MEC LIII Complex Pyramidal,e,e,1733.53088418378
6018,6007,EC LIII Stellate,LEC LIII Complex Pyramidal,e,e,1160.795323551864
6018,6008,EC LIII Stellate,MEC LII III Pyramidal Multiform,e,e,1177.7639263014241
6018,6017,EC LIII Stellate,EC LIII Pyramidal,e,e,1243.017459091584
6018,6018,EC LIII Stellate,EC LIII Stellate,e,e,634.4436658778064
6018,6023,EC LIII Stellate,MEC LV Superficial Pyramidal,e,e,578.0810890828511
6018,6024,EC LIII Stellate,MEC LIII Bipolar Complex Pyramidal,e,e,1155.16026651828
6018,6025,EC LIII Stellate,LEC LIII Multipolar Principal,e,e,2274.8601446247594
6018,6038,EC LIII Stellate,MEC LIII Superficial Trilayered Interneuron,e,i,617.5361356910593
6018,6040,EC LIII Stellate,MEC LIII Superficial Multipolar Interneuron,e,i,1977.428928448512
6018,6082,EC LIII Stellate,EC LII III Pyramidal Tripolar,e,e,1198.146565002816
6018,6092,EC LIII Stellate,EC LIII Pyramidal Stellate,e,e,1965.8234920787231
6018,6095,EC LIII Stellate,EC LIII V Bipolar Pyramidal,e,e,873.258533082144
6019,6006,MEC LII Oblique Pyramidal,MEC LIII Complex Pyramidal,e,e,4761.525294981
6019,6008,MEC LII Oblique Pyramidal,MEC LII III Pyramidal Multiform,e,e,628.8219653032801
6019,6017,MEC LII Oblique Pyramidal,EC LIII Pyramidal,e,e,227.7542037249
6019,6018,MEC LII Oblique Pyramidal,EC LIII Stellate,e,e,107.952083400616
6019,6023,MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,e,e,3325.8867929279995
6019,6024,MEC LII Oblique Pyramidal,MEC LIII Bipolar Complex Pyramidal,e,e,601.5577032486001
6019,6033,MEC LII Oblique Pyramidal,MEC LV Multipolar Pyramidal,e,e,2899.5512789880004
6019,6038,MEC LII Oblique Pyramidal,MEC LIII Superficial Trilayered Interneuron,e,i,413.98734304728
6019,6040,MEC LII Oblique Pyramidal,MEC LIII Superficial Multipolar Interneuron,e,i,944.5217367168
6019,6082,MEC LII Oblique Pyramidal,EC LII III Pyramidal Tripolar,e,e,205.48095399136795
6019,6086,MEC LII Oblique Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,384.7664450123
6019,6092,MEC LII Oblique Pyramidal,EC LIII Pyramidal Stellate,e,e,942.9774644946601
6019,6095,MEC LII Oblique Pyramidal,EC LIII V Bipolar Pyramidal,e,e,623.60285516672
6021,6002,EC LV Deep Pyramidal,MEC LV Pyramidal,e,e,7786.634975401413
6021,6021,EC LV Deep Pyramidal,EC LV Deep Pyramidal,e,e,17984.56198284922
6021,6023,EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,e,e,3228.585362122781
6021,6025,EC LV Deep Pyramidal,LEC LIII Multipolar Principal,e,e,4372.424863340489
6021,6033,EC LV Deep Pyramidal,MEC LV Multipolar Pyramidal,e,e,7634.5684559711835
6021,6052,EC LV Deep Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,9789.211073540053
6021,6078,EC LV Deep Pyramidal,LEC LVI Multipolar Pyramidal,e,e,15248.954929112575
6021,6086,EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,14554.730021045762
6021,6095,EC LV Deep Pyramidal,EC LIII V Bipolar Pyramidal,e,e,9157.388271811416
6023,6002,MEC LV Superficial Pyramidal,MEC LV Pyramidal,e,e,6254.642574240605
6023,6003,MEC LV Superficial Pyramidal,MEC LII Stellate,e,e,1351.61161379244
6023,6005,MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,e,e,153.7346154751344
6023,6006,MEC LV Superficial Pyramidal,MEC LIII Complex Pyramidal,e,e,5185.17776685636
6023,6008,MEC LV Superficial Pyramidal,MEC LII III Pyramidal Multiform,e,e,2188.245157191324
6023,6017,MEC LV Superficial Pyramidal,EC LIII Pyramidal,e,e,635.664177902754
6023,6018,MEC LV Superficial Pyramidal,EC LIII Stellate,e,e,455.8654892171771
6023,6019,MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal,e,e,705.9759752707199
6023,6021,MEC LV Superficial Pyramidal,EC LV Deep Pyramidal,e,e,1234.58882990625
6023,6023,MEC LV Superficial Pyramidal,MEC LV Superficial Pyramidal,e,e,4703.861230689347
6023,6024,MEC LV Superficial Pyramidal,MEC LIII Bipolar Complex Pyramidal,e,e,1973.7403914468243
6023,6033,MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal,e,e,9869.518800771839
6023,6038,MEC LV Superficial Pyramidal,MEC LIII Superficial Trilayered Interneuron,e,i,1553.774689527858
6023,6040,MEC LV Superficial Pyramidal,MEC LIII Superficial Multipolar Interneuron,e,i,3288.000011921856
6023,6052,MEC LV Superficial Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,1529.484520291875
6023,6082,MEC LV Superficial Pyramidal,EC LII III Pyramidal Tripolar,e,e,723.2629238714879
6023,6086,MEC LV Superficial Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,1128.712474306053
6023,6092,MEC LV Superficial Pyramidal,EC LIII Pyramidal Stellate,e,e,1527.6819196809452
6023,6094,MEC LV Superficial Pyramidal,EC LI II Multipolar Pyramidal,e,e,749.6833818411002
6023,6095,MEC LV Superficial Pyramidal,EC LIII V Bipolar Pyramidal,e,e,2027.89845025488
6024,6002,MEC LIII Bipolar Complex Pyramidal,MEC LV Pyramidal,e,e,1033.622174671758
6024,6003,MEC LIII Bipolar Complex Pyramidal,MEC LII Stellate,e,e,2688.7275748805996
6024,6005,MEC LIII Bipolar Complex Pyramidal,EC LI II Pyramidal Fan,e,e,325.8739337511959
6024,6006,MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,e,e,9003.569463790402
6024,6008,MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,e,e,2863.22870187144
6024,6017,MEC LIII Bipolar Complex Pyramidal,EC LIII Pyramidal,e,e,791.619310075584
6024,6018,MEC LIII Bipolar Complex Pyramidal,EC LIII Stellate,e,e,689.6506326838241
6024,6019,MEC LIII Bipolar Complex Pyramidal,MEC LII Oblique Pyramidal,e,e,1295.3653254289438
6024,6021,MEC LIII Bipolar Complex Pyramidal,EC LV Deep Pyramidal,e,e,326.3117044732651
6024,6023,MEC LIII Bipolar Complex Pyramidal,MEC LV Superficial Pyramidal,e,e,6611.57488399954
6024,6024,MEC LIII Bipolar Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,e,e,1846.476609982326
6024,6033,MEC LIII Bipolar Complex Pyramidal,MEC LV Multipolar Pyramidal,e,e,3981.0305590977605
6024,6038,MEC LIII Bipolar Complex Pyramidal,MEC LIII Superficial Trilayered Interneuron,e,i,2790.2404263322164
6024,6040,MEC LIII Bipolar Complex Pyramidal,MEC LIII Superficial Multipolar Interneuron,e,i,3478.5484846848
6024,6082,MEC LIII Bipolar Complex Pyramidal,EC LII III Pyramidal Tripolar,e,e,897.8498190301857
6024,6086,MEC LIII Bipolar Complex Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,554.4914130826198
6024,6092,MEC LIII Bipolar Complex Pyramidal,EC LIII Pyramidal Stellate,e,e,2096.4125172900003
6024,6094,MEC LIII Bipolar Complex Pyramidal,EC LI II Multipolar Pyramidal,e,e,2033.0230997349
6024,6095,MEC LIII Bipolar Complex Pyramidal,EC LIII V Bipolar Pyramidal,e,e,1699.4601532496001
6025,6005,LEC LIII Multipolar Principal,EC LI II Pyramidal Fan,e,e,1613.42081052243
6025,6007,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,e,e,11953.215801988777
6025,6017,LEC LIII Multipolar Principal,EC LIII Pyramidal,e,e,4835.721613177712
6025,6018,LEC LIII Multipolar Principal,EC LIII Stellate,e,e,4257.262441353492
6025,6021,LEC LIII Multipolar Principal,EC LV Deep Pyramidal,e,e,5510.1422033750405
6025,6025,LEC LIII Multipolar Principal,LEC LIII Multipolar Principal,e,e,10989.807058186854
6025,6078,LEC LIII Multipolar Principal,LEC LVI Multipolar Pyramidal,e,e,817.2360433315584
6025,6082,LEC LIII Multipolar Principal,EC LII III Pyramidal Tripolar,e,e,5365.5877078432195
6025,6086,LEC LIII Multipolar Principal,EC LIV VI Deep Multipolar Principal,e,e,4293.876969216016
6025,6092,LEC LIII Multipolar Principal,EC LIII Pyramidal Stellate,e,e,8728.5817919846
6025,6094,LEC LIII Multipolar Principal,EC LI II Multipolar Pyramidal,e,e,9894.567638517912
6025,6095,LEC LIII Multipolar Principal,EC LIII V Bipolar Pyramidal,e,e,10633.01180912755
6033,6002,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,e,e,5226.221826025198
6033,6006,MEC LV Multipolar Pyramidal,MEC LIII Complex Pyramidal,e,e,4780.347932672001
6033,6008,MEC LV Multipolar Pyramidal,MEC LII III Pyramidal Multiform,e,e,1587.18311807328
6033,6017,MEC LV Multipolar Pyramidal,EC LIII Pyramidal,e,e,504.17231304819603
6033,6018,MEC LV Multipolar Pyramidal,EC LIII Stellate,e,e,336.76088240496006
6033,6021,MEC LV Multipolar Pyramidal,EC LV Deep Pyramidal,e,e,1279.9790553164162
6033,6023,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,e,e,6253.279778163601
6033,6024,MEC LV Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,e,e,1558.52223495696
6033,6033,MEC LV Multipolar Pyramidal,MEC LV Multipolar Pyramidal,e,e,9114.13643872914
6033,6038,MEC LV Multipolar Pyramidal,MEC LIII Superficial Trilayered Interneuron,e,i,1071.468316764456
6033,6040,MEC LV Multipolar Pyramidal,MEC LIII Superficial Multipolar Interneuron,e,i,2257.481627401728
6033,6052,MEC LV Multipolar Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,4790.628658015199
6033,6082,MEC LV Multipolar Pyramidal,EC LII III Pyramidal Tripolar,e,e,509.50097085888
6033,6086,MEC LV Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,1534.7480454310476
6033,6092,MEC LV Multipolar Pyramidal,EC LIII Pyramidal Stellate,e,e,1146.2730459152701
6033,6095,MEC LV Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,e,e,1618.6681007777277
6038,6002,MEC LIII Superficial Trilayered Interneuron,MEC LV Pyramidal,i,e,-1975.057523452104
6038,6003,MEC LIII Superficial Trilayered Interneuron,MEC LII Stellate,i,e,-2324.9235135293998
6038,6005,MEC LIII Superficial Trilayered Interneuron,EC LI II Pyramidal Fan,i,e,-643.9387919240061
6038,6006,MEC LIII Superficial Trilayered Interneuron,MEC LIII Complex Pyramidal,i,e,-1952.434496304504
6038,6008,MEC LIII Superficial Trilayered Interneuron,MEC LII III Pyramidal Multiform,i,e,-1958.9893363888002
6038,6017,MEC LIII Superficial Trilayered Interneuron,EC LIII Pyramidal,i,e,-634.834540333368
6038,6018,MEC LIII Superficial Trilayered Interneuron,EC LIII Stellate,i,e,-664.3395879144961
6038,6019,MEC LIII Superficial Trilayered Interneuron,MEC LII Oblique Pyramidal,i,e,-1382.5080692325
6038,6021,MEC LIII Superficial Trilayered Interneuron,EC LV Deep Pyramidal,i,e,-632.1073700203417
6038,6023,MEC LIII Superficial Trilayered Interneuron,MEC LV Superficial Pyramidal,i,e,-1374.680935466849
6038,6024,MEC LIII Superficial Trilayered Interneuron,MEC LIII Bipolar Complex Pyramidal,i,e,-855.85793241677
6038,6038,MEC LIII Superficial Trilayered Interneuron,MEC LIII Superficial Trilayered Interneuron,i,i,-1330.89218843136
6038,6040,MEC LIII Superficial Trilayered Interneuron,MEC LIII Superficial Multipolar Interneuron,i,i,-2840.5728637809607
6038,6082,MEC LIII Superficial Trilayered Interneuron,EC LII III Pyramidal Tripolar,i,e,-453.3228520128001
6038,6092,MEC LIII Superficial Trilayered Interneuron,EC LIII Pyramidal Stellate,i,e,-708.3808741301762
6038,6094,MEC LIII Superficial Trilayered Interneuron,EC LI II Multipolar Pyramidal,i,e,-2372.498740424376
6038,6095,MEC LIII Superficial Trilayered Interneuron,EC LIII V Bipolar Pyramidal,i,e,-520.0073196262559
6040,6002,MEC LIII Superficial Multipolar Interneuron,MEC LV Pyramidal,i,e,-507.13933294824807
6040,6003,MEC LIII Superficial Multipolar Interneuron,MEC LII Stellate,i,e,-1072.76215812255
6040,6005,MEC LIII Superficial Multipolar Interneuron,EC LI II Pyramidal Fan,i,e,-340.14305896786794
6040,6006,MEC LIII Superficial Multipolar Interneuron,MEC LIII Complex Pyramidal,i,e,-4032.6695741217595
6040,6008,MEC LIII Superficial Multipolar Interneuron,MEC LII III Pyramidal Multiform,i,e,-3829.7318267829123
6040,6017,MEC LIII Superficial Multipolar Interneuron,EC LIII Pyramidal,i,e,-1460.10647200833
6040,6018,MEC LIII Superficial Multipolar Interneuron,EC LIII Stellate,i,e,-1323.496993309848
6040,6019,MEC LIII Superficial Multipolar Interneuron,MEC LII Oblique Pyramidal,i,e,-734.8055678236001
6040,6021,MEC LIII Superficial Multipolar Interneuron,EC LV Deep Pyramidal,i,e,-331.988901090798
6040,6023,MEC LIII Superficial Multipolar Interneuron,MEC LV Superficial Pyramidal,i,e,-2896.120181094336
6040,6024,MEC LIII Superficial Multipolar Interneuron,MEC LIII Bipolar Complex Pyramidal,i,e,-4202.789849936128
6040,6038,MEC LIII Superficial Multipolar Interneuron,MEC LIII Superficial Trilayered Interneuron,i,i,-2200.5252160560003
6040,6040,MEC LIII Superficial Multipolar Interneuron,MEC LIII Superficial Multipolar Interneuron,i,i,-5219.3534247232
6040,6082,MEC LIII Superficial Multipolar Interneuron,EC LII III Pyramidal Tripolar,i,e,-957.1436894949301
6040,6092,MEC LIII Superficial Multipolar Interneuron,EC LIII Pyramidal Stellate,i,e,-1455.5126267613507
6040,6094,MEC LIII Superficial Multipolar Interneuron,EC LI II Multipolar Pyramidal,i,e,-771.8233421009201
6040,6095,MEC LIII Superficial Multipolar Interneuron,EC LIII V Bipolar Pyramidal,i,e,-1026.7845741790559
6052,6021,MEC LV VI Pyramidal Polymorphic,EC LV Deep Pyramidal,e,e,3533.356249384122
6052,6052,MEC LV VI Pyramidal Polymorphic,MEC LV VI Pyramidal Polymorphic,e,e,20643.69725620272
6052,6086,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,e,e,3867.021652558802
6078,6007,LEC LVI Multipolar Pyramidal,LEC LIII Complex Pyramidal,e,e,3781.8665078150257
6078,6017,LEC LVI Multipolar Pyramidal,EC LIII Pyramidal,e,e,875.9650730863502
6078,6018,LEC LVI Multipolar Pyramidal,EC LIII Stellate,e,e,454.1538316574701
6078,6021,LEC LVI Multipolar Pyramidal,EC LV Deep Pyramidal,e,e,5030.030336213663
6078,6025,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,e,e,6730.83360175275
6078,6078,LEC LVI Multipolar Pyramidal,LEC LVI Multipolar Pyramidal,e,e,5326.009457683199
6078,6082,LEC LVI Multipolar Pyramidal,EC LII III Pyramidal Tripolar,e,e,840.7068499479375
6078,6086,LEC LVI Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,6149.43014629632
6078,6092,LEC LVI Multipolar Pyramidal,EC LIII Pyramidal Stellate,e,e,2987.83754405325
6078,6095,LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,e,e,5129.4303605531995
6082,1000,EC LII III Pyramidal Tripolar,DG Granule,e,e,62906.88601300147
6082,1001,EC LII III Pyramidal Tripolar,DG Semilunar Granule,e,e,58949.3873572154
6082,1004,EC LII III Pyramidal Tripolar,DG Total Molecular Layer,e,i,7347.7375864233145
6082,1005,EC LII III Pyramidal Tripolar,DG MOLAX,e,i,11565.44761594319
6082,1007,EC LII III Pyramidal Tripolar,DG Neurogliaform,e,i,17690.39374932756
6082,1008,EC LII III Pyramidal Tripolar,DG MOPP,e,i,44677.86627047443
6082,1009,EC LII III Pyramidal Tripolar,DG HICAP,e,i,13922.543433947549
6082,1010,EC LII III Pyramidal Tripolar,DG Axo Axonic,e,i,98332.22716273698
6082,1027,EC LII III Pyramidal Tripolar,DG AIPRIM,e,i,15109.320266620372
6082,1035,EC LII III Pyramidal Tripolar,DG Basket,e,i,41698.796237961695
6082,1041,EC LII III Pyramidal Tripolar,DG Hilar Ectopic Granule,e,e,37749.179804518
6082,4011,EC LII III Pyramidal Tripolar,CA1 Neurogliaform Projecting,e,i,13907.09195259268
6082,5005,EC LII III Pyramidal Tripolar,SUB CA1 Projecting Pyramidal,e,e,20349.77965783223
6082,6002,EC LII III Pyramidal Tripolar,MEC LV Pyramidal,e,e,21246.86167602616
6082,6003,EC LII III Pyramidal Tripolar,MEC LII Stellate,e,e,31925.578683463933
6082,6005,EC LII III Pyramidal Tripolar,EC LI II Pyramidal Fan,e,e,18827.748042067968
6082,6006,EC LII III Pyramidal Tripolar,MEC LIII Complex Pyramidal,e,e,26013.027138860743
6082,6007,EC LII III Pyramidal Tripolar,LEC LIII Complex Pyramidal,e,e,31671.01226029642
6082,6008,EC LII III Pyramidal Tripolar,MEC LII III Pyramidal Multiform,e,e,36533.6110884276
6082,6017,EC LII III Pyramidal Tripolar,EC LIII Pyramidal,e,e,31577.569424004872
6082,6018,EC LII III Pyramidal Tripolar,EC LIII Stellate,e,e,28855.307899746276
6082,6019,EC LII III Pyramidal Tripolar,MEC LII Oblique Pyramidal,e,e,18337.84404080714
6082,6021,EC LII III Pyramidal Tripolar,EC LV Deep Pyramidal,e,e,18188.39824676406
6082,6023,EC LII III Pyramidal Tripolar,MEC LV Superficial Pyramidal,e,e,19795.518419235217
6082,6024,EC LII III Pyramidal Tripolar,MEC LIII Bipolar Complex Pyramidal,e,e,14242.06117503855
6082,6025,EC LII III Pyramidal Tripolar,LEC LIII Multipolar Principal,e,e,13694.270012902922
6082,6038,EC LII III Pyramidal Tripolar,MEC LIII Superficial Trilayered Interneuron,e,i,35152.7796781056
6082,6040,EC LII III Pyramidal Tripolar,MEC LIII Superficial Multipolar Interneuron,e,i,38880.162261599995
6082,6082,EC LII III Pyramidal Tripolar,EC LII III Pyramidal Tripolar,e,e,39081.823277108306
6082,6092,EC LII III Pyramidal Tripolar,EC LIII Pyramidal Stellate,e,e,35373.501929636644
6082,6094,EC LII III Pyramidal Tripolar,EC LI II Multipolar Pyramidal,e,e,77336.67835013902
6082,6095,EC LII III Pyramidal Tripolar,EC LIII V Bipolar Pyramidal,e,e,32238.57826455552
6086,5005,EC LIV VI Deep Multipolar Principal,SUB CA1 Projecting Pyramidal,e,e,51311.64873376389
6086,6002,EC LIV VI Deep Multipolar Principal,MEC LV Pyramidal,e,e,21638.54083528847
6086,6006,EC LIV VI Deep Multipolar Principal,MEC LIII Complex Pyramidal,e,e,14924.373513522622
6086,6007,EC LIV VI Deep Multipolar Principal,LEC LIII Complex Pyramidal,e,e,28354.696766759524
6086,6021,EC LIV VI Deep Multipolar Principal,EC LV Deep Pyramidal,e,e,59641.2310099648
6086,6023,EC LIV VI Deep Multipolar Principal,MEC LV Superficial Pyramidal,e,e,29858.521317959265
6086,6025,EC LIV VI Deep Multipolar Principal,LEC LIII Multipolar Principal,e,e,41790.7245802601
6086,6033,EC LIV VI Deep Multipolar Principal,MEC LV Multipolar Pyramidal,e,e,53038.934253213774
6086,6052,EC LIV VI Deep Multipolar Principal,MEC LV VI Pyramidal Polymorphic,e,e,39895.29329897916
6086,6078,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,e,e,56257.5410565934
6086,6086,EC LIV VI Deep Multipolar Principal,EC LIV VI Deep Multipolar Principal,e,e,87760.43376794651
6086,6092,EC LIV VI Deep Multipolar Principal,EC LIII Pyramidal Stellate,e,e,21744.318866860627
6086,6095,EC LIV VI Deep Multipolar Principal,EC LIII V Bipolar Pyramidal,e,e,52872.38912395442
6092,4000,EC LIII Pyramidal Stellate,CA1 Pyramidal,e,e,184216.6647380285
6092,4003,EC LIII Pyramidal Stellate,CA1 Quadrilaminar,e,i,97390.96664391653
6092,4005,EC LIII Pyramidal Stellate,CA1 LMR,e,i,66324.52941582358
6092,4006,EC LIII Pyramidal Stellate,CA1 Perforant Path Associated,e,i,100124.72207829429
6092,4011,EC LIII Pyramidal Stellate,CA1 Neurogliaform Projecting,e,i,128820.7189033971
6092,4012,EC LIII Pyramidal Stellate,CA1 Neurogliaform,e,i,423904.0354914476
6092,4013,EC LIII Pyramidal Stellate,CA1 Radial Trilaminar,e,i,38955.51052440688
6092,4015,EC LIII Pyramidal Stellate,CA1 Schaffer Collateral Associated,e,i,70048.71399103873
6092,4036,EC LIII Pyramidal Stellate,CA1 Axo Axonic,e,i,190946.22898888658
6092,4054,EC LIII Pyramidal Stellate,CA1 Radiatum Giant,e,e,138467.35893446184
6092,4055,EC LIII Pyramidal Stellate,CA1 Oriens Alveus,e,i,102657.25494013868
6092,4076,EC LIII Pyramidal Stellate,CA1 Perforant Path Associated QuadD,e,i,137013.15820290684
6092,4078,EC LIII Pyramidal Stellate,CA1 Basket,e,i,66529.69193039142
6092,4079,EC LIII Pyramidal Stellate,CA1 Basket CCK+,e,i,183063.75041882004
6092,5005,EC LIII Pyramidal Stellate,SUB CA1 Projecting Pyramidal,e,e,18172.24074160014
6092,6006,EC LIII Pyramidal Stellate,MEC LIII Complex Pyramidal,e,e,6768.76548372316
