pre_neuron_id,post_neuron_id,pre_neuron,post_neuron,pre_ei,post_ei,v_ij
2020,2004,CA3 Trilaminar,CA3c Pyramidal,i,e,-23.0
2020,2005,CA3 Trilaminar,CA3 LMR Targeting,i,i,-24.0
2020,2009,CA3 Trilaminar,CA3 O LM,i,i,-36.5
2020,2013,CA3 Trilaminar,CA3 Lucidum ORAX,i,i,-28.200000000000003
2020,2019,CA3 Trilaminar,CA3 Spiny Lucidum,i,i,-32.8
2020,2020,CA3 Trilaminar,CA3 Trilaminar,i,i,-20.799999999999997
2020,2028,CA3 Trilaminar,CA3 Axo Axonic,i,i,-22.5
2020,2035,CA3 Trilaminar,CA3 Mossy Fiber Associated ORDEN,i,i,-33.0
2020,2036,CA3 Trilaminar,CA3 Mossy Fiber Associated,i,i,-34.4
2020,2043,CA3 Trilaminar,CA3 Basket,i,i,-37.6
2020,2044,CA3 Trilaminar,CA3 Basket CCK+,i,i,-40.4
2020,2047,CA3 Trilaminar,CA3 Horizontal Axo Axonic,i,i,-37.0
2020,3007,CA3 Trilaminar,CA2 Wide Arbor Basket,i,i,-25.099999999999994
2020,4000,CA3 Trilaminar,CA1 Pyramidal,i,e,-27.799999999999997
2020,4003,CA3 Trilaminar,CA1 Quadrilaminar,i,i,-32.6
2020,4005,CA3 Trilaminar,CA1 LMR,i,i,-53.8
2020,4006,CA3 Trilaminar,CA1 Perforant Path Associated,i,i,-23.900000000000006
2020,4013,CA3 Trilaminar,CA1 Radial Trilaminar,i,i,-40.0
2020,4015,CA3 Trilaminar,CA1 Schaffer Collateral Associated,i,i,-22.9
2020,4023,CA3 Trilaminar,CA1 Back Projection,i,i,-23.5
2020,4028,CA3 Trilaminar,CA1 Radiatum,i,i,-33.6
2020,4033,CA3 Trilaminar,CA1 SO SO,i,i,-35.0
2020,4035,CA3 Trilaminar,CA1 Trilaminar,i,i,-33.0
2020,4036,CA3 Trilaminar,CA1 Axo Axonic,i,i,-26.900000000000006
2020,4038,CA3 Trilaminar,CA1 Horizontal Axo Axonic,i,i,-38.0
2020,4039,CA3 Trilaminar,CA1 Horizontal Basket,i,i,-38.6
2020,4054,CA3 Trilaminar,CA1 Radiatum Giant,i,e,-34.0
2020,4055,CA3 Trilaminar,CA1 Oriens Alveus,i,i,-28.4
2020,4061,CA3 Trilaminar,CA1 R Receiving Apical Targeting,i,i,-38.0
2020,4066,CA3 Trilaminar,CA1 OR LM,i,i,-17.1
2020,4069,CA3 Trilaminar,CA1 O LM,i,i,-42.3
2020,4076,CA3 Trilaminar,CA1 Perforant Path Associated QuadD,i,i,-33.0
2020,4078,CA3 Trilaminar,CA1 Basket,i,i,-32.0
2020,4079,CA3 Trilaminar,CA1 Basket CCK+,i,i,-31.1
2020,4080,CA3 Trilaminar,CA1 Bistratified,i,i,-23.0
2020,4081,CA3 Trilaminar,CA1 Ivy,i,i,-29.1
2020,4083,CA3 Trilaminar,CA1 Oriens Bistratified,i,i,-30.0
2020,4087,CA3 Trilaminar,CA1 O LMR,i,i,-48.3
2020,4089,CA3 Trilaminar,CA1 Recurrent O LM,i,i,-20.0
2028,2000,CA3 Axo Axonic,CA3 Pyramidal,i,e,-37.5
2028,2004,CA3 Axo Axonic,CA3c Pyramidal,i,e,-23.0
2035,1002,CA3 Mossy Fiber Associated ORDEN,DG Mossy,i,e,-31.700000000000003
2035,1004,CA3 Mossy Fiber Associated ORDEN,DG Total Molecular Layer,i,i,-30.700000000000003
2035,1005,CA3 Mossy Fiber Associated ORDEN,DG MOLAX,i,i,-30.700000000000003
2035,1009,CA3 Mossy Fiber Associated ORDEN,DG HICAP,i,i,-31.5
2035,1010,CA3 Mossy Fiber Associated ORDEN,DG Axo Axonic,i,i,-17.900000000000006
2035,1013,CA3 Mossy Fiber Associated ORDEN,DG HIPP,i,i,-24.0
2035,1026,CA3 Mossy Fiber Associated ORDEN,DG HIPROM,i,i,-31.200000000000003
2035,1027,CA3 Mossy Fiber Associated ORDEN,DG AIPRIM,i,i,-22.0
2035,1035,CA3 Mossy Fiber Associated ORDEN,DG Basket,i,i,-26.299999999999997
2035,1041,CA3 Mossy Fiber Associated ORDEN,DG Hilar Ectopic Granule,i,e,-30.0
2035,2000,CA3 Mossy Fiber Associated ORDEN,CA3 Pyramidal,i,e,-37.5
2035,2004,CA3 Mossy Fiber Associated ORDEN,CA3c Pyramidal,i,e,-23.0
2035,2005,CA3 Mossy Fiber Associated ORDEN,CA3 LMR Targeting,i,i,-24.0
2035,2013,CA3 Mossy Fiber Associated ORDEN,CA3 Lucidum ORAX,i,i,-28.200000000000003
2035,2019,CA3 Mossy Fiber Associated ORDEN,CA3 Spiny Lucidum,i,i,-32.8
2035,2028,CA3 Mossy Fiber Associated ORDEN,CA3 Axo Axonic,i,i,-22.5
2035,2035,CA3 Mossy Fiber Associated ORDEN,CA3 Mossy Fiber Associated ORDEN,i,i,-33.0
2035,2036,CA3 Mossy Fiber Associated ORDEN,CA3 Mossy Fiber Associated,i,i,-34.4
2035,2043,CA3 Mossy Fiber Associated ORDEN,CA3 Basket,i,i,-37.6
2035,2044,CA3 Mossy Fiber Associated ORDEN,CA3 Basket CCK+,i,i,-40.4
2035,3007,CA3 Mossy Fiber Associated ORDEN,CA2 Wide Arbor Basket,i,i,-25.099999999999994
2036,1002,CA3 Mossy Fiber Associated,DG Mossy,i,e,-31.700000000000003
2036,1004,CA3 Mossy Fiber Associated,DG Total Molecular Layer,i,i,-30.700000000000003
2036,1005,CA3 Mossy Fiber Associated,DG MOLAX,i,i,-30.700000000000003
2036,1009,CA3 Mossy Fiber Associated,DG HICAP,i,i,-31.5
2036,1010,CA3 Mossy Fiber Associated,DG Axo Axonic,i,i,-17.900000000000006
2036,1013,CA3 Mossy Fiber Associated,DG HIPP,i,i,-24.0
2036,1026,CA3 Mossy Fiber Associated,DG HIPROM,i,i,-31.200000000000003
2036,1027,CA3 Mossy Fiber Associated,DG AIPRIM,i,i,-22.0
2036,1035,CA3 Mossy Fiber Associated,DG Basket,i,i,-26.299999999999997
2036,1041,CA3 Mossy Fiber Associated,DG Hilar Ectopic Granule,i,e,-30.0
2036,2000,CA3 Mossy Fiber Associated,CA3 Pyramidal,i,e,-37.5
2036,2001,CA3 Mossy Fiber Associated,CA3 Granule,i,e,-19.4
2036,2004,CA3 Mossy Fiber Associated,CA3c Pyramidal,i,e,-23.0
2036,2005,CA3 Mossy Fiber Associated,CA3 LMR Targeting,i,i,-24.0
2036,2013,CA3 Mossy Fiber Associated,CA3 Lucidum ORAX,i,i,-28.200000000000003
2036,2019,CA3 Mossy Fiber Associated,CA3 Spiny Lucidum,i,i,-32.8
2036,2028,CA3 Mossy Fiber Associated,CA3 Axo Axonic,i,i,-22.5
2036,2035,CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated ORDEN,i,i,-33.0
2036,2036,CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated,i,i,-34.4
2036,2043,CA3 Mossy Fiber Associated,CA3 Basket,i,i,-37.6
2036,2044,CA3 Mossy Fiber Associated,CA3 Basket CCK+,i,i,-40.4
2036,3007,CA3 Mossy Fiber Associated,CA2 Wide Arbor Basket,i,i,-25.099999999999994
2043,2000,CA3 Basket,CA3 Pyramidal,i,e,-37.5
2043,2004,CA3 Basket,CA3c Pyramidal,i,e,-23.0
2043,2028,CA3 Basket,CA3 Axo Axonic,i,i,-22.5
2043,2035,CA3 Basket,CA3 Mossy Fiber Associated ORDEN,i,i,-33.0
2043,2043,CA3 Basket,CA3 Basket,i,i,-37.6
2043,2044,CA3 Basket,CA3 Basket CCK+,i,i,-40.4
2044,2000,CA3 Basket CCK+,CA3 Pyramidal,i,e,-37.5
2044,2004,CA3 Basket CCK+,CA3c Pyramidal,i,e,-23.0
2044,2028,CA3 Basket CCK+,CA3 Axo Axonic,i,i,-22.5
2044,2035,CA3 Basket CCK+,CA3 Mossy Fiber Associated ORDEN,i,i,-33.0
2044,2043,CA3 Basket CCK+,CA3 Basket,i,i,-37.6
2044,2044,CA3 Basket CCK+,CA3 Basket CCK+,i,i,-40.4
2047,2000,CA3 Horizontal Axo Axonic,CA3 Pyramidal,i,e,-37.5
2047,2004,CA3 Horizontal Axo Axonic,CA3c Pyramidal,i,e,-23.0
3000,1002,CA2 Pyramidal,DG Mossy,e,e,62.0
3000,1004,CA2 Pyramidal,DG Total Molecular Layer,e,i,54.5
3000,1005,CA2 Pyramidal,DG MOLAX,e,i,54.5
3000,1009,CA2 Pyramidal,DG HICAP,e,i,60.5
3000,1010,CA2 Pyramidal,DG Axo Axonic,e,i,65.1
3000,1013,CA2 Pyramidal,DG HIPP,e,i,65.0
3000,1026,CA2 Pyramidal,DG HIPROM,e,i,65.0
3000,1027,CA2 Pyramidal,DG AIPRIM,e,i,64.0
3000,1035,CA2 Pyramidal,DG Basket,e,i,62.0
3000,1041,CA2 Pyramidal,DG Hilar Ectopic Granule,e,e,70.0
3000,2000,CA2 Pyramidal,CA3 Pyramidal,e,e,60.5
3000,2001,CA2 Pyramidal,CA3 Granule,e,e,78.0
3000,2004,CA2 Pyramidal,CA3c Pyramidal,e,e,62.0
3000,2005,CA2 Pyramidal,CA3 LMR Targeting,e,i,68.0
3000,2009,CA2 Pyramidal,CA3 O LM,e,i,60.0
3000,2013,CA2 Pyramidal,CA3 Lucidum ORAX,e,i,61.0
3000,2019,CA2 Pyramidal,CA3 Spiny Lucidum,e,i,62.0
3000,2020,CA2 Pyramidal,CA3 Trilaminar,e,i,61.2
3000,2028,CA2 Pyramidal,CA3 Axo Axonic,e,i,58.0
3000,2035,CA2 Pyramidal,CA3 Mossy Fiber Associated ORDEN,e,i,57.0
3000,2036,CA2 Pyramidal,CA3 Mossy Fiber Associated,e,i,57.0
3000,2043,CA2 Pyramidal,CA3 Basket,e,i,58.0
3000,2044,CA2 Pyramidal,CA3 Basket CCK+,e,i,60.0
3000,2047,CA2 Pyramidal,CA3 Horizontal Axo Axonic,e,i,59.0
3000,3000,CA2 Pyramidal,CA2 Pyramidal,e,e,75.3
3000,3003,CA2 Pyramidal,CA2 Bistratified,e,i,72.7
3000,3006,CA2 Pyramidal,CA2 Basket,e,i,71.2
3000,3007,CA2 Pyramidal,CA2 Wide Arbor Basket,e,i,74.9
3000,3008,CA2 Pyramidal,CA2 SP SR,e,i,71.0
3000,4000,CA2 Pyramidal,CA1 Pyramidal,e,e,62.4
3000,4003,CA2 Pyramidal,CA1 Quadrilaminar,e,i,58.5
3000,4005,CA2 Pyramidal,CA1 LMR,e,i,53.1
3000,4006,CA2 Pyramidal,CA1 Perforant Path Associated,e,i,55.4
3000,4013,CA2 Pyramidal,CA1 Radial Trilaminar,e,i,57.0
3000,4015,CA2 Pyramidal,CA1 Schaffer Collateral Associated,e,i,60.6
3000,4023,CA2 Pyramidal,CA1 Back Projection,e,i,62.0
3000,4028,CA2 Pyramidal,CA1 Radiatum,e,i,55.8
3000,4033,CA2 Pyramidal,CA1 SO SO,e,i,59.0
3000,4035,CA2 Pyramidal,CA1 Trilaminar,e,i,64.0
3000,4036,CA2 Pyramidal,CA1 Axo Axonic,e,i,65.1
3000,4038,CA2 Pyramidal,CA1 Horizontal Axo Axonic,e,i,57.0
3000,4039,CA2 Pyramidal,CA1 Horizontal Basket,e,i,55.4
3000,4054,CA2 Pyramidal,CA1 Radiatum Giant,e,e,66.0
3000,4055,CA2 Pyramidal,CA1 Oriens Alveus,e,i,51.0
3000,4061,CA2 Pyramidal,CA1 R Receiving Apical Targeting,e,i,57.0
3000,4066,CA2 Pyramidal,CA1 OR LM,e,i,68.0
3000,4069,CA2 Pyramidal,CA1 O LM,e,i,60.0
3000,4076,CA2 Pyramidal,CA1 Perforant Path Associated QuadD,e,i,64.0
3000,4078,CA2 Pyramidal,CA1 Basket,e,i,57.0
3000,4079,CA2 Pyramidal,CA1 Basket CCK+,e,i,61.4
3000,4080,CA2 Pyramidal,CA1 Bistratified,e,i,64.0
3000,4081,CA2 Pyramidal,CA1 Ivy,e,i,71.0
3000,4083,CA2 Pyramidal,CA1 Oriens Bistratified,e,i,66.0
3000,4087,CA2 Pyramidal,CA1 O LMR,e,i,55.7
3000,4089,CA2 Pyramidal,CA1 Recurrent O LM,e,i,75.0
3003,3000,CA2 Bistratified,CA2 Pyramidal,i,e,-10.700000000000003
3003,3003,CA2 Bistratified,CA2 Bistratified,i,i,-46.3
3003,3006,CA2 Bistratified,CA2 Basket,i,i,-20.799999999999997
3003,3007,CA2 Bistratified,CA2 Wide Arbor Basket,i,i,-25.099999999999994
3003,3008,CA2 Bistratified,CA2 SP SR,i,i,-18.0
3003,4000,CA2 Bistratified,CA1 Pyramidal,i,e,-27.799999999999997
3003,4003,CA2 Bistratified,CA1 Quadrilaminar,i,i,-32.6
3003,4005,CA2 Bistratified,CA1 LMR,i,i,-53.8
3003,4006,CA2 Bistratified,CA1 Perforant Path Associated,i,i,-23.900000000000006
3003,4013,CA2 Bistratified,CA1 Radial Trilaminar,i,i,-40.0
3003,4015,CA2 Bistratified,CA1 Schaffer Collateral Associated,i,i,-22.9
3003,4023,CA2 Bistratified,CA1 Back Projection,i,i,-23.5
3003,4028,CA2 Bistratified,CA1 Radiatum,i,i,-33.6
3003,4033,CA2 Bistratified,CA1 SO SO,i,i,-35.0
3003,4035,CA2 Bistratified,CA1 Trilaminar,i,i,-33.0
3003,4036,CA2 Bistratified,CA1 Axo Axonic,i,i,-26.900000000000006
3003,4038,CA2 Bistratified,CA1 Horizontal Axo Axonic,i,i,-38.0
3003,4039,CA2 Bistratified,CA1 Horizontal Basket,i,i,-38.6
3003,4054,CA2 Bistratified,CA1 Radiatum Giant,i,e,-34.0
3003,4055,CA2 Bistratified,CA1 Oriens Alveus,i,i,-28.4
3003,4061,CA2 Bistratified,CA1 R Receiving Apical Targeting,i,i,-38.0
3003,4066,CA2 Bistratified,CA1 OR LM,i,i,-17.1
3003,4069,CA2 Bistratified,CA1 O LM,i,i,-42.3
3003,4076,CA2 Bistratified,CA1 Perforant Path Associated QuadD,i,i,-33.0
3003,4078,CA2 Bistratified,CA1 Basket,i,i,-32.0
3003,4079,CA2 Bistratified,CA1 Basket CCK+,i,i,-31.1
3003,4080,CA2 Bistratified,CA1 Bistratified,i,i,-23.0
3003,4081,CA2 Bistratified,CA1 Ivy,i,i,-29.1
3003,4083,CA2 Bistratified,CA1 Oriens Bistratified,i,i,-30.0
3003,4087,CA2 Bistratified,CA1 O LMR,i,i,-48.3
3003,4089,CA2 Bistratified,CA1 Recurrent O LM,i,i,-20.0
3006,3000,CA2 Basket,CA2 Pyramidal,i,e,-10.700000000000003
3006,3003,CA2 Basket,CA2 Bistratified,i,i,-46.3
3006,3006,CA2 Basket,CA2 Basket,i,i,-20.799999999999997
3006,3007,CA2 Basket,CA2 Wide Arbor Basket,i,i,-25.099999999999994
3006,3008,CA2 Basket,CA2 SP SR,i,i,-18.0
3007,2000,CA2 Wide Arbor Basket,CA3 Pyramidal,i,e,-37.5
3007,2004,CA2 Wide Arbor Basket,CA3c Pyramidal,i,e,-23.0
3007,2028,CA2 Wide Arbor Basket,CA3 Axo Axonic,i,i,-22.5
3007,2035,CA2 Wide Arbor Basket,CA3 Mossy Fiber Associated ORDEN,i,i,-33.0
3007,2043,CA2 Wide Arbor Basket,CA3 Basket,i,i,-37.6
3007,2044,CA2 Wide Arbor Basket,CA3 Basket CCK+,i,i,-40.4
3007,3000,CA2 Wide Arbor Basket,CA2 Pyramidal,i,e,-10.700000000000003
3007,3003,CA2 Wide Arbor Basket,CA2 Bistratified,i,i,-46.3
3007,3006,CA2 Wide Arbor Basket,CA2 Basket,i,i,-20.799999999999997
3007,3007,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,-25.099999999999994
3007,3008,CA2 Wide Arbor Basket,CA2 SP SR,i,i,-18.0
3007,4000,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,-27.799999999999997
3007,4013,CA2 Wide Arbor Basket,CA1 Radial Trilaminar,i,i,-40.0
3007,4036,CA2 Wide Arbor Basket,CA1 Axo Axonic,i,i,-26.900000000000006
3007,4039,CA2 Wide Arbor Basket,CA1 Horizontal Basket,i,i,-38.6
3007,4054,CA2 Wide Arbor Basket,CA1 Radiatum Giant,i,e,-34.0
3007,4066,CA2 Wide Arbor Basket,CA1 OR LM,i,i,-17.1
3007,4078,CA2 Wide Arbor Basket,CA1 Basket,i,i,-32.0
3007,4079,CA2 Wide Arbor Basket,CA1 Basket CCK+,i,i,-31.1
3007,4080,CA2 Wide Arbor Basket,CA1 Bistratified,i,i,-23.0
3007,4081,CA2 Wide Arbor Basket,CA1 Ivy,i,i,-29.1
3008,3000,CA2 SP SR,CA2 Pyramidal,i,e,-10.700000000000003
3008,3003,CA2 SP SR,CA2 Bistratified,i,i,-46.3
3008,3006,CA2 SP SR,CA2 Basket,i,i,-20.799999999999997
3008,3007,CA2 SP SR,CA2 Wide Arbor Basket,i,i,-25.099999999999994
3008,3008,CA2 SP SR,CA2 SP SR,i,i,-18.0
4000,4000,CA1 Pyramidal,CA1 Pyramidal,e,e,62.4
4000,4003,CA1 Pyramidal,CA1 Quadrilaminar,e,i,58.5
4000,4013,CA1 Pyramidal,CA1 Radial Trilaminar,e,i,57.0
4000,4023,CA1 Pyramidal,CA1 Back Projection,e,i,62.0
4000,4033,CA1 Pyramidal,CA1 SO SO,e,i,59.0
4000,4035,CA1 Pyramidal,CA1 Trilaminar,e,i,64.0
4000,4036,CA1 Pyramidal,CA1 Axo Axonic,e,i,65.1
4000,4038,CA1 Pyramidal,CA1 Horizontal Axo Axonic,e,i,57.0
4000,4039,CA1 Pyramidal,CA1 Horizontal Basket,e,i,55.4
4000,4055,CA1 Pyramidal,CA1 Oriens Alveus,e,i,51.0
4000,4066,CA1 Pyramidal,CA1 OR LM,e,i,68.0
4000,4069,CA1 Pyramidal,CA1 O LM,e,i,60.0
4000,4076,CA1 Pyramidal,CA1 Perforant Path Associated QuadD,e,i,64.0
4000,4078,CA1 Pyramidal,CA1 Basket,e,i,57.0
4000,4079,CA1 Pyramidal,CA1 Basket CCK+,e,i,61.4
4000,4080,CA1 Pyramidal,CA1 Bistratified,e,i,64.0
4000,4081,CA1 Pyramidal,CA1 Ivy,e,i,71.0
4000,4083,CA1 Pyramidal,CA1 Oriens Bistratified,e,i,66.0
4000,4087,CA1 Pyramidal,CA1 O LMR,e,i,55.7
4000,4089,CA1 Pyramidal,CA1 Recurrent O LM,e,i,75.0
4000,5005,CA1 Pyramidal,SUB CA1 Projecting Pyramidal,e,e,60.0
4000,6002,CA1 Pyramidal,MEC LV Pyramidal,e,e,61.8
4000,6021,CA1 Pyramidal,EC LV Deep Pyramidal,e,e,66.5
4000,6023,CA1 Pyramidal,MEC LV Superficial Pyramidal,e,e,66.5
4000,6025,CA1 Pyramidal,LEC LIII Multipolar Principal,e,e,66.5
4000,6033,CA1 Pyramidal,MEC LV Multipolar Pyramidal,e,e,66.5
4000,6052,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,63.0
4000,6078,CA1 Pyramidal,LEC LVI Multipolar Pyramidal,e,e,64.0
4000,6086,CA1 Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,59.8
4000,6095,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,e,e,68.0
4003,3007,CA1 Quadrilaminar,CA2 Wide Arbor Basket,i,i,-25.099999999999994
4003,4000,CA1 Quadrilaminar,CA1 Pyramidal,i,e,-27.799999999999997
4003,4003,CA1 Quadrilaminar,CA1 Quadrilaminar,i,i,-32.6
4003,4005,CA1 Quadrilaminar,CA1 LMR,i,i,-53.8
4003,4006,CA1 Quadrilaminar,CA1 Perforant Path Associated,i,i,-23.900000000000006
4003,4011,CA1 Quadrilaminar,CA1 Neurogliaform Projecting,i,i,-51.3
4003,4012,CA1 Quadrilaminar,CA1 Neurogliaform,i,i,-39.3
4003,4013,CA1 Quadrilaminar,CA1 Radial Trilaminar,i,i,-40.0
4003,4015,CA1 Quadrilaminar,CA1 Schaffer Collateral Associated,i,i,-22.9
4003,4023,CA1 Quadrilaminar,CA1 Back Projection,i,i,-23.5
4003,4028,CA1 Quadrilaminar,CA1 Radiatum,i,i,-33.6
4003,4033,CA1 Quadrilaminar,CA1 SO SO,i,i,-35.0
4003,4035,CA1 Quadrilaminar,CA1 Trilaminar,i,i,-33.0
4003,4036,CA1 Quadrilaminar,CA1 Axo Axonic,i,i,-26.900000000000006
4003,4038,CA1 Quadrilaminar,CA1 Horizontal Axo Axonic,i,i,-38.0
4003,4039,CA1 Quadrilaminar,CA1 Horizontal Basket,i,i,-38.6
4003,4055,CA1 Quadrilaminar,CA1 Oriens Alveus,i,i,-28.4
4003,4061,CA1 Quadrilaminar,CA1 R Receiving Apical Targeting,i,i,-38.0
4003,4066,CA1 Quadrilaminar,CA1 OR LM,i,i,-17.1
4003,4069,CA1 Quadrilaminar,CA1 O LM,i,i,-42.3
4003,4076,CA1 Quadrilaminar,CA1 Perforant Path Associated QuadD,i,i,-33.0
4003,4078,CA1 Quadrilaminar,CA1 Basket,i,i,-32.0
4003,4079,CA1 Quadrilaminar,CA1 Basket CCK+,i,i,-31.1
4003,4080,CA1 Quadrilaminar,CA1 Bistratified,i,i,-23.0
4003,4081,CA1 Quadrilaminar,CA1 Ivy,i,i,-29.1
4003,4083,CA1 Quadrilaminar,CA1 Oriens Bistratified,i,i,-30.0
4003,4087,CA1 Quadrilaminar,CA1 O LMR,i,i,-48.3
4003,4089,CA1 Quadrilaminar,CA1 Recurrent O LM,i,i,-20.0
4005,4000,CA1 LMR,CA1 Pyramidal,i,e,-27.799999999999997
4005,4003,CA1 LMR,CA1 Quadrilaminar,i,i,-32.6
4005,4005,CA1 LMR,CA1 LMR,i,i,-53.8
4005,4006,CA1 LMR,CA1 Perforant Path Associated,i,i,-23.900000000000006
4005,4011,CA1 LMR,CA1 Neurogliaform Projecting,i,i,-51.3
4005,4012,CA1 LMR,CA1 Neurogliaform,i,i,-39.3
4005,4013,CA1 LMR,CA1 Radial Trilaminar,i,i,-40.0
4005,4015,CA1 LMR,CA1 Schaffer Collateral Associated,i,i,-22.9
4005,4028,CA1 LMR,CA1 Radiatum,i,i,-33.6
4005,4036,CA1 LMR,CA1 Axo Axonic,i,i,-26.900000000000006
4005,4054,CA1 LMR,CA1 Radiatum Giant,i,e,-34.0
4005,4055,CA1 LMR,CA1 Oriens Alveus,i,i,-28.4
4005,4061,CA1 LMR,CA1 R Receiving Apical Targeting,i,i,-38.0
4005,4066,CA1 LMR,CA1 OR LM,i,i,-17.1
4005,4076,CA1 LMR,CA1 Perforant Path Associated QuadD,i,i,-33.0
4005,4078,CA1 LMR,CA1 Basket,i,i,-32.0
4005,4079,CA1 LMR,CA1 Basket CCK+,i,i,-31.1
4005,4080,CA1 LMR,CA1 Bistratified,i,i,-23.0
4005,4081,CA1 LMR,CA1 Ivy,i,i,-29.1
4006,1000,CA1 Perforant Path Associated,DG Granule,i,e,-20.6
4006,1001,CA1 Perforant Path Associated,DG Semilunar Granule,i,e,-29.0
4006,1004,CA1 Perforant Path Associated,DG Total Molecular Layer,i,i,-30.700000000000003
4006,1005,CA1 Perforant Path Associated,DG MOLAX,i,i,-30.700000000000003
4006,1007,CA1 Perforant Path Associated,DG Neurogliaform,i,i,-40.00000000000001
4006,1008,CA1 Perforant Path Associated,DG MOPP,i,i,-40.00000000000001
4006,1009,CA1 Perforant Path Associated,DG HICAP,i,i,-31.5
4006,1010,CA1 Perforant Path Associated,DG Axo Axonic,i,i,-17.900000000000006
4006,1027,CA1 Perforant Path Associated,DG AIPRIM,i,i,-22.0
4006,1035,CA1 Perforant Path Associated,DG Basket,i,i,-26.299999999999997
4006,1041,CA1 Perforant Path Associated,DG Hilar Ectopic Granule,i,e,-30.0
4006,4000,CA1 Perforant Path Associated,CA1 Pyramidal,i,e,-27.799999999999997
4006,4003,CA1 Perforant Path Associated,CA1 Quadrilaminar,i,i,-32.6
4006,4005,CA1 Perforant Path Associated,CA1 LMR,i,i,-53.8
4006,4006,CA1 Perforant Path Associated,CA1 Perforant Path Associated,i,i,-23.900000000000006
4006,4011,CA1 Perforant Path Associated,CA1 Neurogliaform Projecting,i,i,-51.3
4006,4012,CA1 Perforant Path Associated,CA1 Neurogliaform,i,i,-39.3
4006,4013,CA1 Perforant Path Associated,CA1 Radial Trilaminar,i,i,-40.0
4006,4015,CA1 Perforant Path Associated,CA1 Schaffer Collateral Associated,i,i,-22.9
4006,4036,CA1 Perforant Path Associated,CA1 Axo Axonic,i,i,-26.900000000000006
4006,4054,CA1 Perforant Path Associated,CA1 Radiatum Giant,i,e,-34.0
4006,4055,CA1 Perforant Path Associated,CA1 Oriens Alveus,i,i,-28.4
4006,4076,CA1 Perforant Path Associated,CA1 Perforant Path Associated QuadD,i,i,-33.0
4006,4078,CA1 Perforant Path Associated,CA1 Basket,i,i,-32.0
4006,4079,CA1 Perforant Path Associated,CA1 Basket CCK+,i,i,-31.1
4006,5005,CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,i,e,-21.0
4011,1000,CA1 Neurogliaform Projecting,DG Granule,i,e,-20.6
4011,1001,CA1 Neurogliaform Projecting,DG Semilunar Granule,i,e,-29.0
4011,1004,CA1 Neurogliaform Projecting,DG Total Molecular Layer,i,i,-30.700000000000003
4011,1005,CA1 Neurogliaform Projecting,DG MOLAX,i,i,-30.700000000000003
4011,1007,CA1 Neurogliaform Projecting,DG Neurogliaform,i,i,-40.00000000000001
4011,1008,CA1 Neurogliaform Projecting,DG MOPP,i,i,-40.00000000000001
4011,1009,CA1 Neurogliaform Projecting,DG HICAP,i,i,-31.5
4011,1010,CA1 Neurogliaform Projecting,DG Axo Axonic,i,i,-17.900000000000006
4011,1027,CA1 Neurogliaform Projecting,DG AIPRIM,i,i,-22.0
4011,1035,CA1 Neurogliaform Projecting,DG Basket,i,i,-26.299999999999997
4011,1041,CA1 Neurogliaform Projecting,DG Hilar Ectopic Granule,i,e,-30.0
4011,4000,CA1 Neurogliaform Projecting,CA1 Pyramidal,i,e,-27.799999999999997
4011,4003,CA1 Neurogliaform Projecting,CA1 Quadrilaminar,i,i,-32.6
4011,4005,CA1 Neurogliaform Projecting,CA1 LMR,i,i,-53.8
4011,4006,CA1 Neurogliaform Projecting,CA1 Perforant Path Associated,i,i,-23.900000000000006
4011,4011,CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting,i,i,-51.3
4011,4012,CA1 Neurogliaform Projecting,CA1 Neurogliaform,i,i,-39.3
4011,4013,CA1 Neurogliaform Projecting,CA1 Radial Trilaminar,i,i,-40.0
4011,4015,CA1 Neurogliaform Projecting,CA1 Schaffer Collateral Associated,i,i,-22.9
4011,4036,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,-26.900000000000006
4011,4054,CA1 Neurogliaform Projecting,CA1 Radiatum Giant,i,e,-34.0
4011,4055,CA1 Neurogliaform Projecting,CA1 Oriens Alveus,i,i,-28.4
4011,4076,CA1 Neurogliaform Projecting,CA1 Perforant Path Associated QuadD,i,i,-33.0
4011,4078,CA1 Neurogliaform Projecting,CA1 Basket,i,i,-32.0
4011,4079,CA1 Neurogliaform Projecting,CA1 Basket CCK+,i,i,-31.1
4012,4000,CA1 Neurogliaform,CA1 Pyramidal,i,e,-27.799999999999997
4012,4003,CA1 Neurogliaform,CA1 Quadrilaminar,i,i,-32.6
4012,4005,CA1 Neurogliaform,CA1 LMR,i,i,-53.8
4012,4006,CA1 Neurogliaform,CA1 Perforant Path Associated,i,i,-23.900000000000006
4012,4011,CA1 Neurogliaform,CA1 Neurogliaform Projecting,i,i,-51.3
4012,4012,CA1 Neurogliaform,CA1 Neurogliaform,i,i,-39.3
