method,seed,length_edges,n_nodes_visited,transition_weight_sum,self_weight_sum,summed_weight,n_self_connections_included,terminus,path,annealing_iterations,annealing_initial_temperature,annealing_cooling_rate,annealing_score,bb_states_seen,bb_status,dp_mode
greedy_tree_path,MEC LV VI Pyramidal Polymorphic,17,18,69767.13232928966,18069.961112617075,87837.09344190673,15,CA1 Radiatum Giant,MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LV Deep Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA2 Pyramidal -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA1 Radiatum Giant,,,,,,,
greedy_tree_path,SUB CA1 Projecting Pyramidal,16,17,70570.04312511656,18160.20056281097,88730.24368792752,14,CA1 Radiatum Giant,SUB CA1 Projecting Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA2 Pyramidal -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA1 Radiatum Giant,,,,,,,
greedy_tree_simulated_annealing,CA1 Pyramidal,22,23,141836.23075487342,39035.92290259122,180872.15365746466,20,CA3 Granule,CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> MEC LII III Pyramidal Multiform -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> MEC LIII Bipolar Complex Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Pyramidal -> CA3 Granule,2000.0,1.0,0.995,180872.15365746466,,,
greedy_tree_simulated_annealing,CA1 Radiatum Giant,20,21,137808.02947837068,38257.74681353083,176065.7762919015,17,CA2 Pyramidal,CA1 Radiatum Giant -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII III Pyramidal Multiform -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal,2000.0,1.0,0.995,176065.7762919015,,,
greedy_tree_simulated_annealing,CA2 Pyramidal,23,24,137802.68190377523,39214.65025249659,177017.33215627182,21,DG Hilar Ectopic Granule,CA2 Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> EC LIII Stellate -> MEC LIII Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3 Pyramidal -> CA3c Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule,2000.0,1.0,0.995,177017.33215627182,,,
greedy_tree_simulated_annealing,CA3 Granule,20,21,205293.89066071133,35014.43497543727,240308.3256361486,16,CA1 Radiatum Giant,CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,240308.3256361486,,,
greedy_tree_simulated_annealing,CA3 Pyramidal,14,15,173950.80273044904,36668.966412305,210619.76914275403,13,CA3 Granule,CA3 Pyramidal -> CA2 Pyramidal -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule,2000.0,1.0,0.995,210619.76914275403,,,
greedy_tree_simulated_annealing,CA3c Pyramidal,20,21,205532.88973738963,38952.30652169436,244485.19625908398,19,CA3 Granule,CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII III Pyramidal Multiform -> MEC LV Superficial Pyramidal -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3 Granule,2000.0,1.0,0.995,244485.19625908398,,,
greedy_tree_simulated_annealing,DG Granule,23,24,215313.86024741374,38250.2995078023,253564.15975521604,20,CA1 Radiatum Giant,DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LIII Stellate -> EC LIII Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,253564.15975521604,,,
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,28,29,204148.9413939303,40117.759699362425,244266.7010932927,25,CA3 Granule,DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Oblique Pyramidal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LII Stellate -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3 Granule,2000.0,1.0,0.995,244266.7010932927,,,
greedy_tree_simulated_annealing,DG Mossy,17,18,193779.28206130338,36729.65094894621,230508.9330102496,14,CA1 Radiatum Giant,DG Mossy -> DG Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LIII Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,230508.9330102496,,,
greedy_tree_simulated_annealing,DG Semilunar Granule,18,19,179349.42578634107,37630.371137796166,216979.79692413725,16,CA1 Radiatum Giant,DG Semilunar Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,216979.79692413725,,,
greedy_tree_simulated_annealing,EC LI II Multipolar Pyramidal,28,29,224137.3370579321,40077.155005381595,264214.4920633137,24,CA1 Radiatum Giant,EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Oblique Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> LEC LVI Multipolar Pyramidal -> EC LIII Pyramidal Stellate -> EC LIII Pyramidal -> EC LIV VI Deep Multipolar Principal -> EC LIII V Bipolar Pyramidal -> EC LIII Stellate -> MEC LV Superficial Pyramidal -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,264214.4920633137,,,
greedy_tree_simulated_annealing,EC LI II Pyramidal Fan,26,27,235553.71973866248,39971.50166431591,275525.2214029784,22,CA1 Radiatum Giant,EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LII III Pyramidal Tripolar -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LIII Pyramidal Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,275525.2214029784,,,
greedy_tree_simulated_annealing,EC LII III Pyramidal Tripolar,25,26,230184.41211063668,39998.925405607646,270183.3375162443,22,CA1 Radiatum Giant,EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LIII Pyramidal Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,270183.3375162443,,,
greedy_tree_simulated_annealing,EC LIII Pyramidal,22,23,126011.56494845684,35868.85817779773,161880.42312625458,18,CA1 Radiatum Giant,EC LIII Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> MEC LII Oblique Pyramidal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> MEC LII III Pyramidal Multiform -> EC LIII Stellate -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,161880.42312625458,,,
greedy_tree_simulated_annealing,EC LIII Pyramidal Stellate,22,23,144095.1907519902,38782.915667973924,182878.1064199641,20,CA3 Granule,EC LIII Pyramidal Stellate -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Multipolar Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Pyramidal -> CA3 Granule,2000.0,1.0,0.995,182878.1064199641,,,
greedy_tree_simulated_annealing,EC LIII Stellate,22,23,228551.6841335061,38085.23893937758,266636.9230728837,19,CA1 Radiatum Giant,EC LIII Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,266636.9230728837,,,
greedy_tree_simulated_annealing,EC LIII V Bipolar Pyramidal,24,25,228331.11933838757,37730.08274555887,266061.20208394644,21,CA1 Radiatum Giant,EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,266061.20208394644,,,
greedy_tree_simulated_annealing,EC LIV VI Deep Multipolar Principal,24,25,219305.8702251474,38894.55779890485,258200.42802405223,20,CA1 Radiatum Giant,EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,258200.42802405223,,,
greedy_tree_simulated_annealing,EC LV Deep Pyramidal,25,26,224675.78498118595,39638.74234267038,264314.5273238563,21,CA1 Radiatum Giant,EC LV Deep Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,264314.5273238563,,,
greedy_tree_simulated_annealing,LEC LIII Complex Pyramidal,24,25,226516.46302609818,39128.922009439164,265645.38503553736,20,CA1 Radiatum Giant,LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,265645.38503553736,,,
greedy_tree_simulated_annealing,LEC LIII Multipolar Principal,24,25,226307.50632025066,39189.60654608038,265497.112866331,21,CA1 Radiatum Giant,LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LIII Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,265497.112866331,,,
greedy_tree_simulated_annealing,LEC LVI Multipolar Pyramidal,23,24,225294.58511496847,38829.42348314311,264124.00859811157,20,CA1 Radiatum Giant,LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,264124.00859811157,,,
greedy_tree_simulated_annealing,MEC LII III Pyramidal Multiform,24,25,220375.5558270011,38894.55779890485,259270.11362590594,20,CA1 Radiatum Giant,MEC LII III Pyramidal Multiform -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> EC LV Deep Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,259270.11362590594,,,
greedy_tree_simulated_annealing,MEC LII Oblique Pyramidal,26,27,227000.2340564574,39656.287405803116,266656.5214622605,22,CA1 Radiatum Giant,MEC LII Oblique Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal -> LEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> EC LV Deep Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII III Pyramidal Multiform -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,266656.5214622605,,,
greedy_tree_simulated_annealing,MEC LII Stellate,28,29,226381.86604800614,40077.155005381595,266459.0210533877,24,CA1 Radiatum Giant,MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LIII Stellate -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,266459.0210533877,,,
greedy_tree_simulated_annealing,MEC LIII Bipolar Complex Pyramidal,21,22,223817.4335880181,35807.941097020484,259625.37468503858,18,CA1 Radiatum Giant,MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,259625.37468503858,,,
greedy_tree_simulated_annealing,MEC LIII Complex Pyramidal,24,25,226323.79361347776,39189.60654608038,265513.40015955816,21,CA1 Radiatum Giant,MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LIII Stellate -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,265513.40015955816,,,
greedy_tree_simulated_annealing,MEC LV Multipolar Pyramidal,27,28,226619.59207678406,40077.1550053816,266696.7470821657,24,CA1 Radiatum Giant,MEC LV Multipolar Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LIII Stellate -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,266696.7470821657,,,
greedy_tree_simulated_annealing,MEC LV Pyramidal,20,21,228989.82754591876,38553.189373623034,267543.0169195418,17,CA1 Radiatum Giant,MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,2000.0,1.0,0.995,267543.0169195418,,,
