method,seed,step,edge_type,sender,receiver,weight
greedy_tree_simulated_annealing,CA2 Pyramidal,8,transition,MEC LII III Pyramidal Multiform,MEC LV Pyramidal,548.8069668104904
greedy_tree_simulated_annealing,CA2 Pyramidal,9,transition,MEC LV Pyramidal,MEC LIII Bipolar Complex Pyramidal,388.0471277671555
greedy_tree_simulated_annealing,CA2 Pyramidal,10,transition,MEC LIII Bipolar Complex Pyramidal,MEC LV Multipolar Pyramidal,88.14001657842442
greedy_tree_simulated_annealing,CA2 Pyramidal,11,transition,MEC LV Multipolar Pyramidal,EC LIII Pyramidal,26.53458883572656
greedy_tree_simulated_annealing,CA2 Pyramidal,12,transition,EC LIII Pyramidal,EC LIII V Bipolar Pyramidal,34.402964559753684
greedy_tree_simulated_annealing,CA2 Pyramidal,13,transition,EC LIII V Bipolar Pyramidal,LEC LIII Complex Pyramidal,578.5387259197909
greedy_tree_simulated_annealing,CA2 Pyramidal,14,transition,LEC LIII Complex Pyramidal,LEC LIII Multipolar Principal,814.9191961799069
greedy_tree_simulated_annealing,CA2 Pyramidal,15,transition,LEC LIII Multipolar Principal,EC LI II Multipolar Pyramidal,539.4518276519966
greedy_tree_simulated_annealing,CA2 Pyramidal,16,transition,EC LI II Multipolar Pyramidal,EC LII III Pyramidal Tripolar,28854.49238765121
greedy_tree_simulated_annealing,CA2 Pyramidal,17,transition,EC LII III Pyramidal Tripolar,MEC LII Stellate,3189.046054691212
greedy_tree_simulated_annealing,CA2 Pyramidal,18,transition,MEC LII Stellate,CA3 Granule,19640.6765649223
greedy_tree_simulated_annealing,CA2 Pyramidal,19,transition,CA3 Granule,CA3 Pyramidal,0.942018883295193
greedy_tree_simulated_annealing,CA2 Pyramidal,20,transition,CA3 Pyramidal,CA3c Pyramidal,6774.278639391325
greedy_tree_simulated_annealing,CA2 Pyramidal,21,transition,CA3c Pyramidal,DG Granule,7159.489110348726
greedy_tree_simulated_annealing,CA2 Pyramidal,22,transition,DG Granule,DG Mossy,44908.709978571016
greedy_tree_simulated_annealing,CA2 Pyramidal,23,transition,DG Mossy,DG Hilar Ectopic Granule,2119.754290320353
greedy_tree_simulated_annealing,CA3 Granule,2,self_connection,CA3c Pyramidal,CA3c Pyramidal,639.8640695461409
greedy_tree_simulated_annealing,CA3 Granule,3,self_connection,CA1 Pyramidal,CA1 Pyramidal,2793.7555172355333
greedy_tree_simulated_annealing,CA3 Granule,4,self_connection,LEC LVI Multipolar Pyramidal,LEC LVI Multipolar Pyramidal,212.6675576452901
greedy_tree_simulated_annealing,CA3 Granule,5,self_connection,LEC LIII Complex Pyramidal,LEC LIII Complex Pyramidal,744.1845437655309
greedy_tree_simulated_annealing,CA3 Granule,6,self_connection,LEC LIII Multipolar Principal,LEC LIII Multipolar Principal,496.4095848183002
greedy_tree_simulated_annealing,CA3 Granule,7,self_connection,EC LIII Stellate,EC LIII Stellate,60.68453664121218
greedy_tree_simulated_annealing,CA3 Granule,8,self_connection,EC LII III Pyramidal Tripolar,EC LII III Pyramidal Tripolar,2277.297842357101
greedy_tree_simulated_annealing,CA3 Granule,9,self_connection,EC LI II Multipolar Pyramidal,EC LI II Multipolar Pyramidal,18296.078460202098
greedy_tree_simulated_annealing,CA3 Granule,10,self_connection,MEC LIII Bipolar Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,176.61548774480949
greedy_tree_simulated_annealing,CA3 Granule,12,self_connection,MEC LV Superficial Pyramidal,MEC LV Superficial Pyramidal,104.14348764746217
greedy_tree_simulated_annealing,CA3 Granule,13,self_connection,MEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,1453.7180710081302
greedy_tree_simulated_annealing,CA3 Granule,15,self_connection,MEC LV Pyramidal,MEC LV Pyramidal,565.2447275074132
greedy_tree_simulated_annealing,CA3 Granule,17,self_connection,DG Mossy,DG Mossy,1751.260654032912
greedy_tree_simulated_annealing,CA3 Granule,18,self_connection,DG Hilar Ectopic Granule,DG Hilar Ectopic Granule,0.9213810801264162
greedy_tree_simulated_annealing,CA3 Granule,19,self_connection,CA3 Pyramidal,CA3 Pyramidal,3278.450765697168
greedy_tree_simulated_annealing,CA3 Granule,20,self_connection,CA2 Pyramidal,CA2 Pyramidal,2163.138288508038
greedy_tree_simulated_annealing,CA3 Granule,1,transition,CA3 Granule,CA3c Pyramidal,2.280811281935155
greedy_tree_simulated_annealing,CA3 Granule,2,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
greedy_tree_simulated_annealing,CA3 Granule,3,transition,CA1 Pyramidal,LEC LVI Multipolar Pyramidal,10569.009270094895
greedy_tree_simulated_annealing,CA3 Granule,4,transition,LEC LVI Multipolar Pyramidal,LEC LIII Complex Pyramidal,175.93242994355498
greedy_tree_simulated_annealing,CA3 Granule,5,transition,LEC LIII Complex Pyramidal,LEC LIII Multipolar Principal,814.9191961799069
greedy_tree_simulated_annealing,CA3 Granule,6,transition,LEC LIII Multipolar Principal,EC LIII Stellate,407.20715251546153
greedy_tree_simulated_annealing,CA3 Granule,7,transition,EC LIII Stellate,EC LII III Pyramidal Tripolar,69.81600034271409
greedy_tree_simulated_annealing,CA3 Granule,8,transition,EC LII III Pyramidal Tripolar,EC LI II Multipolar Pyramidal,4216.395703649579
greedy_tree_simulated_annealing,CA3 Granule,9,transition,EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,30698.001365671505
greedy_tree_simulated_annealing,CA3 Granule,10,transition,MEC LIII Bipolar Complex Pyramidal,MEC LII Oblique Pyramidal,129.39404235709722
greedy_tree_simulated_annealing,CA3 Granule,11,transition,MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,73.63513359542591
greedy_tree_simulated_annealing,CA3 Granule,12,transition,MEC LV Superficial Pyramidal,MEC LIII Complex Pyramidal,495.9622533998108
greedy_tree_simulated_annealing,CA3 Granule,13,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
greedy_tree_simulated_annealing,CA3 Granule,14,transition,MEC LII Stellate,MEC LV Pyramidal,1511.061780907998
greedy_tree_simulated_annealing,CA3 Granule,15,transition,MEC LV Pyramidal,DG Granule,9568.736896643586
greedy_tree_simulated_annealing,CA3 Granule,16,transition,DG Granule,DG Mossy,44908.709978571016
greedy_tree_simulated_annealing,CA3 Granule,17,transition,DG Mossy,DG Hilar Ectopic Granule,2119.754290320353
greedy_tree_simulated_annealing,CA3 Granule,18,transition,DG Hilar Ectopic Granule,CA3 Pyramidal,0.0133035385226386
greedy_tree_simulated_annealing,CA3 Granule,19,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
greedy_tree_simulated_annealing,CA3 Granule,20,transition,CA2 Pyramidal,CA1 Radiatum Giant,263.0645063940111
greedy_tree_simulated_annealing,CA3 Pyramidal,1,self_connection,CA3 Pyramidal,CA3 Pyramidal,3278.450765697168
greedy_tree_simulated_annealing,CA3 Pyramidal,2,self_connection,CA2 Pyramidal,CA2 Pyramidal,2163.138288508038
greedy_tree_simulated_annealing,CA3 Pyramidal,3,self_connection,DG Mossy,DG Mossy,1751.260654032912
greedy_tree_simulated_annealing,CA3 Pyramidal,4,self_connection,DG Hilar Ectopic Granule,DG Hilar Ectopic Granule,0.9213810801264162
greedy_tree_simulated_annealing,CA3 Pyramidal,5,self_connection,CA3c Pyramidal,CA3c Pyramidal,639.8640695461409
greedy_tree_simulated_annealing,CA3 Pyramidal,6,self_connection,CA1 Pyramidal,CA1 Pyramidal,2793.7555172355333
greedy_tree_simulated_annealing,CA3 Pyramidal,7,self_connection,MEC LV VI Pyramidal Polymorphic,MEC LV VI Pyramidal Polymorphic,1336.06008642144
greedy_tree_simulated_annealing,CA3 Pyramidal,8,self_connection,EC LIV VI Deep Multipolar Principal,EC LIV VI Deep Multipolar Principal,1969.34413375272
greedy_tree_simulated_annealing,CA3 Pyramidal,9,self_connection,LEC LVI Multipolar Pyramidal,LEC LVI Multipolar Pyramidal,212.6675576452901
greedy_tree_simulated_annealing,CA3 Pyramidal,10,self_connection,LEC LIII Multipolar Principal,LEC LIII Multipolar Principal,496.4095848183002
greedy_tree_simulated_annealing,CA3 Pyramidal,11,self_connection,EC LI II Multipolar Pyramidal,EC LI II Multipolar Pyramidal,18296.078460202098
greedy_tree_simulated_annealing,CA3 Pyramidal,12,self_connection,EC LII III Pyramidal Tripolar,EC LII III Pyramidal Tripolar,2277.297842357101
greedy_tree_simulated_annealing,CA3 Pyramidal,13,self_connection,MEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,1453.7180710081302
greedy_tree_simulated_annealing,CA3 Pyramidal,1,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
greedy_tree_simulated_annealing,CA3 Pyramidal,2,transition,CA2 Pyramidal,DG Mossy,4836.413875657298
greedy_tree_simulated_annealing,CA3 Pyramidal,3,transition,DG Mossy,DG Hilar Ectopic Granule,2119.754290320353
greedy_tree_simulated_annealing,CA3 Pyramidal,4,transition,DG Hilar Ectopic Granule,CA3c Pyramidal,0.0550567880071112
greedy_tree_simulated_annealing,CA3 Pyramidal,5,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
greedy_tree_simulated_annealing,CA3 Pyramidal,6,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
greedy_tree_simulated_annealing,CA3 Pyramidal,7,transition,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,86.77596588341953
greedy_tree_simulated_annealing,CA3 Pyramidal,8,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
greedy_tree_simulated_annealing,CA3 Pyramidal,9,transition,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,304.0317537911717
greedy_tree_simulated_annealing,CA3 Pyramidal,10,transition,LEC LIII Multipolar Principal,EC LI II Multipolar Pyramidal,539.4518276519966
greedy_tree_simulated_annealing,CA3 Pyramidal,11,transition,EC LI II Multipolar Pyramidal,EC LII III Pyramidal Tripolar,28854.49238765121
greedy_tree_simulated_annealing,CA3 Pyramidal,12,transition,EC LII III Pyramidal Tripolar,MEC LIII Complex Pyramidal,2488.1460458320303
greedy_tree_simulated_annealing,CA3 Pyramidal,13,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
greedy_tree_simulated_annealing,CA3 Pyramidal,14,transition,MEC LII Stellate,CA3 Granule,19640.6765649223
greedy_tree_simulated_annealing,CA3c Pyramidal,1,self_connection,CA3c Pyramidal,CA3c Pyramidal,639.8640695461409
greedy_tree_simulated_annealing,CA3c Pyramidal,2,self_connection,CA1 Pyramidal,CA1 Pyramidal,2793.7555172355333
greedy_tree_simulated_annealing,CA3c Pyramidal,3,self_connection,MEC LV VI Pyramidal Polymorphic,MEC LV VI Pyramidal Polymorphic,1336.06008642144
greedy_tree_simulated_annealing,CA3c Pyramidal,4,self_connection,EC LIV VI Deep Multipolar Principal,EC LIV VI Deep Multipolar Principal,1969.34413375272
greedy_tree_simulated_annealing,CA3c Pyramidal,5,self_connection,LEC LVI Multipolar Pyramidal,LEC LVI Multipolar Pyramidal,212.6675576452901
greedy_tree_simulated_annealing,CA3c Pyramidal,6,self_connection,LEC LIII Multipolar Principal,LEC LIII Multipolar Principal,496.4095848183002
greedy_tree_simulated_annealing,CA3c Pyramidal,7,self_connection,LEC LIII Complex Pyramidal,LEC LIII Complex Pyramidal,744.1845437655309
greedy_tree_simulated_annealing,CA3c Pyramidal,8,self_connection,EC LIII Pyramidal Stellate,EC LIII Pyramidal Stellate,360.1830629372671
greedy_tree_simulated_annealing,CA3c Pyramidal,9,self_connection,MEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,1453.7180710081302
greedy_tree_simulated_annealing,CA3c Pyramidal,10,self_connection,EC LI II Multipolar Pyramidal,EC LI II Multipolar Pyramidal,18296.078460202098
greedy_tree_simulated_annealing,CA3c Pyramidal,11,self_connection,EC LII III Pyramidal Tripolar,EC LII III Pyramidal Tripolar,2277.297842357101
greedy_tree_simulated_annealing,CA3c Pyramidal,12,self_connection,MEC LII III Pyramidal Multiform,MEC LII III Pyramidal Multiform,307.79730677822744
greedy_tree_simulated_annealing,CA3c Pyramidal,13,self_connection,MEC LV Superficial Pyramidal,MEC LV Superficial Pyramidal,104.14348764746217
greedy_tree_simulated_annealing,CA3c Pyramidal,14,self_connection,MEC LV Multipolar Pyramidal,MEC LV Multipolar Pyramidal,201.78698075346315
greedy_tree_simulated_annealing,CA3c Pyramidal,15,self_connection,MEC LV Pyramidal,MEC LV Pyramidal,565.2447275074132
greedy_tree_simulated_annealing,CA3c Pyramidal,17,self_connection,DG Mossy,DG Mossy,1751.260654032912
greedy_tree_simulated_annealing,CA3c Pyramidal,18,self_connection,DG Hilar Ectopic Granule,DG Hilar Ectopic Granule,0.9213810801264162
greedy_tree_simulated_annealing,CA3c Pyramidal,19,self_connection,CA3 Pyramidal,CA3 Pyramidal,3278.450765697168
greedy_tree_simulated_annealing,CA3c Pyramidal,20,self_connection,CA2 Pyramidal,CA2 Pyramidal,2163.138288508038
greedy_tree_simulated_annealing,CA3c Pyramidal,1,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
greedy_tree_simulated_annealing,CA3c Pyramidal,2,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
greedy_tree_simulated_annealing,CA3c Pyramidal,3,transition,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,86.77596588341953
greedy_tree_simulated_annealing,CA3c Pyramidal,4,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
greedy_tree_simulated_annealing,CA3c Pyramidal,5,transition,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,304.0317537911717
greedy_tree_simulated_annealing,CA3c Pyramidal,6,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
greedy_tree_simulated_annealing,CA3c Pyramidal,7,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
greedy_tree_simulated_annealing,CA3c Pyramidal,8,transition,EC LIII Pyramidal Stellate,MEC LIII Complex Pyramidal,647.4324185181202
greedy_tree_simulated_annealing,CA3c Pyramidal,9,transition,MEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,552.0532459996851
greedy_tree_simulated_annealing,CA3c Pyramidal,10,transition,EC LI II Multipolar Pyramidal,EC LII III Pyramidal Tripolar,28854.49238765121
greedy_tree_simulated_annealing,CA3c Pyramidal,11,transition,EC LII III Pyramidal Tripolar,MEC LII III Pyramidal Multiform,1991.8124765410728
greedy_tree_simulated_annealing,CA3c Pyramidal,12,transition,MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,589.7870748828476
greedy_tree_simulated_annealing,CA3c Pyramidal,13,transition,MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal,218.5111462490885
greedy_tree_simulated_annealing,CA3c Pyramidal,14,transition,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,115.70855122819788
greedy_tree_simulated_annealing,CA3c Pyramidal,15,transition,MEC LV Pyramidal,DG Granule,9568.736896643586
greedy_tree_simulated_annealing,CA3c Pyramidal,16,transition,DG Granule,DG Mossy,44908.709978571016
greedy_tree_simulated_annealing,CA3c Pyramidal,17,transition,DG Mossy,DG Hilar Ectopic Granule,2119.754290320353
greedy_tree_simulated_annealing,CA3c Pyramidal,18,transition,DG Hilar Ectopic Granule,CA3 Pyramidal,0.0133035385226386
greedy_tree_simulated_annealing,CA3c Pyramidal,19,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
greedy_tree_simulated_annealing,CA3c Pyramidal,20,transition,CA2 Pyramidal,CA3 Granule,592.9863345985209
greedy_tree_simulated_annealing,DG Granule,2,self_connection,DG Mossy,DG Mossy,1751.260654032912
greedy_tree_simulated_annealing,DG Granule,3,self_connection,DG Hilar Ectopic Granule,DG Hilar Ectopic Granule,0.9213810801264162
greedy_tree_simulated_annealing,DG Granule,4,self_connection,CA3c Pyramidal,CA3c Pyramidal,639.8640695461409
greedy_tree_simulated_annealing,DG Granule,5,self_connection,CA1 Pyramidal,CA1 Pyramidal,2793.7555172355333
greedy_tree_simulated_annealing,DG Granule,6,self_connection,MEC LV VI Pyramidal Polymorphic,MEC LV VI Pyramidal Polymorphic,1336.06008642144
greedy_tree_simulated_annealing,DG Granule,7,self_connection,EC LIV VI Deep Multipolar Principal,EC LIV VI Deep Multipolar Principal,1969.34413375272
greedy_tree_simulated_annealing,DG Granule,8,self_connection,MEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,1453.7180710081302
greedy_tree_simulated_annealing,DG Granule,9,self_connection,EC LI II Multipolar Pyramidal,EC LI II Multipolar Pyramidal,18296.078460202098
greedy_tree_simulated_annealing,DG Granule,10,self_connection,EC LII III Pyramidal Tripolar,EC LII III Pyramidal Tripolar,2277.297842357101
greedy_tree_simulated_annealing,DG Granule,11,self_connection,EC LIII Stellate,EC LIII Stellate,60.68453664121218
greedy_tree_simulated_annealing,DG Granule,12,self_connection,EC LIII Pyramidal,EC LIII Pyramidal,17.545063132735347
greedy_tree_simulated_annealing,DG Granule,13,self_connection,LEC LIII Multipolar Principal,LEC LIII Multipolar Principal,496.4095848183002
greedy_tree_simulated_annealing,DG Granule,14,self_connection,EC LIII Pyramidal Stellate,EC LIII Pyramidal Stellate,360.1830629372671
greedy_tree_simulated_annealing,DG Granule,15,self_connection,MEC LIII Bipolar Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,176.61548774480949
greedy_tree_simulated_annealing,DG Granule,16,self_connection,MEC LII III Pyramidal Multiform,MEC LII III Pyramidal Multiform,307.79730677822744
greedy_tree_simulated_annealing,DG Granule,17,self_connection,MEC LV Multipolar Pyramidal,MEC LV Multipolar Pyramidal,201.78698075346315
greedy_tree_simulated_annealing,DG Granule,18,self_connection,MEC LV Superficial Pyramidal,MEC LV Superficial Pyramidal,104.14348764746217
greedy_tree_simulated_annealing,DG Granule,19,self_connection,MEC LV Pyramidal,MEC LV Pyramidal,565.2447275074132
greedy_tree_simulated_annealing,DG Granule,22,self_connection,CA3 Pyramidal,CA3 Pyramidal,3278.450765697168
greedy_tree_simulated_annealing,DG Granule,23,self_connection,CA2 Pyramidal,CA2 Pyramidal,2163.138288508038
greedy_tree_simulated_annealing,DG Granule,1,transition,DG Granule,DG Mossy,44908.709978571016
greedy_tree_simulated_annealing,DG Granule,2,transition,DG Mossy,DG Hilar Ectopic Granule,2119.754290320353
greedy_tree_simulated_annealing,DG Granule,3,transition,DG Hilar Ectopic Granule,CA3c Pyramidal,0.0550567880071112
greedy_tree_simulated_annealing,DG Granule,4,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
greedy_tree_simulated_annealing,DG Granule,5,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
greedy_tree_simulated_annealing,DG Granule,6,transition,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,86.77596588341953
greedy_tree_simulated_annealing,DG Granule,7,transition,EC LIV VI Deep Multipolar Principal,MEC LIII Complex Pyramidal,1427.516326568439
greedy_tree_simulated_annealing,DG Granule,8,transition,MEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,552.0532459996851
greedy_tree_simulated_annealing,DG Granule,9,transition,EC LI II Multipolar Pyramidal,EC LII III Pyramidal Tripolar,28854.49238765121
greedy_tree_simulated_annealing,DG Granule,10,transition,EC LII III Pyramidal Tripolar,EC LIII Stellate,2760.010200610732
greedy_tree_simulated_annealing,DG Granule,11,transition,EC LIII Stellate,EC LIII Pyramidal,65.42000887199006
greedy_tree_simulated_annealing,DG Granule,12,transition,EC LIII Pyramidal,LEC LIII Multipolar Principal,83.48941938449421
greedy_tree_simulated_annealing,DG Granule,13,transition,LEC LIII Multipolar Principal,EC LIII Pyramidal Stellate,406.0536249631236
greedy_tree_simulated_annealing,DG Granule,14,transition,EC LIII Pyramidal Stellate,MEC LIII Bipolar Complex Pyramidal,418.9168875087689
greedy_tree_simulated_annealing,DG Granule,15,transition,MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,156.10322882603091
greedy_tree_simulated_annealing,DG Granule,16,transition,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,750.744376370936
greedy_tree_simulated_annealing,DG Granule,17,transition,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213
greedy_tree_simulated_annealing,DG Granule,18,transition,MEC LV Superficial Pyramidal,MEC LV Pyramidal,138.477786593687
greedy_tree_simulated_annealing,DG Granule,19,transition,MEC LV Pyramidal,MEC LII Stellate,900.6001307658568
greedy_tree_simulated_annealing,DG Granule,20,transition,MEC LII Stellate,CA3 Granule,19640.6765649223
greedy_tree_simulated_annealing,DG Granule,21,transition,CA3 Granule,CA3 Pyramidal,0.942018883295193
greedy_tree_simulated_annealing,DG Granule,22,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
greedy_tree_simulated_annealing,DG Granule,23,transition,CA2 Pyramidal,CA1 Radiatum Giant,263.0645063940111
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,1,self_connection,DG Hilar Ectopic Granule,DG Hilar Ectopic Granule,0.9213810801264162
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,2,self_connection,CA3c Pyramidal,CA3c Pyramidal,639.8640695461409
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,3,self_connection,CA1 Pyramidal,CA1 Pyramidal,2793.7555172355333
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,4,self_connection,LEC LVI Multipolar Pyramidal,LEC LVI Multipolar Pyramidal,212.6675576452901
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,5,self_connection,LEC LIII Complex Pyramidal,LEC LIII Complex Pyramidal,744.1845437655309
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,6,self_connection,EC LII III Pyramidal Tripolar,EC LII III Pyramidal Tripolar,2277.297842357101
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,8,self_connection,MEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,1453.7180710081302
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,9,self_connection,EC LI II Multipolar Pyramidal,EC LI II Multipolar Pyramidal,18296.078460202098
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,10,self_connection,EC LIII Stellate,EC LIII Stellate,60.68453664121218
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,11,self_connection,EC LIII Pyramidal,EC LIII Pyramidal,17.545063132735347
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,12,self_connection,EC LIV VI Deep Multipolar Principal,EC LIV VI Deep Multipolar Principal,1969.34413375272
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,13,self_connection,MEC LV Multipolar Pyramidal,MEC LV Multipolar Pyramidal,201.78698075346315
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,14,self_connection,MEC LV Superficial Pyramidal,MEC LV Superficial Pyramidal,104.14348764746217
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,16,self_connection,MEC LV VI Pyramidal Polymorphic,MEC LV VI Pyramidal Polymorphic,1336.06008642144
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,17,self_connection,EC LV Deep Pyramidal,EC LV Deep Pyramidal,398.1782023002817
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,18,self_connection,EC LIII V Bipolar Pyramidal,EC LIII V Bipolar Pyramidal,471.82519386819655
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,19,self_connection,LEC LIII Multipolar Principal,LEC LIII Multipolar Principal,496.4095848183002
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,20,self_connection,EC LIII Pyramidal Stellate,EC LIII Pyramidal Stellate,360.1830629372671
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,21,self_connection,MEC LIII Bipolar Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,176.61548774480949
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,22,self_connection,MEC LII III Pyramidal Multiform,MEC LII III Pyramidal Multiform,307.79730677822744
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,23,self_connection,MEC LV Pyramidal,MEC LV Pyramidal,565.2447275074132
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,25,self_connection,DG Mossy,DG Mossy,1751.260654032912
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,26,self_connection,DG Semilunar Granule,DG Semilunar Granule,40.60469398082807
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,27,self_connection,CA3 Pyramidal,CA3 Pyramidal,3278.450765697168
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,28,self_connection,CA2 Pyramidal,CA2 Pyramidal,2163.138288508038
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,1,transition,DG Hilar Ectopic Granule,CA3c Pyramidal,0.0550567880071112
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,2,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,3,transition,CA1 Pyramidal,LEC LVI Multipolar Pyramidal,10569.009270094895
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,4,transition,LEC LVI Multipolar Pyramidal,LEC LIII Complex Pyramidal,175.93242994355498
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,5,transition,LEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,366.36278097895246
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,6,transition,EC LII III Pyramidal Tripolar,MEC LII Oblique Pyramidal,1831.767241236225
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,7,transition,MEC LII Oblique Pyramidal,MEC LIII Complex Pyramidal,455.4398944649327
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,8,transition,MEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,552.0532459996851
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,9,transition,EC LI II Multipolar Pyramidal,EC LIII Stellate,29349.85984134182
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,10,transition,EC LIII Stellate,EC LIII Pyramidal,65.42000887199006
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,11,transition,EC LIII Pyramidal,EC LIV VI Deep Multipolar Principal,43.40492582775664
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,12,transition,EC LIV VI Deep Multipolar Principal,MEC LV Multipolar Pyramidal,1174.282004366153
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,13,transition,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,14,transition,MEC LV Superficial Pyramidal,MEC LII Stellate,135.01248410172684
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,15,transition,MEC LII Stellate,MEC LV VI Pyramidal Polymorphic,3148.534652356986
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,16,transition,MEC LV VI Pyramidal Polymorphic,EC LV Deep Pyramidal,78.22850736136446
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,17,transition,EC LV Deep Pyramidal,EC LIII V Bipolar Pyramidal,180.4005489546849
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,18,transition,EC LIII V Bipolar Pyramidal,LEC LIII Multipolar Principal,1092.637693563088
greedy_tree_simulated_annealing,DG Hilar Ectopic Granule,19,transition,LEC LIII Multipolar Principal,EC LIII Pyramidal Stellate,406.0536249631236
