time,growth,frobenius_growth
5.9,14.132726604098336,14.362227311487798
6.0,14.088314629921625,14.291730643815042
6.1000000000000005,14.043712566251724,14.223950606975748
6.2,13.998834767592765,14.158492107439098
6.300000000000001,13.953611780086023,14.095005826598758
6.4,13.907988232975056,14.033184057231379
6.5,13.861921004227439,13.972756766503446
6.6000000000000005,13.815377617330563,13.913487904325864
6.7,13.768334834602905,13.855171966674908
6.800000000000001,13.720777418899475,13.797630816280618
6.9,13.672697040730055,13.74071075754556
7.0,13.624091311853597,13.684279858424627
7.1000000000000005,13.574962929605647,13.6282255090266
7.2,13.525318918742583,13.572452204668735
7.300000000000001,13.475169959601011,13.51687953984528
7.4,13.424529792979364,13.46144039888616
7.5,13.373414693451771,13.406079328863074
7.6000000000000005,13.321843003881613,13.350751080420789
7.7,13.269834724774334,13.29541930259091
7.800000000000001,13.217411152834895,13.240055378204175
7.9,13.164594563704492,13.18463738719761
8.0,13.111407934374927,13.129149185873189
8.1,13.057874701226723,13.073579590961026
8.200000000000001,13.004018550031825,13.017921658154435
8.3,12.9498632346076,12.962172045588913
8.4,12.895432421119423,12.906330453523044
8.5,12.840749555305386,12.850399132230946
8.6,12.78583775014967,12.794382450832236
8.700000000000001,12.730719691757082,12.738286520454926
8.8,12.675417561392102,12.682118865756348
8.9,12.619952971833365,12.62588813940475
9.0,12.564346916372157,12.569603874663803
9.1,12.508619728940394,12.513276271710538
9.200000000000001,12.452791054002736,12.456916013768899
9.3,12.39687982498121,12.400534109550227
9.4,12.340904250103975,12.344141758863438
9.5,12.2848818046836,12.287750238595558
9.600000000000001,12.228829228933181,12.23137080656711
9.700000000000001,12.172762530522526,12.175014621041518
9.8,12.116696991164348,12.118692673915763
9.9,12.06064717659595,12.06241573583952
10.0,12.004626949396638,12.00619431171213
10.100000000000001,11.94864948414216,11.950038605182169
10.200000000000001,11.892727284458175,11.893958490935796
10.3,11.836872201586683,11.837963493702087
10.4,11.78109545412664,11.782062773030047
10.5,11.725407648653697,11.726265113006512
10.600000000000001,11.669818800960822,11.670578916183153
10.700000000000001,11.614338357698296,11.615012201072664
10.8,11.558975218219405,11.55957260265118
10.9,11.50373775646879,11.504267375377355
11.0,11.44863384277192,11.449103398298412
11.100000000000001,11.393670865407746,11.394087181870724
11.200000000000001,11.338855751865193,11.339224876170752
11.3,11.284194989700444,11.284522280214857
11.4,11.229694646928762,11.229984852146313
11.5,11.175360391894845,11.175617720078812
11.600000000000001,11.121197512580443,11.121425693418368
11.700000000000001,11.06721093531556,11.067413274509194
11.8,11.013405242868252,11.013584670471877
11.9,10.959784691899227,10.959943805125766
12.0,10.906353229767282,10.906494330898463
12.100000000000001,10.853114510684561,10.853239640647613
12.200000000000001,10.800071911219655,10.80018287932825
12.3,10.747228545153808,10.747326955453344
12.4,10.694587277697513,10.694674552304107
12.5,10.642150739078222,10.642228138855907
12.600000000000001,10.589921337511312,10.589989980392257
12.700000000000001,10.53790127157043,10.53796214878787
12.8,10.48609254197106,10.48614653244369
12.9,10.434496962787234,10.434544845866322
13.0,10.383116172117287,10.383158638883494
13.100000000000001,10.331951642219126,10.331989305494645
13.200000000000001,10.281004689133438,10.281038092355987
13.3,10.230276481814121,10.230306106902608
13.4,10.179768050786603,10.179794325113306
13.5,10.12948029635148,10.129503598922602
13.600000000000001,10.079413996355255,10.079434663289957
13.700000000000001,10.029569813544772,10.02958814293247
13.8,9.97994830252578,9.979964558732513
13.9,9.930549916342786,9.930564333829205
14.0,9.88137501269845,9.881387799405008
14.100000000000001,9.832423859829804,9.832435200178239
14.200000000000001,9.78369664205733,9.783706699612118
14.3,9.735193465024189,9.735202384852434
14.4,9.686914360640392,9.686922271404494
14.5,9.638859291746925,9.638866307560281
14.600000000000001,9.591028156514703,9.59103437858731
14.700000000000001,9.543420792591636,9.54342631068944
14.8,9.496036981011644,9.496041874750736
14.9,9.448876449877815,9.44888078987218
15.0,9.40193887783195,9.401942726711361
15.100000000000001,9.355223897322313,9.355227310635096
15.200000000000001,9.308731097680141,9.308734124693807
15.3,9.262460028015768,9.26246271242711
15.4,9.21641019994446,9.216412580509354
15.5,9.170581090150764,9.170583201242739
15.600000000000001,9.124972142801168,9.124974014906849
15.700000000000001,9.079582771813401,9.079584431971902
15.8,9.034412362990135,9.034413835182816
15.9,8.989460276025326,8.989461581521452
16.0,8.944725846390023,8.944727004053393
16.1,8.900208387104863,8.900209413665731
16.2,8.855907190405784,8.855908100702079
16.3,8.811821529308721,8.8118223365
16.400000000000002,8.767950659079734,8.767951374836931
16.5,8.724293818615825,8.724294453289556
16.6,8.68085023174138,8.680850794511244
16.7,8.637619108425564,8.637619607432562
16.8,8.594599645925436,8.594600088389399
16.900000000000002,8.551791029858334,8.551791422182124
17.0,8.509192435209046,8.509192783070915
17.1,8.466803027274283,8.466803335709857
17.2,8.424621962548798,8.424622236023742
17.3,8.382648389557104,8.382648632031607
17.400000000000002,8.340881449632791,8.340881664618738
17.5,8.299320277650168,8.299320468261861
17.6,8.257964002708956,8.257964171708096
17.7,8.216811748777662,8.21681189861324
17.8,8.175862635295202,8.175862768138893
17.900000000000002,8.135115777735484,8.13511589551302
18.0,8.094570288135824,8.094570392554841
18.1,8.05422527559224,8.054225368166938
18.2,8.014079846723034,8.014079928796102
18.3,7.974133106103049,7.974133178865067
18.400000000000002,7.934384156669336,7.934384221175982
18.5,7.8948321001026365,7.894832157289984
18.6,7.855476037181739,7.855476087879786
18.7,7.816315068117122,7.816315113061805
18.8,7.777348292861276,7.777348332705121
18.900000000000002,7.738574811400252,7.738574846721834
19.0,7.699993724024466,7.699993755336765
19.1,7.661604131583289,7.66160415934114
19.200000000000003,7.623405135721586,7.6234051603282476
19.3,7.585395839100621,7.585395860913636
19.400000000000002,7.547575345604903,7.547575364941265
19.5,7.5099427605345195,7.50994277767528
19.6,7.472497190784232,7.4724972059785655
19.700000000000003,7.435237745010738,7.435237758479556
19.8,7.398163533788116,7.3981635457272725
19.900000000000002,7.3612736697531185,7.361273680336254
20.0,7.324567267739092,7.324567277120144
20.1,7.288043444901829,7.288043453217265
20.200000000000003,7.251701320834847,7.251701328205654
20.3,7.2155400176783315,7.215540024211772
20.400000000000002,7.179558660218434,7.179558666009589
20.5,7.143756375979741,7.143756381112908
20.6,7.1081322953113855,7.108132299861287
20.700000000000003,7.07268555146583,7.0726855554987145
20.8,7.037415280672408,7.037415284246999
20.900000000000002,7.002320622204235,7.002320625372591
21.0,6.967400718440416,6.967400721248682
21.1,6.932654714923134,6.93265471741222
21.200000000000003,6.898081760409809,6.898081762615973
21.3,6.863681006921145,6.863681008876538
21.400000000000002,6.829451609784362,6.829451611517474
21.5,6.795392727673744,6.7953927292098335
21.6,6.7615035226463736,6.76150352400783
21.700000000000003,6.727783160174984,6.727783161381654
21.8,6.694230809177774,6.69423081024725
21.900000000000002,6.66084564204465,6.660845642992523
22.0,6.627626834661317,6.627626835501412
22.1,6.5945735664304515,6.594573567175015
22.200000000000003,6.561685020289933,6.561685020949826
22.3,6.528960382730131,6.5289603833149785
22.400000000000002,6.496398843807148,6.496398844325485
22.5,6.463999597155718,6.4639995976151
22.6,6.431761839999078,6.431761840406212
22.700000000000003,6.399684773158051,6.399684773518877
22.8,6.3677676010574205,6.367767601377205
22.900000000000002,6.336009531731316,6.3360095320147245
23.0,6.304409776827583,6.304409777078754
23.1,6.2729675516096215,6.272967551832219
23.200000000000003,6.241682074958173,6.241682075155445
23.3,6.210552569371395,6.210552569546225
23.400000000000002,6.179578260963342,6.179578261118283
23.5,6.148758379462246,6.14875837959956
23.6,6.118092158207736,6.118092158329423
23.700000000000003,6.087578834146471,6.087578834254313
23.8,6.057217647827444,6.057217647923015
23.900000000000002,6.027007843396663,6.02700784348136
24.0,5.996948668590694,5.99694866866575
24.1,5.967039374729636,5.967039374796156
24.200000000000003,5.937279216709851,5.937279216768798
24.3,5.907667452995246,5.9076674530474875
24.400000000000002,5.878203345608934,5.878203345655228
24.5,5.848886160124041,5.8488861601650655
24.6,5.819715165653617,5.819715165689973
24.700000000000003,5.790689634840905,5.790689634873124
24.8,5.761808843848288,5.761808843876841
24.900000000000002,5.733072072346965,5.733072072372268
25.0,5.704478603505118,5.704478603527538
25.1,5.676027723976385,5.676027723996254
25.200000000000003,5.647718723888361,5.647718723905971
25.3,5.61955089682994,5.619550896845544
25.400000000000002,5.591523539839062,5.591523539852891
25.5,5.5636359533899835,5.563635953402238
25.6,5.535887441380595,5.535887441391454
25.700000000000003,5.508277311119059,5.508277311128682
25.8,5.48080487331067,5.480804873319197
25.900000000000002,5.45346944204446,5.453469442052014
26.0,5.426270334779662,5.426270334786358
26.1,5.399206872331854,5.399206872337788
26.200000000000003,5.372278378859301,5.372278378864557
26.3,5.345484181848917,5.345484181853577
26.400000000000002,5.318823612102271,5.318823612106401
26.5,5.2922960037214235,5.29229600372508
26.6,5.265900694094805,5.265900694098046
26.700000000000003,5.239637023882995,5.2396370238858685
26.8,5.213504337004128,5.2135043370066745
26.900000000000002,5.187501980619829,5.187501980622084
27.0,5.161629305120735,5.161629305122735
27.1,5.135885664111913,5.135885664113682
27.200000000000003,5.110270414398462,5.1102704144000315
27.3,5.084782915970947,5.084782915972337
27.400000000000002,5.059422531991163,5.059422531992395
27.5,5.03418862877712,5.034188628778211
27.6,5.009080575788888,5.009080575789855
27.700000000000003,4.984097745613913,4.98409774561477
27.8,4.959239513952577,4.959239513953337
27.900000000000002,4.934505259603558,4.934505259604231
28.0,4.909894364449229,4.909894364449826
28.1,4.885406213441616,4.885406213442145
28.200000000000003,4.861040194587197,4.861040194587665
28.3,4.836795698933169,4.8367956989335825
28.400000000000002,4.8126721205524605,4.812672120552827
28.5,4.788668856529585,4.788668856529912
28.6,4.764785306946393,4.764785306946681
28.700000000000003,4.741020874867281,4.741020874867538
28.8,4.717374966325418,4.717374966325644
28.900000000000002,4.693846990307977,4.693846990308176
29.0,4.670436358742327,4.670436358742506
29.1,4.647142486481571,4.647142486481728
29.200000000000003,4.623964791290368,4.623964791290509
29.3,4.600902693831121,4.600902693831245
29.400000000000002,4.5779556176495815,4.5779556176496925
29.5,4.555122989161038,4.555122989161135
29.6,4.532404237636151,4.532404237636239
29.700000000000003,4.509798795187356,4.50979879518743
29.8,4.487306096754677,4.487306096754744
29.900000000000002,4.464925580092016,4.464925580092075
30.0,4.44265668575344,4.4426566857534935
30.1,4.420498857079402,4.4204988570794495
30.200000000000003,4.398451540183137,4.3984515401831805
30.3,4.376514183936881,4.37651418393692
30.400000000000002,4.354686239958724,4.354686239958756
30.5,4.332967162598451,4.332967162598481
30.6,4.311356408924788,4.311356408924814
30.700000000000003,4.2898534387116145,4.289853438711638
30.8,4.268457714424706,4.268457714424725
30.900000000000002,4.247168701208488,4.2471687012085075
31.0,4.225985866872835,4.225985866872853
31.1,4.204908681879836,4.20490868187985
31.200000000000003,4.18393661933075,4.183936619330759
31.3,4.163069154952983,4.163069154952993
31.400000000000002,4.142305767087066,4.142305767087076
31.5,4.121645936673707,4.121645936673716
31.6,4.101089147240876,4.101089147240886
31.700000000000003,4.080634884891199,4.080634884891206
31.8,4.060282638288926,4.060282638288931
31.900000000000002,4.040031898647456,4.040031898647463
32.0,4.019882159716538,4.019882159716543
32.1,3.9998329177698113,3.9998329177698158
32.2,3.9798836715922374,3.979883671592241
32.300000000000004,3.960033922467661,3.9600339224676646
32.4,3.9402831741662454,3.940283174166249
32.5,3.9206309329324602,3.920630932932463
32.6,3.9010767074724346,3.901076707472437
32.7,3.881620008941952,3.8816200089419537
32.800000000000004,3.8622603509342914,3.862260350934294
32.9,3.842997249467937,3.842997249467939
33.0,3.8238302229745185,3.82383022297452
33.1,3.8047587922872004,3.8047587922872013
33.2,3.7857824806282503,3.7857824806282525
33.300000000000004,3.7669008135973656,3.7669008135973665
33.4,3.7481133191599314,3.7481133191599314
33.5,3.729419527635138,3.72941952763514
33.6,3.710818971684263,3.710818971684263
33.7,3.692311186299008,3.6923111862990092
33.800000000000004,3.6738957087900896,3.6738957087900914
33.9,3.6555720787753687,3.6555720787753696
34.0,3.637339838168671,3.6373398381686717
34.1,3.6191985311682164,3.619198531168216
34.2,3.601147704245131,3.601147704245131
34.300000000000004,3.5831869061324424,3.583186906132444
34.4,3.5653156878133743,3.565315687813374
34.5,3.5475336025107316,3.5475336025107325
34.6,3.529840205675053,3.529840205675052
34.7,3.512235054974129,3.512235054974129
34.800000000000004,3.494717710281466,3.4947177102814666
34.9,3.4772877336657975,3.477287733665798
35.0,3.459944689379727,3.459944689379729
35.1,3.4426881438487396,3.44268814384874
35.2,3.4255176656612276,3.425517665661227
35.300000000000004,3.4084328255564786,3.408432825556478
35.4,3.3914331964150213,3.391433196415023
35.5,3.374518353247349,3.3745183532473484
35.6,3.357687873183368,3.3576878731833695
35.7,3.340941335462261,3.340941335462262
35.800000000000004,3.324278321421388,3.324278321421387
35.9,3.307698414486201,3.3076984144862025
36.0,3.2912012001597297,3.2912012001597293
36.1,3.27478626601221,3.2747862660122102
36.2,3.25845320167078,3.258453201670779
36.300000000000004,3.242201598809351,3.2422015988093507
36.4,3.226031051138069,3.22603105113807
36.5,3.2099411543937566,3.209941154393757
36.6,3.193931506329034,3.1939315063290348
36.7,3.178001706702858,3.178001706702858
36.800000000000004,3.162151357270409,3.1621513572704094
36.9,3.146380061773075,3.1463800617730766
37.0,3.1306874259283974,3.1306874259283983
37.1,3.115073057420395,3.1150730574203966
37.2,3.099536565889954,3.0995365658899545
37.300000000000004,3.084077562924496,3.084077562924496
37.4,3.0686956620488917,3.0686956620488908
37.5,3.0533904787153117,3.0533904787153117
37.6,3.0381616302939447,3.0381616302939443
37.7,3.0230087360634212,3.0230087360634217
37.800000000000004,3.0079314172010934,3.0079314172010934
37.9,2.99292929677356,2.9929292967735597
38.0,2.978001999727516,2.9780019997275167
38.1,2.9631491528802805,2.9631491528802814
38.2,2.9483703849101013,2.9483703849101017
38.300000000000004,2.9336653263476253,2.9336653263476244
38.400000000000006,2.919033609565726,2.9190336095657266
38.5,2.9044748687711706,2.9044748687711714
38.6,2.889988739994981,2.889988739994981
38.7,2.8755748610833956,2.8755748610833947
38.800000000000004,2.861232871689001,2.861232871689002
38.900000000000006,2.8469624132616937,2.846962413261694
39.0,2.832763129039214,2.832763129039215
39.1,2.818634664039257,2.818634664039257
39.2,2.804576665049408,2.8045766650494075
39.300000000000004,2.790588780619293,2.7905887806192924
39.400000000000006,2.776670661051287,2.776670661051287
39.5,2.762821958391656,2.7628219583916565
39.6,2.7490423264225083,2.749042326422509
39.7,2.735331420652361,2.73533142065236
39.800000000000004,2.7216888983079985,2.721688898307999
39.900000000000006,2.7081144183257644,2.7081144183257644
40.0,2.694607641343133,2.6946076413431324
