,jacobian,normal_surrogate
henrici_departure,77.17257680142784,0.0
henrici_departure_relative,0.9929660737148972,0.0
commutator_norm,5869.903452913726,0.0
eigenvector_condition_number,99205.98885495488,1.0
frobenius_norm,77.71924826465502,9.188877030624598
spectral_norm,60.881759227826045,1.310286346581031
smallest_singular_value,0.002730964861086532,0.05000000000000038
condition_number,22293.13166761283,26.205726931620422
