block,shape,n_connections,density,mean_weight,frobenius_norm,fraction_positive
EE,32x32,382,0.373046875,0.07870540384818892,4.913015592374678,1.0
EI,53x32,352,0.20754716981132076,1.1656668469275013,77.02451093509204,1.0
IE,32x53,171,0.1008254716981132,-0.0023633138989651937,0.0844740625703407,0.0
II,53x53,736,0.26201495194019225,-0.0058080232251025,0.40213441971601727,0.0
