component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
1,CA1 Ivy,CA1 O LMR,-46.13305832300746,46.13305832300746,1,6,0.3983683658347243,0.18784293925227646,1
1,CA1 Ivy,CA1 Recurrent O LM,-20.59188758324208,20.59188758324208,1,5,0.3983683658347243,0.23968110717526706,1
1,CA1 O LMR,CA1 Schaffer Collateral Associated,-14.322995164449924,14.322995164449924,6,4,0.18784293925227646,0.28805487968955146,2
