component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
3,CA1 Bistratified,CA1 Basket,-261.8974648443558,261.8974648443558,3,5,0.2924747837347731,0.2418623688224301,1
3,CA1 Bistratified,CA1 Radiatum,-90.22056835547612,90.22056835547612,3,4,0.2924747837347731,0.2908217739684257,1
