component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
1,CA3 Trilaminar,CA1 Ivy,-46.03223782466036,46.03223782466036,1,7,0.3465895437057044,0.21512901633882045,1
1,CA1 Ivy,CA1 O LM,-26.386777528640312,26.386777528640312,7,4,0.21512901633882045,0.25498596665487205,2
1,CA3 Trilaminar,CA3 Spiny Lucidum,-24.663260070013813,24.663260070013813,1,5,0.3465895437057044,0.23623923896241109,1
1,CA3 Spiny Lucidum,DG Neurogliaform,-1.657234394487059,1.657234394487059,5,2,0.23623923896241109,0.3135011273200777,2
1,CA3 Spiny Lucidum,DG Semilunar Granule,-1.5955009063544543,1.5955009063544543,5,6,0.23623923896241109,0.21540014543223995,2
