component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
1,CA2 Bistratified,CA1 Horizontal Basket,-5.110589167247606,5.110589167247606,1,2,0.33417815663359385,0.3305983233585076,1
1,CA2 Bistratified,CA1 LMR,-1.0938655615413,1.0938655615413,1,4,0.33417815663359385,0.27789334555116746,1
