component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
1,CA3c Pyramidal,CA1 Bistratified,194432.8625157873,194432.8625157873,1,2,0.4127930002479725,0.37445257964324086,1
1,CA3c Pyramidal,CA1 Radiatum,146319.88611931622,146319.88611931622,1,4,0.4127930002479725,0.2716591137337076,1
1,CA3c Pyramidal,CA2 Pyramidal,24424.53581944845,24424.53581944845,1,6,0.4127930002479725,0.21603681122643925,1
1,CA2 Pyramidal,CA3 Spiny Lucidum,150.42125392013008,150.42125392013008,6,3,0.21603681122643925,0.27331066183386543,2
2,EC LIII V Bipolar Pyramidal,EC LV Deep Pyramidal,430.7344261554038,430.7344261554038,5,7,0.2419504690903792,0.19453184909231633,1
