component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
1,DG Total Molecular Layer,DG MOLAX,-554.467384930797,554.467384930797,1,4,0.34880015749845833,0.28061889149553015,1
2,CA3 Lucidum ORAX,CA3 Mossy Fiber Associated,-0.6179936165133969,0.6179936165133969,2,7,0.3272857223417222,0.2028163340133806,1
3,CA2 Basket,CA2 Bistratified,-858.4160166178315,858.4160166178315,3,6,0.3052277348314762,0.25735602460891066,1
