component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
1,DG Granule,CA3 Basket,10812.19538353532,10812.19538353532,1,4,0.5114736011466912,0.19639613669803246,1
1,DG Granule,CA3 Mossy Fiber Associated ORDEN,7078.544563306722,7078.544563306722,1,5,0.5114736011466912,0.18076123270527034,1
2,MEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,19.766329709718363,19.766329709718363,2,6,0.39248097072566107,0.1742579854826736,1
3,CA1 LMR,CA1 Neurogliaform Projecting,-1.827979761398799,1.827979761398799,3,7,0.2076506780894154,0.1660081997820606,1
