component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
1,CA1 Perforant Path Associated QuadD,CA1 Oriens Alveus,-5.711882401744707,5.711882401744707,1,6,0.41036407291098903,0.1950627421540818,1
3,CA3 Mossy Fiber Associated ORDEN,CA3 Basket,-22.20441814479258,22.20441814479258,3,7,0.22358847912651775,0.19208281904398258,1
