component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
1,CA3 Basket,CA3 Axo Axonic,-610.1782909541363,610.1782909541363,1,6,0.35143803279837404,0.2122985177972947,1
3,SUB CA1 Projecting Pyramidal,CA1 Perforant Path Associated,1391.524144576578,1391.524144576578,3,4,0.3033071005470322,0.2141466859426762,1
3,SUB CA1 Projecting Pyramidal,CA1 Oriens Alveus,291.40030992433583,291.40030992433583,3,7,0.3033071005470322,0.21165580973860124,1
3,CA1 Oriens Alveus,CA1 Horizontal Basket,-130.68163403195305,130.68163403195305,7,5,0.21165580973860124,0.2129540191884316,2
