component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
1,CA1 Basket,CA1 Basket CCK+,-512.4557199175513,512.4557199175513,1,3,0.48732931585213385,0.28735747796273736,1
1,CA1 Basket CCK+,CA1 Pyramidal,-312.7177764720282,312.7177764720282,3,2,0.28735747796273736,0.3207834138931383,2
1,CA1 Pyramidal,MEC LV Multipolar Pyramidal,3851.18781666244,3851.18781666244,2,7,0.3207834138931383,0.19387023752459087,3
