component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
1,CA1 LMR,CA1 Oriens Alveus,-20.86409376761708,20.86409376761708,1,4,0.32838124382370987,0.2290348724172221,1
2,MEC LII Stellate,CA3 Granule,19640.6765649223,19640.6765649223,2,6,0.2948515083495049,0.2051567577286607,1
2,MEC LII Stellate,DG Hilar Ectopic Granule,257.1632982955139,257.1632982955139,2,7,0.2948515083495049,0.19079964451256914,1
3,LEC LIII Complex Pyramidal,LEC LIII Multipolar Principal,814.9191961799069,814.9191961799069,3,5,0.24088046911960873,0.22501562088570767,1
