component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
2,CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated,-16.516903437729866,16.516903437729866,2,4,0.3433987346425765,0.26834580544483383,1
2,CA1 Perforant Path Associated,DG Axo Axonic,-86.94235672817435,86.94235672817435,4,5,0.26834580544483383,0.25123373223292494,2
2,CA1 Perforant Path Associated,DG AIPRIM,-43.26811545492321,43.26811545492321,4,3,0.26834580544483383,0.29330477600888855,2
3,CA1 R Receiving Apical Targeting,CA1 OR LM,-19.461238681539896,19.461238681539896,6,7,0.250920573159293,0.1726736061287324,1
