component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
1,EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,30698.001365671505,30698.001365671505,1,6,0.37089948140338025,0.19714916604629956,1
1,EC LI II Multipolar Pyramidal,LEC LIII Multipolar Principal,9033.652786408917,9033.652786408917,1,2,0.37089948140338025,0.31825753862082184,1
1,MEC LIII Bipolar Complex Pyramidal,MEC LV Multipolar Pyramidal,88.14001657842442,88.14001657842442,6,3,0.19714916604629956,0.29873758944056406,2
2,DG Total Molecular Layer,DG Basket,-324.88467420225913,324.88467420225913,4,7,0.2556658406401307,0.18563089206929118,1
