component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
1,EC LIII Pyramidal Stellate,CA1 Quadrilaminar,7290.687762963591,7290.687762963591,1,4,0.47398745760169825,0.22409057670644356,1
1,EC LIII Pyramidal Stellate,EC LIII Pyramidal,241.99019548048847,241.99019548048847,1,7,0.47398745760169825,0.17471167322517595,1
1,EC LIII Pyramidal,EC LIV VI Deep Multipolar Principal,43.40492582775664,43.40492582775664,7,2,0.17471167322517595,0.26950136140117426,2
2,CA3 Spiny Lucidum,CA3 Pyramidal,-3.007558833007965,3.007558833007965,3,6,0.2334736541271083,0.1786541214855817,1
