component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
1,CA1 Oriens Bistratified,CA1 O LM,-3.2443247505276265,3.2443247505276265,1,2,0.6744735346399479,0.3113970580077895,1
3,MEC LII III Pyramidal Multiform,MEC LV Pyramidal,548.8069668104904,548.8069668104904,4,7,0.21510210042098182,0.16802084938415826,1
3,MEC LII III Pyramidal Multiform,EC LIV VI Deep Multipolar Principal,131.02159104900656,131.02159104900656,4,5,0.21510210042098182,0.1879482953800789,1
3,MEC LV Pyramidal,EC LIII Pyramidal,89.0576530512442,89.0576530512442,7,6,0.16802084938415826,0.1681705034872589,2
