component,source,receiver,m_ij,abs_m_ij,source_rank,receiver_rank,source_loading_magnitude,receiver_loading_magnitude,depth
1,CA1 Neurogliaform,CA1 Perforant Path Associated,-215.97799840086435,215.97799840086435,1,6,0.3518350267015342,0.2140229695028813,1
1,CA1 Perforant Path Associated,CA1 Oriens Alveus,-94.48739475045576,94.48739475045576,6,2,0.2140229695028813,0.2917116018335904,2
1,CA1 Oriens Alveus,CA1 Horizontal Basket,-130.68163403195305,130.68163403195305,2,4,0.2917116018335904,0.2281964390958681,3
1,CA1 Horizontal Basket,CA1 Radial Trilaminar,-689.3946947481963,689.3946947481963,4,5,0.2281964390958681,0.21924811196753638,4
2,CA3 Basket,CA3 Mossy Fiber Associated ORDEN,-1175.743529562829,1175.743529562829,3,7,0.2888328904771445,0.21251889966801615,1
