sender,receiver,inhibitory_weight,baseline_terminal_peak,ablated_terminal_peak,delta_terminal_peak
CA3 Trilaminar,CA1 R Receiving Apical Targeting,0.0038385215394768912,1.8954834973241436e-05,1.895483496728266e-05,-5.958775139980332e-15
CA1 Quadrilaminar,CA1 SO SO,2.6587972808461588e-05,1.8954834973241436e-05,1.895483496715082e-05,-6.09061412415457e-15
CA1 Perforant Path Associated,CA1 Neurogliaform Projecting,0.0011733259950080404,1.8954834973241436e-05,1.8954834966972145e-05,-6.269290642180181e-15
CA1 Radiatum,CA1 Perforant Path Associated QuadD,0.0018042339145172943,1.8954834973241436e-05,1.8954834966488157e-05,-6.75327849197771e-15
CA3 Mossy Fiber Associated ORDEN,CA3 Mossy Fiber Associated,0.0006304672024336445,1.8954834973241436e-05,1.895483496633897e-05,-6.9024647109117154e-15
CA1 Perforant Path Associated,CA1 Radial Trilaminar,0.0028842016906439542,1.8954834973241436e-05,1.8954834965986822e-05,-7.254613576535007e-15
CA1 Schaffer Collateral Associated,CA1 O LMR,0.0008787201065947466,1.8954834973241436e-05,1.8954834965979883e-05,-7.261552470438914e-15
CA3 Trilaminar,CA1 Bistratified,0.0034002893012715506,1.8954834973241436e-05,1.895483496565549e-05,-7.585945760446577e-15
CA1 Radiatum,CA1 Bistratified,0.00020078822702388217,1.8954834973241436e-05,1.8954834964852313e-05,-8.389122729823839e-15
CA1 R Receiving Apical Targeting,CA1 Radial Trilaminar,0.001742887780088612,1.8954834973241436e-05,1.895483496446547e-05,-8.775966064966667e-15
CA3 Mossy Fiber Associated ORDEN,CA2 Wide Arbor Basket,6.490404359822475e-05,1.8954834973241436e-05,1.89548349633379e-05,-9.903536324351592e-15
CA1 Perforant Path Associated,DG Total Molecular Layer,0.0005128389796244755,1.8954834973241436e-05,1.8954834962833095e-05,-1.0408340855860843e-14
CA1 Oriens Bistratified,CA1 Horizontal Axo Axonic,0.0004967671049066009,1.8954834973241436e-05,1.8954834962690847e-05,-1.055058818089094e-14
CA3 Lucidum ORAX,CA3 Basket CCK+,1.4540654607533586e-05,1.8954834973241436e-05,1.8954834962597172e-05,-1.0644263248593688e-14
DG Neurogliaform,DG Granule,9.079953852182465e-05,1.8954834973241436e-05,1.8954834962251962e-05,-1.0989473220313073e-14
CA1 LMR,CA1 Radiatum,0.0005042817397819248,1.8954834973241436e-05,1.8954834962007366e-05,-1.1234069230425803e-14
CA1 Perforant Path Associated,DG MOLAX,0.0007318339414288177,1.8954834973241436e-05,1.895483496060224e-05,-1.2639195245967016e-14
CA1 Neurogliaform,CA1 Oriens Alveus,0.002790104937694463,1.8954834973241436e-05,1.8954834958052197e-05,-1.5189238755652923e-14
CA1 R Receiving Apical Targeting,CA1 Radiatum,0.0009224128497139218,1.8954834973241436e-05,1.8954834957497085e-05,-1.57443502679655e-14
MEC LIII Superficial Trilayered Interneuron,MEC LII Oblique Pyramidal,0.00576842339841594,1.8954834973241436e-05,1.8954834957292388e-05,-1.5949047638130764e-14
MEC LIII Superficial Trilayered Interneuron,EC LIII Stellate,0.002654254418496709,1.8954834973241436e-05,1.895483495661758e-05,-1.6623855070285742e-14
CA2 Bistratified,CA1 Basket,9.216749645026034e-05,1.8954834973241436e-05,1.8954834956287983e-05,-1.6953452530721336e-14
CA1 Radiatum,CA1 LMR,0.0013749015489048807,1.8954834973241436e-05,1.8954834956086755e-05,-1.7154680453934645e-14
CA2 Bistratified,CA1 Horizontal Basket,0.00021347076769615797,1.8954834973241436e-05,1.8954834955781444e-05,-1.7459991785706563e-14
CA3 Lucidum ORAX,CA3 Basket,5.326977676971301e-05,1.8954834973241436e-05,1.8954834954768365e-05,-1.847307029567702e-14
CA1 Quadrilaminar,CA1 Oriens Alveus,7.037149964335839e-05,1.8954834973241436e-05,1.8954834954702446e-05,-1.8538989787764137e-14
CA1 Oriens Bistratified,CA1 Axo Axonic,0.0004448322906981496,1.8954834973241436e-05,1.8954834954098762e-05,-1.9142673557404066e-14
CA1 Neurogliaform Projecting,DG Granule,6.484139568239367e-05,1.8954834973241436e-05,1.8954834953973862e-05,-1.9267573647674396e-14
CA3 Trilaminar,CA3 O LM,0.0064306911443360905,1.8954834973241436e-05,1.8954834952686697e-05,-2.0554738466849187e-14
CA3 O LM,CA3 Axo Axonic,0.013912518941546938,1.8954834973241436e-05,1.8954834951819335e-05,-2.142210020483759e-14
CA1 Schaffer Collateral Associated,CA1 OR LM,0.003784756557745402,1.8954834973241436e-05,1.895483495082187e-05,-2.2419566203524255e-14
CA2 Bistratified,CA1 Basket CCK+,7.536861557673606e-05,1.8954834973241436e-05,1.8954834950592886e-05,-2.2648549702353193e-14
MEC LIII Superficial Trilayered Interneuron,MEC LIII Bipolar Complex Pyramidal,0.00341943298284227,1.8954834973241436e-05,1.8954834948859897e-05,-2.4381538454854024e-14
CA3 Mossy Fiber Associated,DG Mossy,0.0009856352096643116,1.8954834973241436e-05,1.895483494882e-05,-2.442143709480149e-14
CA3 O LM,CA3 Mossy Fiber Associated ORDEN,0.00467548861311576,1.8954834973241436e-05,1.8954834946342813e-05,-2.689862221849637e-14
CA1 Radiatum,CA1 R Receiving Apical Targeting,0.0010384736451460564,1.8954834973241436e-05,1.8954834943681748e-05,-2.955968803064479e-14
CA1 LMR,CA1 Schaffer Collateral Associated,0.00025009667553830406,1.8954834973241436e-05,1.895483494321424e-05,-3.002719600742054e-14
CA1 Perforant Path Associated,DG Basket,0.0011558375715135431,1.8954834973241436e-05,1.8954834942398052e-05,-3.084338340286763e-14
CA3 O LM,CA3 Trilaminar,0.0004333680070326539,1.8954834973241436e-05,1.8954834942144783e-05,-3.1096653030360244e-14
CA3 O LM,CA3 Horizontal Axo Axonic,0.002547450397410271,1.8954834973241436e-05,1.8954834941506404e-05,-3.173503126951971e-14
CA3 O LM,CA3 Mossy Fiber Associated,0.0018761907095270977,1.8954834973241436e-05,1.8954834941506404e-05,-3.173503126951971e-14
CA1 Schaffer Collateral Associated,CA2 Wide Arbor Basket,0.00054308991260671,1.8954834973241436e-05,1.895483493977168e-05,-3.3469754745496516e-14
CA1 Perforant Path Associated,CA1 Schaffer Collateral Associated,0.0007233862779788351,1.8954834973241436e-05,1.8954834938546966e-05,-3.469446951953614e-14
CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated QuadD,0.033813053427607494,1.8954834973241436e-05,1.89548349379242e-05,-3.5317235247411816e-14
CA1 Back Projection,DG Hilar Ectopic Granule,0.0018970747036282075,1.8954834973241436e-05,1.8954834936206824e-05,-3.7034611488628855e-14
DG AIPRIM,DG Hilar Ectopic Granule,0.013209150509744826,1.8954834973241436e-05,1.895483493500813e-05,-3.823330541052883e-14
CA1 Radial Trilaminar,CA1 Horizontal Axo Axonic,0.0005011636234444615,1.8954834973241436e-05,1.895483493307218e-05,-4.0169256809718945e-14
CA1 Schaffer Collateral Associated,CA1 LMR,0.011778197161623597,1.8954834973241436e-05,1.895483493219094e-05,-4.105049633551516e-14
CA1 LMR,CA1 OR LM,0.0004511852099251085,1.8954834973241436e-05,1.8954834929746714e-05,-4.3494721713166484e-14
CA1 LMR,CA1 Neurogliaform,0.00023301973654929866,1.8954834973241436e-05,1.8954834929533343e-05,-4.370809270071163e-14
CA3 Basket CCK+,CA3 Axo Axonic,0.06941896722211868,1.8954834973241436e-05,1.895483492919854e-05,-4.4042894331575155e-14
CA1 R Receiving Apical Targeting,CA1 Schaffer Collateral Associated,0.00048668015292643857,1.8954834973241436e-05,1.8954834928560163e-05,-4.468127257073462e-14
CA3 Basket,CA3 Axo Axonic,0.02548732131243887,1.8954834973241436e-05,1.8954834928178524e-05,-4.506291173544952e-14
CA1 Perforant Path Associated,DG AIPRIM,0.001807321528038795,1.8954834973241436e-05,1.8954834926372677e-05,-4.6868758873941374e-14
CA1 Oriens Bistratified,CA1 SO SO,0.000913082800579619,1.8954834973241436e-05,1.8954834918993163e-05,-5.424827254074671e-14
CA1 Schaffer Collateral Associated,CA1 Bistratified,0.004921877013266462,1.8954834973241436e-05,1.8954834916914964e-05,-5.6326471264966926e-14
CA1 Recurrent O LM,CA1 Horizontal Axo Axonic,0.0004574293564855668,1.8954834973241436e-05,1.8954834915960866e-05,-5.728056917675417e-14
CA1 Radial Trilaminar,CA1 Axo Axonic,0.00035837322862867664,1.8954834973241436e-05,1.895483491591056e-05,-5.73308761575575e-14
CA1 LMR,CA1 Bistratified,0.0003198509366757325,1.8954834973241436e-05,1.895483491402665e-05,-5.921478585246831e-14
CA1 R Receiving Apical Targeting,CA1 OR LM,0.0008129014925110703,1.8954834973241436e-05,1.8954834913037857e-05,-6.020357823377509e-14
CA3 Trilaminar,CA1 Back Projection,0.004590705934527339,1.8954834973241436e-05,1.895483490601743e-05,-6.722400414105323e-14
CA1 Oriens Bistratified,CA1 Oriens Alveus,0.0011135834206355063,1.8954834973241436e-05,1.8954834899271092e-05,-7.397034373912703e-14
CA2 Wide Arbor Basket,CA1 Axo Axonic,0.01765331168937261,1.8954834973241436e-05,1.8954834898570264e-05,-7.467117202342166e-14
CA1 Quadrilaminar,CA1 Horizontal Basket,3.3918280903884696e-05,1.8954834973241436e-05,1.8954834898126174e-05,-7.511526123327172e-14
CA1 LMR,CA1 Perforant Path Associated QuadD,0.004437015312510448,1.8954834973241436e-05,1.8954834897996937e-05,-7.5244498132232e-14
CA1 Perforant Path Associated,CA1 Perforant Path Associated QuadD,0.011335638442045312,1.8954834973241436e-05,1.8954834896193692e-05,-7.704774318550989e-14
CA1 Schaffer Collateral Associated,CA1 R Receiving Apical Targeting,0.010119642047183056,1.8954834973241436e-05,1.8954834893777223e-05,-7.946421298754558e-14
CA1 Perforant Path Associated QuadD,CA1 Axo Axonic,0.00011076317769870986,1.8954834973241436e-05,1.8954834893333133e-05,-7.990830219739564e-14
CA1 R Receiving Apical Targeting,CA1 Neurogliaform,0.0005799638153888975,1.8954834973241436e-05,1.895483488995736e-05,-8.328407408164651e-14
CA1 O LM,CA1 Axo Axonic,0.0007150379855961184,1.8954834973241436e-05,1.8954834885676064e-05,-8.756537162035727e-14
CA1 R Receiving Apical Targeting,CA1 Bistratified,0.0006221140711976216,1.8954834973241436e-05,1.89548348852632e-05,-8.797823580763975e-14
MEC LIII Superficial Multipolar Interneuron,MEC LV Superficial Pyramidal,0.0026783149058948017,1.8954834973241436e-05,1.8954834882976834e-05,-9.026460134897718e-14
CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated QuadD,0.007546464564431325,1.8954834973241436e-05,1.895483487520831e-05,-9.803312675527032e-14
DG HICAP,DG Semilunar Granule,1.7254066352662776e-05,1.8954834973241436e-05,1.8954834871236226e-05,-1.0200520983438821e-13
DG MOPP,DG Granule,0.00026327330498404964,1.8954834973241436e-05,1.8954834870197126e-05,-1.0304430919649832e-13
CA1 Recurrent O LM,CA1 Axo Axonic,0.0004226930275434757,1.8954834973241436e-05,1.8954834867685247e-05,-1.0555618878971273e-13
CA1 O LMR,CA1 Axo Axonic,0.0008548200203083671,1.8954834973241436e-05,1.8954834859587558e-05,-1.1365387797557247e-13
CA1 Radial Trilaminar,CA1 SO SO,0.00053034944218901,1.8954834973241436e-05,1.8954834856735672e-05,-1.1650576337007834e-13
CA2 Bistratified,CA1 Trilaminar,0.00042684495670684304,1.8954834973241436e-05,1.895483485126609e-05,-1.2197534648983321e-13
MEC LIII Superficial Trilayered Interneuron,MEC LIII Complex Pyramidal,0.007800615803899088,1.8954834973241436e-05,1.895483484665606e-05,-1.2658537412724158e-13
DG HIPP,DG Neurogliaform,0.0019282933341824558,1.8954834973241436e-05,1.8954834835903378e-05,-1.3733805759308382e-13
CA1 Recurrent O LM,CA1 SO SO,0.00041810772716035594,1.8954834973241436e-05,1.8954834830074707e-05,-1.431667284723659e-13
MEC LIII Superficial Multipolar Interneuron,MEC LII Oblique Pyramidal,0.0030659275884538342,1.8954834973241436e-05,1.895483480560123e-05,-1.6764020727144668e-13
CA3 Mossy Fiber Associated ORDEN,CA3 Basket CCK+,0.00025067118122994734,1.8954834973241436e-05,1.8954834799991133e-05,-1.7325030299275568e-13
CA3 Trilaminar,CA3 Basket CCK+,0.0039584735550472604,1.8954834973241436e-05,1.895483477365109e-05,-1.9959034425198752e-13
CA1 Radial Trilaminar,CA1 Oriens Alveus,0.0008247273931103827,1.8954834973241436e-05,1.8954834771628404e-05,-2.0161303182497647e-13
CA1 LMR,CA1 R Receiving Apical Targeting,0.0016847680114216643,1.8954834973241436e-05,1.895483476036918e-05,-2.1287225454580394e-13
DG Total Molecular Layer,DG Neurogliaform,0.0006964770098007778,1.8954834973241436e-05,1.8954834752950636e-05,-2.2029079949081876e-13
CA3 Spiny Lucidum,DG Granule,0.0007005627173853376,1.8954834973241436e-05,1.8954834742304638e-05,-2.309367974628884e-13
CA1 Neurogliaform,CA1 Basket,0.0023589063520652307,1.8954834973241436e-05,1.895483472805562e-05,-2.451858160945619e-13
CA1 OR LM,CA1 Axo Axonic,0.0006364219270690988,1.8954834973241436e-05,1.895483472143765e-05,-2.5180378615541343e-13
CA3 Spiny Lucidum,CA3 Pyramidal,0.00012562659058727374,1.8954834973241436e-05,1.8954834720025585e-05,-2.5321585106485855e-13
CA1 Perforant Path Associated QuadD,CA1 Oriens Alveus,0.00023858695766525536,1.8954834973241436e-05,1.8954834710523637e-05,-2.627177989045215e-13
DG HIPROM,DG Granule,1.3418362888104773e-05,1.8954834973241436e-05,1.895483470400021e-05,-2.692412265359323e-13
CA3 Trilaminar,CA3 Basket,0.011242801571299645,1.8954834973241436e-05,1.8954834703998474e-05,-2.692429612594083e-13
CA1 Perforant Path Associated,CA1 Neurogliaform,0.0036403306632125,1.8954834973241436e-05,1.8954834699840342e-05,-2.734010934313247e-13
DG MOLAX,DG Neurogliaform,0.0006643024306536066,1.8954834973241436e-05,1.8954834696922537e-05,-2.7631889831791767e-13
CA3 Basket CCK+,CA3 Mossy Fiber Associated ORDEN,0.11862607539825884,1.8954834973241436e-05,1.895483469118754e-05,-2.82053894129497e-13
CA1 O LM,CA1 Oriens Alveus,0.0015332196758842977,1.8954834973241436e-05,1.8954834685688468e-05,-2.8755296754834347e-13
CA3 Mossy Fiber Associated ORDEN,CA3 Basket,0.0009274848813895514,1.8954834973241436e-05,1.895483466849389e-05,-3.047475466422256e-13
CA1 Oriens Alveus,CA1 Axo Axonic,0.0009449533911194087,1.8954834973241436e-05,1.8954834667442647e-05,-3.0579878906866753e-13
DG HIPP,DG Semilunar Granule,0.0007406394902875748,1.8954834973241436e-05,1.8954834657242473e-05,-3.1599896310741116e-13
CA3 Basket,CA3 Mossy Fiber Associated ORDEN,0.049111142699177435,1.8954834973241436e-05,1.895483464643688e-05,-3.268045556392707e-13
CA1 Schaffer Collateral Associated,CA1 Back Projection,0.004610566745869657,1.8954834973241436e-05,1.8954834629100054e-05,-3.441413820581829e-13
CA1 Quadrilaminar,CA1 Basket,6.993974367561265e-05,1.8954834973241436e-05,1.8954834625641015e-05,-3.4760042066928065e-13
CA1 Recurrent O LM,CA1 Oriens Alveus,0.0009667226192530373,1.8954834973241436e-05,1.895483460401942e-05,-3.692220140738556e-13
CA1 Perforant Path Associated,CA1 LMR,0.016415841129684985,1.8954834973241436e-05,1.895483460292828e-05,-3.70313155140245e-13
CA1 O LMR,CA1 Oriens Alveus,0.0018739177600395423,1.8954834973241436e-05,1.8954834592709024e-05,-3.8053241113722436e-13
CA1 R Receiving Apical Targeting,CA1 LMR,0.00892322734028405,1.8954834973241436e-05,1.895483458821609e-05,-3.850253449400043e-13
CA3 O LM,CA3 LMR Targeting,0.012559222155962594,1.8954834973241436e-05,1.8954834555131445e-05,-4.1810999107383395e-13
CA1 Neurogliaform,CA1 Basket CCK+,0.0025351980282953893,1.8954834973241436e-05,1.895483453584479e-05,-4.373966466797441e-13
CA1 Oriens Alveus,CA1 Horizontal Axo Axonic,0.0026989008482789026,1.8954834973241436e-05,1.8954834534231496e-05,-4.390099395124025e-13
CA1 Ivy,CA1 Axo Axonic,0.0031394739538440053,1.8954834973241436e-05,1.8954834526125133e-05,-4.4711630231564214e-13
CA1 Ivy,CA1 Horizontal Axo Axonic,0.006632253282958328,1.8954834973241436e-05,1.8954834498896914e-05,-4.743445219945741e-13
DG HIPROM,CA3 Pyramidal,4.341143791227043e-06,1.8954834973241436e-05,1.895483447849136e-05,-4.947500742424893e-13
CA1 SO SO,CA1 Axo Axonic,0.0007716527163949449,1.8954834973241436e-05,1.895483444696623e-05,-5.262752039714158e-13
CA1 Quadrilaminar,CA1 Basket CCK+,6.592052789434963e-05,1.8954834973241436e-05,1.895483442818785e-05,-5.450535855988647e-13
CA1 Quadrilaminar,CA1 Trilaminar,0.00010927151498881966,1.8954834973241436e-05,1.895483439889184e-05,-5.743495956611611e-13
DG Axo Axonic,DG Mossy,0.00037265174646698885,1.8954834973241436e-05,1.895483434655003e-05,-6.266914071018093e-13
MEC LIII Superficial Multipolar Interneuron,EC LIII Stellate,0.005287804319154771,1.8954834973241436e-05,1.895483432277391e-05,-6.504675270635474e-13
CA1 Oriens Bistratified,CA1 Horizontal Basket,0.001235759982331347,1.8954834973241436e-05,1.895483429167899e-05,-6.815624453704316e-13
CA1 OR LM,CA1 Oriens Alveus,0.0012807715294589404,1.8954834973241436e-05,1.8954834198720363e-05,-7.745210722776008e-13
CA1 Bistratified,CA1 Horizontal Axo Axonic,0.006046745960878387,1.8954834973241436e-05,1.8954834109063783e-05,-8.641776530482481e-13
MEC LIII Superficial Trilayered Interneuron,EC LIII Pyramidal,0.001395601282498096,1.8954834973241436e-05,1.8954834048748315e-05,-9.244931209462237e-13
CA1 Ivy,CA1 SO SO,0.005410827922231133,1.8954834973241436e-05,1.895483391456225e-05,-1.0586791859834577e-12
CA1 Neurogliaform Projecting,CA1 Perforant Path Associated,0.0006518773280865352,1.8954834973241436e-05,1.8954833870661603e-05,-1.1025798329900027e-12
CA1 Bistratified,CA1 Axo Axonic,0.004324490598411957,1.8954834973241436e-05,1.895483374357923e-05,-1.2296622053931117e-12
CA1 Oriens Alveus,CA1 SO SO,0.0027940660606735647,1.8954834973241436e-05,1.8954833730150736e-05,-1.2430906998206481e-12
CA1 SO SO,CA1 Horizontal Axo Axonic,0.0037290685358666005,1.8954834973241436e-05,1.8954833693398884e-05,-1.2798425513826928e-12
DG Total Molecular Layer,DG Mossy,0.0060904164035982125,1.8954834973241436e-05,1.895483365616825e-05,-1.317073186624107e-12
DG Total Molecular Layer,DG Semilunar Granule,0.0006548987802991915,1.8954834973241436e-05,1.89548335880578e-05,-1.3851836344613844e-12
CA1 Radial Trilaminar,CA1 Horizontal Basket,0.0007233820208682104,1.8954834973241436e-05,1.8954833505434657e-05,-1.4678067788986837e-12
DG MOLAX,DG Semilunar Granule,0.000530196738233898,1.8954834973241436e-05,1.8954833415027808e-05,-1.558213627572691e-12
CA1 Oriens Bistratified,CA1 Basket,0.0012886689876230029,1.8954834973241436e-05,1.8954833376445823e-05,-1.5967956124018912e-12
CA1 Ivy,CA1 Oriens Alveus,0.007536661318354238,1.8954834973241436e-05,1.895483333349754e-05,-1.639743896220125e-12
CA1 SO SO,CA1 Oriens Alveus,0.0016790517871687653,1.8954834973241436e-05,1.8954833222189008e-05,-1.7510524280561768e-12
CA1 Oriens Bistratified,CA1 Basket CCK+,0.0009859448419468075,1.8954834973241436e-05,1.8954832943842218e-05,-2.0293992181175113e-12
CA2 Bistratified,CA1 Perforant Path Associated,6.541381817713172e-05,1.8954834973241436e-05,1.895483292452607e-05,-2.048715364022513e-12
CA1 Back Projection,CA1 Horizontal Axo Axonic,0.0067643734230259395,1.8954834973241436e-05,1.8954832919000977e-05,-2.0542404582934992e-12
CA1 Radiatum,CA1 Pyramidal,6.497019854705875e-05,1.8954834973241436e-05,1.895483287793487e-05,-2.095306567140298e-12
CA3 Spiny Lucidum,CA3c Pyramidal,0.00014854480972289726,1.8954834973241436e-05,1.8954832856540524e-05,-2.11670091176952e-12
CA1 Bistratified,CA1 SO SO,0.005567979088849846,1.8954834973241436e-05,1.8954832797023896e-05,-2.1762175395068084e-12
CA3 Trilaminar,CA1 Pyramidal,0.0011759484285091884,1.8954834973241436e-05,1.8954832728589055e-05,-2.2446523806340934e-12
MEC LIII Superficial Trilayered Interneuron,EC LI II Multipolar Pyramidal,0.005402929237000869,1.8954834973241436e-05,1.8954832708063807e-05,-2.265177628801851e-12
CA3 LMR Targeting,CA3 Basket CCK+,0.011700398961038912,1.8954834973241436e-05,1.8954832699463048e-05,-2.273778387795744e-12
CA1 Recurrent O LM,CA1 Horizontal Basket,0.00074064663332819,1.8954834973241436e-05,1.8954832623653897e-05,-2.3495875384194065e-12
MEC LIII Superficial Multipolar Interneuron,MEC LIII Bipolar Complex Pyramidal,0.01679152308870359,1.8954834973241436e-05,1.8954832582454215e-05,-2.3907872209738557e-12
CA2 Wide Arbor Basket,CA1 Horizontal Basket,0.04712279496984382,1.8954834973241436e-05,1.8954832412316006e-05,-2.560925430050709e-12
CA3 LMR Targeting,CA3 Basket,0.030178474504339005,1.8954834973241436e-05,1.8954832191273203e-05,-2.7819682321683636e-12
CA1 Basket,CA1 Axo Axonic,0.011696886544391931,1.8954834973241436e-05,1.8954831616754472e-05,-3.3564869633684324e-12
CA1 Back Projection,CA3 Granule,0.004056683756805976,1.8954834973241436e-05,1.895483139331168e-05,-3.579929755415101e-12
DG HIPROM,CA3c Pyramidal,5.592027684377599e-06,1.8954834973241436e-05,1.8954830874584258e-05,-4.098657177542542e-12
CA1 Radial Trilaminar,CA1 Basket,0.0009035651699171773,1.8954834973241436e-05,1.8954830849415155e-05,-4.123826280455489e-12
CA1 Back Projection,CA1 Axo Axonic,0.006931814823685118,1.8954834973241436e-05,1.895483078655398e-05,-4.186687455054461e-12
CA1 Perforant Path Associated QuadD,CA1 Basket,0.00020862079720057117,1.8954834973241436e-05,1.8954830680937076e-05,-4.292304359165833e-12
CA3 Mossy Fiber Associated,CA3 Pyramidal,0.00025781276295511424,1.8954834973241436e-05,1.8954830522596722e-05,-4.450644713882568e-12
CA1 Bistratified,CA1 Oriens Alveus,0.010314198896630742,1.8954834973241436e-05,1.8954830492021353e-05,-4.481220082508397e-12
CA1 O LM,CA1 Basket,0.001296047964902336,1.8954834973241436e-05,1.8954830429303293e-05,-4.5439381424206005e-12
CA1 Back Projection,CA1 SO SO,0.005559776873711493,1.8954834973241436e-05,1.8954830358797192e-05,-4.614444243378202e-12
CA1 Oriens Bistratified,CA1 Trilaminar,0.003613340457264311,1.8954834973241436e-05,1.8954830212006626e-05,-4.761234809191883e-12
CA2 Wide Arbor Basket,CA1 Basket,0.040588219352996044,1.8954834973241436e-05,1.8954830041745252e-05,-4.931496183635531e-12
MEC LIII Superficial Multipolar Interneuron,MEC LIII Complex Pyramidal,0.01611183682286829,1.8954834973241436e-05,1.8954829739622342e-05,-5.2336190936586036e-12
CA1 Radial Trilaminar,CA1 Basket CCK+,0.0007894847338137138,1.8954834973241436e-05,1.8954828988893002e-05,-5.9843484334631825e-12
CA1 Recurrent O LM,CA1 Basket,0.0009051952335640329,1.8954834973241436e-05,1.8954828518519262e-05,-6.454722173421246e-12
CA1 Horizontal Basket,CA1 Axo Axonic,0.008718369197786091,1.8954834973241436e-05,1.8954828348603098e-05,-6.624638337893174e-12
CA1 O LMR,CA1 Basket,0.0017706954543354433,1.8954834973241436e-05,1.8954828260505166e-05,-6.712736269620656e-12
CA1 Basket CCK+,CA1 Axo Axonic,0.025117984385328734,1.8954834973241436e-05,1.8954828113077957e-05,-6.860163478950021e-12
CA2 Wide Arbor Basket,CA1 Basket CCK+,0.03509808245816806,1.8954834973241436e-05,1.895482789135471e-05,-7.0818867263511276e-12
CA1 Perforant Path Associated QuadD,CA1 Basket CCK+,0.0002078919453934316,1.8954834973241436e-05,1.8954827867794996e-05,-7.105446439559238e-12
CA1 Trilaminar,CA1 Horizontal Axo Axonic,0.0040590481015775155,1.8954834973241436e-05,1.8954827655970514e-05,-7.317270921125552e-12
CA1 O LM,CA1 Basket CCK+,0.0013704665453753814,1.8954834973241436e-05,1.8954826991981685e-05,-7.9812597503226e-12
DG AIPRIM,DG Semilunar Granule,0.0007071282417293697,1.8954834973241436e-05,1.8954826841270644e-05,-8.131970791191989e-12
CA1 Recurrent O LM,CA1 Basket CCK+,0.0008287232688668674,1.8954834973241436e-05,1.895482515791927e-05,-9.815322166151219e-12
CA2 Bistratified,CA2 Pyramidal,0.00037225922248018906,1.8954834973241436e-05,1.8954825125129526e-05,-9.848111909294133e-12
CA1 Radial Trilaminar,CA1 Trilaminar,0.0023852323474381153,1.8954834973241436e-05,1.8954823873028673e-05,-1.1100212762849004e-11
CA1 O LMR,CA1 Basket CCK+,0.0017710276502126865,1.8954834973241436e-05,1.895482382075972e-05,-1.1152481715903662e-11
CA1 OR LM,CA1 Basket,0.0010189510445879272,1.8954834973241436e-05,1.8954823474082172e-05,-1.1499159263683723e-11
MEC LIII Superficial Trilayered Interneuron,MEC LII Stellate,0.009700589452917685,1.8954834973241436e-05,1.8954823276712274e-05,-1.169652916188646e-11
DG AIPRIM,DG Mossy,0.010053583499000434,1.8954834973241436e-05,1.895482316422066e-05,-1.1809020775133128e-11
MEC LIII Superficial Trilayered Interneuron,EC LIII Pyramidal Stellate,0.0013764928976838185,1.8954834973241436e-05,1.8954822699606202e-05,-1.2273635233150948e-11
CA1 Trilaminar,CA1 Axo Axonic,0.0034637005185159477,1.8954834973241436e-05,1.8954822552767064e-05,-1.2420474371221957e-11
CA1 Recurrent O LM,CA1 Trilaminar,0.001682722474062681,1.8954834973241436e-05,1.8954822195526785e-05,-1.277771465024724e-11
CA3 O LM,CA3 Basket CCK+,0.012664995311462958,1.8954834973241436e-05,1.895482176888629e-05,-1.320435514401419e-11
DG HICAP,DG Granule,0.000234815888104879,1.8954834973241436e-05,1.8954820968055536e-05,-1.4005185899890193e-11
CA1 Trilaminar,CA1 SO SO,0.0029163730757630364,1.8954834973241436e-05,1.895482060235154e-05,-1.4370889894754768e-11
CA1 Back Projection,CA1 Oriens Alveus,0.016192433147900368,1.8954834973241436e-05,1.8954820032822742e-05,-1.494041869387619e-11
MEC LIII Superficial Multipolar Interneuron,EC LI II Multipolar Pyramidal,0.0017576856121284453,1.8954834973241436e-05,1.8954819927061856e-05,-1.5046179580036068e-11
CA1 Schaffer Collateral Associated,CA1 Pyramidal,0.0020578563491076324,1.8954834973241436e-05,1.8954819083427665e-05,-1.588981377032006e-11
CA3 O LM,CA3 Basket,0.032679360886668216,1.8954834973241436e-05,1.8954818779733096e-05,-1.6193508339812368e-11
CA1 Ivy,CA1 Horizontal Basket,0.01095204738546883,1.8954834973241436e-05,1.895481519252444e-05,-1.9780716994932668e-11
CA1 OR LM,CA1 Basket CCK+,0.001179207671292859,1.8954834973241436e-05,1.8954812868132026e-05,-2.2105109409586987e-11
CA1 Oriens Alveus,CA1 Basket,0.0024093186692008277,1.8954834973241436e-05,1.8954812728408724e-05,-2.224483271195954e-11
CA1 Oriens Alveus,CA1 Horizontal Basket,0.005458609140286975,1.8954834973241436e-05,1.895481255216689e-05,-2.2421074545586617e-11
CA1 LMR,CA1 Pyramidal,0.00019688426023823025,1.8954834973241436e-05,1.895480798632873e-05,-2.6986912704529686e-11
CA1 Back Projection,DG Mossy,0.002895901840560121,1.8954834973241436e-05,1.8954806810696223e-05,-2.8162545212540024e-11
CA3 Basket CCK+,CA3 Basket,0.15081862219481063,1.8954834973241436e-05,1.895480435573898e-05,-3.0617502456975476e-11
CA1 Perforant Path Associated,CA1 Pyramidal,0.000831832291302105,1.8954834973241436e-05,1.895480286740782e-05,-3.210583361668018e-11
CA1 Ivy,CA1 Basket,0.008066205709507172,1.8954834973241436e-05,1.895480222233962e-05,-3.275090181692475e-11
