motif,node_1,node_2,node_3,motif_block,composition,weighted_score,abs_weighted_score,edge_1,edge_2
convergent,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,"E,E->E",EEE,9.241602933739446e-05,9.241602933739446e-05,MEC LII III Pyramidal Multiform -> MEC LV Pyramidal,MEC LV Multipolar Pyramidal -> MEC LV Pyramidal
convergent,MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,MEC LV Pyramidal,"E,E->E",EEE,0.00011060174077523921,0.00011060174077523921,MEC LII III Pyramidal Multiform -> MEC LV Pyramidal,MEC LV Superficial Pyramidal -> MEC LV Pyramidal
convergent,MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,MEC LV Pyramidal,"E,E->E",EEE,5.032501220324276e-05,5.032501220324276e-05,MEC LII Stellate -> MEC LV Pyramidal,MEC LIII Bipolar Complex Pyramidal -> MEC LV Pyramidal
convergent,MEC LII Stellate,MEC LIII Complex Pyramidal,MEC LV Pyramidal,"E,E->E",EEE,0.00030273994621737594,0.00030273994621737594,MEC LII Stellate -> MEC LV Pyramidal,MEC LIII Complex Pyramidal -> MEC LV Pyramidal
convergent,MEC LII Stellate,MEC LIII Superficial Multipolar Interneuron,MEC LV Pyramidal,"E,I->E",EEI,-2.4691607576501342e-05,2.4691607576501342e-05,MEC LII Stellate -> MEC LV Pyramidal,MEC LIII Superficial Multipolar Interneuron -> MEC LV Pyramidal
convergent,MEC LII Stellate,MEC LIII Superficial Trilayered Interneuron,MEC LV Pyramidal,"E,I->E",EEI,-9.616163082162768e-05,9.616163082162768e-05,MEC LII Stellate -> MEC LV Pyramidal,MEC LIII Superficial Trilayered Interneuron -> MEC LV Pyramidal
convergent,MEC LII Stellate,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,"E,E->E",EEE,0.0002544543679658327,0.0002544543679658327,MEC LII Stellate -> MEC LV Pyramidal,MEC LV Multipolar Pyramidal -> MEC LV Pyramidal
convergent,MEC LII Stellate,MEC LV Superficial Pyramidal,MEC LV Pyramidal,"E,E->E",EEE,0.0003045261330384465,0.0003045261330384465,MEC LII Stellate -> MEC LV Pyramidal,MEC LV Superficial Pyramidal -> MEC LV Pyramidal
convergent,MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,MEC LV Pyramidal,"E,E->E",EEE,4.584869118573943e-06,4.584869118573943e-06,MEC LIII Bipolar Complex Pyramidal -> MEC LV Pyramidal,MEC LIII Complex Pyramidal -> MEC LV Pyramidal
convergent,MEC LIII Bipolar Complex Pyramidal,MEC LIII Superficial Multipolar Interneuron,MEC LV Pyramidal,"E,I->E",EEI,-3.739440086448353e-07,3.739440086448353e-07,MEC LIII Bipolar Complex Pyramidal -> MEC LV Pyramidal,MEC LIII Superficial Multipolar Interneuron -> MEC LV Pyramidal
convergent,MEC LIII Bipolar Complex Pyramidal,MEC LIII Superficial Trilayered Interneuron,MEC LV Pyramidal,"E,I->E",EEI,-1.4563274422636597e-06,1.4563274422636597e-06,MEC LIII Bipolar Complex Pyramidal -> MEC LV Pyramidal,MEC LIII Superficial Trilayered Interneuron -> MEC LV Pyramidal
convergent,MEC LIII Bipolar Complex Pyramidal,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,"E,E->E",EEE,3.853604350365829e-06,3.853604350365829e-06,MEC LIII Bipolar Complex Pyramidal -> MEC LV Pyramidal,MEC LV Multipolar Pyramidal -> MEC LV Pyramidal
convergent,MEC LIII Bipolar Complex Pyramidal,MEC LV Superficial Pyramidal,MEC LV Pyramidal,"E,E->E",EEE,4.611920166505522e-06,4.611920166505522e-06,MEC LIII Bipolar Complex Pyramidal -> MEC LV Pyramidal,MEC LV Superficial Pyramidal -> MEC LV Pyramidal
convergent,MEC LIII Complex Pyramidal,MEC LIII Superficial Multipolar Interneuron,MEC LV Pyramidal,"E,I->E",EEI,-2.2495332660476274e-06,2.2495332660476274e-06,MEC LIII Complex Pyramidal -> MEC LV Pyramidal,MEC LIII Superficial Multipolar Interneuron -> MEC LV Pyramidal
convergent,MEC LIII Complex Pyramidal,MEC LIII Superficial Trilayered Interneuron,MEC LV Pyramidal,"E,I->E",EEI,-8.760822347448527e-06,8.760822347448527e-06,MEC LIII Complex Pyramidal -> MEC LV Pyramidal,MEC LIII Superficial Trilayered Interneuron -> MEC LV Pyramidal
convergent,MEC LIII Complex Pyramidal,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,"E,E->E",EEE,2.3182110101855536e-05,2.3182110101855536e-05,MEC LIII Complex Pyramidal -> MEC LV Pyramidal,MEC LV Multipolar Pyramidal -> MEC LV Pyramidal
convergent,MEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,MEC LV Pyramidal,"E,E->E",EEE,2.774390709589826e-05,2.774390709589826e-05,MEC LIII Complex Pyramidal -> MEC LV Pyramidal,MEC LV Superficial Pyramidal -> MEC LV Pyramidal
convergent,MEC LIII Superficial Multipolar Interneuron,MEC LIII Superficial Trilayered Interneuron,MEC LV Pyramidal,"I,I->E",EII,7.145366515171383e-07,7.145366515171383e-07,MEC LIII Superficial Multipolar Interneuron -> MEC LV Pyramidal,MEC LIII Superficial Trilayered Interneuron -> MEC LV Pyramidal
convergent,MEC LIII Superficial Multipolar Interneuron,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,"I,E->E",EEI,-1.8907434337035336e-06,1.8907434337035336e-06,MEC LIII Superficial Multipolar Interneuron -> MEC LV Pyramidal,MEC LV Multipolar Pyramidal -> MEC LV Pyramidal
convergent,MEC LIII Superficial Multipolar Interneuron,MEC LV Superficial Pyramidal,MEC LV Pyramidal,"I,E->E",EEI,-2.2628056693877834e-06,2.2628056693877834e-06,MEC LIII Superficial Multipolar Interneuron -> MEC LV Pyramidal,MEC LV Superficial Pyramidal -> MEC LV Pyramidal
convergent,MEC LIII Superficial Trilayered Interneuron,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,"I,E->E",EEI,-7.363512946125408e-06,7.363512946125408e-06,MEC LIII Superficial Trilayered Interneuron -> MEC LV Pyramidal,MEC LV Multipolar Pyramidal -> MEC LV Pyramidal
convergent,MEC LIII Superficial Trilayered Interneuron,MEC LV Superficial Pyramidal,MEC LV Pyramidal,"I,E->E",EEI,-8.812511811010487e-06,8.812511811010487e-06,MEC LIII Superficial Trilayered Interneuron -> MEC LV Pyramidal,MEC LV Superficial Pyramidal -> MEC LV Pyramidal
convergent,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,MEC LV Pyramidal,"E,E->E",EEE,2.3318886170114492e-05,2.3318886170114492e-05,MEC LV Multipolar Pyramidal -> MEC LV Pyramidal,MEC LV Superficial Pyramidal -> MEC LV Pyramidal
convergent,CA1 Pyramidal,EC LI II Multipolar Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.002371373539027534,0.002371373539027534,CA1 Pyramidal -> MEC LV Superficial Pyramidal,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,EC LI II Pyramidal Fan,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.000745188563228745,0.000745188563228745,CA1 Pyramidal -> MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,EC LII III Pyramidal Tripolar,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.000839554759025562,0.000839554759025562,CA1 Pyramidal -> MEC LV Superficial Pyramidal,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,EC LIII Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,3.3643228742551006e-05,3.3643228742551006e-05,CA1 Pyramidal -> MEC LV Superficial Pyramidal,EC LIII Pyramidal -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,EC LIII Pyramidal Stellate,MEC LV Superficial Pyramidal,"E,E->E",EEE,9.065758303790112e-05,9.065758303790112e-05,CA1 Pyramidal -> MEC LV Superficial Pyramidal,EC LIII Pyramidal Stellate -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,EC LIII Stellate,MEC LV Superficial Pyramidal,"E,E->E",EEE,2.4517202286078742e-05,2.4517202286078742e-05,CA1 Pyramidal -> MEC LV Superficial Pyramidal,EC LIII Stellate -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0007356112343547334,0.0007356112343547334,CA1 Pyramidal -> MEC LV Superficial Pyramidal,EC LIII V Bipolar Pyramidal -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0012663403472980312,0.0012663403472980312,CA1 Pyramidal -> MEC LV Superficial Pyramidal,EC LIV VI Deep Multipolar Principal -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.000136928679930736,0.000136928679930736,CA1 Pyramidal -> MEC LV Superficial Pyramidal,EC LV Deep Pyramidal -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0011297953480321088,0.0011297953480321088,CA1 Pyramidal -> MEC LV Superficial Pyramidal,MEC LII III Pyramidal Multiform -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.00014105536545432098,0.00014105536545432098,CA1 Pyramidal -> MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,MEC LII Stellate,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0021702423527783943,0.0021702423527783943,CA1 Pyramidal -> MEC LV Superficial Pyramidal,MEC LII Stellate -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.00028040584949379373,0.00028040584949379373,CA1 Pyramidal -> MEC LV Superficial Pyramidal,MEC LIII Bipolar Complex Pyramidal -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,MEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.00030906187164254207,0.00030906187164254207,CA1 Pyramidal -> MEC LV Superficial Pyramidal,MEC LIII Complex Pyramidal -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,MEC LIII Superficial Multipolar Interneuron,MEC LV Superficial Pyramidal,"E,I->E",EEI,-0.00012282838111403498,0.00012282838111403498,CA1 Pyramidal -> MEC LV Superficial Pyramidal,MEC LIII Superficial Multipolar Interneuron -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,MEC LIII Superficial Trilayered Interneuron,MEC LV Superficial Pyramidal,"E,I->E",EEI,-5.83020811615346e-05,5.83020811615346e-05,CA1 Pyramidal -> MEC LV Superficial Pyramidal,MEC LIII Superficial Trilayered Interneuron -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0002652100685665392,0.0002652100685665392,CA1 Pyramidal -> MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal
convergent,CA1 Pyramidal,MEC LV Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0008683029028660368,0.0008683029028660368,CA1 Pyramidal -> MEC LV Superficial Pyramidal,MEC LV Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,EC LI II Pyramidal Fan,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0007008407101509639,0.0007008407101509639,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,EC LII III Pyramidal Tripolar,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0007895909606780709,0.0007895909606780709,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,EC LIII Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,3.164104427682022e-05,3.164104427682022e-05,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,EC LIII Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,EC LIII Pyramidal Stellate,MEC LV Superficial Pyramidal,"E,E->E",EEE,8.526234568276548e-05,8.526234568276548e-05,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,EC LIII Pyramidal Stellate -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,EC LIII Stellate,MEC LV Superficial Pyramidal,"E,E->E",EEE,2.3058128249635828e-05,2.3058128249635828e-05,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,EC LIII Stellate -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0006918333497315699,0.0006918333497315699,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,EC LIII V Bipolar Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0011909775754579584,0.0011909775754579584,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,EC LIV VI Deep Multipolar Principal -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0001287797451787157,0.0001287797451787157,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,EC LV Deep Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0010625586772418346,0.0010625586772418346,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,MEC LII III Pyramidal Multiform -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.00013266084233402886,0.00013266084233402886,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,MEC LII Stellate,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.002041086332740751,0.002041086332740751,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,MEC LII Stellate -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.00026371826459364276,0.00026371826459364276,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,MEC LIII Bipolar Complex Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,MEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.00029066890219577366,0.00029066890219577366,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,MEC LIII Complex Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,MEC LIII Superficial Multipolar Interneuron,MEC LV Superficial Pyramidal,"E,I->E",EEI,-0.000115518586964987,0.000115518586964987,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,MEC LIII Superficial Multipolar Interneuron -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,MEC LIII Superficial Trilayered Interneuron,MEC LV Superficial Pyramidal,"E,I->E",EEI,-5.48323927402874e-05,5.48323927402874e-05,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,MEC LIII Superficial Trilayered Interneuron -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.00024942681888195326,0.00024942681888195326,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Multipolar Pyramidal,MEC LV Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.000816628237602161,0.000816628237602161,EC LI II Multipolar Pyramidal -> MEC LV Superficial Pyramidal,MEC LV Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,EC LII III Pyramidal Tripolar,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0002481237746151912,0.0002481237746151912,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,EC LIII Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,9.942990395924713e-06,9.942990395924713e-06,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,EC LIII Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,EC LIII Pyramidal Stellate,MEC LV Superficial Pyramidal,"E,E->E",EEE,2.679313226329919e-05,2.679313226329919e-05,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,EC LIII Pyramidal Stellate -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,EC LIII Stellate,MEC LV Superficial Pyramidal,"E,E->E",EEE,7.245865393326696e-06,7.245865393326696e-06,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,EC LIII Stellate -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,EC LIII V Bipolar Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.00021740408729179655,0.00021740408729179655,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,EC LIII V Bipolar Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,EC LIV VI Deep Multipolar Principal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.00037425688264073427,0.00037425688264073427,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,EC LIV VI Deep Multipolar Principal -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,4.046818930181915e-05,4.046818930181915e-05,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,EC LV Deep Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0003339020871274405,0.0003339020871274405,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,MEC LII III Pyramidal Multiform -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,4.1687798598001566e-05,4.1687798598001566e-05,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,MEC LII Stellate,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0006413979774543011,0.0006413979774543011,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,MEC LII Stellate -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,MEC LIII Bipolar Complex Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,8.287173296633167e-05,8.287173296633167e-05,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,MEC LIII Bipolar Complex Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,MEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,9.134079386386804e-05,9.134079386386804e-05,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,MEC LIII Complex Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,MEC LIII Superficial Multipolar Interneuron,MEC LV Superficial Pyramidal,"E,I->E",EEI,-3.630095741135534e-05,3.630095741135534e-05,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,MEC LIII Superficial Multipolar Interneuron -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,MEC LIII Superficial Trilayered Interneuron,MEC LV Superficial Pyramidal,"E,I->E",EEI,-1.723071936666938e-05,1.723071936666938e-05,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,MEC LIII Superficial Trilayered Interneuron -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,7.838073999492369e-05,7.838073999492369e-05,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LI II Pyramidal Fan,MEC LV Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.000256620061350744,0.000256620061350744,EC LI II Pyramidal Fan -> MEC LV Superficial Pyramidal,MEC LV Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,EC LIII Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,1.1202110872012431e-05,1.1202110872012431e-05,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,EC LIII Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,EC LIII Pyramidal Stellate,MEC LV Superficial Pyramidal,"E,E->E",EEE,3.0186053317016958e-05,3.0186053317016958e-05,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,EC LIII Pyramidal Stellate -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,EC LIII Stellate,MEC LV Superficial Pyramidal,"E,E->E",EEE,8.163438187870721e-06,8.163438187870721e-06,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,EC LIII Stellate -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,EC LIII V Bipolar Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.00024493483277119064,0.00024493483277119064,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,EC LIII V Bipolar Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,EC LIV VI Deep Multipolar Principal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0004216505223291372,0.0004216505223291372,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,EC LIV VI Deep Multipolar Principal -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,4.5592837295143056e-05,4.5592837295143056e-05,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,EC LV Deep Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0003761854383296003,0.0003761854383296003,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,MEC LII III Pyramidal Multiform -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,4.696689057412161e-05,4.696689057412161e-05,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,MEC LII Stellate,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.0007226207579836846,0.0007226207579836846,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,MEC LII Stellate -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,MEC LIII Bipolar Complex Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,9.336611058431163e-05,9.336611058431163e-05,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,MEC LIII Bipolar Complex Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,MEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.00010290764239499426,0.00010290764239499426,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,MEC LIII Complex Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,MEC LIII Superficial Multipolar Interneuron,MEC LV Superficial Pyramidal,"E,I->E",EEI,-4.089789223258977e-05,4.089789223258977e-05,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,MEC LIII Superficial Multipolar Interneuron -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,MEC LIII Superficial Trilayered Interneuron,MEC LV Superficial Pyramidal,"E,I->E",EEI,-1.9412713988849336e-05,1.9412713988849336e-05,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,MEC LIII Superficial Trilayered Interneuron -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,8.830640528561592e-05,8.830640528561592e-05,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LII III Pyramidal Tripolar,MEC LV Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,0.00028911688181976935,0.00028911688181976935,EC LII III Pyramidal Tripolar -> MEC LV Superficial Pyramidal,MEC LV Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LIII Pyramidal,EC LIII Pyramidal Stellate,MEC LV Superficial Pyramidal,"E,E->E",EEE,1.2096367576523037e-06,1.2096367576523037e-06,EC LIII Pyramidal -> MEC LV Superficial Pyramidal,EC LIII Pyramidal Stellate -> MEC LV Superficial Pyramidal
convergent,EC LIII Pyramidal,EC LIII Stellate,MEC LV Superficial Pyramidal,"E,E->E",EEE,3.271310362161244e-07,3.271310362161244e-07,EC LIII Pyramidal -> MEC LV Superficial Pyramidal,EC LIII Stellate -> MEC LV Superficial Pyramidal
convergent,EC LIII Pyramidal,EC LIII V Bipolar Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,9.815200875645026e-06,9.815200875645026e-06,EC LIII Pyramidal -> MEC LV Superficial Pyramidal,EC LIII V Bipolar Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LIII Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LV Superficial Pyramidal,"E,E->E",EEE,1.6896676267549286e-05,1.6896676267549286e-05,EC LIII Pyramidal -> MEC LV Superficial Pyramidal,EC LIV VI Deep Multipolar Principal -> MEC LV Superficial Pyramidal
convergent,EC LIII Pyramidal,EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,"E,E->E",EEE,1.8270282404482276e-06,1.8270282404482276e-06,EC LIII Pyramidal -> MEC LV Superficial Pyramidal,EC LV Deep Pyramidal -> MEC LV Superficial Pyramidal
convergent,EC LIII Pyramidal,MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,"E,E->E",EEE,1.5074767447008438e-05,1.5074767447008438e-05,EC LIII Pyramidal -> MEC LV Superficial Pyramidal,MEC LII III Pyramidal Multiform -> MEC LV Superficial Pyramidal
