motif,node_1,node_2,node_3,motif_block,composition,weighted_score,abs_weighted_score,edge_1,edge_2
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 Back Projection,I->E->I,EII,-0.00012963139321887354,0.00012963139321887354,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 Back Projection
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 Basket,I->E->I,EII,-6.683531147670677e-05,6.683531147670677e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 Basket
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 Basket CCK+,I->E->I,EII,-6.221893501777071e-05,6.221893501777071e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 Basket CCK+
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 Bistratified,I->E->I,EII,-6.385959302656347e-05,6.385959302656347e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 Bistratified
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 Horizontal Axo Axonic,I->E->I,EII,-0.00010923308190890387,0.00010923308190890387,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 Horizontal Axo Axonic
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 Horizontal Basket,I->E->I,EII,-0.00016604612258438754,0.00016604612258438754,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 Horizontal Basket
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 Ivy,I->E->I,EII,-3.252312010769221e-05,3.252312010769221e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 Ivy
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 O LM,I->E->I,EII,-2.642197432065324e-05,2.642197432065324e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 O LM
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 O LMR,I->E->I,EII,-2.877113891057813e-05,2.877113891057813e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 O LMR
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 OR LM,I->E->I,EII,-8.648548070338345e-05,8.648548070338345e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 OR LM
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 Oriens Alveus,I->E->I,EII,-7.173516263579438e-05,7.173516263579438e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 Oriens Alveus
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 Oriens Bistratified,I->E->I,EII,-9.309310659962729e-06,9.309310659962729e-06,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 Oriens Bistratified
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 Perforant Path Associated QuadD,I->E->I,EII,-0.00016262915422769669,0.00016262915422769669,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 Perforant Path Associated QuadD
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 Quadrilaminar,I->E->I,EII,-3.8875182238015e-05,3.8875182238015e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 Quadrilaminar
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 Radial Trilaminar,I->E->I,EII,-4.1342440606015125e-05,4.1342440606015125e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 Radial Trilaminar
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 Recurrent O LM,I->E->I,EII,-5.3206648586015365e-05,5.3206648586015365e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 Recurrent O LM
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 SO SO,I->E->I,EII,-0.0001460164252974567,0.0001460164252974567,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 SO SO
chain,CA1 Axo Axonic,CA1 Pyramidal,CA1 Trilaminar,I->E->I,EII,-0.0007630718120987156,0.0007630718120987156,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> CA1 Trilaminar
chain,CA1 Axo Axonic,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,I->E->E,EEI,-5.356635400362898e-05,5.356635400362898e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> EC LIII V Bipolar Pyramidal
chain,CA1 Axo Axonic,CA1 Pyramidal,EC LIV VI Deep Multipolar Principal,I->E->E,EEI,-5.093753496222221e-05,5.093753496222221e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> EC LIV VI Deep Multipolar Principal
chain,CA1 Axo Axonic,CA1 Pyramidal,EC LV Deep Pyramidal,I->E->E,EEI,-6.556835257703114e-05,6.556835257703114e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> EC LV Deep Pyramidal
chain,CA1 Axo Axonic,CA1 Pyramidal,LEC LIII Multipolar Principal,I->E->E,EEI,-2.8439705654343647e-05,2.8439705654343647e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> LEC LIII Multipolar Principal
chain,CA1 Axo Axonic,CA1 Pyramidal,LEC LVI Multipolar Pyramidal,I->E->E,EEI,-0.00010002957123108887,0.00010002957123108887,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> LEC LVI Multipolar Pyramidal
chain,CA1 Axo Axonic,CA1 Pyramidal,MEC LV Multipolar Pyramidal,I->E->E,EEI,-3.644926938621923e-05,3.644926938621923e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> MEC LV Multipolar Pyramidal
chain,CA1 Axo Axonic,CA1 Pyramidal,MEC LV Pyramidal,I->E->E,EEI,-3.240959707151455e-05,3.240959707151455e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> MEC LV Pyramidal
chain,CA1 Axo Axonic,CA1 Pyramidal,MEC LV Superficial Pyramidal,I->E->E,EEI,-1.245765864362242e-05,1.245765864362242e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> MEC LV Superficial Pyramidal
chain,CA1 Axo Axonic,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,I->E->E,EEI,-0.0001283815321565764,0.0001283815321565764,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic
chain,CA1 Axo Axonic,CA1 Pyramidal,SUB CA1 Projecting Pyramidal,I->E->E,EEI,-4.087046126370625e-05,4.087046126370625e-05,CA1 Axo Axonic -> CA1 Pyramidal,CA1 Pyramidal -> SUB CA1 Projecting Pyramidal
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Back Projection,I->E->I,EII,-1.3856442700202206e-07,1.3856442700202206e-07,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Back Projection
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Basket,I->E->I,EII,-8.020371269920216e-08,8.020371269920216e-08,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Basket
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Basket CCK+,I->E->I,EII,-7.20928174247656e-08,7.20928174247656e-08,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Basket CCK+
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Bistratified,I->E->I,EII,-5.47372197940309e-08,5.47372197940309e-08,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Bistratified
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Horizontal Axo Axonic,I->E->I,EII,-9.971705776242864e-08,9.971705776242864e-08,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Horizontal Axo Axonic
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Horizontal Basket,I->E->I,EII,-1.26461562448082e-07,1.26461562448082e-07,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Horizontal Basket
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Ivy,I->E->I,EII,-3.334046860695016e-08,3.334046860695016e-08,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Ivy
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 O LM,I->E->I,EII,-3.26892907605874e-08,3.26892907605874e-08,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 O LM
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 O LMR,I->E->I,EII,-3.888010373079258e-08,3.888010373079258e-08,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 O LMR
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 OR LM,I->E->I,EII,-9.994406406759857e-08,9.994406406759857e-08,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 OR LM
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Oriens Alveus,I->E->I,EII,-5.852987728177677e-08,5.852987728177677e-08,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Oriens Alveus
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Oriens Bistratified,I->E->I,EII,-8.274272907332833e-09,8.274272907332833e-09,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Oriens Bistratified
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Perforant Path Associated QuadD,I->E->I,EII,-1.3840505568043217e-07,1.3840505568043217e-07,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Perforant Path Associated QuadD
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Pyramidal,I->E->E,EEI,-3.5996142028150676e-08,3.5996142028150676e-08,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Pyramidal
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Quadrilaminar,I->E->I,EII,-3.268396787931922e-08,3.268396787931922e-08,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Quadrilaminar
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Radial Trilaminar,I->E->I,EII,-3.3584085075125326e-08,3.3584085075125326e-08,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Radial Trilaminar
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Recurrent O LM,I->E->I,EII,-5.845376425183993e-08,5.845376425183993e-08,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Recurrent O LM
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 SO SO,I->E->I,EII,-1.6869739808897e-07,1.6869739808897e-07,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 SO SO
chain,CA1 Axo Axonic,CA1 Radiatum Giant,CA1 Trilaminar,I->E->I,EII,-9.90235775646712e-07,9.90235775646712e-07,CA1 Axo Axonic -> CA1 Radiatum Giant,CA1 Radiatum Giant -> CA1 Trilaminar
chain,CA1 Back Projection,CA1 Axo Axonic,CA1 Pyramidal,I->I->E,EII,1.5706290978055597e-06,1.5706290978055597e-06,CA1 Back Projection -> CA1 Axo Axonic,CA1 Axo Axonic -> CA1 Pyramidal
chain,CA1 Back Projection,CA1 Axo Axonic,CA1 Radiatum Giant,I->I->E,EII,1.1372621189118746e-07,1.1372621189118746e-07,CA1 Back Projection -> CA1 Axo Axonic,CA1 Axo Axonic -> CA1 Radiatum Giant
chain,CA1 Back Projection,CA1 Basket,CA1 Axo Axonic,I->I->I,III,0.0001509338362714647,0.0001509338362714647,CA1 Back Projection -> CA1 Basket,CA1 Basket -> CA1 Axo Axonic
chain,CA1 Back Projection,CA1 Basket,CA1 Basket CCK+,I->I->I,III,0.0002762104592959745,0.0002762104592959745,CA1 Back Projection -> CA1 Basket,CA1 Basket -> CA1 Basket CCK+
chain,CA1 Back Projection,CA1 Basket,CA1 Bistratified,I->I->I,III,0.00016242544076511479,0.00016242544076511479,CA1 Back Projection -> CA1 Basket,CA1 Basket -> CA1 Bistratified
chain,CA1 Back Projection,CA1 Basket,CA1 Horizontal Basket,I->I->I,III,0.00039390065500638673,0.00039390065500638673,CA1 Back Projection -> CA1 Basket,CA1 Basket -> CA1 Horizontal Basket
chain,CA1 Back Projection,CA1 Basket,CA1 Ivy,I->I->I,III,0.0001110862750773807,0.0001110862750773807,CA1 Back Projection -> CA1 Basket,CA1 Basket -> CA1 Ivy
chain,CA1 Back Projection,CA1 Basket,CA1 OR LM,I->I->I,III,0.00016996880215468214,0.00016996880215468214,CA1 Back Projection -> CA1 Basket,CA1 Basket -> CA1 OR LM
chain,CA1 Back Projection,CA1 Basket,CA1 Pyramidal,I->I->E,EII,0.00010155740700634791,0.00010155740700634791,CA1 Back Projection -> CA1 Basket,CA1 Basket -> CA1 Pyramidal
chain,CA1 Back Projection,CA1 Basket,CA1 Radial Trilaminar,I->I->I,III,0.000340168236870209,0.000340168236870209,CA1 Back Projection -> CA1 Basket,CA1 Basket -> CA1 Radial Trilaminar
chain,CA1 Back Projection,CA1 Basket,CA1 Radiatum Giant,I->I->E,EII,5.816690485942036e-06,5.816690485942036e-06,CA1 Back Projection -> CA1 Basket,CA1 Basket -> CA1 Radiatum Giant
chain,CA1 Back Projection,CA1 Basket CCK+,CA1 Axo Axonic,I->I->I,III,0.00030190300948239606,0.00030190300948239606,CA1 Back Projection -> CA1 Basket CCK+,CA1 Basket CCK+ -> CA1 Axo Axonic
chain,CA1 Back Projection,CA1 Basket CCK+,CA1 Basket,I->I->I,III,0.0006698720170550026,0.0006698720170550026,CA1 Back Projection -> CA1 Basket CCK+,CA1 Basket CCK+ -> CA1 Basket
chain,CA1 Back Projection,CA1 Basket CCK+,CA1 Bistratified,I->I->I,III,0.0003736832740426581,0.0003736832740426581,CA1 Back Projection -> CA1 Basket CCK+,CA1 Basket CCK+ -> CA1 Bistratified
chain,CA1 Back Projection,CA1 Basket CCK+,CA1 Horizontal Basket,I->I->I,III,0.0007649418941091204,0.0007649418941091204,CA1 Back Projection -> CA1 Basket CCK+,CA1 Basket CCK+ -> CA1 Horizontal Basket
chain,CA1 Back Projection,CA1 Basket CCK+,CA1 Ivy,I->I->I,III,0.0002422866838287868,0.0002422866838287868,CA1 Back Projection -> CA1 Basket CCK+,CA1 Basket CCK+ -> CA1 Ivy
chain,CA1 Back Projection,CA1 Basket CCK+,CA1 OR LM,I->I->I,III,0.0003358422576227341,0.0003358422576227341,CA1 Back Projection -> CA1 Basket CCK+,CA1 Basket CCK+ -> CA1 OR LM
chain,CA1 Back Projection,CA1 Basket CCK+,CA1 Pyramidal,I->I->E,EII,0.0001570010899591838,0.0001570010899591838,CA1 Back Projection -> CA1 Basket CCK+,CA1 Basket CCK+ -> CA1 Pyramidal
chain,CA1 Back Projection,CA1 Basket CCK+,CA1 Radial Trilaminar,I->I->I,III,0.0007576881477408231,0.0007576881477408231,CA1 Back Projection -> CA1 Basket CCK+,CA1 Basket CCK+ -> CA1 Radial Trilaminar
chain,CA1 Back Projection,CA1 Basket CCK+,CA1 Radiatum Giant,I->I->E,EII,1.1487169470441341e-05,1.1487169470441341e-05,CA1 Back Projection -> CA1 Basket CCK+,CA1 Basket CCK+ -> CA1 Radiatum Giant
chain,CA1 Back Projection,CA1 Bistratified,CA1 Axo Axonic,I->I->I,III,2.3454094105832745e-05,2.3454094105832745e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Axo Axonic
chain,CA1 Back Projection,CA1 Bistratified,CA1 Basket,I->I->I,III,5.9331105764858695e-05,5.9331105764858695e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Basket
chain,CA1 Back Projection,CA1 Bistratified,CA1 Basket CCK+,I->I->I,III,5.46483121472457e-05,5.46483121472457e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Basket CCK+
chain,CA1 Back Projection,CA1 Bistratified,CA1 Horizontal Axo Axonic,I->I->I,III,3.279483341982183e-05,3.279483341982183e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Horizontal Axo Axonic
chain,CA1 Back Projection,CA1 Bistratified,CA1 Horizontal Basket,I->I->I,III,5.194142684457035e-05,5.194142684457035e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Horizontal Basket
chain,CA1 Back Projection,CA1 Bistratified,CA1 Ivy,I->I->I,III,1.9231191335953083e-05,1.9231191335953083e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Ivy
chain,CA1 Back Projection,CA1 Bistratified,CA1 LMR,I->I->I,III,8.337049009379187e-05,8.337049009379187e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 LMR
chain,CA1 Back Projection,CA1 Bistratified,CA1 O LM,I->I->I,III,6.558215291927753e-06,6.558215291927753e-06,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 O LM
chain,CA1 Back Projection,CA1 Bistratified,CA1 O LMR,I->I->I,III,1.1045072440135958e-05,1.1045072440135958e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 O LMR
chain,CA1 Back Projection,CA1 Bistratified,CA1 OR LM,I->I->I,III,3.0255202951694917e-05,3.0255202951694917e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 OR LM
chain,CA1 Back Projection,CA1 Bistratified,CA1 Oriens Alveus,I->I->I,III,5.593958086917523e-05,5.593958086917523e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Oriens Alveus
chain,CA1 Back Projection,CA1 Bistratified,CA1 Oriens Bistratified,I->I->I,III,1.8000905683479777e-06,1.8000905683479777e-06,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Oriens Bistratified
chain,CA1 Back Projection,CA1 Bistratified,CA1 Perforant Path Associated,I->I->I,III,6.984666558363719e-05,6.984666558363719e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Perforant Path Associated
chain,CA1 Back Projection,CA1 Bistratified,CA1 Perforant Path Associated QuadD,I->I->I,III,0.00021133459772580357,0.00021133459772580357,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Perforant Path Associated QuadD
chain,CA1 Back Projection,CA1 Bistratified,CA1 Pyramidal,I->I->E,EII,1.3110100753134996e-05,1.3110100753134996e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Pyramidal
chain,CA1 Back Projection,CA1 Bistratified,CA1 Quadrilaminar,I->I->I,III,3.568376743323485e-05,3.568376743323485e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Quadrilaminar
chain,CA1 Back Projection,CA1 Bistratified,CA1 R Receiving Apical Targeting,I->I->I,III,6.990668935747872e-05,6.990668935747872e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 R Receiving Apical Targeting
chain,CA1 Back Projection,CA1 Bistratified,CA1 Radial Trilaminar,I->I->I,III,6.211052143746795e-05,6.211052143746795e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Radial Trilaminar
chain,CA1 Back Projection,CA1 Bistratified,CA1 Radiatum,I->I->I,III,2.0438861775334893e-05,2.0438861775334893e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Radiatum
chain,CA1 Back Projection,CA1 Bistratified,CA1 Radiatum Giant,I->I->E,EII,4.888087288056993e-07,4.888087288056993e-07,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Radiatum Giant
chain,CA1 Back Projection,CA1 Bistratified,CA1 Recurrent O LM,I->I->I,III,4.998926833549098e-06,4.998926833549098e-06,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Recurrent O LM
chain,CA1 Back Projection,CA1 Bistratified,CA1 SO SO,I->I->I,III,3.0198217005524123e-05,3.0198217005524123e-05,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 SO SO
chain,CA1 Back Projection,CA1 Bistratified,CA1 Schaffer Collateral Associated,I->I->I,III,7.359564144108088e-06,7.359564144108088e-06,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Schaffer Collateral Associated
chain,CA1 Back Projection,CA1 Bistratified,CA1 Trilaminar,I->I->I,III,0.00012638523518334967,0.00012638523518334967,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA1 Trilaminar
chain,CA1 Back Projection,CA1 Bistratified,CA2 Wide Arbor Basket,I->I->I,III,1.512337239280038e-06,1.512337239280038e-06,CA1 Back Projection -> CA1 Bistratified,CA1 Bistratified -> CA2 Wide Arbor Basket
chain,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Pyramidal,I->I->E,EII,7.705606261017345e-07,7.705606261017345e-07,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Horizontal Axo Axonic -> CA1 Pyramidal
chain,CA1 Back Projection,CA1 Horizontal Axo Axonic,CA1 Radiatum Giant,I->I->E,EII,5.774155912477071e-08,5.774155912477071e-08,CA1 Back Projection -> CA1 Horizontal Axo Axonic,CA1 Horizontal Axo Axonic -> CA1 Radiatum Giant
chain,CA1 Back Projection,CA1 Horizontal Basket,CA1 Axo Axonic,I->I->I,III,6.942589324483924e-05,6.942589324483924e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Horizontal Basket -> CA1 Axo Axonic
chain,CA1 Back Projection,CA1 Horizontal Basket,CA1 Basket,I->I->I,III,0.00016083307996605047,0.00016083307996605047,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Horizontal Basket -> CA1 Basket
chain,CA1 Back Projection,CA1 Horizontal Basket,CA1 Basket CCK+,I->I->I,III,0.00013905261770452422,0.00013905261770452422,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Horizontal Basket -> CA1 Basket CCK+
chain,CA1 Back Projection,CA1 Horizontal Basket,CA1 Bistratified,I->I->I,III,0.00011125735353472945,0.00011125735353472945,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Horizontal Basket -> CA1 Bistratified
chain,CA1 Back Projection,CA1 Horizontal Basket,CA1 Ivy,I->I->I,III,7.129170389750575e-05,7.129170389750575e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Horizontal Basket -> CA1 Ivy
chain,CA1 Back Projection,CA1 Horizontal Basket,CA1 OR LM,I->I->I,III,7.893896388403808e-05,7.893896388403808e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Horizontal Basket -> CA1 OR LM
chain,CA1 Back Projection,CA1 Horizontal Basket,CA1 Pyramidal,I->I->E,EII,2.842764009118968e-05,2.842764009118968e-05,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Horizontal Basket -> CA1 Pyramidal
chain,CA1 Back Projection,CA1 Horizontal Basket,CA1 Radial Trilaminar,I->I->I,III,0.00022930926315190017,0.00022930926315190017,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Horizontal Basket -> CA1 Radial Trilaminar
chain,CA1 Back Projection,CA1 Horizontal Basket,CA1 Radiatum Giant,I->I->E,EII,2.717300849250049e-06,2.717300849250049e-06,CA1 Back Projection -> CA1 Horizontal Basket,CA1 Horizontal Basket -> CA1 Radiatum Giant
chain,CA1 Back Projection,CA1 Ivy,CA1 Axo Axonic,I->I->I,III,1.0246388738111459e-05,1.0246388738111459e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Axo Axonic
chain,CA1 Back Projection,CA1 Ivy,CA1 Basket,I->I->I,III,2.632590063057785e-05,2.632590063057785e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Basket
chain,CA1 Back Projection,CA1 Ivy,CA1 Basket CCK+,I->I->I,III,2.323869393919947e-05,2.323869393919947e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Basket CCK+
chain,CA1 Back Projection,CA1 Ivy,CA1 Bistratified,I->I->I,III,1.5334815257769072e-05,1.5334815257769072e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Bistratified
chain,CA1 Back Projection,CA1 Ivy,CA1 Horizontal Axo Axonic,I->I->I,III,2.1645870087120842e-05,2.1645870087120842e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Horizontal Axo Axonic
chain,CA1 Back Projection,CA1 Ivy,CA1 Horizontal Basket,I->I->I,III,3.574450262673108e-05,3.574450262673108e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Horizontal Basket
chain,CA1 Back Projection,CA1 Ivy,CA1 LMR,I->I->I,III,1.2893582021403029e-05,1.2893582021403029e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 LMR
chain,CA1 Back Projection,CA1 Ivy,CA1 O LM,I->I->I,III,3.5972261474877336e-06,3.5972261474877336e-06,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 O LM
chain,CA1 Back Projection,CA1 Ivy,CA1 O LMR,I->I->I,III,6.2891743216076735e-06,6.2891743216076735e-06,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 O LMR
chain,CA1 Back Projection,CA1 Ivy,CA1 OR LM,I->I->I,III,1.1187200959775886e-05,1.1187200959775886e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 OR LM
chain,CA1 Back Projection,CA1 Ivy,CA1 Oriens Alveus,I->I->I,III,2.4597611826271648e-05,2.4597611826271648e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Oriens Alveus
chain,CA1 Back Projection,CA1 Ivy,CA1 Oriens Bistratified,I->I->I,III,1.1689527190068795e-06,1.1689527190068795e-06,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Oriens Bistratified
chain,CA1 Back Projection,CA1 Ivy,CA1 Perforant Path Associated,I->I->I,III,1.3060529887451651e-05,1.3060529887451651e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Perforant Path Associated
chain,CA1 Back Projection,CA1 Ivy,CA1 Perforant Path Associated QuadD,I->I->I,III,9.468475778340924e-05,9.468475778340924e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Perforant Path Associated QuadD
chain,CA1 Back Projection,CA1 Ivy,CA1 Pyramidal,I->I->E,EII,5.224002668279171e-06,5.224002668279171e-06,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Pyramidal
chain,CA1 Back Projection,CA1 Ivy,CA1 Quadrilaminar,I->I->I,III,1.6263599975862798e-05,1.6263599975862798e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Quadrilaminar
chain,CA1 Back Projection,CA1 Ivy,CA1 R Receiving Apical Targeting,I->I->I,III,1.5872235095139858e-05,1.5872235095139858e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 R Receiving Apical Targeting
chain,CA1 Back Projection,CA1 Ivy,CA1 Radial Trilaminar,I->I->I,III,2.856995408072181e-05,2.856995408072181e-05,CA1 Back Projection -> CA1 Ivy,CA1 Ivy -> CA1 Radial Trilaminar
