variant,component,z_real,z_imag,rho_MII_over_z,spectral_radius,spectral_abscissa,dominant_eigenvalue,dominant_real,dominant_imag
with_self,M_EE,1.0000000000000016,0.0,0.1822056012326772,1.0419282697498566,1.0419282697498566,(1.0419282697498566+0j),1.0419282697498566,0.0
with_self,inhibitory_feedback,1.0000000000000016,0.0,0.1822056012326772,0.11628494937770097,0.006103010403022572,(0.006103010403022572+0j),0.006103010403022572,0.0
with_self,M_eff_E,1.0000000000000016,0.0,0.1822056012326772,0.9999999999999996,0.9999999999999996,(0.9999999999999996+0j),0.9999999999999996,0.0
no_self,M_EE,0.9999999999999987,0.0,0.13690687650089287,1.171643257583394,1.171643257583394,(1.171643257583394+0j),1.171643257583394,0.0
no_self,inhibitory_feedback,0.9999999999999987,0.0,0.13690687650089287,0.3653577977530026,0.018307420311509885,(0.018307420311509885+0j),0.018307420311509885,0.0
no_self,M_eff_E,0.9999999999999987,0.0,0.13690687650089287,1.0,1.0,(1+0j),1.0,0.0
