method,target,scale,spectral_radius,spectral_abscissa,dominant_eigenvalue,dominant_real,dominant_imag,variant
spectral_radius,1,3.8148820663058934e-05,1.0000000000000016,1.0000000000000016,(1.0000000000000016+0j),1.0000000000000016,0.0,with_self
spectral_radius,1,6.73951365032612e-05,0.9999999999999987,0.9999999999999987,(0.9999999999999987+0j),0.9999999999999987,0.0,no_self
