variant,motif,E_source,I_first,I_second,E_receiver,E_to_I,I_to_I,I_to_E,signed_contribution,abs_contribution
no_self,E-I-I-E,CA3c Pyramidal,CA1 Perforant Path Associated,CA1 Basket CCK+,CA1 Pyramidal,52.14549700201241,-0.005762873260869974,-0.021075657232328664,0.006333401292577758,0.006333401292577758
no_self,E-I-I-E,CA2 Pyramidal,CA1 Trilaminar,CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,6.085670187671311,-0.008135741798872288,-0.12756294798674275,0.006315825413850352,0.006315825413850352
no_self,E-I-I-E,CA2 Pyramidal,CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,4.742086917270035,-0.01011560314576307,-0.12756294798674275,0.006119075896912619,0.006119075896912619
no_self,E-I-I-E,CA3 Pyramidal,CA1 Trilaminar,CA1 Back Projection,CA3 Pyramidal,82.72098568137669,-0.00880198801210595,-0.007917769100420967,0.00576499992625223,0.00576499992625223
no_self,E-I-I-E,CA1 Pyramidal,CA1 Trilaminar,CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,5.433752335378951,-0.008135741798872288,-0.12756294798674275,0.005639252544753358,0.005639252544753358
no_self,E-I-I-E,CA3 Pyramidal,CA1 Back Projection,CA1 Basket CCK+,CA1 Pyramidal,11.018761485889685,-0.023249650135022927,-0.021075657232328664,0.005399211386364431,0.005399211386364431
no_self,E-I-I-E,DG Granule,DG AIPRIM,DG MOLAX,DG Hilar Ectopic Granule,15.113323215471299,-0.06098983931743341,-0.005741595100734708,0.005292367845328045,0.005292367845328045
no_self,E-I-I-E,CA3 Pyramidal,CA1 Back Projection,CA3 Basket CCK+,CA3c Pyramidal,11.018761485889685,-0.015950017702177875,-0.02922735574366301,0.005136691426725914,0.005136691426725914
no_self,E-I-I-E,CA3 Pyramidal,CA1 Back Projection,CA3 Basket CCK+,CA3 Pyramidal,11.018761485889685,-0.015950017702177875,-0.028986091070349575,0.005094289295316895,0.005094289295316895
no_self,E-I-I-E,DG Granule,DG Total Molecular Layer,DG AIPRIM,DG Hilar Ectopic Granule,3.0135900632038934,-0.078651191088134,-0.021312578900624397,0.005051559622564247,0.005051559622564247
