variant,seed_mode,eigenvalue,timestep,loading_rank,cell_type,initial_mode_loading,signal_real,signal_imag,signal_magnitude
with_self,29,(0.006498376524684019-0.003867872107252672j),7,4,DG Total Molecular Layer (E),(-0.23335849690489055+0.10444536367170588j),-0.09972667399344136,0.05741925588507372,0.11507554237191195
with_self,29,(0.006498376524684019-0.003867872107252672j),7,5,CA3 Axo Axonic (I),(0.17950802692983991-0.12753965426669167j),-0.14566162151736115,0.08351462603509055,0.1679047371125901
with_self,29,(0.006498376524684019-0.003867872107252672j),8,1,EC LI II Multipolar Pyramidal (E),(-0.323790641929813+0.18090341484885258j),-0.14857878708201241,0.08510540875603996,0.17122671103041903
with_self,29,(0.006498376524684019-0.003867872107252672j),8,2,LEC LIII Multipolar Principal (E),(-0.3025910954269633+0.09862296820363055j),-0.0813369267237045,0.046635064483225096,0.09375779907939306
with_self,29,(0.006498376524684019-0.003867872107252672j),8,3,MEC LV Multipolar Pyramidal (E),(0.27567386533030636-0.11510024899454871j),-0.030434907104375252,0.01747650001047797,0.03509574935897776
with_self,29,(0.006498376524684019-0.003867872107252672j),8,4,DG Total Molecular Layer (E),(-0.23335849690489055+0.10444536367170588j),-0.09499250263303397,0.05450795596109914,0.10952028496832944
with_self,29,(0.006498376524684019-0.003867872107252672j),8,5,CA3 Axo Axonic (I),(0.17950802692983991-0.12753965426669167j),-0.13844012864512162,0.0793273751395705,0.15955720499498596
with_self,29,(0.006498376524684019-0.003867872107252672j),9,1,EC LI II Multipolar Pyramidal (E),(-0.323790641929813+0.18090341484885258j),-0.14114402050795163,0.0808484946110656,0.16265950204652838
with_self,29,(0.006498376524684019-0.003867872107252672j),9,2,LEC LIII Multipolar Principal (E),(-0.3025910954269633+0.09862296820363055j),-0.07736393723922247,0.04433196279007074,0.0891655859060802
with_self,29,(0.006498376524684019-0.003867872107252672j),9,3,MEC LV Multipolar Pyramidal (E),(0.27567386533030636-0.11510024899454871j),-0.0290193305715113,0.016638534031890685,0.03345089477949782
with_self,29,(0.006498376524684019-0.003867872107252672j),9,4,DG Total Molecular Layer (E),(-0.23335849690489055+0.10444536367170588j),-0.0904188088230333,0.05182966820238887,0.10422032189043538
with_self,29,(0.006498376524684019-0.003867872107252672j),9,5,CA3 Axo Axonic (I),(0.17950802692983991-0.12753965426669167j),-0.13158405662505335,0.07538287043975517,0.1516474236960264
with_self,29,(0.006498376524684019-0.003867872107252672j),10,1,EC LI II Multipolar Pyramidal (E),(-0.323790641929813+0.18090341484885258j),-0.1340846796835388,0.07680549227991357,0.15452438309275682
with_self,29,(0.006498376524684019-0.003867872107252672j),10,2,LEC LIII Multipolar Principal (E),(-0.3025910954269633+0.09862296820363055j),-0.07352703435336845,0.04212350561522513,0.08473850663138528
with_self,29,(0.006498376524684019-0.003867872107252672j),10,3,MEC LV Multipolar Pyramidal (E),(0.27567386533030636-0.11510024899454871j),-0.02759469888986969,0.015812363995151384,0.031804060463056213
with_self,29,(0.006498376524684019-0.003867872107252672j),10,4,DG Total Molecular Layer (E),(-0.23335849690489055+0.10444536367170588j),-0.08593201666593277,0.04923935416472978,0.09903951477483035
with_self,29,(0.006498376524684019-0.003867872107252672j),10,5,CA3 Axo Axonic (I),(0.17950802692983991-0.12753965426669167j),-0.12501032545119453,0.07161197654338693,0.14406893021697695
with_self,30,(-0.0036295063067566685+0.003928112997486306j),0,1,CA3 Basket CCK+ (I),(0.1749411036942215+0.3494741143047526j),0.1749411036942215,0.3494741143047526,0.3908152329820879
with_self,30,(-0.0036295063067566685+0.003928112997486306j),0,2,CA3 Axo Axonic (I),(-0.2913869690677575-0.2452544685064589j),-0.2913869690677575,-0.2452544685064589,0.3808623374198083
with_self,30,(-0.0036295063067566685+0.003928112997486306j),0,3,DG Mossy (E),(-0.0744260663750304-0.22123463536195562j),-0.0744260663750304,-0.22123463536195562,0.2334180867880591
with_self,30,(-0.0036295063067566685+0.003928112997486306j),0,4,CA1 Bistratified (I),(0.14128097289237912-0.1760511460871112j),0.14128097289237912,-0.1760511460871112,0.22573063447392896
with_self,30,(-0.0036295063067566685+0.003928112997486306j),0,5,CA3 Lucidum ORAX (I),(0.19638936010267743+0.1048694231022987j),0.19638936010267743,0.1048694231022987,0.22263507509677816
with_self,30,(-0.0036295063067566685+0.003928112997486306j),1,1,CA3 Basket CCK+ (I),(0.1749411036942215+0.3494741143047526j),-0.02628962412032189,-0.03860705653875612,0.04670812724756284
with_self,30,(-0.0036295063067566685+0.003928112997486306j),1,2,CA3 Axo Axonic (I),(-0.2913869690677575-0.2452544685064589j),-0.044832058583430756,-0.07117599785656092,0.08411858384272367
with_self,30,(-0.0036295063067566685+0.003928112997486306j),1,3,DG Mossy (E),(-0.0744260663750304-0.22123463536195562j),0.03597924320893739,-0.01106364096392615,0.0376418662298581
with_self,30,(-0.0036295063067566685+0.003928112997486306j),1,4,CA1 Bistratified (I),(0.14128097289237912-0.1760511460871112j),0.3915418576263925,0.34176468650665437,0.5197192773185519
with_self,30,(-0.0036295063067566685+0.003928112997486306j),1,5,CA3 Lucidum ORAX (I),(0.19638936010267743+0.1048694231022987j),-0.020941703338642276,-0.05185376027484044,0.05592287003869099
with_self,30,(-0.0036295063067566685+0.003928112997486306j),2,1,CA3 Basket CCK+ (I),(0.1749411036942215+0.3494741143047526j),-0.026073001076665683,0.008009647495736242,0.027275553855967135
with_self,30,(-0.0036295063067566685+0.003928112997486306j),2,2,CA3 Axo Axonic (I),(-0.2913869690677575-0.2452544685064589j),-0.0693269603109794,0.017415635447690918,0.07148098896914466
with_self,30,(-0.0036295063067566685+0.003928112997486306j),2,3,DG Mossy (E),(-0.0744260663750304-0.22123463536195562j),0.04212613170119257,0.029544416706767437,0.051453702788519906
with_self,30,(-0.0036295063067566685+0.003928112997486306j),2,4,CA1 Bistratified (I),(0.14128097289237912-0.1760511460871112j),-0.03628795891407866,-0.11207776415677456,0.11780594713566646
with_self,30,(-0.0036295063067566685+0.003928112997486306j),2,5,CA3 Lucidum ORAX (I),(0.19638936010267743+0.1048694231022987j),0.005274483331609849,-0.00389293257852926,0.006555539525958531
with_self,30,(-0.0036295063067566685+0.003928112997486306j),3,1,CA3 Basket CCK+ (I),(0.1749411036942215+0.3494741143047526j),-0.03159072726254289,0.0022227932742593113,0.031668831031733125
with_self,30,(-0.0036295063067566685+0.003928112997486306j),3,2,CA3 Axo Axonic (I),(-0.2913869690677575-0.2452544685064589j),-0.09886906835970147,0.007789761218704962,0.09917546600928961
with_self,30,(-0.0036295063067566685+0.003928112997486306j),3,3,DG Mossy (E),(-0.0744260663750304-0.22123463536195562j),-0.06929653050316825,0.003030880095430358,0.06936278089818346
with_self,30,(-0.0036295063067566685+0.003928112997486306j),3,4,CA1 Bistratified (I),(0.14128097289237912-0.1760511460871112j),-0.009911394402994196,-0.002155531216926791,0.01014307911035158
with_self,30,(-0.0036295063067566685+0.003928112997486306j),3,5,CA3 Lucidum ORAX (I),(0.19638936010267743+0.1048694231022987j),-0.04564027204892434,0.002109296799911863,0.04568898735680123
with_self,30,(-0.0036295063067566685+0.003928112997486306j),4,1,CA3 Basket CCK+ (I),(0.1749411036942215+0.3494741143047526j),-0.026754813439068655,0.004669083974003674,0.027159167647696176
with_self,30,(-0.0036295063067566685+0.003928112997486306j),4,2,CA3 Axo Axonic (I),(-0.2913869690677575-0.2452544685064589j),-0.08742064759916879,0.015159864372479012,0.08872536905784058
with_self,30,(-0.0036295063067566685+0.003928112997486306j),4,3,DG Mossy (E),(-0.0744260663750304-0.22123463536195562j),-0.04194453721136079,0.016602621453597456,0.04511087719172267
with_self,30,(-0.0036295063067566685+0.003928112997486306j),4,4,CA1 Bistratified (I),(0.14128097289237912-0.1760511460871112j),-0.08073473666166861,0.00027017341285491813,0.0807351887190585
with_self,30,(-0.0036295063067566685+0.003928112997486306j),4,5,CA3 Lucidum ORAX (I),(0.19638936010267743+0.1048694231022987j),-0.037209275454951354,0.0067260542441198255,0.03781229939553118
with_self,30,(-0.0036295063067566685+0.003928112997486306j),5,1,CA3 Basket CCK+ (I),(0.1749411036942215+0.3494741143047526j),-0.02673298034557292,0.0037122923282721723,0.026989504487621416
with_self,30,(-0.0036295063067566685+0.003928112997486306j),5,2,CA3 Axo Axonic (I),(-0.2913869690677575-0.2452544685064589j),-0.08771776756367251,0.012058101614934163,0.08854267084807503
with_self,30,(-0.0036295063067566685+0.003928112997486306j),5,3,DG Mossy (E),(-0.0744260663750304-0.22123463536195562j),-0.05457860543703113,0.004461063417562983,0.05476061776739414
with_self,30,(-0.0036295063067566685+0.003928112997486306j),5,4,CA1 Bistratified (I),(0.14128097289237912-0.1760511460871112j),-0.0690503139390705,0.01212957875084591,0.07010757830475367
with_self,30,(-0.0036295063067566685+0.003928112997486306j),5,5,CA3 Lucidum ORAX (I),(0.19638936010267743+0.1048694231022987j),-0.03961871101207682,0.005162129018429463,0.03995359606169849
with_self,30,(-0.0036295063067566685+0.003928112997486306j),6,1,CA3 Basket CCK+ (I),(0.1749411036942215+0.3494741143047526j),-0.025014123211688322,0.0037566833808025013,0.02529464429623635
with_self,30,(-0.0036295063067566685+0.003928112997486306j),6,2,CA3 Axo Axonic (I),(-0.2913869690677575-0.2452544685064589j),-0.08293736610378152,0.012227670692348385,0.0838338990313179
with_self,30,(-0.0036295063067566685+0.003928112997486306j),6,3,DG Mossy (E),(-0.0744260663750304-0.22123463536195562j),-0.051751891641362645,0.007040068136257796,0.05222854437778726
with_self,30,(-0.0036295063067566685+0.003928112997486306j),6,4,CA1 Bistratified (I),(0.14128097289237912-0.1760511460871112j),-0.07341322656662877,0.009473406559920173,0.07402193773992077
with_self,30,(-0.0036295063067566685+0.003928112997486306j),6,5,CA3 Lucidum ORAX (I),(0.19638936010267743+0.1048694231022987j),-0.03771478428358691,0.005422556287495988,0.038102612380892686
with_self,30,(-0.0036295063067566685+0.003928112997486306j),7,1,CA3 Basket CCK+ (I),(0.1749411036942215+0.3494741143047526j),-0.02391066020320646,0.003525173469078919,0.024169123263790497
with_self,30,(-0.0036295063067566685+0.003928112997486306j),7,2,CA3 Axo Axonic (I),(-0.2913869690677575-0.2452544685064589j),-0.07942169774318587,0.011676132309699067,0.08027538936762359
with_self,30,(-0.0036295063067566685+0.003928112997486306j),7,3,DG Mossy (E),(-0.0744260663750304-0.22123463536195562j),-0.05133033886988548,0.0073127805232558055,0.05184863014081072
with_self,30,(-0.0036295063067566685+0.003928112997486306j),7,4,CA1 Bistratified (I),(0.14128097289237912-0.1760511460871112j),-0.06959952386695911,0.010134370139670076,0.07033348548618396
with_self,30,(-0.0036295063067566685+0.003928112997486306j),7,5,CA3 Lucidum ORAX (I),(0.19638936010267743+0.1048694231022987j),-0.03638391478320207,0.005299838194424717,0.03676788734532341
with_self,30,(-0.0036295063067566685+0.003928112997486306j),8,1,CA3 Basket CCK+ (I),(0.1749411036942215+0.3494741143047526j),-0.02267183369981992,0.0033683817993878534,0.022920690200313287
with_self,30,(-0.0036295063067566685+0.003928112997486306j),8,2,CA3 Axo Axonic (I),(-0.2913869690677575-0.2452544685064589j),-0.07540073087501897,0.011191028120491915,0.07622669694326707
with_self,30,(-0.0036295063067566685+0.003928112997486306j),8,3,DG Mossy (E),(-0.0744260663750304-0.22123463536195562j),-0.04863373283133055,0.007266129308060162,0.04917353560840109
with_self,30,(-0.0036295063067566685+0.003928112997486306j),8,4,CA1 Bistratified (I),(0.14128097289237912-0.1760511460871112j),-0.06713047028398654,0.009780646785789526,0.06783922974280865
with_self,30,(-0.0036295063067566685+0.003928112997486306j),8,5,CA3 Lucidum ORAX (I),(0.19638936010267743+0.1048694231022987j),-0.03458153019149524,0.005127641719081798,0.03495961870479375
with_self,30,(-0.0036295063067566685+0.003928112997486306j),9,1,CA3 Basket CCK+ (I),(0.1749411036942215+0.3494741143047526j),-0.021552867648023735,0.003193399573999634,0.021788159736252376
with_self,30,(-0.0036295063067566685+0.003928112997486306j),9,2,CA3 Axo Axonic (I),(-0.2913869690677575-0.2452544685064589j),-0.07169409613063508,0.010619271166569617,0.0724762881230674
with_self,30,(-0.0036295063067566685+0.003928112997486306j),9,3,DG Mossy (E),(-0.0744260663750304-0.22123463536195562j),-0.04641420049611496,0.0068413068647649265,0.04691568487522523
with_self,30,(-0.0036295063067566685+0.003928112997486306j),9,4,CA1 Bistratified (I),(0.14128097289237912-0.1760511460871112j),-0.06377887259461733,0.009455558491538917,0.06447598138708198
with_self,30,(-0.0036295063067566685+0.003928112997486306j),9,5,CA3 Lucidum ORAX (I),(0.19638936010267743+0.1048694231022987j),-0.03290722667382434,0.004869785768261064,0.03326560356871966
with_self,30,(-0.0036295063067566685+0.003928112997486306j),10,1,CA3 Basket CCK+ (I),(0.1749411036942215+0.3494741143047526j),-0.020471390567934723,0.0030356766017048996,0.02069524496629758
with_self,30,(-0.0036295063067566685+0.003928112997486306j),10,2,CA3 Axo Axonic (I),(-0.2913869690677575-0.2452544685064589j),-0.06810994342375647,0.010096789055355155,0.06885426306639006
with_self,30,(-0.0036295063067566685+0.003928112997486306j),10,3,DG Mossy (E),(-0.0744260663750304-0.22123463536195562j),-0.0441101746272263,0.006528981017414291,0.04459075126940737
with_self,30,(-0.0036295063067566685+0.003928112997486306j),10,4,CA1 Bistratified (I),(0.14128097289237912-0.1760511460871112j),-0.06069577087040346,0.008981150694527052,0.061356643237308224
with_self,30,(-0.0036295063067566685+0.003928112997486306j),10,5,CA3 Lucidum ORAX (I),(0.19638936010267743+0.1048694231022987j),-0.031269405417298196,0.004633354001965263,0.03161081594104913
with_self,31,(0.0013136933940846162+0.00481683407306506j),0,1,DG HIPROM (I),(0.4308272300735491+0.21772462423329808j),0.4308272300735491,0.21772462423329808,0.4827174268351804
with_self,31,(0.0013136933940846162+0.00481683407306506j),0,2,DG Mossy (E),(0.19104269567444734+0.24410672412442624j),0.19104269567444734,0.24410672412442624,0.30997645770819154
with_self,31,(0.0013136933940846162+0.00481683407306506j),0,3,DG Basket (I),(0.2704297868745593-0.07278701507396029j),0.2704297868745593,-0.07278701507396029,0.2800539576445877
with_self,31,(0.0013136933940846162+0.00481683407306506j),0,4,DG Total Molecular Layer (E),(0.22854430599519182+0.0844285597475312j),0.22854430599519182,0.0844285597475312,0.2436404759145457
with_self,31,(0.0013136933940846162+0.00481683407306506j),0,5,CA3 O LM (I),(0.21828725017389894+0.07673412754852739j),0.21828725017389894,0.07673412754852739,0.2313816110219566
with_self,31,(0.0013136933940846162+0.00481683407306506j),1,1,DG HIPROM (I),(0.4308272300735491+0.21772462423329808j),0.005281201600727508,-0.036356592484563764,0.03673816690359177
with_self,31,(0.0013136933940846162+0.00481683407306506j),1,2,DG Mossy (E),(0.19104269567444734+0.24410672412442624j),-0.014263326882601367,-0.07748446260348872,0.07878632139344609
with_self,31,(0.0013136933940846162+0.00481683407306506j),1,3,DG Basket (I),(0.2704297868745593-0.07278701507396029j),0.0235177506779628,-0.026777670474992563,0.035638858469627055
with_self,31,(0.0013136933940846162+0.00481683407306506j),1,4,DG Total Molecular Layer (E),(0.22854430599519182+0.0844285597475312j),0.0005478385672409022,-0.05218441831284245,0.05218729387260354
with_self,31,(0.0013136933940846162+0.00481683407306506j),1,5,CA3 O LM (I),(0.21828725017389894+0.07673412754852739j),-0.002302078664043038,0.0019922006604184504,0.0030444095727766144
with_self,31,(0.0013136933940846162+0.00481683407306506j),2,1,DG HIPROM (I),(0.4308272300735491+0.21772462423329808j),0.01656570521140819,0.031229782699369192,0.03535140614743769
with_self,31,(0.0013136933940846162+0.00481683407306506j),2,2,DG Mossy (E),(0.19104269567444734+0.24410672412442624j),0.028052898642391993,0.039406077738095,0.04837152142470924
with_self,31,(0.0013136933940846162+0.00481683407306506j),2,3,DG Basket (I),(0.2704297868745593-0.07278701507396029j),-0.004604051883598332,0.044372676548050556,0.04461089236705292
with_self,31,(0.0013136933940846162+0.00481683407306506j),2,4,DG Total Molecular Layer (E),(0.22854430599519182+0.0844285597475312j),0.021097701882335493,0.041454999817779545,0.04651483671483761
with_self,31,(0.0013136933940846162+0.00481683407306506j),2,5,CA3 O LM (I),(0.21828725017389894+0.07673412754852739j),-0.002316074846750969,0.0015519127690592335,0.002787944751698215
with_self,31,(0.0013136933940846162+0.00481683407306506j),3,1,DG HIPROM (I),(0.4308272300735491+0.21772462423329808j),-0.029616809260461733,0.017113425461570724,0.03420562412527082
with_self,31,(0.0013136933940846162+0.00481683407306506j),3,2,DG Mossy (E),(0.19104269567444734+0.24410672412442624j),-0.03811022812289802,0.021684012788011797,0.043847302062612545
with_self,31,(0.0013136933940846162+0.00481683407306506j),3,3,DG Basket (I),(0.2704297868745593-0.07278701507396029j),-0.04495559845024621,0.030641555940579726,0.05440506210344269
with_self,31,(0.0013136933940846162+0.00481683407306506j),3,4,DG Total Molecular Layer (E),(0.22854430599519182+0.0844285597475312j),-0.040226650105513385,0.023560129001794116,0.046618269565617515
with_self,31,(0.0013136933940846162+0.00481683407306506j),3,5,CA3 O LM (I),(0.21828725017389894+0.07673412754852739j),-0.007706375256597223,0.006355267873920046,0.0099888762803818
with_self,31,(0.0013136933940846162+0.00481683407306506j),4,1,DG HIPROM (I),(0.4308272300735491+0.21772462423329808j),-0.018587163752202443,0.018856556237645625,0.02647739355553489
with_self,31,(0.0013136933940846162+0.00481683407306506j),4,2,DG Mossy (E),(0.19104269567444734+0.24410672412442624j),-0.02424500795263079,0.025016359805356006,0.03483731718336189
with_self,31,(0.0013136933940846162+0.00481683407306506j),4,3,DG Basket (I),(0.2704297868745593-0.07278701507396029j),-0.03500598921614155,0.03074475031663596,0.04659033111100312
with_self,31,(0.0013136933940846162+0.00481683407306506j),4,4,DG Total Molecular Layer (E),(0.22854430599519182+0.0844285597475312j),-0.025984815433128167,0.026044024726878202,0.03678996951708412
with_self,31,(0.0013136933940846162+0.00481683407306506j),4,5,CA3 O LM (I),(0.21828725017389894+0.07673412754852739j),-0.007405162246100934,0.005477932432102731,0.009211089600137518
with_self,31,(0.0013136933940846162+0.00481683407306506j),5,1,DG HIPROM (I),(0.4308272300735491+0.21772462423329808j),-0.02143773204503943,0.015072275582693785,0.026205912433563114
with_self,31,(0.0013136933940846162+0.00481683407306506j),5,2,DG Mossy (E),(0.19104269567444734+0.24410672412442624j),-0.027655276434611673,0.019510437026604554,0.033844814486770194
with_self,31,(0.0013136933940846162+0.00481683407306506j),5,3,DG Basket (I),(0.2704297868745593-0.07278701507396029j),-0.03669446154935532,0.02636855758721709,0.045186107794625334
with_self,31,(0.0013136933940846162+0.00481683407306506j),5,4,DG Total Molecular Layer (E),(0.22854430599519182+0.0844285597475312j),-0.02934918162080027,0.02069820396858517,0.03591364795361055
with_self,31,(0.0013136933940846162+0.00481683407306506j),5,5,CA3 O LM (I),(0.21828725017389894+0.07673412754852739j),-0.0074405412254203345,0.0055160458788833895,0.009262203618206953
with_self,31,(0.0013136933940846162+0.00481683407306506j),6,1,DG HIPROM (I),(0.4308272300735491+0.21772462423329808j),-0.02036376981685041,0.015257509082566376,0.025445524253948144
with_self,31,(0.0013136933940846162+0.00481683407306506j),6,2,DG Mossy (E),(0.19104269567444734+0.24410672412442624j),-0.02608255002959096,0.019547433463347495,0.03259450215987526
with_self,31,(0.0013136933940846162+0.00481683407306506j),6,3,DG Basket (I),(0.2704297868745593-0.07278701507396029j),-0.03517097203387738,0.026034887287529614,0.04375857207316249
with_self,31,(0.0013136933940846162+0.00481683407306506j),6,4,DG Total Molecular Layer (E),(0.22854430599519182+0.0844285597475312j),-0.02782171602080146,0.020810387741371488,0.03474363424122965
with_self,31,(0.0013136933940846162+0.00481683407306506j),6,5,CA3 O LM (I),(0.21828725017389894+0.07673412754852739j),-0.007065860639421207,0.005158814634660621,0.008748700189771648
with_self,31,(0.0013136933940846162+0.00481683407306506j),7,1,DG HIPROM (I),(0.4308272300735491+0.21772462423329808j),-0.020175230224338907,0.014710468163348485,0.024968736215314695
with_self,31,(0.0013136933940846162+0.00481683407306506j),7,2,DG Mossy (E),(0.19104269567444734+0.24410672412442624j),-0.02593910319413584,0.018905501199289812,0.03209758635960618
with_self,31,(0.0013136933940846162+0.00481683407306506j),7,3,DG Basket (I),(0.2704297868745593-0.07278701507396029j),-0.034255486623816264,0.024989505628136975,0.04240181311421889
with_self,31,(0.0013136933940846162+0.00481683407306506j),7,4,DG Total Molecular Layer (E),(0.22854430599519182+0.0844285597475312j),-0.027545716806602512,0.020080910274082077,0.03408826002930157
with_self,31,(0.0013136933940846162+0.00481683407306506j),7,5,CA3 O LM (I),(0.21828725017389894+0.07673412754852739j),-0.006731690765985921,0.004906821151815304,0.008330219347938095
with_self,31,(0.0013136933940846162+0.00481683407306506j),8,1,DG HIPROM (I),(0.4308272300735491+0.21772462423329808j),-0.0191257220761531,0.013996137969284473,0.023699897109259706
with_self,31,(0.0013136933940846162+0.00481683407306506j),8,2,DG Mossy (E),(0.19104269567444734+0.24410672412442624j),-0.024606249429164718,0.018013713312066703,0.030495268128999917
with_self,31,(0.0013136933940846162+0.00481683407306506j),8,3,DG Basket (I),(0.2704297868745593-0.07278701507396029j),-0.03253370088258319,0.023761249128692794,0.04028695388426877
with_self,31,(0.0013136933940846162+0.00481683407306506j),8,4,DG Total Molecular Layer (E),(0.22854430599519182+0.0844285597475312j),-0.026123306329518686,0.019115085592513018,0.0323699495025088
with_self,31,(0.0013136933940846162+0.00481683407306506j),8,5,CA3 O LM (I),(0.21828725017389894+0.07673412754852739j),-0.00641007029578726,0.004668529714506639,0.007929954028376558
with_self,31,(0.0013136933940846162+0.00481683407306506j),9,1,DG HIPROM (I),(0.4308272300735491+0.21772462423329808j),-0.018234437750936403,0.013278178685588723,0.022556700762726745
with_self,31,(0.0013136933940846162+0.00481683407306506j),9,2,DG Mossy (E),(0.19104269567444734+0.24410672412442624j),-0.02346174937734752,0.01708629154006326,0.029024042489589626
with_self,31,(0.0013136933940846162+0.00481683407306506j),9,3,DG Basket (I),(0.2704297868745593-0.07278701507396029j),-0.030972717283287387,0.022555455591658367,0.03831524230456754
with_self,31,(0.0013136933940846162+0.00481683407306506j),9,4,DG Total Molecular Layer (E),(0.22854430599519182+0.0844285597475312j),-0.024901457828283586,0.01813362776621986,0.030804399976912485
with_self,31,(0.0013136933940846162+0.00481683407306506j),9,5,CA3 O LM (I),(0.21828725017389894+0.07673412754852739j),-0.006092468469009648,0.004437116370783134,0.0075369870461443975
with_self,31,(0.0013136933940846162+0.00481683407306506j),10,1,DG HIPROM (I),(0.4308272300735491+0.21772462423329808j),-0.01732762902758144,0.012621822968999696,0.021437283941261105
with_self,31,(0.0013136933940846162+0.00481683407306506j),10,2,DG Mossy (E),(0.19104269567444734+0.24410672412442624j),-0.02229384282522591,0.01623967274059581,0.027581559032033114
with_self,31,(0.0013136933940846162+0.00481683407306506j),10,3,DG Basket (I),(0.2704297868745593-0.07278701507396029j),-0.029433263486189635,0.021435836117299212,0.03641170237018826
with_self,31,(0.0013136933940846162+0.00481683407306506j),10,4,DG Total Molecular Layer (E),(0.22854430599519182+0.0844285597475312j),-0.023662395290000186,0.017235871078780697,0.029274292522699363
with_self,31,(0.0013136933940846162+0.00481683407306506j),10,5,CA3 O LM (I),(0.21828725017389894+0.07673412754852739j),-0.0057888341918809925,0.0042149502968302,0.007160754660358044
with_self,32,(-0.0036295063067566763-0.003928112997486311j),0,1,CA3 Axo Axonic (I),(-0.3097411098260148-0.07210526426091292j),-0.3097411098260148,-0.07210526426091292,0.31802315049440577
with_self,32,(-0.0036295063067566763-0.003928112997486311j),0,2,CA3 Basket CCK+ (I),(0.2711868409286256-0.12325606796289902j),0.2711868409286256,-0.12325606796289902,0.29788313309504866
with_self,32,(-0.0036295063067566763-0.003928112997486311j),0,3,CA1 Bistratified (I),(0.023511478391735223+0.2915282310592531j),0.023511478391735223,0.2915282310592531,0.2924747837347731
with_self,32,(-0.0036295063067566763-0.003928112997486311j),0,4,CA1 Radiatum (I),(0.021646718166053583+0.29001504065613826j),0.021646718166053583,0.29001504065613826,0.2908217739684257
with_self,32,(-0.0036295063067566763-0.003928112997486311j),0,5,CA1 Basket (I),(-0.06208088755749103-0.2337592112676447j),-0.06208088755749103,-0.2337592112676447,0.24186236882243006
with_self,32,(-0.0036295063067566763-0.003928112997486311j),1,1,CA3 Axo Axonic (I),(-0.3097411098260148-0.07210526426091292j),-0.06188506501802316,0.016972706855273068,0.06417035180112377
with_self,32,(-0.0036295063067566763-0.003928112997486311j),1,2,CA3 Basket CCK+ (I),(0.2711868409286256-0.12325606796289902j),-0.03461751255633143,0.007158289355247444,0.03534986961901293
with_self,32,(-0.0036295063067566763-0.003928112997486311j),1,3,CA1 Bistratified (I),(0.023511478391735223+0.2915282310592531j),0.42588644663597836,0.09870819121011871,0.4371756768625096
with_self,32,(-0.0036295063067566763-0.003928112997486311j),1,4,CA1 Radiatum (I),(0.021646718166053583+0.29001504065613826j),0.3335511876241121,0.09843541983586888,0.34777280894819745
with_self,32,(-0.0036295063067566763-0.003928112997486311j),1,5,CA1 Basket (I),(-0.06208088755749103-0.2337592112676447j),0.7462657956233343,0.20872904005749712,0.7749067362467902
with_self,32,(-0.0036295063067566763-0.003928112997486311j),2,1,CA3 Axo Axonic (I),(-0.3097411098260148-0.07210526426091292j),-0.03881656302958682,-0.08193574210791539,0.09066527119137022
with_self,32,(-0.0036295063067566763-0.003928112997486311j),2,2,CA3 Basket CCK+ (I),(0.2711868409286256-0.12325606796289902j),-0.014099704632839345,-0.03206658028968231,0.03502951958288828
with_self,32,(-0.0036295063067566763-0.003928112997486311j),2,3,CA1 Bistratified (I),(0.023511478391735223+0.2915282310592531j),-0.07268460392560748,0.05969858700970763,0.09405834858627951
with_self,32,(-0.0036295063067566763-0.003928112997486311j),2,4,CA1 Radiatum (I),(0.021646718166053583+0.29001504065613826j),-0.06660747026018492,0.04509651250110163,0.08043786753901072
with_self,32,(-0.0036295063067566763-0.003928112997486311j),2,5,CA1 Basket (I),(-0.06208088755749103-0.2337592112676447j),-0.2120588217032055,0.03893793980344088,0.21560405148857542
with_self,32,(-0.0036295063067566763-0.003928112997486311j),3,1,CA3 Axo Axonic (I),(-0.3097411098260148-0.07210526426091292j),-0.06412300764014246,-0.10252391852884207,0.12092524128289518
with_self,32,(-0.0036295063067566763-0.003928112997486311j),3,2,CA3 Basket CCK+ (I),(0.2711868409286256-0.12325606796289902j),-0.020648168138335015,-0.03255090123327327,0.038547477460493626
with_self,32,(-0.0036295063067566763-0.003928112997486311j),3,3,CA1 Bistratified (I),(0.023511478391735223+0.2915282310592531j),-0.006232233828317673,-0.007596011259136907,0.009825483476132959
with_self,32,(-0.0036295063067566763-0.003928112997486311j),3,4,CA1 Radiatum (I),(0.021646718166053583+0.29001504065613826j),-0.008690303086139719,-0.0097022394091846,0.013025160931140324
with_self,32,(-0.0036295063067566763-0.003928112997486311j),3,5,CA1 Basket (I),(-0.06208088755749103-0.2337592112676447j),-0.03514680413697531,-0.07474753156441268,0.08259837356761798
with_self,32,(-0.0036295063067566763-0.003928112997486311j),4,1,CA3 Axo Axonic (I),(-0.3097411098260148-0.07210526426091292j),-0.05301850509969368,-0.09757283884551053,0.11104693045455247
with_self,32,(-0.0036295063067566763-0.003928112997486311j),4,2,CA3 Basket CCK+ (I),(0.2711868409286256-0.12325606796289902j),-0.01622458946026567,-0.0298938986826703,0.034012975194827065
with_self,32,(-0.0036295063067566763-0.003928112997486311j),4,3,CA1 Bistratified (I),(0.023511478391735223+0.2915282310592531j),-0.05484711389378158,-0.07855691478275716,0.09580915803128016
with_self,32,(-0.0036295063067566763-0.003928112997486311j),4,4,CA1 Radiatum (I),(0.021646718166053583+0.29001504065613826j),-0.046426671101745094,-0.06807707171914867,0.08240099200521632
