matrix,frobenius_norm,spectral_norm,spectral_radius,spectral_abscissa,numerical_abscissa,reactivity_gap,non_normal_reactivity_ratio,asymmetry_index,commutator_index,henrici_departure,henrici_index,eigenvector_condition,diagonalization_warning
raw,2129668.767780046,1679573.2571060036,26213.130120909354,26213.130120909354,843782.5376153612,817569.4074944519,32.189308706109216,1.4140952981261994,0.9853655860086108,2129405.049959684,0.9998761695600968,123278.46242005436,no
spectral_radius,81.2443518937587,64.07373897580673,1.000000000000003,1.000000000000003,32.18930870610923,31.189308706109227,32.18930870610913,1.4140952981262003,0.9853655860086111,81.23429136992405,0.9998761695600968,123278.46242008291,no
spectral_norm,1.267982065545376,0.9999999999999998,0.01560701803866301,0.01560701803866301,0.5023791216283382,0.4867721035896752,32.18930870610917,1.4140952981262,0.9853655860086126,1.2678250507684101,0.9998761695600968,123278.46242014311,no
max_row_sum,0.37714410145426164,0.29743646357651476,0.004642096252394801,0.004642096252394801,0.14942586931180873,0.14478377305941392,32.18930870610917,1.414095298126199,0.9853655860086108,0.3770973995342717,0.9998761695600968,123278.4624182599,no
