target,source,weight,absolute_weight,weight_share,cumulative_weight_share
CA2 Pyramidal,CA1 O LMR,3463.2152859289367,3463.2152859289367,0.00028201135701185864,0.9622444148978514
CA2 Pyramidal,CA3 O LM,3458.283785188837,3458.283785188837,0.00028160978243419057,0.9625260246802856
EC LIII Pyramidal,CA1 Perforant Path Associated QuadD,3452.978570853893,3452.978570853893,0.00028117777617113346,0.9628072024564567
CA1 Pyramidal,CA1 Ivy,3436.3554065077933,3436.3554065077933,0.00027982414356442784,0.9630870266000211
CA1 Pyramidal,MEC LV Pyramidal,3424.360693274852,3424.360693274852,0.0002788474080523349,0.9633658740080734
CA2 Pyramidal,CA1 O LM,3393.9627536734965,3393.9627536734965,0.00027637208859062744,0.963642246096664
DG Granule,CA2 Pyramidal,3360.733225493062,3360.733225493062,0.00027366619145131215,0.9639159122881154
CA3 Pyramidal,CA3 Pyramidal,3278.450765697168,3278.450765697168,0.00026696588949792386,0.9641828781776133
MEC LII Stellate,MEC LIII Complex Pyramidal,3196.6416341268605,3196.6416341268605,0.0002603041308992476,0.9644431823085126
EC LII III Pyramidal Tripolar,MEC LII Stellate,3189.046054691212,3189.046054691212,0.0002596856190577685,0.9647028679275703
MEC LII Stellate,MEC LV VI Pyramidal Polymorphic,3148.534652356986,3148.534652356986,0.0002563867552553514,0.9649592546828256
MEC LIII Bipolar Complex Pyramidal,MEC LIII Superficial Multipolar Interneuron,3127.075945792248,3127.075945792248,0.00025463936202148904,0.9652138940448471
MEC LV Pyramidal,DG Total Molecular Layer,3091.6052923980023,3091.6052923980023,0.00025175096893242775,0.9654656450137795
EC LIII Pyramidal Stellate,CA1 Schaffer Collateral Associated,3081.442928465794,3081.442928465794,0.0002509234425425395,0.965716568456322
CA3 Pyramidal,CA3 Granule,3063.703302548178,3063.703302548178,0.0002494788959103287,0.9659660473522323
CA1 Pyramidal,CA1 O LMR,3039.925395207336,3039.925395207336,0.00024754264899453976,0.9662135900012269
CA2 Pyramidal,CA1 Ivy,3032.319511708757,3032.319511708757,0.00024692329808805025,0.9664605132993149
EC LI II Pyramidal Fan,MEC LIII Complex Pyramidal,3029.1334003804022,3029.1334003804022,0.0002466638514452294,0.9667071771507602
CA3 Pyramidal,CA1 Ivy,3025.55661956506,3025.55661956506,0.0002463725923902215,0.9669535497431504
CA1 Pyramidal,LEC LIII Multipolar Principal,3004.906539138589,3004.906539138589,0.00024469104598820186,0.9671982407891386
SUB CA1 Projecting Pyramidal,CA1 Perforant Path Associated QuadD,2990.9938020416625,2990.9938020416625,0.00024355812483126574,0.9674417989139699
EC LII III Pyramidal Tripolar,DG HICAP,2990.1446533089147,2990.1446533089147,0.00024348897822423844,0.9676852878921941
EC LI II Pyramidal Fan,EC LIII Stellate,2959.488332103365,2959.488332103365,0.0002409926186189621,0.9679262805108131
CA2 Pyramidal,CA3 Basket CCK+,2957.6843506505056,2957.6843506505056,0.0002408457195048319,0.9681671262303179
MEC LV Superficial Pyramidal,MEC LIII Superficial Multipolar Interneuron,2955.780490717272,2955.780490717272,0.00024069068723597093,0.9684078169175538
EC LIII Pyramidal Stellate,CA1 Neurogliaform Projecting,2946.129841320692,2946.129841320692,0.00023990483001726636,0.9686477217475711
CA3c Pyramidal,CA3 Basket,2915.997606750413,2915.997606750413,0.00023745114704945032,0.9688851728946205
EC LI II Pyramidal Fan,MEC LIII Superficial Trilayered Interneuron,2844.499601354932,2844.499601354932,0.00023162902862466044,0.9691168019232451
CA3c Pyramidal,CA3 O LM,2843.54326437316,2843.54326437316,0.0002315511536247764,0.96934835307687
CA3 Basket CCK+,CA3 Mossy Fiber Associated ORDEN,-2839.963253171692,2839.963253171692,0.0002312596315178067,0.9695796127083878
MEC LII Stellate,MEC LIII Superficial Trilayered Interneuron,2833.9196385886708,2833.9196385886708,0.00023076749695235264,0.9698103802053402
EC LI II Multipolar Pyramidal,EC LV Deep Pyramidal,2817.227604211794,2817.227604211794,0.00022940825622451297,0.9700397884615647
EC LII III Pyramidal Tripolar,DG Granule,2807.534322760256,2807.534322760256,0.00022861892745619963,0.9702684073890209
CA1 Pyramidal,CA1 Pyramidal,2793.7555172355333,2793.7555172355333,0.0002274969124143345,0.9704959043014352
CA1 Pyramidal,CA1 O LM,2791.715370688324,2791.715370688324,0.00022733078225817033,0.9707232350836933
EC LII III Pyramidal Tripolar,EC LIII Stellate,2760.010200610732,2760.010200610732,0.00022474901436340453,0.9709479840980567
DG AIPRIM,DG AIPRIM,-2739.6290265605458,2739.6290265605458,0.00022308936514242166,0.9711710734631991
EC LI II Multipolar Pyramidal,EC LI II Pyramidal Fan,2685.199892837623,2685.199892837623,0.0002186571734953857,0.9713897306366944
DG Mossy,DG HIPROM,2636.2598038433093,2636.2598038433093,0.00021467195751252618,0.971604402594207
EC LIV VI Deep Multipolar Principal,MEC LV VI Pyramidal Polymorphic,2582.023382309931,2582.023382309931,0.00021025545851570087,0.9718146580527227
MEC LIII Superficial Trilayered Interneuron,MEC LIII Superficial Multipolar Interneuron,-2553.5613816245323,2553.5613816245323,0.0002079377835305003,0.9720225958362532
EC LII III Pyramidal Tripolar,MEC LIII Complex Pyramidal,2488.1460458320303,2488.1460458320303,0.00020261097994101984,0.9722252068161942
CA3c Pyramidal,CA3 Mossy Fiber Associated ORDEN,2468.187766148625,2468.187766148625,0.0002009857672203415,0.9724261925834146
EC LII III Pyramidal Tripolar,MEC LIII Superficial Trilayered Interneuron,2466.319022215889,2466.319022215889,0.0002008335944650064,0.9726270261778796
EC LI II Pyramidal Fan,MEC LII Oblique Pyramidal,2398.327204041387,2398.327204041387,0.00019529698662344342,0.972822323164503
EC LI II Pyramidal Fan,DG Hilar Ectopic Granule,2338.0641895595686,2338.0641895595686,0.00019038973914140177,0.9730127129036444
EC LI II Multipolar Pyramidal,MEC LV Pyramidal,2330.70790758652,2330.70790758652,0.0001897907134122736,0.9732025036170567
EC LII III Pyramidal Tripolar,EC LII III Pyramidal Tripolar,2277.297842357101,2277.297842357101,0.00018544150502357244,0.9733879451220803
MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,2253.263353922492,2253.263353922492,0.0001834843645806814,0.973571429486661
CA2 Pyramidal,DG Hilar Ectopic Granule,2250.306876192298,2250.306876192298,0.0001832436171168853,0.9737546731037778
EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743,2246.3636143897743,0.00018292251533135639,0.9739375956191092
CA3c Pyramidal,CA3 Axo Axonic,2239.083445413781,2239.083445413781,0.00018232968752173763,0.9741199253066309
EC LIII Pyramidal,CA1 Neurogliaform,2236.4208159569107,2236.4208159569107,0.00018211286827015871,0.9743020381749011
CA2 Pyramidal,CA3c Pyramidal,2212.266414990227,2212.266414990227,0.00018014596328966287,0.9744821841381908
MEC LII Stellate,MEC LII III Pyramidal Multiform,2172.4274626996407,2172.4274626996407,0.00017690185743143136,0.9746590859956222
DG Granule,CA3 LMR Targeting,2164.8432392343293,2164.8432392343293,0.00017628427031231007,0.9748353702659346
EC LI II Pyramidal Fan,MEC LII III Pyramidal Multiform,2164.0184874065267,2164.0184874065267,0.0001762171103574838,0.9750115873762921
CA2 Pyramidal,CA2 Pyramidal,2163.138288508038,2163.138288508038,0.00017614543531989325,0.975187732811612
MEC LII Stellate,MEC LII Oblique Pyramidal,2144.806717184772,2144.806717184772,0.00017465268627652928,0.9753623854978885
EC LI II Pyramidal Fan,EC LII III Pyramidal Tripolar,2133.663497412967,2133.663497412967,0.00017374528830387185,0.9755361307861923
DG Mossy,DG Hilar Ectopic Granule,2119.754290320353,2119.754290320353,0.00017261265459695666,0.9757087434407893
DG AIPRIM,DG HICAP,-2095.507600796262,2095.507600796262,0.00017063823451296238,0.9758793816753022
DG AIPRIM,DG Axo Axonic,-2091.281900299923,2091.281900299923,0.00017029413360299583,0.9760496758089052
EC LI II Pyramidal Fan,DG MOLAX,2066.8890197079054,2066.8890197079054,0.00016830780910704756,0.9762179836180123
EC LIII Pyramidal,CA1 LMR,2054.2788888003256,2054.2788888003256,0.00016728095982516993,0.9763852645778375
EC LI II Pyramidal Fan,MEC LIII Bipolar Complex Pyramidal,2053.916011230272,2053.916011230272,0.00016725141052271225,0.9765525159883602
CA3 Pyramidal,CA3 LMR Targeting,2036.6350176284157,2036.6350176284157,0.0001658442105499085,0.9767183601989101
MEC LV Multipolar Pyramidal,MEC LIII Superficial Multipolar Interneuron,2029.385683769057,2029.385683769057,0.00016525389365929644,0.9768836140925694
EC LII III Pyramidal Tripolar,MEC LII III Pyramidal Multiform,1991.8124765410728,1991.8124765410728,0.00016219428855744107,0.9770458083811269
EC LIV VI Deep Multipolar Principal,EC LIV VI Deep Multipolar Principal,1969.34413375272,1969.34413375272,0.00016036468013970985,0.9772061730612666
DG Granule,CA3 Spiny Lucidum,1909.2683929031025,1909.2683929031025,0.00015547268244342776,0.97736164574371
EC LI II Pyramidal Fan,EC LIII Pyramidal Stellate,1904.8043400508457,1904.8043400508457,0.00015510917238162114,0.9775167549160916
CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,-1892.76192029925,1892.76192029925,0.00015412855210379659,0.9776708834681954
EC LIV VI Deep Multipolar Principal,LEC LIII Multipolar Principal,1887.6870292903488,1887.6870292903488,0.00015371530118465148,0.9778245987693801
CA3 Pyramidal,CA3 Trilaminar,1886.88066473166,1886.88066473166,0.00015364963851436758,0.9779782484078945
EC LII III Pyramidal Tripolar,MEC LII Oblique Pyramidal,1831.7672412362251,1831.7672412362251,0.00014916172480808817,0.9781274101327025
DG Granule,CA3c Pyramidal,1802.5114783735717,1802.5114783735717,0.00014677941337084207,0.9782741895460734
EC LIII Stellate,MEC LIII Superficial Multipolar Interneuron,1777.6295095180742,1777.6295095180742,0.00014475326217239484,0.9784189428082458
DG Mossy,DG Mossy,1751.260654032912,1751.260654032912,0.00014260603305024528,0.9785615488412961
CA2 Pyramidal,CA2 SP SR,1733.4871470322385,1733.4871470322385,0.00014115872746445484,0.9787027075687605
EC LI II Pyramidal Fan,LEC LIII Complex Pyramidal,1704.5371540697847,1704.5371540697847,0.00013880131502347936,0.9788415088837841
CA2 Pyramidal,DG HIPP,1701.5623140473656,1701.5623140473656,0.00013855907230902144,0.978980067956093
EC LIII Pyramidal,CA1 Basket CCK+,1697.5594145400348,1697.5594145400348,0.0001382331141952908,0.9791183010702883
CA3 Basket,CA3 Basket,-1688.150222346905,1688.150222346905,0.00013746691895771747,0.979255767989246
EC LII III Pyramidal Tripolar,EC LIII Pyramidal,1661.9274787853765,1661.9274787853765,0.00013533158780276242,0.9793910995770487
CA3 Basket CCK+,CA3 Axo Axonic,-1661.9222655901915,1661.9222655901915,0.0001353311632896649,0.9795264307403384
EC LI II Pyramidal Fan,EC LIII Pyramidal,1657.9926157766406,1657.9926157766406,0.0001350111699352224,0.9796614419102736
EC LII III Pyramidal Tripolar,EC LIII Pyramidal Stellate,1645.5753097666966,1645.5753097666966,0.0001340000224814318,0.979795441932755
DG Semilunar Granule,DG HIPP,1587.9153549598807,1587.9153549598807,0.0001293047434537663,0.9799247466762088
DG Granule,CA3 Basket CCK+,1530.7410797556458,1530.7410797556458,0.0001246490135596339,0.9800493956897685
CA1 Basket CCK+,CA1 Horizontal Basket,-1523.625908064042,1523.625908064042,0.00012406962156160414,0.9801734653113301
MEC LII Stellate,MEC LV Pyramidal,1511.061780907998,1511.061780907998,0.00012304651838827797,0.9802965118297183
CA1 Basket CCK+,CA1 Radial Trilaminar,-1509.1777571883017,1509.1777571883017,0.00012289310139223017,0.9804194049311106
EC LI II Pyramidal Fan,DG MOPP,1500.9148556433363,1500.9148556433363,0.00012222024917682826,0.9805416251802874
CA3c Pyramidal,CA1 Oriens Bistratified,1474.217628506742,1474.217628506742,0.00012004628058647384,0.9806616714608739
EC LII III Pyramidal Tripolar,LEC LIII Complex Pyramidal,1473.3354903489894,1473.3354903489894,0.00011997444763402918,0.9807816459085079
MEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,1453.7180710081302,1453.7180710081302,0.00011837699134193429,0.9809000228998499
CA1 Radiatum Giant,CA1 Trilaminar,1444.965738854787,1444.965738854787,0.00011766428454671676,0.9810176871843966
MEC LV Pyramidal,MEC LIII Complex Pyramidal,1440.789466146968,1440.789466146968,0.00011732420856634993,0.981135011392963
EC LIV VI Deep Multipolar Principal,MEC LIII Complex Pyramidal,1427.516326568439,1427.516326568439,0.00011624337015599833,0.981251254763119
SUB CA1 Projecting Pyramidal,CA1 Perforant Path Associated,1391.524144576578,1391.524144576578,0.00011331250873176554,0.9813645672718508
EC LII III Pyramidal Tripolar,MEC LIII Bipolar Complex Pyramidal,1362.2531513924373,1362.2531513924373,0.00011092895708180502,0.9814754962289326
MEC LV VI Pyramidal Polymorphic,MEC LV VI Pyramidal Polymorphic,1336.06008642144,1336.06008642144,0.00010879604266935625,0.9815842922716019
CA1 Basket CCK+,CA1 Basket,-1334.2639070132095,1334.2639070132095,0.00010864977887963174,0.9816929420504815
EC LIV VI Deep Multipolar Principal,EC LV Deep Pyramidal,1320.4568545606207,1320.4568545606207,0.0001075254636762689,0.9818004675141578
EC LIV VI Deep Multipolar Principal,LEC LIII Complex Pyramidal,1319.060493589653,1319.060493589653,0.00010741175730233917,0.9819078792714602
CA1 Pyramidal,MEC LV Superficial Pyramidal,1316.2618620442718,1316.2618620442718,0.00010718386333250833,0.9820150631347927
EC LI II Pyramidal Fan,DG Total Molecular Layer,1313.8256392763751,1313.8256392763751,0.00010698548049112126,0.9821220486152838
MEC LII III Pyramidal Multiform,MEC LV VI Pyramidal Polymorphic,1304.0113874450217,1304.0113874450217,0.00010618630104413124,0.9822282349163279
CA3c Pyramidal,CA3 Horizontal Axo Axonic,1295.7623441389917,1295.7623441389917,0.00010551457731207364,0.98233374949364
CA1 Back Projection,CA1 Perforant Path Associated QuadD,-1291.8238424111594,1291.8238424111594,0.00010519386314181332,0.9824389433567818
CA3 Basket CCK+,CA3 Basket CCK+,-1289.6497311663295,1289.6497311663295,0.00010501682417315886,0.982543960180955
MEC LII III Pyramidal Multiform,MEC LIII Complex Pyramidal,1284.918689522972,1284.918689522972,0.00010463157308023844,0.9826485917540353
EC LI II Multipolar Pyramidal,MEC LV Superficial Pyramidal,1237.9281482028966,1237.9281482028966,0.0001008051097418954,0.9827493968637772
CA2 Pyramidal,CA3 Horizontal Axo Axonic,1237.2220823196033,1237.2220823196033,0.00010074761444303357,0.9828501444782202
MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872,1193.0847203135872,9.715348692667228e-05,0.9829472979651468
DG Semilunar Granule,CA3 Axo Axonic,1190.0542807206868,1190.0542807206868,9.690671671131528e-05,0.9830442046818582
CA2 Pyramidal,CA3 Pyramidal,1188.4585744965177,1188.4585744965177,9.677677755347587e-05,0.9831409814594116
EC LIII Pyramidal,CA1 Oriens Alveus,1184.133218514697,1184.133218514697,9.642456164736438e-05,0.983237406021059
MEC LII Stellate,EC LI II Multipolar Pyramidal,1179.869598894783,1179.869598894783,9.60773729641544e-05,0.9833334833940232
CA3 Basket,CA3 Mossy Fiber Associated ORDEN,-1175.743529562829,1175.743529562829,9.574138506985368e-05,0.983429224779093
EC LIV VI Deep Multipolar Principal,MEC LV Multipolar Pyramidal,1174.282004366153,1174.282004366153,9.56223723403545e-05,0.9835248471514334
DG Total Molecular Layer,DG AIPRIM,-1167.0158288696118,1167.0158288696118,9.503068402678314e-05,0.9836198778354602
CA2 Wide Arbor Basket,CA3 Basket,-1132.945881689944,1132.945881689944,9.225635114701724e-05,0.9837121341866073
MEC LII Stellate,MEC LV Superficial Pyramidal,1132.9316333807926,1132.9316333807926,9.225519090005968e-05,0.9838043893775074
MEC LII Stellate,MEC LV Multipolar Pyramidal,1128.5267528195718,1128.5267528195718,9.189649926757809e-05,0.9838962858767749
CA2 Wide Arbor Basket,CA1 Horizontal Basket,-1128.1415629051871,1128.1415629051871,9.186513305973527e-05,0.9839881510098346
CA3c Pyramidal,SUB CA1 Projecting Pyramidal,1119.4402227874016,1119.4402227874016,9.115657857153798e-05,0.9840793075884061
CA1 Basket CCK+,CA1 Basket CCK+,-1112.0869456812588,1112.0869456812588,9.055779753022846e-05,0.9841698653859363
EC LIV VI Deep Multipolar Principal,SUB CA1 Projecting Pyramidal,1100.6348653392354,1100.6348653392354,8.962524888649129e-05,0.9842594906348228
EC LIII V Bipolar Pyramidal,LEC LIII Multipolar Principal,1092.637693563088,1092.637693563088,8.897403517938751e-05,0.9843484646700021
EC LIII Pyramidal,CA1 Axo Axonic,1082.1147055941583,1082.1147055941583,8.811714299339067e-05,0.9844365818129955
CA2 Wide Arbor Basket,CA1 Radial Trilaminar,-1072.476927327349,1072.476927327349,8.733233387723627e-05,0.9845239141468728
MEC LV Pyramidal,MEC LV VI Pyramidal Polymorphic,1057.8497068848276,1057.8497068848276,8.614123198326302e-05,0.984610055378856
EC LIII V Bipolar Pyramidal,MEC LIII Complex Pyramidal,1055.6037252397975,1055.6037252397975,8.595834057188812e-05,0.9846960137194279
EC LIV VI Deep Multipolar Principal,EC LIII V Bipolar Pyramidal,1041.5860657419018,1041.5860657419018,8.481687553123837e-05,0.9847808305949591
DG Semilunar Granule,CA3 Basket,1037.339267881168,1037.339267881168,8.4471056652312e-05,0.9848653016516115
CA3c Pyramidal,CA3 Mossy Fiber Associated,1030.1656012476628,1030.1656012476628,8.388690138183685e-05,0.9849491885529933
MEC LII Stellate,EC LIII Stellate,1016.543999391952,1016.543999391952,8.27776875135532e-05,0.9850319662405068
EC LI II Pyramidal Fan,LEC LIII Multipolar Principal,1013.3603797170751,1013.3603797170751,8.251844376732424e-05,0.9851144846842741
EC LIV VI Deep Multipolar Principal,EC LIII Pyramidal Stellate,1011.5457136863564,1011.5457136863564,8.237067460266226e-05,0.9851968553588768
MEC LII Stellate,DG AIPRIM,1003.16223124571,1003.16223124571,8.168800342447195e-05,0.9852785433623013
MEC LII Stellate,DG Basket,999.2805492238,999.2805492238,8.137191611135137e-05,0.9853599152784126
CA1 Pyramidal,CA1 Oriens Bistratified,983.6110407395204,983.6110407395204,8.009594017958795e-05,0.9854400112185921
CA2 Wide Arbor Basket,CA1 Basket,-971.7007924875912,971.7007924875912,7.912608269324525e-05,0.9855191373012854
CA3c Pyramidal,DG Mossy,968.4094182875258,968.4094182875258,7.885806444200757e-05,0.9855979953657273
DG Mossy,DG Granule,968.2502990077752,968.2502990077752,7.884510727928323e-05,0.9856768404730066
CA2 Wide Arbor Basket,CA3 Mossy Fiber Associated ORDEN,-960.3702936309776,960.3702936309776,7.820343449081973e-05,0.9857550439074975
SUB CA1 Projecting Pyramidal,SUB CA1 Projecting Pyramidal,960.2428463623708,960.2428463623708,7.819305639584154e-05,0.9858332369638934
EC LII III Pyramidal Tripolar,DG Hilar Ectopic Granule,958.451675236712,958.451675236712,7.804720043307775e-05,0.9859112841643264
