response_target,DG Granule,DG Hilar Ectopic Granule,DG Semilunar Granule,DG Mossy,DG AIPRIM,DG Axo Axonic,DG Basket,DG HICAP,DG HIPP,DG HIPROM,DG MOLAX,DG Total Molecular Layer,DG MOPP,DG Neurogliaform,CA3 Pyramidal,CA3c Pyramidal,CA3 Granule,CA3 Axo Axonic,CA3 Horizontal Axo Axonic,CA3 Basket,CA3 Basket CCK+,CA3 LMR Targeting,CA3 Lucidum ORAX,CA3 Spiny Lucidum,CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated ORDEN,CA3 O LM,CA3 Trilaminar,CA2 Pyramidal,CA2 Basket,CA2 Wide Arbor Basket,CA2 Bistratified,CA2 SP SR,CA1 Pyramidal,CA1 Radiatum Giant,CA1 Axo Axonic,CA1 Horizontal Axo Axonic,CA1 Back Projection,CA1 Basket,CA1 Horizontal Basket,CA1 Basket CCK+,CA1 Bistratified,CA1 Ivy,CA1 LMR,CA1 Neurogliaform,CA1 Neurogliaform Projecting,CA1 O LM,CA1 Recurrent O LM,CA1 O LMR,CA1 Oriens Alveus,CA1 Oriens Bistratified,CA1 OR LM,CA1 Perforant Path Associated,CA1 Perforant Path Associated QuadD,CA1 Quadrilaminar,CA1 R Receiving Apical Targeting,CA1 Radiatum,CA1 Schaffer Collateral Associated,CA1 SO SO,CA1 Trilaminar,CA1 Radial Trilaminar,SUB CA1 Projecting Pyramidal,EC LI II Multipolar Pyramidal,EC LI II Pyramidal Fan,MEC LII Oblique Pyramidal,MEC LII Stellate,MEC LII III Pyramidal Multiform,EC LII III Pyramidal Tripolar,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LIII Pyramidal,EC LIII Pyramidal Stellate,EC LIII Stellate,EC LIII V Bipolar Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,MEC LV VI Pyramidal Polymorphic,LEC LVI Multipolar Pyramidal,MEC LIII Superficial Multipolar Interneuron,MEC LIII Superficial Trilayered Interneuron
DG Neurogliaform,1.55469042451903e-05,1.4533677822151315e-05,1.5057270066751367e-06,1.0136450065794104e-05,7.413217750849553e-05,0.00011103491865458615,1.8527070414578994e-05,4.348852024744347e-05,3.2152161513932223e-06,6.96960281658049e-06,3.0470040207692534e-05,1.6657132867090536e-05,1.25470003065246e-06,1.0,5.652857981815612e-08,4.2477539589848283e-07,1.112979030047301e-08,2.2737335161791174e-06,3.2706163577066604e-08,2.4949268264108996e-06,3.2699741783707264e-07,4.925632174798823e-07,2.2973662477024833e-06,4.3788049156195854e-07,3.820534078737239e-06,1.6210628254185306e-06,8.03607940513632e-08,9.641824053220264e-09,9.117614282759e-07,1.0939983591149866e-05,3.7071249067024677e-06,5.575128516224981e-06,1.3601059992488564e-07,7.33317425914704e-07,3.406590683115585e-08,1.2359217818573784e-06,4.4095893752985623e-07,8.510792318516595e-07,2.7495787460867007e-06,3.552620121461378e-07,2.6745397444949943e-06,1.5204555178091392e-06,6.008234297060904e-07,2.83951600362926e-06,5.979694537542307e-08,5.306188496096007e-06,1.715490622752759e-07,2.670658869115088e-07,1.7591520074922082e-07,2.234695024818975e-06,3.631681875209281e-08,3.250835110005891e-06,6.981421545345215e-06,9.52125224989577e-06,1.2492847415828329e-06,4.970831424602201e-06,1.2434364743415514e-06,8.156485680700104e-07,7.099327297335569e-07,4.49224811961547e-06,1.0147285643386184e-06,4.472019325184027e-05,1.3431586181432738e-09,1.1554980838889242e-10,8.217060811615876e-10,1.4492974853432535e-09,1.3374177263430458e-09,1.6784033760540834e-09,4.279714031704766e-08,3.724018232247075e-09,5.389484394875567e-09,1.7978413908511898e-09,1.4053932903821992e-09,3.4150418914174846e-09,1.763890481828536e-09,7.372659189899174e-08,7.175579054936153e-08,5.1167940190981544e-08,4.4702728927870615e-08,9.037975374607388e-08,1.8403757696324656e-08,1.8045516110434145e-07,1.3753699316980003e-07,2.7524386074569154e-08,1.6224482549656181e-09
CA3 Pyramidal,0.005786737616336985,0.008611102058842463,0.00027290392143349,0.011315942201966363,0.07843318696145966,0.0743630203749231,0.014243686419201923,0.02897290457785683,0.003922495142391622,0.012656520832556669,0.013853311885202491,0.013078447268079522,9.527200554109718e-05,5.684190987325351e-05,1.0,0.05121045897869063,0.02222577880490299,0.1530423323455877,0.05909909063406459,0.19562894210773865,0.06757586165478317,0.013275479979314615,0.22519860403769132,0.00016261504703012303,0.08847408021900756,0.1862844294074917,0.1152757978070836,0.014422460703459962,0.10866680302610865,0.39186188583154025,0.11981610978779174,0.39910923551389876,0.06779387273256919,0.13654941862542425,0.004781489427717743,0.1827794848968724,0.851105190142422,1.2425565454965055,0.4876594717612778,0.895226766182248,0.3577615019909509,0.21569703289759395,0.0710004908759258,0.3189430878252445,0.003352663454979545,0.0011009248862963986,0.3678817091108488,0.5200675837773193,0.34451721333050256,0.31305256666478254,0.06607091692752136,0.7282306888840201,0.9145094217172278,2.042280027011446,0.1620890428766804,0.8223699258443503,0.17021248995108684,0.10892692576375489,1.3804777270107729,9.39492980018339,0.09446807062244493,0.020434019474990846,0.0002153843973419152,1.8442118689650235e-05,0.00013010491441033434,0.0002322925421004961,0.00021617957903742501,0.0002694774178865098,0.0072905149454606105,0.0006093827112360422,0.0008861893804462454,0.0002923319262244425,0.0002262376498096135,0.0005574196563199483,0.0002839926071496156,0.012739125662602706,0.012358015382986679,0.00881597472002686,0.007721659581415604,0.015616672355878755,0.003145203422227007,0.031087833552924483,0.023778325581530563,0.004477928640719253,0.0002598711968490375
CA3c Pyramidal,0.051779239415255446,0.05340298153585486,0.002482786826929297,0.05197077601427873,0.3989924959165403,0.4406887772676467,0.09032098312439872,0.1917470284453816,0.017032980249473157,0.06710862747974629,0.09280676513138068,0.07529389409892731,0.0005726177754173093,0.00033053525388382674,0.004745064822701025,1.0,0.0037825844925452653,0.038548366327975966,0.011829535523032087,0.05402678891072642,0.009951430551671178,0.003741033808485492,0.04977016678950329,0.0017504913842145726,0.02947849656508863,0.036879249382556066,0.027273386159652843,0.0037663141750924473,0.18392065250952166,0.7700119967004231,0.2752879829354718,0.7306299238070284,0.12940666982049062,0.6358826250491793,0.029051678067669708,1.1194393684045019,0.2305553106264925,0.30192991966609717,2.578105041724129,0.19549892708558744,2.548200342793905,1.4406281286463969,0.5939729689587571,2.489015066310183,0.009835731689158404,0.003400527422829062,0.0798309276728473,0.12330523049106627,0.08615714498518384,2.0258499407998904,0.019472113664794045,2.697077807020168,5.726944013869305,7.0934331279778045,1.066885614210248,3.9524200441154695,1.0852657144409732,0.674272206110871,0.3384418134470065,2.0589113039471507,0.9672511582463963,0.11351729748163365,0.0008483791246048885,7.265351170801621e-05,0.0005171420845985355,0.0009146730229940307,0.000856469799654596,0.001062596537387062,0.03092682747426158,0.002472164142199137,0.0035825191686877874,0.0011629782205375345,0.0008937412896672576,0.0022670241758113436,0.0011219911049212847,0.05424775167527923,0.05257789727680443,0.037512427417468755,0.032878792748797035,0.06650101314589904,0.013353744262613813,0.13227588075458244,0.10127087869167592,0.017819332239110565,0.0010230445715059904
CA3 Granule,1.778780136459232e-06,2.013413756387992e-06,8.453682224144208e-08,2.070116503150605e-06,1.5430323942738024e-05,1.6699592739885732e-05,3.363425366167525e-06,7.134707571016099e-06,6.824512699062444e-07,2.567552894484856e-06,3.4630615054278625e-06,2.866987465930802e-06,2.3086339866327932e-08,1.3283961339265444e-08,6.934087447096884e-06,1.6942272767677458e-05,1.0,5.8948779325369136e-05,1.1889919830038311e-06,6.42014917834907e-05,1.3719568885322174e-05,2.6341942753679214e-05,0.00018286051683155728,1.8937805645963528e-05,5.018841648755737e-05,5.2740253289454555e-05,2.4675880857851586e-06,3.222300046143076e-07,7.573891547920862e-06,3.118929406625296e-05,1.083751995793216e-05,2.9731356397498326e-05,5.198672292197552e-06,2.2799162042320642e-05,1.0073052082339297e-06,3.915265204247047e-05,1.9328668701657366e-05,2.7022152032199675e-05,9.102480684303779e-05,1.8673974614003355e-05,8.80698779439711e-05,5.023389532840869e-05,2.039779881189511e-05,8.534299990204243e-05,4.066765308672787e-07,1.4174129671225056e-07,7.683508818369437e-06,1.1225999144304432e-05,7.589985263001372e-06,7.099652808545718e-05,1.5582559467214978e-06,9.933331868825342e-05,0.00020030494864462477,0.0002624110255927768,3.733819354465224e-05,0.00014189432685205879,3.793801603360667e-05,2.360891029142661e-05,3.0167443504418396e-05,0.000196929105739087,3.2371697907538034e-05,4.439936670277722e-06,3.7838978913188595e-08,3.2217530108608315e-09,2.3004930180150836e-08,4.08225775486331e-08,3.775863618334573e-08,4.72899729619393e-08,1.2494274858517343e-06,1.0691279154502623e-07,1.5498162803434457e-07,5.084729596924182e-08,3.962924771062306e-08,9.795839913198457e-08,4.974211802820532e-08,2.1807144718661956e-06,2.1159720159301815e-06,1.5094555388200653e-06,1.3218437352594559e-06,2.6732657894076102e-06,5.388664480202652e-07,5.32282964101325e-06,4.0701673541142795e-06,7.786743824010859e-07,4.5677588708243484e-08
CA3 Axo Axonic,5.275934590235718e-07,6.144612741303394e-07,2.5130829478791544e-08,6.530835317816698e-07,4.83279411553356e-06,5.103325942753961e-06,1.028306210164547e-06,2.1744406719723728e-06,2.163046177844004e-07,7.95180909454555e-07,1.0541830666230806e-06,8.906051710267924e-07,6.800497253783183e-09,3.950333294494698e-09,4.634280782626268e-06,4.919189875219269e-06,2.35496146779703e-07,1.0,6.469810176982939e-07,2.2727502768607732e-06,6.973650066319991e-07,1.4895644262761313e-07,2.524083486904157e-06,1.697715517946365e-08,1.0868050683477355e-06,2.0347130198587755e-06,1.3040117668335808e-06,1.675609035389633e-07,2.7225325820690607e-06,1.0920153097435603e-05,3.706768771705955e-06,1.0542498191965265e-05,1.8324585155640778e-06,7.156497975444581e-06,3.08999190367453e-07,1.199467362370326e-05,9.97236034336182e-06,1.4217557369875347e-05,2.8252151029278933e-05,9.99930362530305e-06,2.6655604734342163e-05,1.5270268422897212e-05,6.102503429955877e-06,2.56525016608465e-05,1.3425412905999478e-07,4.610486251917126e-08,4.122827868613119e-06,5.938378396414073e-06,3.971517083519877e-06,2.1634873803670862e-05,7.908546325962744e-07,3.192440737295564e-05,6.112654361686177e-05,8.503169440869079e-05,1.1365180477151795e-05,4.4340228236413214e-05,1.1559836625747015e-05,7.211869435703049e-06,1.5857731604449366e-05,0.00010553867942477122,9.610240106427633e-06,1.3610547023494424e-06,1.2075500916319833e-08,1.0242793430446455e-09,7.324888845847334e-09,1.302698515158153e-08,1.2062782480652645e-08,1.509537844220916e-08,3.9665154838277366e-07,3.391912826216213e-08,4.9197141027256556e-08,1.625616163570869e-08,1.2654014866971453e-08,3.1069218207061084e-08,1.5883236598310156e-08,6.871061944834162e-07,6.665506534892779e-07,4.755083901045234e-07,4.164815016246538e-07,8.42291176689725e-07,1.7057803249571589e-07,1.676777073731157e-06,1.282463317381525e-06,2.4895024077935754e-07,1.457688043194468e-08
CA3 Horizontal Axo Axonic,4.272965052094132e-06,4.95562829682536e-06,2.0354581980290499e-07,5.237730493932325e-06,3.879957366520263e-05,4.113221374956179e-05,8.292629268942983e-06,1.754690870647022e-05,1.733049482063647e-06,6.385944300559811e-06,8.509677136603334e-06,7.1634439699673265e-06,5.476761647774809e-08,3.180961280794041e-08,3.360296782638921e-05,3.995251387161223e-05,1.7407674687290386e-06,1.3052256160147269e-05,1.0,1.694416284524594e-05,5.142320872881286e-06,1.112945170759093e-06,1.873769786156742e-05,1.3990791113369275e-07,8.15249936757233e-06,1.507414082859716e-05,9.694781978943095e-06,1.2479878593132093e-06,2.1322450497742016e-05,8.58854009426268e-05,2.9267566815164e-05,8.274681492146536e-05,1.4396644640129116e-05,5.734111892964409e-05,2.4861684319798168e-06,9.652840158471361e-05,7.433554137004382e-05,0.00010574210068261623,0.00022682882427846907,7.422306044230883e-05,0.000214989763468232,0.00012306201523051955,4.9324419706415e-05,0.00020716299957738293,1.0665755838243946e-06,3.668093861294783e-07,3.059534211868039e-05,4.41383515868823e-05,2.9556690890214643e-05,0.00017427461168589652,5.905772013707589e-06,0.0002547275676227212,0.0004922619720413991,0.0006775162135968854,9.15687169664569e-05,0.0003555502565200903,9.311891698231519e-05,5.806777234040393e-05,0.00011795166635525751,0.0007832988761356079,7.77930702087904e-05,1.0953458601474787e-05,9.655208596928554e-08,8.193723792844522e-09,5.858433975304452e-08,1.0416053947794034e-07,9.643740943134729e-08,1.2069430864996643e-07,3.17243294815805e-06,2.714078755020103e-07,3.936286712128575e-07,1.2994991928242566e-07,1.0117048757614418e-07,2.486131284529835e-07,1.269884519211009e-07,5.502757394827845e-06,5.338295479429038e-06,3.808252844021519e-06,3.3354422184418415e-06,6.745581325520878e-06,1.3642423479317106e-06,1.3428996681510069e-05,1.0270710407107023e-05,1.990076343885251e-06,1.1655251332985729e-07
CA3 Basket,0.00016663371786204722,0.00019217434562809833,7.93605581693156e-06,0.0002019060225943495,0.0014915332320301494,0.0015947209774488796,0.00032128193245233207,0.0006802931007248468,6.677456828188747e-05,0.0002470641426254851,0.00033006579212295674,0.0002755709915437891,2.119750774428477e-06,1.231786384533537e-06,0.0012221377588145566,0.0015774903011782828,6.350594211340168e-05,0.004557532487232934,0.00017527524349696585,1.0,0.0054046249837823935,4.0650752789990444e-05,0.0006844918274323583,5.065834862249755e-06,0.0002975305432869259,0.008574169783505597,0.0003554080376824434,4.582496235734562e-05,0.0008124444707608402,0.003283650053713155,0.0011217466879660076,0.0031581388026650447,0.0005497360689420524,0.002219489956813505,9.645466307861854e-05,0.00374671283340827,0.0027330655460409523,0.0038803495729007433,0.008789725000592366,0.0027185360764234454,0.008356501068437045,0.004781743603592319,0.0019200945494238283,0.008058593269860862,4.089292908556335e-05,1.408743735388964e-05,0.0011206700798142614,0.0016193709815405836,0.0010850516562701954,0.006770274305366977,0.00021747639011867296,0.009834297505178436,0.01912020624541454,0.026126337343080234,0.0035576843388750046,0.013773768504059208,0.003617625115234868,0.002255181886491104,0.004329571433414509,0.028698319861135628,0.0030284155916686997,0.0004243492538864128,3.6879272917658706e-06,3.139189558394484e-07,2.2417805154917535e-06,3.9787052233866745e-06,3.6803801470836843e-06,4.609139295263106e-06,0.00012165568077588747,1.0415770188934239e-05,1.5099394622021003e-05,4.95640956927136e-06,3.862571080757296e-06,9.543206304705038e-06,4.8482509644463646e-06,0.00021234823162751364,0.00020604043285508584,0.00014698191732862516,0.00012871503554106716,0.00026031046576389683,5.2469684590107505e-05,0.0005183054600321208,0.00039633521224165404,7.590243193488098e-05,4.451903830794715e-06
CA3 Basket CCK+,0.00034941231231264526,0.00040611527609720746,1.6639592068553284e-05,0.0004311444398872541,0.0031801196312441636,0.0033741356870706793,0.0006791245408351798,0.001436229504323378,0.00014285042622011042,0.0005241950282466224,0.0006963670024800286,0.0005855030899916361,4.4920797738608006e-06,2.6108529926905106e-06,0.0031447438486308568,0.0032885141712358347,0.00015794395389883643,0.012468532350453814,0.000433845799693138,0.026337489140239576,1.0,9.906479004031351e-05,0.001688180439740287,1.0195311656279402e-05,0.0007202608245462456,0.02088091637543721,0.0008741561887951829,0.00011231810696057246,0.0018118171312597239,0.007265625348881254,0.0024641697678573094,0.0070145066171985355,0.0012188625064245735,0.004746213719285161,0.0002047067895455042,0.007948347010249627,0.0066872914193869745,0.009535625429256529,0.018726986639725305,0.006706273407199398,0.017656206569066954,0.010117969771096465,0.004041172200168864,0.01698735690247275,8.886014658151538e-05,3.052775391472169e-05,0.0027657168295518865,0.0039840374851346765,0.002663235433104927,0.014337396341556483,0.0005302810450415878,0.021190718729361083,0.04051004486622978,0.056443897636893586,0.007531240695704713,0.029411442738134085,0.0076608058244044385,0.0047796474766032895,0.010637215614801838,0.07080535602827334,0.006356894589745467,0.000900339275906363,7.925985206227014e-06,6.73891944800639e-07,4.814646335386272e-06,8.550783364741953e-06,7.912345026073973e-06,9.90658489180887e-06,0.0002607292554769307,2.2345343228483738e-05,3.2398828891954806e-05,1.0658027089650495e-05,8.302759773010344e-06,2.0471594342877405e-05,1.0421536514236442e-05,0.0004546100294463106,0.00044107465220827595,0.0003146501662875039,0.0002755603903932777,0.000557289037767933,0.00011230630378603988,0.00110955364153311,0.0008485067923788494,0.0001632177188990953,9.567872446688578e-06
CA3 LMR Targeting,9.057967977867994e-06,1.3015095780931558e-05,4.275102917532843e-07,1.6769226018069926e-05,0.00011583954177941128,0.00011170088824096406,2.1457557759790334e-05,4.40340009058245e-05,5.761194652177526e-06,1.8713679885016696e-05,2.1143759977282183e-05,1.9600412015083e-05,1.4745340776826022e-07,8.780235264673049e-08,0.000562775504863631,7.640605312033644e-05,0.0015371902166561792,0.0020902294619046437,6.507670891691796e-05,0.005201797823461238,0.0020077995411934353,1.0,0.0012216359564148585,7.861729462959194e-08,0.0003984884816792551,0.00036294068498318087,0.00012729119181264582,1.6087567252282988e-05,0.00013362463738642412,0.0004925138186959565,0.00015312105777115333,0.0004956539735484424,8.441236369420057e-05,0.0001931902199503599,7.059635637563744e-06,0.00027197966183306556,0.0009506506494975077,0.0013841211245108943,0.0007055775196457421,0.0009908826006045195,0.0005459432743852592,0.00032536209195128615,0.00011221984094375196,0.0004932394482903757,4.678655791950938e-06,1.5455062875002182e-06,0.00040961468417806846,0.000581720237825323,0.0003842997147542169,0.0004709336502433052,7.411034089295303e-05,0.0009931154332930812,0.0013591742099806168,0.0027601855362940726,0.0002449981673657316,0.0011737710012922906,0.0002539719770093573,0.00016158658645350752,0.0015428309417397752,0.010474998959706952,0.00016122928496366018,3.142913170813386e-05,3.328195012338603e-07,2.8246400815819252e-08,2.0131677530731142e-07,3.5902106775350923e-07,3.3290999348173295e-07,4.1618133307061817e-07,1.0901897397159712e-05,9.280847543613588e-07,1.3470732338380919e-06,4.4904640266417615e-07,3.4900948914071396e-07,8.497943254274926e-07,4.380772332667226e-07,1.8808562495227395e-05,1.830108907004156e-05,1.3050465500335446e-05,1.1403879903948407e-05,2.3057953604335067e-05,4.689901704712785e-06,4.602548002374652e-05,3.5091800024336505e-05,6.876919529152343e-06,4.0175611258261763e-07
CA3 Lucidum ORAX,1.182949322840716e-07,1.3553076130230635e-07,5.623469416170318e-09,1.4212065468280022e-07,1.054097542212466e-06,1.1278860436730455e-06,2.2639094446250245e-07,4.788461352197682e-07,4.70529782789445e-08,1.742925150126516e-07,2.3207915349013071e-07,1.937568657530845e-07,1.5492178688037887e-09,8.939509486073885e-10,8.690191141233928e-07,1.120994501616785e-06,2.895225256638699e-07,4.252549440556786e-06,1.612173590534862e-06,9.220697624289511e-06,2.4910214252882873e-06,7.570668940532126e-07,1.0,9.692469870932605e-07,4.5928504949109245e-06,7.824332546169472e-06,4.329885402726789e-06,2.9847134459864964e-07,5.773137803855639e-07,2.332012391787767e-06,1.0834948578315182e-06,2.2405151949948443e-06,3.9051400262359273e-07,1.577228969022404e-06,6.85030844436928e-08,2.662108725028734e-06,1.9422795871296305e-06,2.757821303322359e-06,6.245337016287853e-06,1.9255922071126e-06,5.9381062874603975e-06,3.397515059246629e-06,1.3634849069282128e-06,5.731053559606789e-06,2.9085509125102106e-08,1.00608756705219e-08,7.965405828945302e-07,1.1510015946455949e-06,7.71171186421195e-07,4.81424278653699e-06,1.5455966649869317e-07,6.990514345937196e-06,1.3597542953372919e-05,1.8577035639535934e-05,2.5297265121692403e-06,9.794739130981966e-06,2.5726674489813e-06,1.6037902715020584e-06,3.077131338857649e-06,2.039796882466179e-05,2.1476625955455317e-06,3.0190498462062337e-07,2.622805931626799e-09,2.2321420048774926e-10,1.5941495446555207e-09,2.829596364574688e-09,2.6175746080781763e-09,3.277999772416975e-09,8.646337569588912e-08,7.4054826872654966e-09,1.0735776523083485e-08,3.525243139253647e-09,2.747085976255192e-09,6.785004276939397e-09,3.4481088782025402e-09,1.509273246119125e-07,1.4644235263911422e-07,1.0446693836336269e-07,9.148461044055726e-08,1.8501656480139026e-07,3.7291711816637955e-08,3.6838377449631334e-07,2.816970239808377e-07,5.3985597041460296e-08,3.166134366036271e-09
CA3 Spiny Lucidum,0.0001215207251149555,0.0001012813468980153,1.1541542777865536e-05,8.05386962616138e-05,0.0006347544446198751,0.0008886545745000448,0.00024245172935580635,0.00039080721495073095,2.552511912838906e-05,6.255773522754174e-05,0.0001793406536062,0.00013942596818830545,2.689623009559272e-05,1.1934981955939375e-05,2.2017803049533002e-05,2.8794670597128658e-05,2.4847478325196208e-05,0.00011652281580422929,3.2830252831051376e-06,0.00026937018581463045,9.525934127241327e-05,3.857725868483284e-05,0.0005842637310137181,1.0,0.00017063455007832137,0.00019129383035348496,6.734433197433511e-06,8.619868661297188e-07,2.087712042834357e-05,0.00014006807410199765,4.660807400939976e-05,9.672637970744762e-05,1.0222662663686105e-05,4.172817511551376e-05,1.8156716049603684e-06,7.033851634359881e-05,5.0264911369556386e-05,7.132912590027097e-05,0.00016489001148595176,4.967981499261821e-05,0.0001565595533121679,8.960714374074871e-05,3.599168063589327e-05,0.00015190187402840151,7.785337396648399e-07,2.8488196395344956e-05,2.0648954002959075e-05,2.9871291012662077e-05,2.0022714258400078e-05,0.00012706126592794696,4.000414458126119e-06,0.00018538054951075197,0.00036141927478047705,0.0004917865265658776,6.677352540433775e-05,0.00026215881428542345,6.834867644067689e-05,4.258199328622908e-05,7.982728056686928e-05,0.0005289713477266482,5.6613576538723794e-05,8.149851718312802e-06,7.116952153447753e-08,6.021634244046587e-09,4.31056021202554e-08,7.677467134728598e-08,7.114488659270591e-08,8.898242965564509e-08,2.335041920029409e-06,1.991645812212124e-07,2.8898584441776343e-07,9.5923510616069e-08,7.460703460543017e-08,1.823938676637212e-07,9.364660886487873e-08,4.0256633953722444e-06,3.917746255557742e-06,2.7936672692114412e-06,2.4408540797605057e-06,4.935204423019059e-06,1.0043611814747912e-06,9.852592633748634e-06,7.510679533730944e-06,1.4690089253481933e-06,8.591110209350474e-08
CA3 Mossy Fiber Associated,3.37340977341183e-06,0.00011191626738052415,9.024699907324831e-08,0.0001730570743092443,0.0007831351438755784,0.0005487714579551653,0.00019886156631935184,0.0005088999106061933,5.079796568797478e-05,0.00015414255687905057,0.0002751547741721159,0.00027119172121967507,3.089158434089496e-07,1.9553752142453566e-07,4.4839701098561065e-05,5.4740472672192376e-05,1.3626845701454244e-05,0.00020111867717515007,6.354351644441213e-06,0.00045388859324953484,0.0001516190914071275,5.680152185338298e-05,0.0005799778360366458,7.730645151913182e-05,1.0,0.00042124592937267343,1.2859115163954108e-05,1.656924809931774e-06,2.8510266318403443e-05,0.00011382234031974287,6.754820434623981e-05,0.00011006955618533788,1.9324180471274586e-05,7.735560222151019e-05,3.3508988489229614e-06,0.00013028231141819468,9.880814917469582e-05,0.00014045609927298744,0.0003059806302279698,9.793418616634501e-05,0.0002903460347561529,0.00016617595898182417,6.6568134816596e-05,0.00028023334171661373,1.4324304719426385e-06,8.893582872002909e-07,4.061279923703955e-05,5.863255503194105e-05,3.926195275240818e-05,0.00023570195436550112,7.854818336646517e-06,0.0003435888558006751,0.0006657067765796742,0.0009140812853306184,0.00012384633841847962,0.0004804536137987608,0.00012593975010495402,7.85258760931225e-05,0.00015670226399959656,0.0010399249886608368,0.00010466702864626741,1.4784065528597173e-05,1.2859205794344082e-07,1.0944462879035695e-08,7.816131669016394e-08,1.3873077161021862e-07,1.2833339819800865e-07,1.607144847284112e-07,4.240292252311962e-06,3.63125195455636e-07,5.264218145251279e-07,1.7283224665283944e-07,1.3468407439424934e-07,3.3270128377153235e-07,1.6905380891197797e-07,7.401654006428334e-06,7.181717486504161e-06,5.123189038998064e-06,4.486513874165147e-06,9.073431469010188e-06,1.8288385726436465e-06,1.806600166602807e-05,1.3814753173516634e-05,2.6467542300149806e-06,1.5523052388599224e-07
CA3 Mossy Fiber Associated ORDEN,1.928499356294694e-06,6.90384459948864e-06,8.820192229770421e-08,1.021009470136086e-05,4.27618600832262e-05,3.170009224466002e-05,8.896166315574213e-06,2.2054865846261397e-05,2.6125370289491475e-06,7.793439000326291e-06,1.4501459776674158e-05,1.1881191696232202e-05,3.573610225364913e-08,2.1155430091560157e-08,1.2921960814144618e-05,1.900385415715632e-05,6.358183536998202e-07,7.451437005121576e-05,1.9071603339302094e-06,0.0001604284537853689,4.2914859882077335e-05,1.6304128743560756e-05,0.00013152567076378166,3.459237419496173e-05,0.00011106759262117963,1.0,3.883369093511756e-06,5.019579653867478e-07,9.426844540451557e-06,3.8202533648922914e-05,2.198730996105921e-05,3.6613287816142904e-05,6.398287549093177e-06,2.6375195110822373e-05,1.1495683927057757e-06,4.4703119552175616e-05,2.9972386131717692e-05,4.243216159652303e-05,0.00010463581324305438,2.9471616861412878e-05,9.993765740738029e-05,5.713229317836863e-05,2.298471638969723e-05,9.662268753810876e-05,4.824570642404486e-07,1.8409168262866398e-07,1.221976052503062e-05,1.7693347142529876e-05,1.1875103316831724e-05,8.097199987499815e-05,2.3904307586428912e-06,0.00011643581112397127,0.0002286200369097775,0.0003091055415662407,4.2558422163169766e-05,0.00016399342759557792,4.3267578959130215e-05,2.696047870201824e-05,4.7349595713676024e-05,0.00031297439205780597,3.6226652922001054e-05,5.073494719524824e-06,4.37616024027761e-08,3.726261139710726e-09,2.660670610126668e-08,4.721223926276453e-08,4.366790096795813e-08,5.4691650356694665e-08,1.4453262436290183e-06,1.236595463557806e-07,1.792562340035689e-07,5.880422762426006e-08,4.583165039760823e-08,1.1330307269153403e-07,5.7527289005936324e-08,2.522594653052043e-06,2.4477111668676035e-06,1.746104963915456e-06,1.5290754985966074e-06,3.092365958108038e-06,6.233539073451154e-07,6.157333371354199e-06,4.708264092454052e-06,9.005264592804362e-07,5.2827130273888324e-08
CA3 O LM,2.0253031520172998e-05,2.6385101134911127e-05,9.583681982356393e-07,3.112177305576115e-05,0.00022265229091706346,0.00022310744262242456,4.3505043262812255e-05,9.067439357480296e-05,1.0543370165334488e-05,3.625548174489175e-05,4.3860548273189683e-05,3.911691721442696e-05,2.9499684555408324e-07,1.7372815239687567e-07,0.0007099039720779992,0.0001804332583777948,0.0015084518816497173,0.0024799801443173525,0.0004996590133558666,0.00565733641651437,0.0021809357123200785,0.002178104019019424,0.0011667569942669562,3.2290197934986457e-07,0.00041859100599702753,0.0008635689609305472,1.0,9.013059044736526e-05,0.00020052322945670727,0.0007565630329290617,0.00024134470052527575,0.0007525596247158304,0.00012889518333865978,0.0003534271725560292,1.3852690442656687e-05,0.0005354288641968602,0.0012410368003411604,0.0018010090334192276,0.001332500011652144,0.0012856776355492912,0.0011256303036152285,0.0006586804309384271,0.0002436542534296374,0.0010476646289686474,7.788625344202398e-06,2.6075079143634196e-06,0.0005313314887070362,0.000756234072358749,0.0005005201729135881,0.0009441406625230273,9.70156295567215e-05,0.0017209360943044375,0.002685257454901838,0.004709650910892841,0.0004933198819773679,0.002154763454643954,0.0005043872284735565,0.00031824054537051846,0.002007743588956002,0.013589838096920957,0.0003666044439433293,6.136903301622361e-05,6.038317902252127e-07,5.107392972832559e-08,3.6565661990962124e-07,6.513855016349009e-07,6.036784471741266e-07,7.549813422094725e-07,1.9801402162888798e-05,1.6887072536733634e-06,2.4503903048367655e-06,8.13980403286013e-07,6.330285675939882e-07,1.5464789262356322e-06,7.94576395084126e-07,3.414096071760619e-05,3.3225016270678294e-05,2.3692172871126613e-05,2.070042273067961e-05,4.1854586419556146e-05,8.51724209319417e-06,8.355651064419667e-05,6.369691305096643e-05,1.2465607485492216e-05,7.289066620973552e-07
