coupling_label,g,Gmax,t_star
below_reactivity,1.4928964356023786,1.0,0.0
near_reactivity,1.9706232949951399,1.0,0.0
stable_reactive,33.032133778304924,177.6449204277628,1.103698629474819
near_stability,60.87005202701634,735.8990265371522,1.2464109229562583
