target,source,i,j,weight,dalpha_dAij,domega_dAij,elasticity_alpha,elasticity_omega,priority,dG_dAij,elasticity_G
CA1 Bistratified,CA1 Basket,41,38,-0.0001559309567095748,-3.630273696187121e-05,0.010425556669965226,5.66072050564062e-09,-1.6256670257775664e-06,1.6256670257775664e-06,,
EC LIII Pyramidal,CA1 Pyramidal,72,33,0.00023804748807204564,0.006688222011389397,0.00012069409253083005,1.5921144494794105e-06,2.873092555209914e-08,1.5921144494794105e-06,,
EC LIII V Bipolar Pyramidal,LEC LIII Complex Pyramidal,75,69,0.00034445578570156844,0.004607122629228454,4.057131093688302e-09,1.5869500450743629e-06,1.3975022785706676e-12,1.5869500450743629e-06,,
EC LIII Pyramidal,EC LII III Pyramidal Tripolar,72,67,1.1077966796536971e-05,0.1418514796299899,8.203089978858484e-07,1.5714259813806687e-06,9.087355841479944e-12,1.5714259813806687e-06,,
CA1 LMR,CA1 Perforant Path Associated,43,52,-3.917240941761735e-05,-1.6234297750438885e-05,0.03959772275979045,6.359365580876964e-10,-1.5511382079518163e-06,1.5511382079518163e-06,,
CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated QuadD,53,53,-9.611902605227147e-06,2.146453410925248e-07,0.15545658102288853,-2.0631501132471087e-12,-1.4942335161336074e-06,1.4942335161336074e-06,,
EC LIV VI Deep Multipolar Principal,LEC LIII Complex Pyramidal,76,69,0.000785354546465253,0.001881833569204085,3.957547616681347e-09,1.4779065492653625e-06,3.108078013613422e-12,1.4779065492653625e-06,,
MEC LV Pyramidal,MEC LV Pyramidal,78,78,0.00033654068086399564,0.004350617450169021,5.673773980869752e-07,1.464159758858663e-06,1.9094557585903292e-10,1.464159758858663e-06,,
CA2 Wide Arbor Basket,CA3c Pyramidal,30,15,-8.585230235650534e-05,0.017051713464286716,0.009828630721032235,-1.4639288600324362e-06,-8.438105764124966e-07,1.4639288600324362e-06,,
CA1 OR LM,CA1 LMR,51,43,-7.525724439886547e-05,-2.4297357211926675e-06,0.01931756311856532,1.8285521499445023e-10,-1.4537865688043801e-06,1.4537865688043801e-06,,
CA1 Bistratified,CA1 Basket CCK+,41,40,-0.00014362387968050702,-5.898519928458569e-05,0.010050305439823232,8.471683164980064e-09,-1.4434638592415172e-06,1.4434638592415172e-06,,
MEC LII Stellate,EC LIII Pyramidal Stellate,65,73,0.00043047655194366477,0.003335391994046048,4.843395384731138e-05,1.4358080449774473e-06,2.0849681449189198e-08,1.4358080449774473e-06,,
CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated,57,52,-0.00013618892136304034,-3.981099009143137e-06,0.010509185614657713,5.421815798946725e-10,-1.431234653264214e-06,1.431234653264214e-06,,
CA1 Basket,CA1 Pyramidal,38,33,-0.00011218347220068392,0.012578736084463657,0.00795595210046202,-1.4111262898511683e-06,-8.925263312921538e-07,1.4111262898511683e-06,,
CA1 Trilaminar,CA1 Bistratified,59,41,-6.331611717271023e-05,-0.0001519719010371178,0.022068467169258043,9.622270693025673e-09,-1.397289653110851e-06,1.397289653110851e-06,,
EC LI II Multipolar Pyramidal,MEC LV Superficial Pyramidal,62,80,0.0007370492135221981,0.0018943709828476729,2.3192001759639695e-08,1.3962446430271507e-06,1.709364665694787e-11,1.3962446430271507e-06,,
DG Granule,CA2 Wide Arbor Basket,0,30,0.00894011541779435,-6.18811569525e-05,0.0001556754944612136,-5.532246853419973e-07,1.3917568882054545e-06,1.3917568882054545e-06,,
CA1 Trilaminar,CA1 OR LM,59,51,-3.213201093868432e-05,-1.8807919652503806e-05,0.04330047131347534,6.043362800081481e-10,-1.3913312178947764e-06,1.3913312178947764e-06,,
CA1 Basket,CA1 Axo Axonic,38,35,-0.00016672621253951544,-3.121064021762425e-06,0.008333869775748947,5.203631834417968e-10,-1.3894745435081627e-06,1.3894745435081627e-06,,
MEC LII Stellate,MEC LV Superficial Pyramidal,65,80,0.0006745354086745199,0.0020543946031547243,8.492691909616855e-08,1.3857619032177e-06,5.728621408000194e-11,1.3857619032177e-06,,
EC LIII Stellate,LEC LIII Multipolar Principal,74,68,6.117948847896853e-05,0.022373525352059213,2.054000200326343e-09,1.3688008365102169e-06,1.2566268159166454e-13,1.3688008365102169e-06,,
EC LI II Pyramidal Fan,LEC LIII Multipolar Principal,63,68,0.0006033439598003307,0.0021907593255337233,1.0144546456085708e-07,1.3217814064370183e-06,6.120650829193162e-11,1.3217814064370183e-06,,
CA3 Basket,CA3 Pyramidal,19,14,-0.00010028734336983195,0.01304995665528298,0.0020422394905056417,-1.308745484049788e-06,-2.0481077302776997e-07,1.308745484049788e-06,,
CA2 Wide Arbor Basket,CA1 Basket,30,38,-0.0005785402859782876,-3.1855504877195e-05,0.002173525549608771,1.842969290163513e-08,-1.2574720930517733e-06,1.2574720930517733e-06,,
EC LI II Pyramidal Fan,LEC LIII Complex Pyramidal,63,69,0.0010148632379434258,0.001236713397017724,1.655228192574181e-08,1.2550949625054207e-06,1.679830243051078e-11,1.2550949625054207e-06,,
MEC LIII Superficial Multipolar Interneuron,MEC LV Superficial Pyramidal,83,80,-3.81764240042206e-05,0.03258262770220935,1.4920446187097856e-08,-1.243888210331208e-06,-5.696092799708043e-13,1.243888210331208e-06,,
MEC LIII Complex Pyramidal,MEC LIII Superficial Trilayered Interneuron,70,84,0.00038654817717501865,-0.0031917841691647894,3.9409702508399036e-10,-1.2337783525267308e-06,1.5233748667631408e-13,1.2337783525267308e-06,,
LEC LVI Multipolar Pyramidal,EC LII III Pyramidal Tripolar,82,67,2.9166925550407547e-05,0.04163199525642769,1.398235192027479e-07,1.2142773061591465e-06,4.078222174782528e-12,1.2142773061591465e-06,,
CA1 Back Projection,CA1 Basket,37,38,-0.00022050710662300754,-7.194651979965695e-05,0.005491941260847498,1.586471891261728e-08,-1.2110120771729938e-06,1.2110120771729938e-06,,
CA1 Basket CCK+,CA1 Ivy,40,42,-0.0002873296850449556,-1.5823491527770397e-05,0.004098050155632843,4.546558836985792e-09,-1.1774914605164162e-06,1.1774914605164162e-06,,
CA1 Pyramidal,CA1 O LMR,33,48,0.001809939151118239,-1.5086803856035088e-06,0.0006474685186243283,-2.730619696427952e-09,1.1718786209747004e-06,1.1718786209747004e-06,,
CA3c Pyramidal,CA1 Oriens Bistratified,15,50,0.0008777334494161329,-1.2132921388185883e-07,0.0013334716531533618,-1.0649470941547171e-10,1.1704326738209334e-06,1.1704326738209334e-06,,
CA1 Horizontal Basket,CA1 Basket,39,38,-0.00028788747191555055,-4.9156648320557404e-05,0.004064235462196508,1.4151583212847064e-08,-1.1700424724812817e-06,1.1700424724812817e-06,,
CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated,53,52,-9.833988108496913e-06,-5.3370428710387054e-05,0.11859299338730035,5.248441612833285e-10,-1.1662420867217645e-06,1.1662420867217645e-06,,
CA1 Bistratified,CA1 Oriens Alveus,41,49,-0.0001470175256371087,-1.6189666240332576e-06,0.007894681600854455,2.380164671544328e-10,-1.1606565546504302e-06,1.1606565546504302e-06,,
MEC LII III Pyramidal Multiform,MEC LIII Bipolar Complex Pyramidal,66,71,0.0002874390572662359,0.003982030933204393,4.2543387716824567e-10,1.1445912174452605e-06,1.2228631258236015e-13,1.1445912174452605e-06,,
MEC LII III Pyramidal Multiform,EC LI II Pyramidal Fan,66,63,5.306224641159453e-06,0.2139654676862911,1.6401910083459114e-08,1.1353488369942046e-06,8.703221944693245e-14,1.1353488369942046e-06,,
CA1 Back Projection,CA3 Pyramidal,37,14,-6.994800370080866e-05,0.01610746254663154,0.012284021898687745,-1.12668484982242e-06,-8.592428092302251e-07,1.12668484982242e-06,,
MEC LIII Complex Pyramidal,MEC LII III Pyramidal Multiform,70,66,0.0002958202791870764,0.003755838734117648,5.431054814223655e-10,1.1110532629083182e-06,1.6066161514239572e-13,1.1110532629083182e-06,,
CA1 Pyramidal,CA1 O LM,33,46,0.001662157550364074,-1.1460047520461421e-06,0.0006654755457213416,-1.9048404513666036e-09,1.1061252029033806e-06,1.1061252029033806e-06,,
CA1 Trilaminar,CA1 Quadrilaminar,59,54,-6.729996470584833e-05,-1.0303736784281848e-06,0.016423991426414153,6.934411219205196e-11,-1.105334043326828e-06,1.105334043326828e-06,,
EC LIII Pyramidal,MEC LIII Complex Pyramidal,72,70,5.6790625072983015e-05,0.01922694009064113,5.9427748736523054e-08,1.0919099459883067e-06,3.374938997427321e-12,1.0919099459883067e-06,,
CA1 Back Projection,CA1 Basket CCK+,37,40,-0.00020539454902778436,-0.00011689972060983724,0.005294267622955559,2.4010565396131507e-08,-1.087413710849357e-06,1.087413710849357e-06,,
CA3c Pyramidal,CA3 Mossy Fiber Associated,15,24,0.0006133496094256075,-6.716598681987805e-07,0.001759346313545794,-4.1196231782657703e-10,1.0790943742576953e-06,1.0790943742576953e-06,,
CA1 Schaffer Collateral Associated,CA1 R Receiving Apical Targeting,57,55,-0.00014424433240240256,-1.4559799347075653e-06,0.007310239650164384,2.1001685367318642e-10,-1.0544606380395344e-06,1.0544606380395344e-06,,
MEC LV Multipolar Pyramidal,MEC LIII Complex Pyramidal,77,70,0.00027223598484053433,0.0038649210568457797,3.749653836146978e-09,1.0521705902413295e-06,1.02079070489456e-12,1.0521705902413295e-06,,
CA2 Basket,CA2 Bistratified,29,31,-0.0005110917389199975,-1.984890278595247e-06,0.0020512053097616377,1.014461024052643e-09,-1.0483540886480076e-06,1.0483540886480076e-06,,
CA2 Wide Arbor Basket,CA1 Basket CCK+,30,40,-0.0005002844417992235,-5.1759273838387374e-05,0.002095292975363077,2.589435942017078e-08,-1.0482424765853513e-06,1.0482424765853513e-06,,
EC LIII Pyramidal Stellate,LEC LIII Complex Pyramidal,73,69,0.00012227506139938265,0.008566565881707948,5.508975130308732e-07,1.0474773691676959e-06,6.736102723061722e-11,1.0474773691676959e-06,,
EC LII III Pyramidal Tripolar,EC LIII Stellate,67,74,0.001643280630322955,0.000628270377490756,6.664858386655739e-09,1.0324245419362503e-06,1.0952232690636876e-11,1.0324245419362503e-06,,
MEC LIII Bipolar Complex Pyramidal,EC LI II Pyramidal Fan,71,63,3.833872028909798e-06,0.26571235040154434,1.868025354420952e-08,1.01870714794036e-06,7.161770155608799e-14,1.01870714794036e-06,,
MEC LIII Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,70,71,0.0003117490196692653,0.0032596691869331003,6.185467450191104e-10,1.0161986734725051e-06,1.9283134137932267e-13,1.0161986734725051e-06,,
SUB CA1 Projecting Pyramidal,CA1 Perforant Path Associated QuadD,61,53,0.0017808058025377876,-8.13949775668598e-09,0.000563827322575305,-1.44948648348497e-11,1.004066967671448e-06,1.004066967671448e-06,,
CA1 SO SO,CA1 Perforant Path Associated QuadD,58,53,-5.74669697703837e-05,5.614921101569561e-08,0.017303906724060656,-3.2267250120698752e-12,-9.94403084621133e-07,9.94403084621133e-07,,
CA1 Horizontal Basket,CA1 Basket CCK+,39,40,-0.00024890095111431717,-7.987041584208198e-05,0.003917949810019333,1.987982246899023e-08,-9.751814341319703e-07,9.751814341319703e-07,,
MEC LII Stellate,EC LIII V Bipolar Pyramidal,65,75,0.0002516132753917441,0.003871184637392166,3.566959289089744e-07,9.740414462604441e-07,8.974943099168775e-11,9.740414462604441e-07,,
CA3c Pyramidal,CA3 Horizontal Axo Axonic,15,18,0.0007714830768213475,-5.423596979669852e-07,0.0012593292130703873,-4.1842132853146647e-10,9.715511760305487e-07,9.715511760305487e-07,,
CA1 Radial Trilaminar,CA1 Perforant Path Associated QuadD,60,53,-4.643228375651604e-05,1.3121630559743553e-08,0.02083091910197839,-6.09267273498185e-13,-9.672271466520909e-07,9.672271466520909e-07,,
CA1 Back Projection,CA1 Oriens Alveus,37,49,-0.0002308052694452357,-3.2085463526711655e-06,0.004158735019866405,7.405494054557966e-10,-9.598579568116031e-07,9.598579568116031e-07,,
DG Granule,DG MOLAX,0,10,0.02778212814231607,-3.0177611106571543e-06,3.44877013308529e-05,-8.383982587917512e-08,9.581417377076796e-07,9.581417377076796e-07,,
CA1 Back Projection,CA1 R Receiving Apical Targeting,37,55,-0.00011611792124751667,-4.360480987816573e-06,0.008242516159950844,5.063299879445785e-10,-9.571038423425557e-07,9.571038423425557e-07,,
LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,82,68,0.0001810172628701144,0.005263479335588136,4.309131864343888e-08,9.527806225015727e-07,7.800272554299238e-12,9.527806225015727e-07,,
CA1 Pyramidal,MEC LV Superficial Pyramidal,33,80,0.0007836882710982567,0.0012077889423344455,2.8264414989833084e-06,9.465300280696737e-07,2.215049051698594e-09,9.465300280696737e-07,,
EC LIII Pyramidal Stellate,MEC LIII Bipolar Complex Pyramidal,73,71,0.00024941864591877675,0.0037284818636600567,6.217212385856568e-07,9.299528977668086e-07,1.5506886946697923e-10,9.299528977668086e-07,,
EC LIII V Bipolar Pyramidal,MEC LV Pyramidal,75,78,0.00013457094460712034,0.0068983949972495386,1.5668222978581773e-07,9.283235310529038e-07,2.108487566542738e-11,9.283235310529038e-07,,
MEC LIII Complex Pyramidal,MEC LV Pyramidal,70,78,8.196460002715432e-05,0.011214154559086767,2.116646519463503e-08,9.19163693078236e-07,1.7349008536669434e-12,9.19163693078236e-07,,
MEC LII Stellate,CA2 Wide Arbor Basket,65,30,0.004036330806163694,-0.00022610167426392012,2.673597774704905e-05,-9.126211531566497e-07,1.0791525061332108e-07,9.126211531566497e-07,,
EC LI II Pyramidal Fan,DG Granule,63,0,0.004008074189259415,0.00022624096187087844,8.473467525246644e-06,9.067905598278913e-07,3.396228648146893e-08,9.067905598278913e-07,,
CA1 Trilaminar,CA1 Back Projection,59,37,-7.775946510141681e-05,-0.0016115233346644265,0.01162515626236684,1.2531119250195732e-07,-9.039659326820314e-07,9.039659326820314e-07,,
MEC LV Superficial Pyramidal,MEC LIII Complex Pyramidal,80,70,0.00029529063486899096,0.0030396344060462767,1.391692432478878e-09,8.975755735310333e-07,4.109537419290582e-13,8.975755735310333e-07,,
EC LI II Pyramidal Fan,MEC LIII Superficial Trilayered Interneuron,63,84,0.0016935847182135777,-0.0005270530492682157,1.1901820531543157e-08,-8.92608989928518e-07,2.015674137114209e-11,8.92608989928518e-07,,
EC LIII Pyramidal,LEC LIII Multipolar Principal,72,68,4.9708709656613034e-05,0.01793409917435505,2.5280579844885234e-07,8.914809288109187e-07,1.2566650034602235e-11,8.914809288109187e-07,,
DG AIPRIM,DG Granule,4,0,-0.00013814123198700726,0.006388431726487293,0.0001257261387360533,-8.825058291618384e-07,-1.7367963697967796e-08,8.825058291618384e-07,,
CA1 LMR,CA1 LMR,43,43,-5.0641097803791316e-05,-2.363739709600201e-06,0.017331313212946578,1.1970237381656905e-10,-8.776767274849683e-07,8.776767274849683e-07,,
CA1 Bistratified,CA1 OR LM,41,51,-7.951516630075023e-05,-1.2365533392310524e-06,0.01097369169068101,9.832474440870515e-11,-8.725749197176615e-07,8.725749197176615e-07,,
MEC LII Stellate,DG Granule,65,0,0.00044472506377872377,0.001960495317687698,1.712194242611532e-05,8.718814051965507e-07,7.614556937469773e-09,8.718814051965507e-07,,
CA1 Trilaminar,CA1 Axo Axonic,59,35,-4.937122939780903e-05,-2.047956430146963e-05,0.017640854811026695,1.0111012670950377e-09,-8.70950689648642e-07,8.70950689648642e-07,,
CA1 Pyramidal,EC LV Deep Pyramidal,33,79,0.004124783824941343,0.00020871374599115762,1.3515349307388253e-05,8.60899083507243e-07,5.574789421154724e-08,8.60899083507243e-07,,
CA1 R Receiving Apical Targeting,CA1 Basket,55,38,-2.9134793751657127e-05,-0.00014548424803437465,0.029167562051907958,4.238653560596434e-09,-8.497909046209995e-07,8.497909046209995e-07,,
MEC LII III Pyramidal Multiform,MEC LII III Pyramidal Multiform,66,66,0.0001832592329485997,0.00458815455241184,3.735456900120054e-10,8.408216839246195e-07,6.84556966228555e-14,8.408216839246195e-07,,
EC LIV VI Deep Multipolar Principal,EC LIV VI Deep Multipolar Principal,76,76,0.0011725264887498907,0.0007100978354183105,4.1170076297539767e-08,8.326085216319294e-07,4.82730050027194e-11,8.326085216319294e-07,,
EC LIV VI Deep Multipolar Principal,MEC LV Pyramidal,76,78,0.00028523751022254486,0.002817730788647949,1.528364183326093e-07,8.037225146313488e-07,4.359467943652479e-11,8.037225146313488e-07,,
CA1 O LMR,CA1 Perforant Path Associated QuadD,48,53,-0.00017864580718932472,1.3441181898689462e-08,0.004473157155552553,-2.4012107898699194e-12,-7.991107707383895e-07,7.991107707383895e-07,,
EC LI II Pyramidal Fan,MEC LII III Pyramidal Multiform,63,66,0.0012884335221764894,0.0006201942714360834,1.6401910083459114e-08,7.990790895800746e-07,2.1132770779253304e-11,7.990790895800746e-07,,
LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,69,73,0.0003203790426824375,0.0024652895082351574,5.508975130308732e-07,7.898270925834368e-07,1.7649601784096677e-10,7.898270925834368e-07,,
CA1 Schaffer Collateral Associated,CA1 LMR,57,43,-0.0001678852056783166,-5.796543811392916e-07,0.00459970863995183,9.731539499990731e-11,-7.72223031078643e-07,7.72223031078643e-07,,
MEC LII Oblique Pyramidal,EC LII III Pyramidal Tripolar,64,67,7.128819858508458e-06,0.10776118147716962,3.626518539277275e-09,7.682100504907806e-07,2.5852797380048922e-14,7.682100504907806e-07,,
EC LI II Pyramidal Fan,MEC LV Pyramidal,63,78,0.00041016681287449986,0.0018517713109901042,6.392321027544207e-07,7.595351368012454e-07,2.621917942738456e-10,7.595351368012454e-07,,
DG Granule,DG Basket,0,6,0.020743064238683082,-4.680858372496708e-06,3.6610822904028445e-05,-9.709534591287677e-08,7.594206513293119e-07,7.594206513293119e-07,,
CA1 Trilaminar,CA1 Horizontal Basket,59,39,-8.818457167992946e-05,-0.00023633273181243166,0.00860303672071614,2.0840900728826924e-08,-7.586551083630577e-07,7.586551083630577e-07,,
MEC LIII Superficial Multipolar Interneuron,EC LIII V Bipolar Pyramidal,83,75,-1.2043330664945662e-05,0.06139685511876399,6.266637797630102e-08,-7.394226279830365e-07,-7.547119115430615e-13,7.394226279830365e-07,,
CA1 Perforant Path Associated QuadD,CA1 LMR,53,43,-1.4169516857957063e-05,-7.770819754597518e-06,0.05190632617245694,1.101087615129153e-10,-7.354875637352465e-07,7.354875637352465e-07,,
EC LV Deep Pyramidal,LEC LIII Multipolar Principal,79,68,0.00011759084055517611,0.006210856139981979,2.830924531038382e-08,7.303397940677575e-07,3.328907951530711e-12,7.303397940677575e-07,,
CA1 R Receiving Apical Targeting,CA1 Basket CCK+,55,40,-2.576258924440188e-05,-0.00023638485913854795,0.028117722327593464,6.089886029582209e-09,-7.243853308139379e-07,7.243853308139379e-07,,
MEC LV Pyramidal,EC LI II Pyramidal Fan,78,63,1.0397972085136743e-05,0.06795117097267624,6.392321027544207e-07,7.065543789262417e-07,6.646717560363729e-12,7.065543789262417e-07,,
MEC LII III Pyramidal Multiform,MEC LIII Superficial Trilayered Interneuron,66,84,0.00018080789616215791,-0.0038991021986756976,2.710582938348068e-10,-7.049884654637971e-07,4.900947984557544e-14,7.049884654637971e-07,,
CA3 Basket CCK+,CA3 Pyramidal,20,14,-0.00025607202985409,0.002740043675131883,0.000583012318557813,-7.01648545779882e-07,-1.4929314784303851e-07,7.01648545779882e-07,,
CA1 Pyramidal,MEC LV Multipolar Pyramidal,33,77,0.002292956142501487,0.00030157278051010154,7.615315684680659e-06,6.9149315948189e-07,1.7461584876276433e-08,6.9149315948189e-07,,
MEC LII Oblique Pyramidal,MEC LIII Superficial Multipolar Interneuron,64,83,0.0005055374970079949,-0.0013656455246641806,2.8166977708747077e-09,-6.903850203388998e-07,1.4239463409159984e-12,6.903850203388998e-07,,
CA1 R Receiving Apical Targeting,CA1 Oriens Alveus,55,49,-3.102368529315662e-05,-6.48805466479319e-06,0.022086937202725546,2.0128336608534068e-10,-6.852181888670703e-07,6.852181888670703e-07,,
CA2 Wide Arbor Basket,CA1 OR LM,30,51,-0.00029433654843113836,-1.085070554601957e-06,0.002287801027636081,3.1937592184580107e-10,-6.733834579716154e-07,6.733834579716154e-07,,
CA1 LMR,CA1 R Receiving Apical Targeting,43,55,-2.4014509201744816e-05,-5.937257959277581e-06,0.02754436486221153,1.425803358962041e-10,-6.614644034397954e-07,6.614644034397954e-07,,
EC LI II Pyramidal Fan,MEC LIII Bipolar Complex Pyramidal,63,71,0.0012228796824077096,0.0005382627688852466,1.868025354420952e-08,6.582306038662847e-07,2.284370252143843e-11,6.582306038662847e-07,,
MEC LII Stellate,CA2 Basket,65,29,0.008369132069995452,-7.661965458057047e-06,7.837992788801023e-05,-6.412400083422262e-08,6.559719681314773e-07,6.559719681314773e-07,,
CA1 Perforant Path Associated,CA1 Radial Trilaminar,52,60,-4.111111296635493e-05,-5.789394131833237e-06,0.015891260666208683,2.3800843616054856e-10,-6.533074124262979e-07,6.533074124262979e-07,,
CA1 Schaffer Collateral Associated,CA1 Basket,57,38,-0.00013352456463597878,-2.402319594857217e-05,0.004870770767364876,3.207686780197908e-09,-6.503675461540473e-07,6.503675461540473e-07,,
DG Granule,DG Total Molecular Layer,0,11,0.026622980061706873,-3.4885684513734496e-06,2.4358015490841147e-05,-9.287608832481497e-08,6.48482960755411e-07,6.48482960755411e-07,,
MEC LII Stellate,EC LIV VI Deep Multipolar Principal,65,76,0.00015950089873439306,0.004043901918788097,3.4794072233203104e-07,6.45005990440438e-07,5.549685791825286e-11,6.45005990440438e-07,,
CA1 Bistratified,CA1 Radial Trilaminar,41,60,-0.00016323567384465043,-8.248401893483324e-07,0.003951118238184937,1.3464334412242408e-10,-6.449634480500062e-07,6.449634480500062e-07,,
MEC LIII Superficial Multipolar Interneuron,EC LIII Stellate,83,74,-7.537181654595568e-05,0.008544292933490544,5.176560262292233e-09,-6.439988794979547e-07,-3.9016675042857446e-13,6.439988794979547e-07,,
CA1 Horizontal Basket,CA1 Radial Trilaminar,39,60,-0.00041045824695736167,-1.1168959285643904e-06,0.0015402798495378733,4.5843914487235433e-10,-6.322205668650643e-07,6.322205668650643e-07,,
DG Mossy,DG Granule,3,0,0.0005764858989694342,0.00109249770604522,1.2065694008011394e-05,6.298095221915233e-07,6.9557024568985645e-09,6.298095221915233e-07,,
CA2 Pyramidal,CA3 O LM,28,26,0.002059025273567197,-2.0606312174400322e-05,0.000305416214973877,-4.242891756210569e-08,6.28859705588445e-07,6.28859705588445e-07,,
EC LII III Pyramidal Tripolar,MEC LV Superficial Pyramidal,67,80,0.00026094293651533583,0.002395833097654,1.9210181252423123e-08,6.251757239024681e-07,5.012761106999142e-12,6.251757239024681e-07,,
CA2 Pyramidal,DG Basket,28,6,0.0022387779968428313,-7.726607382132943e-06,0.00027769908306308724,-1.7298158597362622e-08,6.217065969050694e-07,6.217065969050694e-07,,
CA2 Pyramidal,CA2 SP SR,28,32,0.001032099754921754,-1.0185790752828773e-07,0.000602080362529411,-1.0512752139678846e-10,6.214069946098059e-07,6.214069946098059e-07,,
EC LIII Pyramidal Stellate,MEC LII III Pyramidal Multiform,73,66,0.0001438487507805969,0.004296011588883052,5.458927968041288e-07,6.179759003997942e-07,7.852599688040013e-11,6.179759003997942e-07,,
MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,66,80,0.0003511529326795087,0.001753878817454207,9.572002635902698e-10,6.158796903135134e-07,3.36123679721322e-13,6.158796903135134e-07,,
CA1 Horizontal Basket,CA1 OR LM,39,51,-0.0001412989091112705,-1.674386636193136e-06,0.004277917077460542,2.365890051245799e-10,-6.04465016313649e-07,6.04465016313649e-07,,
CA3c Pyramidal,SUB CA1 Projecting Pyramidal,15,61,0.0006665027667303171,1.8559967726319127e-06,0.0009014734354445561,1.237026984001709e-09,6.008345388576805e-07,6.008345388576805e-07,,
EC LIII V Bipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,75,71,0.00029690523804663403,0.0020051877734828523,4.578718380474721e-09,5.953507532141264e-07,1.3594454707033459e-12,5.953507532141264e-07,,
CA2 Basket,CA2 Basket,29,29,-0.00027950183284283683,-1.3943709823548731e-05,0.0020892041003407053,3.8972924523105395e-09,-5.839363752279971e-07,5.839363752279971e-07,,
CA2 Pyramidal,DG MOLAX,28,10,0.0021991689383651755,-4.981363121798592e-06,0.000261594858483163,-1.0954859048177246e-08,5.75291287212206e-07,5.75291287212206e-07,,
CA1 Radiatum,CA1 Perforant Path Associated QuadD,56,53,-2.571736384388862e-05,2.067271228467952e-08,0.02233069052248626,-5.316476634651292e-13,-5.742864930520544e-07,5.742864930520544e-07,,
EC LIII Pyramidal Stellate,EC LIII Pyramidal Stellate,73,73,0.00021444915332712679,0.002666183306581214,0.0007977576868657122,5.717607527112607e-07,1.710784605085591e-07,5.717607527112607e-07,,
MEC LIII Bipolar Complex Pyramidal,MEC LIII Superficial Trilayered Interneuron,71,84,0.00011655536159749238,-0.0048420879353529836,3.087102434003328e-10,-5.643713101919224e-07,3.5981834048375677e-14,5.643713101919224e-07,,
MEC LV Superficial Pyramidal,EC LII III Pyramidal Tripolar,80,67,2.5092403916104813e-05,0.022425650467479668,1.9210181252423123e-08,5.627134796113846e-07,4.820296272873852e-13,5.627134796113846e-07,,
CA2 Wide Arbor Basket,CA1 Pyramidal,30,33,-0.00011740746881336004,0.004761812143509883,0.0008897965194590806,-5.590723107342157e-07,-1.0446875710862831e-07,5.590723107342157e-07,,
CA2 Wide Arbor Basket,CA3 Pyramidal,30,14,-7.804928173478338e-05,0.007131843946618575,0.004861602515506741,-5.566352974781426e-07,-3.794445844153172e-07,5.566352974781426e-07,,
LEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,69,75,0.0001929640785204629,0.002861310121281136,4.057131093688302e-09,5.521300709142883e-07,7.82880562930281e-13,5.521300709142883e-07,,
EC LI II Multipolar Pyramidal,EC LV Deep Pyramidal,62,79,0.001677347262045617,0.00032735956611995944,1.1089845837313208e-07,5.490956719357551e-07,1.8601522551725291e-10,5.490956719357551e-07,,
EC LV Deep Pyramidal,MEC LV Pyramidal,79,78,0.0001026427978809541,0.0052498168478198395,1.783833164497116e-07,5.388558896227993e-07,1.830976269568202e-11,5.388558896227993e-07,,
CA1 Trilaminar,CA1 SO SO,59,58,-4.1569680566604626e-05,-2.415927200666723e-05,0.012950771130746159,1.00429322003887e-09,-5.383594189963228e-07,5.383594189963228e-07,,
EC LI II Pyramidal Fan,DG Axo Axonic,63,5,0.03810113221579035,-1.1421899149218353e-07,1.4044993439455732e-05,-4.351872896397918e-09,5.351301520066109e-07,5.351301520066109e-07,,
MEC LV Superficial Pyramidal,MEC LII Stellate,80,65,8.038499275367168e-05,0.006635343057510681,8.492691909616855e-08,5.333820035961218e-07,6.826849776137169e-12,5.333820035961218e-07,,
EC LIII Pyramidal,MEC LIII Superficial Multipolar Interneuron,72,83,0.00029558579404629216,-0.0017976680996647136,6.371296605129182e-07,-5.313651526710835e-07,1.8832647661315548e-10,5.313651526710835e-07,,
CA1 Radial Trilaminar,CA1 Trilaminar,60,59,-3.399885549080259e-05,-3.6568595314793617e-06,0.015590494680469635,1.243290387609309e-10,-5.300589756714136e-07,5.300589756714136e-07,,
MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,71,66,9.294219717156328e-05,0.005697785457204439,4.2543387716824567e-10,5.295646994047608e-07,3.954075929523372e-14,5.295646994047608e-07,,
EC LIII V Bipolar Pyramidal,EC LIV VI Deep Multipolar Principal,75,76,0.0003045592067061575,0.0017384681940313743,4.220603587237076e-08,5.294664940580817e-07,1.2854236803500865e-11,5.294664940580817e-07,,
CA1 Schaffer Collateral Associated,CA1 Basket CCK+,57,40,-0.0001126317162708975,-3.903322776923049e-05,0.004695455167435435,4.396379435241286e-09,-5.288571741813074e-07,5.288571741813074e-07,,
