method,seed,length_edges,n_nodes_visited,transition_weight_sum,summed_weight,terminus,path,bb_states_seen,bb_status,bb_score,dp_mode,dp_score,milp_status,milp_score,milp_objective,milp_time_limit_seconds,hamiltonian_status,hamiltonian_score,hamiltonian_objective,hamiltonian_time_limit_seconds
branch_and_bound,MEC LII Stellate,29,30,230528.89843912577,230528.89843912577,CA1 Radiatum Giant,MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> EC LIII V Bipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,50000.0,node_limit,230528.89843912577,,,,,,,,,,
branch_and_bound,MEC LIII Bipolar Complex Pyramidal,25,26,230973.9907462514,230973.9907462514,CA1 Radiatum Giant,MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,50000.0,node_limit,230973.9907462514,,,,,,,,,,
branch_and_bound,MEC LIII Complex Pyramidal,29,30,231311.95628027228,231311.95628027228,CA1 Radiatum Giant,MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LII Oblique Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,50000.0,node_limit,231311.95628027228,,,,,,,,,,
branch_and_bound,MEC LV Multipolar Pyramidal,29,30,231469.79164425572,231469.79164425572,CA1 Radiatum Giant,MEC LV Multipolar Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Superficial Pyramidal -> MEC LII Oblique Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,50000.0,node_limit,231469.79164425572,,,,,,,,,,
branch_and_bound,MEC LV Pyramidal,25,26,208179.92328274035,208179.92328274035,CA3 Granule,MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> EC LI II Pyramidal Fan -> DG Semilunar Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3 Granule,50000.0,node_limit,208179.92328274035,,,,,,,,,,
branch_and_bound,MEC LV Superficial Pyramidal,27,28,226053.46580290186,226053.46580290186,CA1 Radiatum Giant,MEC LV Superficial Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> EC LIII Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,50000.0,node_limit,226053.46580290186,,,,,,,,,,
branch_and_bound,MEC LV VI Pyramidal Polymorphic,26,27,137299.15952357117,137299.15952357117,CA3 Granule,MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LV Deep Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Pyramidal -> CA3 Granule,50000.0,node_limit,137299.15952357117,,,,,,,,,,
branch_and_bound,SUB CA1 Projecting Pyramidal,25,26,133529.2378614637,133529.2378614637,CA3 Granule,SUB CA1 Projecting Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Pyramidal -> CA3 Granule,50000.0,node_limit,133529.2378614637,,,,,,,,,,
dynamic_programming,CA1 Pyramidal,4,5,61577.71957728488,61577.71957728488,DG Mossy,CA1 Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy,,,,beam_width_5000,61577.71957728488,,,,,,,,
dynamic_programming,CA1 Radiatum Giant,5,6,61630.24564556156,61630.24564556156,DG Mossy,CA1 Radiatum Giant -> CA1 Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy,,,,beam_width_5000,61630.24564556156,,,,,,,,
dynamic_programming,CA2 Pyramidal,5,6,145723.68374686144,145723.68374686144,DG Mossy,CA2 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy,,,,beam_width_5000,145723.68374686144,,,,,,,,
dynamic_programming,CA3 Granule,6,7,150286.63799014583,150286.63799014583,DG Mossy,CA3 Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy,,,,beam_width_5000,150286.63799014583,,,,,,,,
dynamic_programming,CA3 Pyramidal,5,6,150285.69597126252,150285.69597126252,DG Mossy,CA3 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy,,,,beam_width_5000,150285.69597126252,,,,,,,,
dynamic_programming,CA3c Pyramidal,5,6,147187.32934066665,147187.32934066665,DG Mossy,CA3c Pyramidal -> CA1 Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy,,,,beam_width_5000,147187.32934066665,,,,,,,,
dynamic_programming,DG Granule,5,6,146202.77389131868,146202.77389131868,MEC LV VI Pyramidal Polymorphic,DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,beam_width_5000,146202.77389131868,,,,,,,,
dynamic_programming,DG Hilar Ectopic Granule,6,7,150285.70927480108,150285.70927480108,DG Mossy,DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy,,,,beam_width_5000,150285.70927480108,,,,,,,,
dynamic_programming,DG Mossy,6,7,132031.51109627297,132031.51109627297,MEC LV VI Pyramidal Polymorphic,DG Mossy -> DG Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,beam_width_5000,132031.51109627297,,,,,,,,
dynamic_programming,DG Semilunar Granule,6,7,150349.91474987887,150349.91474987887,DG Mossy,DG Semilunar Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy,,,,beam_width_5000,150349.91474987887,,,,,,,,
dynamic_programming,EC LI II Multipolar Pyramidal,4,5,129387.09715552849,129387.09715552849,CA1 Pyramidal,EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,129387.09715552849,,,,,,,,
dynamic_programming,EC LI II Pyramidal Fan,4,5,117456.23332964274,117456.23332964274,CA1 Pyramidal,EC LI II Pyramidal Fan -> DG Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,117456.23332964274,,,,,,,,
dynamic_programming,EC LII III Pyramidal Tripolar,4,5,113531.91343162605,113531.91343162605,CA1 Pyramidal,EC LII III Pyramidal Tripolar -> DG Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,113531.91343162605,,,,,,,,
dynamic_programming,EC LIII Pyramidal,4,5,96993.61823825716,96993.61823825716,CA1 Pyramidal,EC LIII Pyramidal -> MEC LV Pyramidal -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,96993.61823825716,,,,,,,,
dynamic_programming,EC LIII Pyramidal Stellate,4,5,90474.29632285325,90474.29632285325,CA1 Pyramidal,EC LIII Pyramidal Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,90474.29632285325,,,,,,,,
dynamic_programming,EC LIII Stellate,4,5,90289.4715648583,90289.4715648583,CA1 Pyramidal,EC LIII Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,90289.4715648583,,,,,,,,
dynamic_programming,EC LIII V Bipolar Pyramidal,4,5,97206.87989814453,97206.87989814453,CA1 Pyramidal,EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,97206.87989814453,,,,,,,,
dynamic_programming,EC LIV VI Deep Multipolar Principal,4,5,97459.9354324922,97459.9354324922,CA1 Pyramidal,EC LIV VI Deep Multipolar Principal -> MEC LV Pyramidal -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,97459.9354324922,,,,,,,,
dynamic_programming,EC LV Deep Pyramidal,4,5,97153.2542367543,97153.2542367543,CA1 Pyramidal,EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,97153.2542367543,,,,,,,,
dynamic_programming,LEC LIII Complex Pyramidal,4,5,94167.10313878124,94167.10313878124,CA1 Pyramidal,LEC LIII Complex Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,94167.10313878124,,,,,,,,
dynamic_programming,LEC LIII Multipolar Principal,4,5,94175.8566577482,94175.8566577482,CA1 Pyramidal,LEC LIII Multipolar Principal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,94175.8566577482,,,,,,,,
dynamic_programming,LEC LVI Multipolar Pyramidal,4,5,90268.64355266205,90268.64355266205,CA1 Pyramidal,LEC LVI Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,90268.64355266205,,,,,,,,
dynamic_programming,MEC LII III Pyramidal Multiform,4,5,105560.6600470898,105560.6600470898,CA1 Pyramidal,MEC LII III Pyramidal Multiform -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,105560.6600470898,,,,,,,,
dynamic_programming,MEC LII Oblique Pyramidal,4,5,90231.62893970466,90231.62893970466,CA1 Pyramidal,MEC LII Oblique Pyramidal -> EC LII III Pyramidal Tripolar -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,90231.62893970466,,,,,,,,
dynamic_programming,MEC LII Stellate,4,5,118817.21194184356,118817.21194184356,MEC LV VI Pyramidal Polymorphic,MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,beam_width_5000,118817.21194184356,,,,,,,,
dynamic_programming,MEC LIII Bipolar Complex Pyramidal,4,5,105521.14413704081,105521.14413704081,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,105521.14413704081,,,,,,,,
dynamic_programming,MEC LIII Complex Pyramidal,4,5,106445.65185989958,106445.65185989958,CA1 Pyramidal,MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,106445.65185989958,,,,,,,,
dynamic_programming,MEC LV Multipolar Pyramidal,4,5,97096.56668962711,97096.56668962711,CA1 Pyramidal,MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,97096.56668962711,,,,,,,,
dynamic_programming,MEC LV Pyramidal,4,5,120293.11600550936,120293.11600550936,CA1 Pyramidal,MEC LV Pyramidal -> DG Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,120293.11600550936,,,,,,,,
dynamic_programming,MEC LV Superficial Pyramidal,4,5,105387.57962368772,105387.57962368772,CA1 Pyramidal,MEC LV Superficial Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,105387.57962368772,,,,,,,,
dynamic_programming,MEC LV VI Pyramidal Polymorphic,5,6,97546.71139837561,97546.71139837561,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LV Pyramidal -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,beam_width_5000,97546.71139837561,,,,,,,,
dynamic_programming,SUB CA1 Projecting Pyramidal,5,6,61683.9281408852,61683.9281408852,DG Mossy,SUB CA1 Projecting Pyramidal -> CA1 Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy,,,,beam_width_5000,61683.9281408852,,,,,,,,
milp_subtour_elimination,CA1 Pyramidal,29,30,155964.94569185676,155964.94569185676,CA3 Granule,CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LIII Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> MEC LIII Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,,Optimal,155964.94569185676,155964.9456918568,30.0,,,,
milp_subtour_elimination,CA1 Radiatum Giant,29,30,143278.11500291023,143278.11500291023,CA2 Pyramidal,CA1 Radiatum Giant -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LIII V Bipolar Pyramidal -> EC LIII Pyramidal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> MEC LII Stellate -> MEC LIII Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> CA3 Pyramidal -> CA3 Granule -> CA3c Pyramidal -> CA2 Pyramidal,,,,,,Optimal,143278.11500291023,143278.1150029103,30.0,,,,
milp_subtour_elimination,CA2 Pyramidal,28,29,217745.4785721496,217745.4785721496,DG Hilar Ectopic Granule,CA2 Pyramidal -> CA3 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LIII Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> MEC LIII Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule,,,,,,Optimal,217745.4785721496,217745.47857214962,30.0,,,,
milp_subtour_elimination,CA3 Granule,29,30,224463.25185374386,224463.25185374386,DG Hilar Ectopic Granule,CA3 Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LIII Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> MEC LIII Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule,,,,,,Optimal,224463.25185374386,224463.25185374386,30.0,,,,
milp_subtour_elimination,CA3 Pyramidal,28,29,224462.30983486056,224462.30983486056,DG Hilar Ectopic Granule,CA3 Pyramidal -> CA2 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LIII Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> MEC LIII Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule,,,,,,Optimal,224462.30983486056,224462.30983486059,30.0,,,,
milp_subtour_elimination,CA3c Pyramidal,29,30,222843.04305800734,222843.04305800734,CA3 Granule,CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LIII Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> MEC LIII Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,,Optimal,222843.04305800734,222843.0430580074,30.0,,,,
milp_subtour_elimination,DG Granule,29,30,232916.87994843567,232916.87994843567,CA3 Granule,DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LII III Pyramidal Tripolar -> EC LIII Stellate -> EC LIII Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,Optimal,232916.87994843567,232916.87994843567,30.0,,,,
milp_subtour_elimination,DG Hilar Ectopic Granule,28,29,219817.78873346877,219817.78873346877,DG Semilunar Granule,DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LIII Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> MEC LIII Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule,,,,,,Optimal,219817.78873346877,219817.78873346883,30.0,,,,
milp_subtour_elimination,DG Mossy,28,29,209451.6434461126,209451.6434461126,CA3 Granule,DG Mossy -> DG Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LII III Pyramidal Tripolar -> EC LIII Stellate -> EC LIII Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII Oblique Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,Optimal,209451.6434461126,209451.64344611263,30.0,,,,
