method,seed,step,edge_type,sender,receiver,weight
branch_and_bound,CA2 Pyramidal,25,transition,CA3c Pyramidal,CA1 Radiatum Giant,4064.510468839344
branch_and_bound,CA3 Granule,1,transition,CA3 Granule,CA3c Pyramidal,2.280811281935155
branch_and_bound,CA3 Granule,2,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
branch_and_bound,CA3 Granule,3,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
branch_and_bound,CA3 Granule,4,transition,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,86.77596588341953
branch_and_bound,CA3 Granule,5,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
branch_and_bound,CA3 Granule,6,transition,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,304.0317537911717
branch_and_bound,CA3 Granule,7,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
branch_and_bound,CA3 Granule,8,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
branch_and_bound,CA3 Granule,9,transition,EC LIII Pyramidal Stellate,MEC LIII Complex Pyramidal,647.4324185181202
branch_and_bound,CA3 Granule,10,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
branch_and_bound,CA3 Granule,11,transition,MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,2253.263353922492
branch_and_bound,CA3 Granule,12,transition,MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,156.10322882603091
branch_and_bound,CA3 Granule,13,transition,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,750.744376370936
branch_and_bound,CA3 Granule,14,transition,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213
branch_and_bound,CA3 Granule,15,transition,MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal,70.51994016979222
branch_and_bound,CA3 Granule,16,transition,MEC LII Oblique Pyramidal,EC LIII V Bipolar Pyramidal,12.284976246784383
branch_and_bound,CA3 Granule,17,transition,EC LIII V Bipolar Pyramidal,EC LII III Pyramidal Tripolar,340.43569682470206
branch_and_bound,CA3 Granule,18,transition,EC LII III Pyramidal Tripolar,EC LI II Multipolar Pyramidal,4216.395703649579
branch_and_bound,CA3 Granule,19,transition,EC LI II Multipolar Pyramidal,EC LIII Stellate,29349.85984134182
branch_and_bound,CA3 Granule,20,transition,EC LIII Stellate,EC LIII Pyramidal,65.42000887199006
branch_and_bound,CA3 Granule,21,transition,EC LIII Pyramidal,EC LV Deep Pyramidal,31.48238204973288
branch_and_bound,CA3 Granule,22,transition,EC LV Deep Pyramidal,MEC LV Pyramidal,172.39609835538727
branch_and_bound,CA3 Granule,23,transition,MEC LV Pyramidal,DG Granule,9568.736896643586
branch_and_bound,CA3 Granule,24,transition,DG Granule,DG Mossy,44908.709978571016
branch_and_bound,CA3 Granule,25,transition,DG Mossy,DG Semilunar Granule,50.6486718617241
branch_and_bound,CA3 Granule,26,transition,DG Semilunar Granule,DG Hilar Ectopic Granule,4588.842439594102
branch_and_bound,CA3 Granule,27,transition,DG Hilar Ectopic Granule,CA3 Pyramidal,0.0133035385226386
branch_and_bound,CA3 Granule,28,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
branch_and_bound,CA3 Granule,29,transition,CA2 Pyramidal,CA1 Radiatum Giant,263.0645063940111
branch_and_bound,CA3 Pyramidal,1,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
branch_and_bound,CA3 Pyramidal,2,transition,CA2 Pyramidal,CA1 Pyramidal,5532.563189259333
branch_and_bound,CA3 Pyramidal,3,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
branch_and_bound,CA3 Pyramidal,4,transition,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,86.77596588341953
branch_and_bound,CA3 Pyramidal,5,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
branch_and_bound,CA3 Pyramidal,6,transition,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,304.0317537911717
branch_and_bound,CA3 Pyramidal,7,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
branch_and_bound,CA3 Pyramidal,8,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
branch_and_bound,CA3 Pyramidal,9,transition,EC LIII Pyramidal Stellate,MEC LIII Complex Pyramidal,647.4324185181202
branch_and_bound,CA3 Pyramidal,10,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
branch_and_bound,CA3 Pyramidal,11,transition,MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,2253.263353922492
branch_and_bound,CA3 Pyramidal,12,transition,MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,156.10322882603091
branch_and_bound,CA3 Pyramidal,13,transition,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,750.744376370936
branch_and_bound,CA3 Pyramidal,14,transition,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213
branch_and_bound,CA3 Pyramidal,15,transition,MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal,70.51994016979222
branch_and_bound,CA3 Pyramidal,16,transition,MEC LII Oblique Pyramidal,EC LIII Pyramidal,11.986703742041488
branch_and_bound,CA3 Pyramidal,17,transition,EC LIII Pyramidal,EC LII III Pyramidal Tripolar,18.60625677457176
branch_and_bound,CA3 Pyramidal,18,transition,EC LII III Pyramidal Tripolar,EC LI II Pyramidal Fan,372.0363013112631
branch_and_bound,CA3 Pyramidal,19,transition,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,7472.437106847604
branch_and_bound,CA3 Pyramidal,20,transition,EC LI II Multipolar Pyramidal,EC LIII Stellate,29349.85984134182
branch_and_bound,CA3 Pyramidal,21,transition,EC LIII Stellate,EC LIII V Bipolar Pyramidal,17.203193101718238
branch_and_bound,CA3 Pyramidal,22,transition,EC LIII V Bipolar Pyramidal,EC LV Deep Pyramidal,430.7344261554038
branch_and_bound,CA3 Pyramidal,23,transition,EC LV Deep Pyramidal,MEC LV Pyramidal,172.39609835538727
branch_and_bound,CA3 Pyramidal,24,transition,MEC LV Pyramidal,DG Granule,9568.736896643586
branch_and_bound,CA3 Pyramidal,25,transition,DG Granule,DG Mossy,44908.709978571016
branch_and_bound,CA3 Pyramidal,26,transition,DG Mossy,DG Hilar Ectopic Granule,2119.754290320353
branch_and_bound,CA3 Pyramidal,27,transition,DG Hilar Ectopic Granule,CA3c Pyramidal,0.0550567880071112
branch_and_bound,CA3 Pyramidal,28,transition,CA3c Pyramidal,CA1 Radiatum Giant,4064.510468839344
branch_and_bound,CA3c Pyramidal,1,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
branch_and_bound,CA3c Pyramidal,2,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
branch_and_bound,CA3c Pyramidal,3,transition,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,86.77596588341953
branch_and_bound,CA3c Pyramidal,4,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
branch_and_bound,CA3c Pyramidal,5,transition,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,304.0317537911717
branch_and_bound,CA3c Pyramidal,6,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
branch_and_bound,CA3c Pyramidal,7,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
branch_and_bound,CA3c Pyramidal,8,transition,EC LIII Pyramidal Stellate,MEC LIII Complex Pyramidal,647.4324185181202
branch_and_bound,CA3c Pyramidal,9,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
branch_and_bound,CA3c Pyramidal,10,transition,MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,2253.263353922492
branch_and_bound,CA3c Pyramidal,11,transition,MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,156.10322882603091
branch_and_bound,CA3c Pyramidal,12,transition,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,750.744376370936
branch_and_bound,CA3c Pyramidal,13,transition,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213
branch_and_bound,CA3c Pyramidal,14,transition,MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal,70.51994016979222
branch_and_bound,CA3c Pyramidal,15,transition,MEC LII Oblique Pyramidal,EC LIII V Bipolar Pyramidal,12.284976246784383
branch_and_bound,CA3c Pyramidal,16,transition,EC LIII V Bipolar Pyramidal,EC LII III Pyramidal Tripolar,340.43569682470206
branch_and_bound,CA3c Pyramidal,17,transition,EC LII III Pyramidal Tripolar,EC LI II Multipolar Pyramidal,4216.395703649579
branch_and_bound,CA3c Pyramidal,18,transition,EC LI II Multipolar Pyramidal,EC LIII Stellate,29349.85984134182
branch_and_bound,CA3c Pyramidal,19,transition,EC LIII Stellate,EC LIII Pyramidal,65.42000887199006
branch_and_bound,CA3c Pyramidal,20,transition,EC LIII Pyramidal,EC LV Deep Pyramidal,31.48238204973288
branch_and_bound,CA3c Pyramidal,21,transition,EC LV Deep Pyramidal,MEC LV Pyramidal,172.39609835538727
branch_and_bound,CA3c Pyramidal,22,transition,MEC LV Pyramidal,DG Granule,9568.736896643586
branch_and_bound,CA3c Pyramidal,23,transition,DG Granule,DG Mossy,44908.709978571016
branch_and_bound,CA3c Pyramidal,24,transition,DG Mossy,DG Semilunar Granule,50.6486718617241
branch_and_bound,CA3c Pyramidal,25,transition,DG Semilunar Granule,DG Hilar Ectopic Granule,4588.842439594102
branch_and_bound,CA3c Pyramidal,26,transition,DG Hilar Ectopic Granule,CA3 Pyramidal,0.0133035385226386
branch_and_bound,CA3c Pyramidal,27,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
branch_and_bound,CA3c Pyramidal,28,transition,CA2 Pyramidal,CA3 Granule,592.9863345985209
branch_and_bound,DG Granule,1,transition,DG Granule,DG Mossy,44908.709978571016
branch_and_bound,DG Granule,2,transition,DG Mossy,DG Hilar Ectopic Granule,2119.754290320353
branch_and_bound,DG Granule,3,transition,DG Hilar Ectopic Granule,CA3c Pyramidal,0.0550567880071112
branch_and_bound,DG Granule,4,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
branch_and_bound,DG Granule,5,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
branch_and_bound,DG Granule,6,transition,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,86.77596588341953
branch_and_bound,DG Granule,7,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
branch_and_bound,DG Granule,8,transition,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,304.0317537911717
branch_and_bound,DG Granule,9,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
branch_and_bound,DG Granule,10,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
branch_and_bound,DG Granule,11,transition,EC LIII Pyramidal Stellate,MEC LIII Complex Pyramidal,647.4324185181202
branch_and_bound,DG Granule,12,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
branch_and_bound,DG Granule,13,transition,MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,2253.263353922492
branch_and_bound,DG Granule,14,transition,MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,156.10322882603091
branch_and_bound,DG Granule,15,transition,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,750.744376370936
branch_and_bound,DG Granule,16,transition,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213
branch_and_bound,DG Granule,17,transition,MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal,70.51994016979222
branch_and_bound,DG Granule,18,transition,MEC LII Oblique Pyramidal,EC LIII V Bipolar Pyramidal,12.284976246784383
branch_and_bound,DG Granule,19,transition,EC LIII V Bipolar Pyramidal,EC LII III Pyramidal Tripolar,340.43569682470206
branch_and_bound,DG Granule,20,transition,EC LII III Pyramidal Tripolar,EC LI II Multipolar Pyramidal,4216.395703649579
branch_and_bound,DG Granule,21,transition,EC LI II Multipolar Pyramidal,EC LIII Stellate,29349.85984134182
branch_and_bound,DG Granule,22,transition,EC LIII Stellate,EC LIII Pyramidal,65.42000887199006
branch_and_bound,DG Granule,23,transition,EC LIII Pyramidal,EC LV Deep Pyramidal,31.48238204973288
branch_and_bound,DG Granule,24,transition,EC LV Deep Pyramidal,MEC LV Pyramidal,172.39609835538727
branch_and_bound,DG Granule,25,transition,MEC LV Pyramidal,DG Semilunar Granule,525.4341809218159
branch_and_bound,DG Granule,26,transition,DG Semilunar Granule,CA3 Pyramidal,64.21877861632397
branch_and_bound,DG Granule,27,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
branch_and_bound,DG Granule,28,transition,CA2 Pyramidal,CA3 Granule,592.9863345985209
branch_and_bound,DG Hilar Ectopic Granule,1,transition,DG Hilar Ectopic Granule,DG Mossy,1.6138578915994803
branch_and_bound,DG Hilar Ectopic Granule,2,transition,DG Mossy,DG Granule,968.2502990077752
branch_and_bound,DG Hilar Ectopic Granule,3,transition,DG Granule,CA2 Pyramidal,3360.733225493062
branch_and_bound,DG Hilar Ectopic Granule,4,transition,CA2 Pyramidal,CA1 Pyramidal,5532.563189259333
branch_and_bound,DG Hilar Ectopic Granule,5,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
branch_and_bound,DG Hilar Ectopic Granule,6,transition,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,86.77596588341953
branch_and_bound,DG Hilar Ectopic Granule,7,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
branch_and_bound,DG Hilar Ectopic Granule,8,transition,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,304.0317537911717
branch_and_bound,DG Hilar Ectopic Granule,9,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
branch_and_bound,DG Hilar Ectopic Granule,10,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
branch_and_bound,DG Hilar Ectopic Granule,11,transition,EC LIII Pyramidal Stellate,MEC LIII Complex Pyramidal,647.4324185181202
branch_and_bound,DG Hilar Ectopic Granule,12,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
branch_and_bound,DG Hilar Ectopic Granule,13,transition,MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,2253.263353922492
branch_and_bound,DG Hilar Ectopic Granule,14,transition,MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,156.10322882603091
branch_and_bound,DG Hilar Ectopic Granule,15,transition,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,750.744376370936
branch_and_bound,DG Hilar Ectopic Granule,16,transition,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213
branch_and_bound,DG Hilar Ectopic Granule,17,transition,MEC LV Superficial Pyramidal,MEC LV Pyramidal,138.477786593687
branch_and_bound,DG Hilar Ectopic Granule,18,transition,MEC LV Pyramidal,EC LI II Pyramidal Fan,17.464155842330424
branch_and_bound,DG Hilar Ectopic Granule,19,transition,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,7472.437106847604
branch_and_bound,DG Hilar Ectopic Granule,20,transition,EC LI II Multipolar Pyramidal,EC LIII Stellate,29349.85984134182
branch_and_bound,DG Hilar Ectopic Granule,21,transition,EC LIII Stellate,EC LII III Pyramidal Tripolar,69.81600034271409
branch_and_bound,DG Hilar Ectopic Granule,22,transition,EC LII III Pyramidal Tripolar,DG Semilunar Granule,236.3870433024337
branch_and_bound,DG Hilar Ectopic Granule,23,transition,DG Semilunar Granule,CA3 Pyramidal,64.21877861632397
branch_and_bound,DG Hilar Ectopic Granule,24,transition,CA3 Pyramidal,CA3c Pyramidal,6774.278639391325
branch_and_bound,DG Hilar Ectopic Granule,25,transition,CA3c Pyramidal,CA1 Radiatum Giant,4064.510468839344
branch_and_bound,DG Mossy,1,transition,DG Mossy,DG Hilar Ectopic Granule,2119.754290320353
branch_and_bound,DG Mossy,2,transition,DG Hilar Ectopic Granule,CA3c Pyramidal,0.0550567880071112
branch_and_bound,DG Mossy,3,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
branch_and_bound,DG Mossy,4,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
branch_and_bound,DG Mossy,5,transition,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,86.77596588341953
branch_and_bound,DG Mossy,6,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
branch_and_bound,DG Mossy,7,transition,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,304.0317537911717
branch_and_bound,DG Mossy,8,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
branch_and_bound,DG Mossy,9,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
branch_and_bound,DG Mossy,10,transition,EC LIII Pyramidal Stellate,MEC LIII Complex Pyramidal,647.4324185181202
branch_and_bound,DG Mossy,11,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
branch_and_bound,DG Mossy,12,transition,MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,2253.263353922492
branch_and_bound,DG Mossy,13,transition,MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,156.10322882603091
branch_and_bound,DG Mossy,14,transition,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,750.744376370936
branch_and_bound,DG Mossy,15,transition,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213
branch_and_bound,DG Mossy,16,transition,MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal,70.51994016979222
branch_and_bound,DG Mossy,17,transition,MEC LII Oblique Pyramidal,EC LIII V Bipolar Pyramidal,12.284976246784383
branch_and_bound,DG Mossy,18,transition,EC LIII V Bipolar Pyramidal,EC LII III Pyramidal Tripolar,340.43569682470206
branch_and_bound,DG Mossy,19,transition,EC LII III Pyramidal Tripolar,EC LI II Pyramidal Fan,372.0363013112631
branch_and_bound,DG Mossy,20,transition,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,7472.437106847604
branch_and_bound,DG Mossy,21,transition,EC LI II Multipolar Pyramidal,EC LIII Stellate,29349.85984134182
branch_and_bound,DG Mossy,22,transition,EC LIII Stellate,EC LIII Pyramidal,65.42000887199006
branch_and_bound,DG Mossy,23,transition,EC LIII Pyramidal,EC LV Deep Pyramidal,31.48238204973288
branch_and_bound,DG Mossy,24,transition,EC LV Deep Pyramidal,MEC LV Pyramidal,172.39609835538727
branch_and_bound,DG Mossy,25,transition,MEC LV Pyramidal,DG Granule,9568.736896643586
branch_and_bound,DG Mossy,26,transition,DG Granule,CA3 Pyramidal,234.86430763410192
branch_and_bound,DG Mossy,27,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
branch_and_bound,DG Mossy,28,transition,CA2 Pyramidal,CA3 Granule,592.9863345985209
branch_and_bound,DG Semilunar Granule,1,transition,DG Semilunar Granule,DG Mossy,5155.105798787127
branch_and_bound,DG Semilunar Granule,2,transition,DG Mossy,DG Hilar Ectopic Granule,2119.754290320353
branch_and_bound,DG Semilunar Granule,3,transition,DG Hilar Ectopic Granule,CA3c Pyramidal,0.0550567880071112
branch_and_bound,DG Semilunar Granule,4,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
branch_and_bound,DG Semilunar Granule,5,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
branch_and_bound,DG Semilunar Granule,6,transition,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,86.77596588341953
branch_and_bound,DG Semilunar Granule,7,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
branch_and_bound,DG Semilunar Granule,8,transition,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,304.0317537911717
branch_and_bound,DG Semilunar Granule,9,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
branch_and_bound,DG Semilunar Granule,10,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
branch_and_bound,DG Semilunar Granule,11,transition,EC LIII Pyramidal Stellate,MEC LIII Complex Pyramidal,647.4324185181202
branch_and_bound,DG Semilunar Granule,12,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
branch_and_bound,DG Semilunar Granule,13,transition,MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,2253.263353922492
branch_and_bound,DG Semilunar Granule,14,transition,MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,156.10322882603091
branch_and_bound,DG Semilunar Granule,15,transition,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,750.744376370936
branch_and_bound,DG Semilunar Granule,16,transition,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213
branch_and_bound,DG Semilunar Granule,17,transition,MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal,70.51994016979222
branch_and_bound,DG Semilunar Granule,18,transition,MEC LII Oblique Pyramidal,EC LII III Pyramidal Tripolar,11.97337518907701
branch_and_bound,DG Semilunar Granule,19,transition,EC LII III Pyramidal Tripolar,EC LI II Multipolar Pyramidal,4216.395703649579
branch_and_bound,DG Semilunar Granule,20,transition,EC LI II Multipolar Pyramidal,EC LIII Stellate,29349.85984134182
branch_and_bound,DG Semilunar Granule,21,transition,EC LIII Stellate,EC LIII Pyramidal,65.42000887199006
branch_and_bound,DG Semilunar Granule,22,transition,EC LIII Pyramidal,EC LIII V Bipolar Pyramidal,34.402964559753684
branch_and_bound,DG Semilunar Granule,23,transition,EC LIII V Bipolar Pyramidal,EC LV Deep Pyramidal,430.7344261554038
branch_and_bound,DG Semilunar Granule,24,transition,EC LV Deep Pyramidal,MEC LV Pyramidal,172.39609835538727
branch_and_bound,DG Semilunar Granule,25,transition,MEC LV Pyramidal,DG Granule,9568.736896643586
branch_and_bound,DG Semilunar Granule,26,transition,DG Granule,CA3 Pyramidal,234.86430763410192
branch_and_bound,DG Semilunar Granule,27,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
branch_and_bound,DG Semilunar Granule,28,transition,CA2 Pyramidal,CA3 Granule,592.9863345985209
branch_and_bound,EC LI II Multipolar Pyramidal,1,transition,EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,30698.001365671505
branch_and_bound,EC LI II Multipolar Pyramidal,2,transition,MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,861.1914192115519
branch_and_bound,EC LI II Multipolar Pyramidal,3,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
branch_and_bound,EC LI II Multipolar Pyramidal,4,transition,MEC LII Stellate,CA3 Granule,19640.6765649223
branch_and_bound,EC LI II Multipolar Pyramidal,5,transition,CA3 Granule,CA3c Pyramidal,2.280811281935155
branch_and_bound,EC LI II Multipolar Pyramidal,6,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
branch_and_bound,EC LI II Multipolar Pyramidal,7,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
branch_and_bound,EC LI II Multipolar Pyramidal,8,transition,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,86.77596588341953
branch_and_bound,EC LI II Multipolar Pyramidal,9,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
branch_and_bound,EC LI II Multipolar Pyramidal,10,transition,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,304.0317537911717
branch_and_bound,EC LI II Multipolar Pyramidal,11,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
branch_and_bound,EC LI II Multipolar Pyramidal,12,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
branch_and_bound,EC LI II Multipolar Pyramidal,13,transition,EC LIII Pyramidal Stellate,EC LII III Pyramidal Tripolar,254.6407583376596
branch_and_bound,EC LI II Multipolar Pyramidal,14,transition,EC LII III Pyramidal Tripolar,DG Granule,2807.534322760256
branch_and_bound,EC LI II Multipolar Pyramidal,15,transition,DG Granule,DG Mossy,44908.709978571016
branch_and_bound,EC LI II Multipolar Pyramidal,16,transition,DG Mossy,DG Semilunar Granule,50.6486718617241
branch_and_bound,EC LI II Multipolar Pyramidal,17,transition,DG Semilunar Granule,DG Hilar Ectopic Granule,4588.842439594102
branch_and_bound,EC LI II Multipolar Pyramidal,18,transition,DG Hilar Ectopic Granule,CA3 Pyramidal,0.0133035385226386
branch_and_bound,EC LI II Multipolar Pyramidal,19,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
branch_and_bound,EC LI II Multipolar Pyramidal,20,transition,CA2 Pyramidal,CA1 Radiatum Giant,263.0645063940111
branch_and_bound,EC LI II Pyramidal Fan,1,transition,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,7472.437106847604
branch_and_bound,EC LI II Pyramidal Fan,2,transition,EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,30698.001365671505
branch_and_bound,EC LI II Pyramidal Fan,3,transition,MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,861.1914192115519
branch_and_bound,EC LI II Pyramidal Fan,4,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
branch_and_bound,EC LI II Pyramidal Fan,5,transition,MEC LII Stellate,CA3 Granule,19640.6765649223
branch_and_bound,EC LI II Pyramidal Fan,6,transition,CA3 Granule,CA3c Pyramidal,2.280811281935155
branch_and_bound,EC LI II Pyramidal Fan,7,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
branch_and_bound,EC LI II Pyramidal Fan,8,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
branch_and_bound,EC LI II Pyramidal Fan,9,transition,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,86.77596588341953
branch_and_bound,EC LI II Pyramidal Fan,10,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
branch_and_bound,EC LI II Pyramidal Fan,11,transition,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,304.0317537911717
branch_and_bound,EC LI II Pyramidal Fan,12,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
branch_and_bound,EC LI II Pyramidal Fan,13,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
branch_and_bound,EC LI II Pyramidal Fan,14,transition,EC LIII Pyramidal Stellate,EC LII III Pyramidal Tripolar,254.6407583376596
branch_and_bound,EC LI II Pyramidal Fan,15,transition,EC LII III Pyramidal Tripolar,DG Granule,2807.534322760256
branch_and_bound,EC LI II Pyramidal Fan,16,transition,DG Granule,DG Mossy,44908.709978571016
