method,seed,step,edge_type,sender,receiver,weight
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,14,transition,EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,30698.001365671505
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,15,transition,MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,861.1914192115519
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,16,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,17,transition,MEC LII Stellate,CA3 Granule,19640.6765649223
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,18,transition,CA3 Granule,CA3 Pyramidal,0.942018883295193
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,19,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,20,transition,CA2 Pyramidal,CA3c Pyramidal,2212.266414990227
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,21,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,22,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,23,transition,MEC LV VI Pyramidal Polymorphic,EC LV Deep Pyramidal,78.22850736136446
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,24,transition,EC LV Deep Pyramidal,MEC LV Pyramidal,172.39609835538727
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,25,transition,MEC LV Pyramidal,DG Granule,9568.736896643586
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,26,transition,DG Granule,DG Mossy,44908.709978571016
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,27,transition,DG Mossy,DG Semilunar Granule,50.6486718617241
milp_subtour_elimination,EC LIV VI Deep Multipolar Principal,28,transition,DG Semilunar Granule,DG Hilar Ectopic Granule,4588.842439594102
milp_subtour_elimination,EC LV Deep Pyramidal,1,transition,EC LV Deep Pyramidal,MEC LV Pyramidal,172.39609835538727
milp_subtour_elimination,EC LV Deep Pyramidal,2,transition,MEC LV Pyramidal,DG Granule,9568.736896643586
milp_subtour_elimination,EC LV Deep Pyramidal,3,transition,DG Granule,DG Mossy,44908.709978571016
milp_subtour_elimination,EC LV Deep Pyramidal,4,transition,DG Mossy,DG Semilunar Granule,50.6486718617241
milp_subtour_elimination,EC LV Deep Pyramidal,5,transition,DG Semilunar Granule,DG Hilar Ectopic Granule,4588.842439594102
milp_subtour_elimination,EC LV Deep Pyramidal,6,transition,DG Hilar Ectopic Granule,CA3 Pyramidal,0.0133035385226386
milp_subtour_elimination,EC LV Deep Pyramidal,7,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
milp_subtour_elimination,EC LV Deep Pyramidal,8,transition,CA2 Pyramidal,CA3c Pyramidal,2212.266414990227
milp_subtour_elimination,EC LV Deep Pyramidal,9,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
milp_subtour_elimination,EC LV Deep Pyramidal,10,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
milp_subtour_elimination,EC LV Deep Pyramidal,11,transition,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,86.77596588341953
milp_subtour_elimination,EC LV Deep Pyramidal,12,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
milp_subtour_elimination,EC LV Deep Pyramidal,13,transition,LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,101.04977810289805
milp_subtour_elimination,EC LV Deep Pyramidal,14,transition,EC LIII V Bipolar Pyramidal,LEC LIII Multipolar Principal,1092.637693563088
milp_subtour_elimination,EC LV Deep Pyramidal,15,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
milp_subtour_elimination,EC LV Deep Pyramidal,16,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
milp_subtour_elimination,EC LV Deep Pyramidal,17,transition,EC LIII Pyramidal Stellate,EC LII III Pyramidal Tripolar,254.6407583376596
milp_subtour_elimination,EC LV Deep Pyramidal,18,transition,EC LII III Pyramidal Tripolar,EC LIII Stellate,2760.010200610732
milp_subtour_elimination,EC LV Deep Pyramidal,19,transition,EC LIII Stellate,EC LIII Pyramidal,65.42000887199006
milp_subtour_elimination,EC LV Deep Pyramidal,20,transition,EC LIII Pyramidal,MEC LII III Pyramidal Multiform,17.53379191328466
milp_subtour_elimination,EC LV Deep Pyramidal,21,transition,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,750.744376370936
milp_subtour_elimination,EC LV Deep Pyramidal,22,transition,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213
milp_subtour_elimination,EC LV Deep Pyramidal,23,transition,MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,3.037796001788656
milp_subtour_elimination,EC LV Deep Pyramidal,24,transition,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,7472.437106847604
milp_subtour_elimination,EC LV Deep Pyramidal,25,transition,EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,30698.001365671505
milp_subtour_elimination,EC LV Deep Pyramidal,26,transition,MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,861.1914192115519
milp_subtour_elimination,EC LV Deep Pyramidal,27,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
milp_subtour_elimination,EC LV Deep Pyramidal,28,transition,MEC LII Stellate,CA3 Granule,19640.6765649223
milp_subtour_elimination,LEC LIII Complex Pyramidal,1,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
milp_subtour_elimination,LEC LIII Complex Pyramidal,2,transition,EC LIII Pyramidal Stellate,MEC LII III Pyramidal Multiform,241.6045148791969
milp_subtour_elimination,LEC LIII Complex Pyramidal,3,transition,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,750.744376370936
milp_subtour_elimination,LEC LIII Complex Pyramidal,4,transition,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213
milp_subtour_elimination,LEC LIII Complex Pyramidal,5,transition,MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,3.037796001788656
milp_subtour_elimination,LEC LIII Complex Pyramidal,6,transition,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,7472.437106847604
milp_subtour_elimination,LEC LIII Complex Pyramidal,7,transition,EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,30698.001365671505
milp_subtour_elimination,LEC LIII Complex Pyramidal,8,transition,MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,861.1914192115519
milp_subtour_elimination,LEC LIII Complex Pyramidal,9,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
milp_subtour_elimination,LEC LIII Complex Pyramidal,10,transition,MEC LII Stellate,CA3 Granule,19640.6765649223
milp_subtour_elimination,LEC LIII Complex Pyramidal,11,transition,CA3 Granule,CA3 Pyramidal,0.942018883295193
milp_subtour_elimination,LEC LIII Complex Pyramidal,12,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
milp_subtour_elimination,LEC LIII Complex Pyramidal,13,transition,CA2 Pyramidal,CA3c Pyramidal,2212.266414990227
milp_subtour_elimination,LEC LIII Complex Pyramidal,14,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
milp_subtour_elimination,LEC LIII Complex Pyramidal,15,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
milp_subtour_elimination,LEC LIII Complex Pyramidal,16,transition,MEC LV VI Pyramidal Polymorphic,EC LV Deep Pyramidal,78.22850736136446
milp_subtour_elimination,LEC LIII Complex Pyramidal,17,transition,EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,326.6081416722669
milp_subtour_elimination,LEC LIII Complex Pyramidal,18,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
milp_subtour_elimination,LEC LIII Complex Pyramidal,19,transition,LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,101.04977810289805
milp_subtour_elimination,LEC LIII Complex Pyramidal,20,transition,EC LIII V Bipolar Pyramidal,LEC LIII Multipolar Principal,1092.637693563088
milp_subtour_elimination,LEC LIII Complex Pyramidal,21,transition,LEC LIII Multipolar Principal,EC LII III Pyramidal Tripolar,312.6527957360244
milp_subtour_elimination,LEC LIII Complex Pyramidal,22,transition,EC LII III Pyramidal Tripolar,EC LIII Stellate,2760.010200610732
milp_subtour_elimination,LEC LIII Complex Pyramidal,23,transition,EC LIII Stellate,EC LIII Pyramidal,65.42000887199006
milp_subtour_elimination,LEC LIII Complex Pyramidal,24,transition,EC LIII Pyramidal,MEC LV Pyramidal,12.760099858249111
milp_subtour_elimination,LEC LIII Complex Pyramidal,25,transition,MEC LV Pyramidal,DG Granule,9568.736896643586
milp_subtour_elimination,LEC LIII Complex Pyramidal,26,transition,DG Granule,DG Mossy,44908.709978571016
milp_subtour_elimination,LEC LIII Complex Pyramidal,27,transition,DG Mossy,DG Semilunar Granule,50.6486718617241
milp_subtour_elimination,LEC LIII Complex Pyramidal,28,transition,DG Semilunar Granule,DG Hilar Ectopic Granule,4588.842439594102
milp_subtour_elimination,LEC LIII Multipolar Principal,1,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
milp_subtour_elimination,LEC LIII Multipolar Principal,2,transition,LEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,366.36278097895246
milp_subtour_elimination,LEC LIII Multipolar Principal,3,transition,EC LII III Pyramidal Tripolar,EC LIII Stellate,2760.010200610732
milp_subtour_elimination,LEC LIII Multipolar Principal,4,transition,EC LIII Stellate,MEC LII III Pyramidal Multiform,64.21168926195364
milp_subtour_elimination,LEC LIII Multipolar Principal,5,transition,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,750.744376370936
milp_subtour_elimination,LEC LIII Multipolar Principal,6,transition,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213
milp_subtour_elimination,LEC LIII Multipolar Principal,7,transition,MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,3.037796001788656
milp_subtour_elimination,LEC LIII Multipolar Principal,8,transition,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,7472.437106847604
milp_subtour_elimination,LEC LIII Multipolar Principal,9,transition,EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,30698.001365671505
milp_subtour_elimination,LEC LIII Multipolar Principal,10,transition,MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,861.1914192115519
milp_subtour_elimination,LEC LIII Multipolar Principal,11,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
milp_subtour_elimination,LEC LIII Multipolar Principal,12,transition,MEC LII Stellate,CA3 Granule,19640.6765649223
milp_subtour_elimination,LEC LIII Multipolar Principal,13,transition,CA3 Granule,CA3 Pyramidal,0.942018883295193
milp_subtour_elimination,LEC LIII Multipolar Principal,14,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
milp_subtour_elimination,LEC LIII Multipolar Principal,15,transition,CA2 Pyramidal,CA3c Pyramidal,2212.266414990227
milp_subtour_elimination,LEC LIII Multipolar Principal,16,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
milp_subtour_elimination,LEC LIII Multipolar Principal,17,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
milp_subtour_elimination,LEC LIII Multipolar Principal,18,transition,MEC LV VI Pyramidal Polymorphic,EC LV Deep Pyramidal,78.22850736136446
milp_subtour_elimination,LEC LIII Multipolar Principal,19,transition,EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,326.6081416722669
milp_subtour_elimination,LEC LIII Multipolar Principal,20,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
milp_subtour_elimination,LEC LIII Multipolar Principal,21,transition,LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,101.04977810289805
milp_subtour_elimination,LEC LIII Multipolar Principal,22,transition,EC LIII V Bipolar Pyramidal,EC LIII Pyramidal Stellate,601.3553812101552
milp_subtour_elimination,LEC LIII Multipolar Principal,23,transition,EC LIII Pyramidal Stellate,EC LIII Pyramidal,241.99019548048847
milp_subtour_elimination,LEC LIII Multipolar Principal,24,transition,EC LIII Pyramidal,MEC LV Pyramidal,12.760099858249111
milp_subtour_elimination,LEC LIII Multipolar Principal,25,transition,MEC LV Pyramidal,DG Granule,9568.736896643586
milp_subtour_elimination,LEC LIII Multipolar Principal,26,transition,DG Granule,DG Mossy,44908.709978571016
milp_subtour_elimination,LEC LIII Multipolar Principal,27,transition,DG Mossy,DG Semilunar Granule,50.6486718617241
milp_subtour_elimination,LEC LIII Multipolar Principal,28,transition,DG Semilunar Granule,DG Hilar Ectopic Granule,4588.842439594102
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,1,transition,LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,101.04977810289805
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,2,transition,EC LIII V Bipolar Pyramidal,EC LIII Pyramidal Stellate,601.3553812101552
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,3,transition,EC LIII Pyramidal Stellate,MEC LII III Pyramidal Multiform,241.6045148791969
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,4,transition,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,750.744376370936
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,5,transition,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,6,transition,MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,3.037796001788656
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,7,transition,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,7472.437106847604
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,8,transition,EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,30698.001365671505
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,9,transition,MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,861.1914192115519
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,10,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,11,transition,MEC LII Stellate,CA3 Granule,19640.6765649223
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,12,transition,CA3 Granule,CA3 Pyramidal,0.942018883295193
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,13,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,14,transition,CA2 Pyramidal,CA3c Pyramidal,2212.266414990227
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,15,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,16,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,17,transition,MEC LV VI Pyramidal Polymorphic,EC LV Deep Pyramidal,78.22850736136446
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,18,transition,EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,326.6081416722669
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,19,transition,EC LIV VI Deep Multipolar Principal,LEC LIII Multipolar Principal,1887.6870292903488
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,20,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,21,transition,LEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,366.36278097895246
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,22,transition,EC LII III Pyramidal Tripolar,EC LIII Stellate,2760.010200610732
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,23,transition,EC LIII Stellate,EC LIII Pyramidal,65.42000887199006
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,24,transition,EC LIII Pyramidal,MEC LV Pyramidal,12.760099858249111
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,25,transition,MEC LV Pyramidal,DG Granule,9568.736896643586
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,26,transition,DG Granule,DG Mossy,44908.709978571016
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,27,transition,DG Mossy,DG Semilunar Granule,50.6486718617241
milp_subtour_elimination,LEC LVI Multipolar Pyramidal,28,transition,DG Semilunar Granule,DG Hilar Ectopic Granule,4588.842439594102
milp_subtour_elimination,MEC LII III Pyramidal Multiform,1,transition,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,750.744376370936
milp_subtour_elimination,MEC LII III Pyramidal Multiform,2,transition,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,138.44761428854213
milp_subtour_elimination,MEC LII III Pyramidal Multiform,3,transition,MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,3.037796001788656
milp_subtour_elimination,MEC LII III Pyramidal Multiform,4,transition,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,7472.437106847604
milp_subtour_elimination,MEC LII III Pyramidal Multiform,5,transition,EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,30698.001365671505
milp_subtour_elimination,MEC LII III Pyramidal Multiform,6,transition,MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,861.1914192115519
milp_subtour_elimination,MEC LII III Pyramidal Multiform,7,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
milp_subtour_elimination,MEC LII III Pyramidal Multiform,8,transition,MEC LII Stellate,CA3 Granule,19640.6765649223
milp_subtour_elimination,MEC LII III Pyramidal Multiform,9,transition,CA3 Granule,CA3 Pyramidal,0.942018883295193
milp_subtour_elimination,MEC LII III Pyramidal Multiform,10,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
milp_subtour_elimination,MEC LII III Pyramidal Multiform,11,transition,CA2 Pyramidal,CA3c Pyramidal,2212.266414990227
milp_subtour_elimination,MEC LII III Pyramidal Multiform,12,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
milp_subtour_elimination,MEC LII III Pyramidal Multiform,13,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
milp_subtour_elimination,MEC LII III Pyramidal Multiform,14,transition,MEC LV VI Pyramidal Polymorphic,EC LV Deep Pyramidal,78.22850736136446
milp_subtour_elimination,MEC LII III Pyramidal Multiform,15,transition,EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,326.6081416722669
milp_subtour_elimination,MEC LII III Pyramidal Multiform,16,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
milp_subtour_elimination,MEC LII III Pyramidal Multiform,17,transition,LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,101.04977810289805
milp_subtour_elimination,MEC LII III Pyramidal Multiform,18,transition,EC LIII V Bipolar Pyramidal,LEC LIII Multipolar Principal,1092.637693563088
milp_subtour_elimination,MEC LII III Pyramidal Multiform,19,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
milp_subtour_elimination,MEC LII III Pyramidal Multiform,20,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
milp_subtour_elimination,MEC LII III Pyramidal Multiform,21,transition,EC LIII Pyramidal Stellate,EC LII III Pyramidal Tripolar,254.6407583376596
milp_subtour_elimination,MEC LII III Pyramidal Multiform,22,transition,EC LII III Pyramidal Tripolar,EC LIII Stellate,2760.010200610732
milp_subtour_elimination,MEC LII III Pyramidal Multiform,23,transition,EC LIII Stellate,EC LIII Pyramidal,65.42000887199006
milp_subtour_elimination,MEC LII III Pyramidal Multiform,24,transition,EC LIII Pyramidal,MEC LV Pyramidal,12.760099858249111
milp_subtour_elimination,MEC LII III Pyramidal Multiform,25,transition,MEC LV Pyramidal,DG Granule,9568.736896643586
milp_subtour_elimination,MEC LII III Pyramidal Multiform,26,transition,DG Granule,DG Mossy,44908.709978571016
milp_subtour_elimination,MEC LII III Pyramidal Multiform,27,transition,DG Mossy,DG Semilunar Granule,50.6486718617241
milp_subtour_elimination,MEC LII III Pyramidal Multiform,28,transition,DG Semilunar Granule,DG Hilar Ectopic Granule,4588.842439594102
milp_subtour_elimination,MEC LII Oblique Pyramidal,1,transition,MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,73.63513359542591
milp_subtour_elimination,MEC LII Oblique Pyramidal,2,transition,MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,3.037796001788656
milp_subtour_elimination,MEC LII Oblique Pyramidal,3,transition,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,7472.437106847604
milp_subtour_elimination,MEC LII Oblique Pyramidal,4,transition,EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,30698.001365671505
milp_subtour_elimination,MEC LII Oblique Pyramidal,5,transition,MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,861.1914192115519
milp_subtour_elimination,MEC LII Oblique Pyramidal,6,transition,MEC LIII Complex Pyramidal,MEC LII Stellate,1193.0847203135872
milp_subtour_elimination,MEC LII Oblique Pyramidal,7,transition,MEC LII Stellate,CA3 Granule,19640.6765649223
milp_subtour_elimination,MEC LII Oblique Pyramidal,8,transition,CA3 Granule,CA3 Pyramidal,0.942018883295193
milp_subtour_elimination,MEC LII Oblique Pyramidal,9,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
milp_subtour_elimination,MEC LII Oblique Pyramidal,10,transition,CA2 Pyramidal,CA3c Pyramidal,2212.266414990227
milp_subtour_elimination,MEC LII Oblique Pyramidal,11,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
milp_subtour_elimination,MEC LII Oblique Pyramidal,12,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
milp_subtour_elimination,MEC LII Oblique Pyramidal,13,transition,MEC LV VI Pyramidal Polymorphic,EC LV Deep Pyramidal,78.22850736136446
milp_subtour_elimination,MEC LII Oblique Pyramidal,14,transition,EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,326.6081416722669
milp_subtour_elimination,MEC LII Oblique Pyramidal,15,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
milp_subtour_elimination,MEC LII Oblique Pyramidal,16,transition,LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,101.04977810289805
milp_subtour_elimination,MEC LII Oblique Pyramidal,17,transition,EC LIII V Bipolar Pyramidal,LEC LIII Multipolar Principal,1092.637693563088
milp_subtour_elimination,MEC LII Oblique Pyramidal,18,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
milp_subtour_elimination,MEC LII Oblique Pyramidal,19,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
milp_subtour_elimination,MEC LII Oblique Pyramidal,20,transition,EC LIII Pyramidal Stellate,EC LII III Pyramidal Tripolar,254.6407583376596
milp_subtour_elimination,MEC LII Oblique Pyramidal,21,transition,EC LII III Pyramidal Tripolar,EC LIII Stellate,2760.010200610732
milp_subtour_elimination,MEC LII Oblique Pyramidal,22,transition,EC LIII Stellate,EC LIII Pyramidal,65.42000887199006
milp_subtour_elimination,MEC LII Oblique Pyramidal,23,transition,EC LIII Pyramidal,MEC LII III Pyramidal Multiform,17.53379191328466
milp_subtour_elimination,MEC LII Oblique Pyramidal,24,transition,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,750.744376370936
milp_subtour_elimination,MEC LII Oblique Pyramidal,25,transition,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,115.70855122819788
milp_subtour_elimination,MEC LII Oblique Pyramidal,26,transition,MEC LV Pyramidal,DG Granule,9568.736896643586
milp_subtour_elimination,MEC LII Oblique Pyramidal,27,transition,DG Granule,DG Mossy,44908.709978571016
milp_subtour_elimination,MEC LII Oblique Pyramidal,28,transition,DG Mossy,DG Semilunar Granule,50.6486718617241
milp_subtour_elimination,MEC LII Oblique Pyramidal,29,transition,DG Semilunar Granule,DG Hilar Ectopic Granule,4588.842439594102
milp_subtour_elimination,MEC LII Stellate,1,transition,MEC LII Stellate,CA3 Granule,19640.6765649223
milp_subtour_elimination,MEC LII Stellate,2,transition,CA3 Granule,CA3 Pyramidal,0.942018883295193
milp_subtour_elimination,MEC LII Stellate,3,transition,CA3 Pyramidal,CA2 Pyramidal,12467.302061608583
milp_subtour_elimination,MEC LII Stellate,4,transition,CA2 Pyramidal,CA3c Pyramidal,2212.266414990227
milp_subtour_elimination,MEC LII Stellate,5,transition,CA3c Pyramidal,CA1 Pyramidal,85609.60976338176
milp_subtour_elimination,MEC LII Stellate,6,transition,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,13564.64480225756
milp_subtour_elimination,MEC LII Stellate,7,transition,MEC LV VI Pyramidal Polymorphic,EC LV Deep Pyramidal,78.22850736136446
milp_subtour_elimination,MEC LII Stellate,8,transition,EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,326.6081416722669
milp_subtour_elimination,MEC LII Stellate,9,transition,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,2246.3636143897743
milp_subtour_elimination,MEC LII Stellate,10,transition,LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,101.04977810289805
milp_subtour_elimination,MEC LII Stellate,11,transition,EC LIII V Bipolar Pyramidal,LEC LIII Multipolar Principal,1092.637693563088
milp_subtour_elimination,MEC LII Stellate,12,transition,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,556.0635991085179
milp_subtour_elimination,MEC LII Stellate,13,transition,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,538.1000722266449
milp_subtour_elimination,MEC LII Stellate,14,transition,EC LIII Pyramidal Stellate,EC LII III Pyramidal Tripolar,254.6407583376596
milp_subtour_elimination,MEC LII Stellate,15,transition,EC LII III Pyramidal Tripolar,EC LIII Stellate,2760.010200610732
milp_subtour_elimination,MEC LII Stellate,16,transition,EC LIII Stellate,EC LIII Pyramidal,65.42000887199006
milp_subtour_elimination,MEC LII Stellate,17,transition,EC LIII Pyramidal,MEC LV Superficial Pyramidal,17.56277497888917
milp_subtour_elimination,MEC LII Stellate,18,transition,MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,3.037796001788656
milp_subtour_elimination,MEC LII Stellate,19,transition,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,7472.437106847604
milp_subtour_elimination,MEC LII Stellate,20,transition,EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,30698.001365671505
milp_subtour_elimination,MEC LII Stellate,21,transition,MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,861.1914192115519
milp_subtour_elimination,MEC LII Stellate,22,transition,MEC LIII Complex Pyramidal,MEC LII Oblique Pyramidal,569.2148212010752
