sender,receiver,inhibitory_weight,is_self_connection,baseline_terminal_peak,ablated_terminal_peak,delta_terminal_peak
DG AIPRIM,DG Axo Axonic,0.09777806521399988,False,0.0008288548062565291,0.0008287825845077347,-7.222174879439793e-08
CA1 Back Projection,CA3 LMR Targeting,0.008516833097255021,False,0.0008288548062565291,0.000828780747479223,-7.405877730602001e-08
CA1 Ivy,CA1 Pyramidal,0.0017916404735502333,False,0.0008288548062565291,0.0008287796234969582,-7.518275957081166e-08
CA2 Basket,CA2 Basket,0.021948885442596634,True,0.0008288548062565291,0.0008287764272753023,-7.83789812267531e-08
CA1 Back Projection,DG AIPRIM,0.0139807570147587,False,0.0008288548062565291,0.0008287758609633508,-7.894529317829628e-08
CA1 Trilaminar,CA1 Bistratified,0.0049721255433601294,False,0.0008288548062565291,0.0008287622617837824,-9.254447274665862e-08
CA1 Basket CCK+,CA1 Bistratified,0.03480025466350724,False,0.0008288548062565291,0.0008287586825570715,-9.612369945757177e-08
CA1 Axo Axonic,CA1 Radiatum Giant,2.20164701201959e-05,False,0.0008288548062565291,0.0008287543173253516,-1.0048893117750243e-07
DG Total Molecular Layer,DG AIPRIM,0.054563925506464744,False,0.0008288548062565291,0.0008287432750792373,-1.1153117729172622e-07
CA1 SO SO,CA1 Back Projection,0.00220604574953202,False,0.0008288548062565291,0.0008287351593597715,-1.19646896757546e-07
CA1 Oriens Alveus,CA1 Back Projection,0.0028719191203312533,False,0.0008288548062565291,0.0008287207300953558,-1.340761611732296e-07
CA1 Bistratified,CA1 Back Projection,0.005910236776531409,False,0.0008288548062565291,0.0008287175668522207,-1.3723940430832374e-07
CA1 SO SO,CA1 Pyramidal,0.000470721904716953,False,0.0008288548062565291,0.0008286800445222761,-1.7476173425296036e-07
CA1 LMR,CA1 Pyramidal,0.00022038012090774226,False,0.0008288548062565291,0.0008286518258322277,-2.0298042430135117e-07
CA3 O LM,CA3 Basket CCK+,0.014176416106899275,False,0.0008288548062565291,0.0008286436270353012,-2.1117922122788034e-07
CA1 OR LM,CA1 Pyramidal,0.0003096906422572977,False,0.0008288548062565291,0.0008286398706968465,-2.1493555968257576e-07
CA3 O LM,CA3 Basket,0.03657926486697006,False,0.0008288548062565291,0.0008286070777901159,-2.4772846641315377e-07
MEC LIII Superficial Trilayered Interneuron,MEC LIII Superficial Trilayered Interneuron,0.004365774672620004,True,0.0008288548062565291,0.000828591316570064,-2.634896864650094e-07
CA1 Oriens Alveus,CA1 Pyramidal,0.0005120634774968418,False,0.0008288548062565291,0.0008285856476394914,-2.691586170376972e-07
CA1 Neurogliaform,CA1 Pyramidal,0.000677370709283583,False,0.0008288548062565291,0.0008285749208686763,-2.7988538785271664e-07
CA1 Back Projection,CA3 O LM,0.018987083973888614,False,0.0008288548062565291,0.0008285592511485625,-2.9555510796652057e-07
DG AIPRIM,DG Total Molecular Layer,0.03147086386520385,False,0.0008288548062565291,0.0008285563230975484,-2.984831589806277e-07
CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,0.014809995873146612,True,0.0008288548062565291,0.000828512915263417,-3.418909931120293e-07
DG AIPRIM,DG MOLAX,0.04231143868423575,False,0.0008288548062565291,0.0008285075076599979,-3.4729859653111553e-07
CA1 Trilaminar,CA2 Wide Arbor Basket,0.0008884884033277753,False,0.0008288548062565291,0.0008284510254705394,-4.0378078598963044e-07
CA1 Back Projection,CA1 Back Projection,0.009179971806527317,True,0.0008288548062565291,0.0008284248457674598,-4.2996048906927993e-07
CA1 Bistratified,CA1 Pyramidal,0.0027057255460785114,False,0.0008288548062565291,0.000828397626005495,-4.5718025103408215e-07
DG AIPRIM,DG Basket,0.03810358696389439,False,0.0008288548062565291,0.0008283696029541849,-4.852033023441905e-07
CA1 Schaffer Collateral Associated,CA1 Pyramidal,0.0023034377175623717,False,0.0008288548062565291,0.0008283413650948861,-5.134411616429697e-07
CA3 LMR Targeting,CA3 Basket CCK+,0.013096706331844636,False,0.0008288548062565291,0.000828286255818536,-5.685504379930898e-07
CA3 LMR Targeting,CA3 Basket,0.03377992660271596,False,0.0008288548062565291,0.0008281882703450916,-6.665359114374839e-07
CA1 R Receiving Apical Targeting,CA1 Pyramidal,0.0005494832712486679,False,0.0008288548062565291,0.0008281051032086645,-7.497030478645838e-07
CA2 Basket,CA2 Wide Arbor Basket,0.013574203397592174,False,0.0008288548062565291,0.0008280131468021175,-8.416594544115568e-07
CA1 Back Projection,CA1 Pyramidal,0.0037379685862434222,False,0.0008288548062565291,0.0008276987616680899,-1.156044588439156e-06
DG AIPRIM,DG AIPRIM,0.12809159089589328,True,0.0008288548062565291,0.0008272765930564781,-1.5782132000509473e-06
CA3 Basket CCK+,CA3 Basket CCK+,0.060297684161620735,True,0.0008288548062565291,0.0008271221378476971,-1.7326684088319212e-06
CA2 Wide Arbor Basket,CA3 Basket,0.0529709821941866,False,0.0008288548062565291,0.0008270961720093428,-1.7586342471862708e-06
CA2 Wide Arbor Basket,CA3 Basket CCK+,0.02705848613896139,False,0.0008288548062565291,0.000826878338256866,-1.9764679996631075e-06
CA3 Basket CCK+,CA3 Basket,0.16881708143766358,False,0.0008288548062565291,0.0008267606414386375,-2.0941648178915504e-06
CA1 Back Projection,CA3 Basket CCK+,0.01106525617333884,False,0.0008288548062565291,0.0008267600822595015,-2.0947239970275965e-06
CA1 Trilaminar,CA1 Back Projection,0.006106341322449503,False,0.0008288548062565291,0.000826756301152397,-2.0985051041320967e-06
CA1 Perforant Path Associated,CA1 Pyramidal,0.0009311018600994591,False,0.0008288548062565291,0.0008266607990470122,-2.194007209516905e-06
CA2 Wide Arbor Basket,CA1 Pyramidal,0.00921984323637225,False,0.0008288548062565291,0.0008262752356959143,-2.5795705606147627e-06
MEC LIII Superficial Trilayered Interneuron,MEC LIII Superficial Multipolar Interneuron,0.11939198214483984,False,0.0008288548062565291,0.0008257723381954736,-3.082468061055472e-06
CA1 Back Projection,CA3 Basket,0.04157413419093601,False,0.0008288548062565291,0.0008252844670803134,-3.5703391762156996e-06
CA3 Basket,CA3 Basket CCK+,0.035133251226997016,False,0.0008288548062565291,0.0008242637083478811,-4.591097908647956e-06
CA3 Basket,CA3 Basket,0.0789296089197689,True,0.0008288548062565291,0.0008238471565774172,-5.007649679111847e-06
CA1 Basket,CA1 Pyramidal,0.008809610136868339,False,0.0008288548062565291,0.0008233571144976986,-5.49769175883048e-06
CA1 Trilaminar,CA1 Pyramidal,0.0018835945842739295,False,0.0008288548062565291,0.0008231184917450212,-5.736314511507875e-06
MEC LIII Superficial Multipolar Interneuron,MEC LIII Superficial Trilayered Interneuron,0.007218463928353296,False,0.0008288548062565291,0.0008228305356963871,-6.0242705601419805e-06
CA1 Basket CCK+,CA1 Pyramidal,0.014621146549909791,False,0.0008288548062565291,0.000818476470382369,-1.0378335874160097e-05
CA1 Trilaminar,SUB CA1 Projecting Pyramidal,0.0008412110779156163,False,0.0008288548062565291,0.000802240932219652,-2.6613874036877038e-05
MEC LIII Superficial Multipolar Interneuron,MEC LIII Superficial Multipolar Interneuron,0.2193743941011656,True,0.0008288548062565291,0.0007407782682677916,-8.807653798873741e-05
CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,0.08849624646541131,False,0.0008288548062565291,0.0004681992877796511,-0.00036065551847687795
CA1 Axo Axonic,CA1 Pyramidal,0.00030406102539344234,False,0.0008288548062565291,1.0049066663382867e-07,-0.0008287543155898953
