edge_label,source_node,target_node,source_idx,target_idx,original_weight
CA1 Radial Trilaminar→CA1 LMR,CA1 Radial Trilaminar,CA1 LMR,50,35,-43.27466965
CA1 Radial Trilaminar→CA1 Recurrent O LM,CA1 Radial Trilaminar,CA1 Recurrent O LM,50,38,-65.58008433
CA1 Radial Trilaminar→CA1 O LMR,CA1 Radial Trilaminar,CA1 O LMR,50,39,-71.74620535
CA1 Radial Trilaminar→CA1 Oriens Alveus,CA1 Radial Trilaminar,CA1 Oriens Alveus,50,40,-127.0550594
CA1 Radial Trilaminar→CA1 Oriens Bistratified,CA1 Radial Trilaminar,CA1 Oriens Bistratified,50,41,-37.39440663
CA1 Radial Trilaminar→CA1 OR LM,CA1 Radial Trilaminar,CA1 OR LM,50,42,-89.34415113
CA1 Radial Trilaminar→CA1 Perforant Path Associated,CA1 Radial Trilaminar,CA1 Perforant Path Associated,50,43,-29.25511401
CA1 Radial Trilaminar→CA1 Perforant Path Associated QuadD,CA1 Radial Trilaminar,CA1 Perforant Path Associated QuadD,50,44,-230.4427104
CA1 Radial Trilaminar→CA1 Radiatum,CA1 Radial Trilaminar,CA1 Radiatum,50,45,-47.44399797
CA1 Radial Trilaminar→CA1 R Receiving Apical Targeting,CA1 Radial Trilaminar,CA1 R Receiving Apical Targeting,50,46,-78.59515673
CA1 Radial Trilaminar→CA1 Schaffer Collateral Associated,CA1 Radial Trilaminar,CA1 Schaffer Collateral Associated,50,47,-144.6234077
CA1 Radial Trilaminar→CA1 SO SO,CA1 Radial Trilaminar,CA1 SO SO,50,48,-76.23423341
CA1 Radial Trilaminar→CA1 Trilaminar,CA1 Radial Trilaminar,CA1 Trilaminar,50,49,-94.47194715
EC LI II Multipolar Pyramidal→EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,EC LI II Pyramidal Fan,51,52,135890.6828
EC LI II Multipolar Pyramidal→MEC LII III Pyramidal Multiform,EC LI II Multipolar Pyramidal,MEC LII III Pyramidal Multiform,51,53,392297.2757
EC LI II Multipolar Pyramidal→MEC LII Oblique Pyramidal,EC LI II Multipolar Pyramidal,MEC LII Oblique Pyramidal,51,54,160408.487
EC LI II Multipolar Pyramidal→MEC LII Stellate,EC LI II Multipolar Pyramidal,MEC LII Stellate,51,55,241611.0723
EC LI II Multipolar Pyramidal→EC LII III Pyramidal Tripolar,EC LI II Multipolar Pyramidal,EC LII III Pyramidal Tripolar,51,56,495186.0715
EC LI II Multipolar Pyramidal→LEC LIII Multipolar Principal,EC LI II Multipolar Pyramidal,LEC LIII Multipolar Principal,51,57,199992.3132
EC LI II Multipolar Pyramidal→EC LIII Pyramidal,EC LI II Multipolar Pyramidal,EC LIII Pyramidal,51,58,498454.1441
EC LI II Multipolar Pyramidal→LEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,LEC LIII Complex Pyramidal,51,59,368742.2195
EC LI II Multipolar Pyramidal→MEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,MEC LIII Complex Pyramidal,51,60,145068.7766
EC LI II Multipolar Pyramidal→MEC LIII Bipolar Complex Pyramidal,EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,51,61,320940.9448
EC LI II Multipolar Pyramidal→EC LIII Stellate,EC LI II Multipolar Pyramidal,EC LIII Stellate,51,62,306846.4176
EC LI II Multipolar Pyramidal→EC LIII V Bipolar Pyramidal,EC LI II Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,51,63,321940.9837
EC LI II Multipolar Pyramidal→EC LV Deep Pyramidal,EC LI II Multipolar Pyramidal,EC LV Deep Pyramidal,51,65,127246.0526
EC LI II Multipolar Pyramidal→MEC LV Pyramidal,EC LI II Multipolar Pyramidal,MEC LV Pyramidal,51,67,105271.3599
EC LI II Multipolar Pyramidal→MEC LV Superficial Pyramidal,EC LI II Multipolar Pyramidal,MEC LV Superficial Pyramidal,51,68,55913.64716
EC LI II Multipolar Pyramidal→MEC LIII Superficial Trilayered Interneuron,EC LI II Multipolar Pyramidal,MEC LIII Superficial Trilayered Interneuron,51,71,397502.8195
EC LI II Pyramidal Fan→DG Granule,EC LI II Pyramidal Fan,DG Granule,52,0,142125.1931
EC LI II Pyramidal Fan→DG Semilunar Granule,EC LI II Pyramidal Fan,DG Semilunar Granule,52,1,136026.2638
EC LI II Pyramidal Fan→DG AIPRIM,EC LI II Pyramidal Fan,DG AIPRIM,52,3,34801.9822
EC LI II Pyramidal Fan→DG Axo Axonic,EC LI II Pyramidal Fan,DG Axo Axonic,52,4,222073.5687
EC LI II Pyramidal Fan→DG Basket,EC LI II Pyramidal Fan,DG Basket,52,5,94455.78857
EC LI II Pyramidal Fan→DG HICAP,EC LI II Pyramidal Fan,DG HICAP,52,6,31780.3616
EC LI II Pyramidal Fan→DG MOLAX,EC LI II Pyramidal Fan,DG MOLAX,52,9,26447.06764
EC LI II Pyramidal Fan→DG MOPP,EC LI II Pyramidal Fan,DG MOPP,52,10,100491.4275
EC LI II Pyramidal Fan→DG Neurogliaform,EC LI II Pyramidal Fan,DG Neurogliaform,52,11,39929.12723
EC LI II Pyramidal Fan→DG Total Molecular Layer,EC LI II Pyramidal Fan,DG Total Molecular Layer,52,12,16818.39394
EC LI II Pyramidal Fan→CA1 Neurogliaform Projecting,EC LI II Pyramidal Fan,CA1 Neurogliaform Projecting,52,37,32254.53265
EC LI II Pyramidal Fan→EC LI II Multipolar Pyramidal,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,52,51,137058.641
EC LI II Pyramidal Fan→MEC LII III Pyramidal Multiform,EC LI II Pyramidal Fan,MEC LII III Pyramidal Multiform,52,53,39692.19529
EC LI II Pyramidal Fan→MEC LII Oblique Pyramidal,EC LI II Pyramidal Fan,MEC LII Oblique Pyramidal,52,54,24009.68269
EC LI II Pyramidal Fan→MEC LII Stellate,EC LI II Pyramidal Fan,MEC LII Stellate,52,55,48948.58746
EC LI II Pyramidal Fan→EC LII III Pyramidal Tripolar,EC LI II Pyramidal Fan,EC LII III Pyramidal Tripolar,52,56,36616.84396
EC LI II Pyramidal Fan→LEC LIII Multipolar Principal,EC LI II Pyramidal Fan,LEC LIII Multipolar Principal,52,57,22434.36749
EC LI II Pyramidal Fan→EC LIII Pyramidal,EC LI II Pyramidal Fan,EC LIII Pyramidal,52,58,34343.22161
EC LI II Pyramidal Fan→LEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,LEC LIII Complex Pyramidal,52,59,36640.95344
EC LI II Pyramidal Fan→MEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,MEC LIII Complex Pyramidal,52,60,31668.93257
EC LI II Pyramidal Fan→MEC LIII Bipolar Complex Pyramidal,EC LI II Pyramidal Fan,MEC LIII Bipolar Complex Pyramidal,52,61,21473.24633
EC LI II Pyramidal Fan→EC LIII Stellate,EC LI II Pyramidal Fan,EC LIII Stellate,52,62,30940.80849
EC LI II Pyramidal Fan→EC LIII V Bipolar Pyramidal,EC LI II Pyramidal Fan,EC LIII V Bipolar Pyramidal,52,63,34791.03196
EC LI II Pyramidal Fan→EC LV Deep Pyramidal,EC LI II Pyramidal Fan,EC LV Deep Pyramidal,52,65,19250.9001
EC LI II Pyramidal Fan→MEC LV Pyramidal,EC LI II Pyramidal Fan,MEC LV Pyramidal,52,67,31115.86314
EC LI II Pyramidal Fan→MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,MEC LV Superficial Pyramidal,52,68,17570.49647
EC LI II Pyramidal Fan→MEC LIII Superficial Trilayered Interneuron,EC LI II Pyramidal Fan,MEC LIII Superficial Trilayered Interneuron,52,71,40543.03879
MEC LII III Pyramidal Multiform→EC LI II Multipolar Pyramidal,MEC LII III Pyramidal Multiform,EC LI II Multipolar Pyramidal,53,51,1904.338272
MEC LII III Pyramidal Multiform→EC LI II Pyramidal Fan,MEC LII III Pyramidal Multiform,EC LI II Pyramidal Fan,53,52,451.0219131
MEC LII III Pyramidal Multiform→MEC LII Oblique Pyramidal,MEC LII III Pyramidal Multiform,MEC LII Oblique Pyramidal,53,54,1803.987626
MEC LII III Pyramidal Multiform→MEC LII Stellate,MEC LII III Pyramidal Multiform,MEC LII Stellate,53,55,3084.321829
MEC LII III Pyramidal Multiform→EC LII III Pyramidal Tripolar,MEC LII III Pyramidal Multiform,EC LII III Pyramidal Tripolar,53,56,1734.321078
MEC LII III Pyramidal Multiform→EC LIII Pyramidal,MEC LII III Pyramidal Multiform,EC LIII Pyramidal,53,58,1765.85409
MEC LII III Pyramidal Multiform→MEC LIII Complex Pyramidal,MEC LII III Pyramidal Multiform,MEC LIII Complex Pyramidal,53,60,13433.54615
MEC LII III Pyramidal Multiform→MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,MEC LIII Bipolar Complex Pyramidal,53,61,5047.307409
MEC LII III Pyramidal Multiform→EC LIII Stellate,MEC LII III Pyramidal Multiform,EC LIII Stellate,53,62,1348.903647
MEC LII III Pyramidal Multiform→EC LIII V Bipolar Pyramidal,MEC LII III Pyramidal Multiform,EC LIII V Bipolar Pyramidal,53,63,7262.665097
MEC LII III Pyramidal Multiform→EC LIV VI Deep Multipolar Principal,MEC LII III Pyramidal Multiform,EC LIV VI Deep Multipolar Principal,53,64,5838.751829
MEC LII III Pyramidal Multiform→EC LV Deep Pyramidal,MEC LII III Pyramidal Multiform,EC LV Deep Pyramidal,53,65,5981.216397
MEC LII III Pyramidal Multiform→MEC LV Multipolar Pyramidal,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,53,66,33908.96009
MEC LII III Pyramidal Multiform→MEC LV Pyramidal,MEC LII III Pyramidal Multiform,MEC LV Pyramidal,53,67,24788.02921
MEC LII III Pyramidal Multiform→MEC LV Superficial Pyramidal,MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,53,68,26638.98261
MEC LII III Pyramidal Multiform→MEC LV VI Pyramidal Polymorphic,MEC LII III Pyramidal Multiform,MEC LV VI Pyramidal Polymorphic,53,69,20148.50722
MEC LII III Pyramidal Multiform→MEC LIII Superficial Trilayered Interneuron,MEC LII III Pyramidal Multiform,MEC LIII Superficial Trilayered Interneuron,53,71,4328.393772
MEC LII Oblique Pyramidal→MEC LII III Pyramidal Multiform,MEC LII Oblique Pyramidal,MEC LII III Pyramidal Multiform,54,53,628.8219653
MEC LII Oblique Pyramidal→EC LII III Pyramidal Tripolar,MEC LII Oblique Pyramidal,EC LII III Pyramidal Tripolar,54,56,205.480954
MEC LII Oblique Pyramidal→EC LIII Pyramidal,MEC LII Oblique Pyramidal,EC LIII Pyramidal,54,58,248.2894188
MEC LII Oblique Pyramidal→MEC LIII Complex Pyramidal,MEC LII Oblique Pyramidal,MEC LIII Complex Pyramidal,54,60,4761.525295
MEC LII Oblique Pyramidal→MEC LIII Bipolar Complex Pyramidal,MEC LII Oblique Pyramidal,MEC LIII Bipolar Complex Pyramidal,54,61,601.5577032
MEC LII Oblique Pyramidal→EC LIII Stellate,MEC LII Oblique Pyramidal,EC LIII Stellate,54,62,107.9520834
MEC LII Oblique Pyramidal→EC LIII V Bipolar Pyramidal,MEC LII Oblique Pyramidal,EC LIII V Bipolar Pyramidal,54,63,623.6028552
MEC LII Oblique Pyramidal→EC LIV VI Deep Multipolar Principal,MEC LII Oblique Pyramidal,EC LIV VI Deep Multipolar Principal,54,64,384.766445
MEC LII Oblique Pyramidal→MEC LV Multipolar Pyramidal,MEC LII Oblique Pyramidal,MEC LV Multipolar Pyramidal,54,66,2899.551279
MEC LII Oblique Pyramidal→MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,54,68,3325.886793
MEC LII Oblique Pyramidal→MEC LIII Superficial Trilayered Interneuron,MEC LII Oblique Pyramidal,MEC LIII Superficial Trilayered Interneuron,54,71,413.987343
MEC LII Stellate→DG Granule,MEC LII Stellate,DG Granule,55,0,15769.82675
MEC LII Stellate→DG Semilunar Granule,MEC LII Stellate,DG Semilunar Granule,55,1,14868.42313
MEC LII Stellate→DG AIPRIM,MEC LII Stellate,DG AIPRIM,55,3,3814.839623
MEC LII Stellate→DG Axo Axonic,MEC LII Stellate,DG Axo Axonic,55,4,24402.1129
MEC LII Stellate→DG Basket,MEC LII Stellate,DG Basket,55,5,10303.38998
MEC LII Stellate→DG HICAP,MEC LII Stellate,DG HICAP,55,6,3572.191624
MEC LII Stellate→DG MOLAX,MEC LII Stellate,DG MOLAX,55,9,2965.984514
MEC LII Stellate→DG MOPP,MEC LII Stellate,DG MOPP,55,10,11013.22595
MEC LII Stellate→DG Neurogliaform,MEC LII Stellate,DG Neurogliaform,55,11,4405.42992
MEC LII Stellate→DG Total Molecular Layer,MEC LII Stellate,DG Total Molecular Layer,55,12,1867.446437
MEC LII Stellate→CA3 Pyramidal,MEC LII Stellate,CA3 Pyramidal,55,13,272974.242
MEC LII Stellate→CA3 Granule,MEC LII Stellate,CA3 Granule,55,15,225689.7189
MEC LII Stellate→CA3 Axo Axonic,MEC LII Stellate,CA3 Axo Axonic,55,16,110217.5931
MEC LII Stellate→CA3 Basket,MEC LII Stellate,CA3 Basket,55,17,175066.742
MEC LII Stellate→CA3 LMR Targeting,MEC LII Stellate,CA3 LMR Targeting,55,18,124132.6094
MEC LII Stellate→CA2 Basket,MEC LII Stellate,CA2 Basket,55,23,159516.2325
MEC LII Stellate→CA2 Wide Arbor Basket,MEC LII Stellate,CA2 Wide Arbor Basket,55,24,103327.4391
MEC LII Stellate→CA1 Neurogliaform Projecting,MEC LII Stellate,CA1 Neurogliaform Projecting,55,37,3582.516889
MEC LII Stellate→EC LI II Multipolar Pyramidal,MEC LII Stellate,EC LI II Multipolar Pyramidal,55,51,21641.0418
MEC LII Stellate→EC LI II Pyramidal Fan,MEC LII Stellate,EC LI II Pyramidal Fan,55,52,6188.429777
MEC LII Stellate→MEC LII III Pyramidal Multiform,MEC LII Stellate,MEC LII III Pyramidal Multiform,55,53,39846.43182
MEC LII Stellate→MEC LII Oblique Pyramidal,MEC LII Stellate,MEC LII Oblique Pyramidal,55,54,21471.68603
MEC LII Stellate→EC LII III Pyramidal Tripolar,MEC LII Stellate,EC LII III Pyramidal Tripolar,55,56,13369.98924
MEC LII Stellate→EC LIII Pyramidal,MEC LII Stellate,EC LIII Pyramidal,55,58,13962.67577
MEC LII Stellate→MEC LIII Complex Pyramidal,MEC LII Stellate,MEC LIII Complex Pyramidal,55,60,33420.19482
MEC LII Stellate→MEC LIII Bipolar Complex Pyramidal,MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,55,61,23557.37955
MEC LII Stellate→EC LIII Stellate,MEC LII Stellate,EC LIII Stellate,55,62,10627.74699
MEC LII Stellate→EC LIII V Bipolar Pyramidal,MEC LII Stellate,EC LIII V Bipolar Pyramidal,55,63,21451.9253
MEC LII Stellate→EC LIV VI Deep Multipolar Principal,MEC LII Stellate,EC LIV VI Deep Multipolar Principal,55,64,11938.21052
MEC LII Stellate→EC LV Deep Pyramidal,MEC LII Stellate,EC LV Deep Pyramidal,55,65,21732.14951
MEC LII Stellate→MEC LV Multipolar Pyramidal,MEC LII Stellate,MEC LV Multipolar Pyramidal,55,66,50972.30139
MEC LII Stellate→MEC LV Pyramidal,MEC LII Stellate,MEC LV Pyramidal,55,67,68250.30627
MEC LII Stellate→MEC LV Superficial Pyramidal,MEC LII Stellate,MEC LV Superficial Pyramidal,55,68,51171.25715
MEC LII Stellate→MEC LV VI Pyramidal Polymorphic,MEC LII Stellate,MEC LV VI Pyramidal Polymorphic,55,69,48648.55767
MEC LII Stellate→MEC LIII Superficial Trilayered Interneuron,MEC LII Stellate,MEC LIII Superficial Trilayered Interneuron,55,71,40392.24114
EC LII III Pyramidal Tripolar→DG Granule,EC LII III Pyramidal Tripolar,DG Granule,56,0,59273.61832
EC LII III Pyramidal Tripolar→DG Semilunar Granule,EC LII III Pyramidal Tripolar,DG Semilunar Granule,56,1,55352.57052
EC LII III Pyramidal Tripolar→DG AIPRIM,EC LII III Pyramidal Tripolar,DG AIPRIM,56,3,14370.23038
EC LII III Pyramidal Tripolar→DG Axo Axonic,EC LII III Pyramidal Tripolar,DG Axo Axonic,56,4,92369.40096
EC LII III Pyramidal Tripolar→DG Basket,EC LII III Pyramidal Tripolar,DG Basket,56,5,39275.77593
EC LII III Pyramidal Tripolar→DG HICAP,EC LII III Pyramidal Tripolar,DG HICAP,56,6,13201.77092
EC LII III Pyramidal Tripolar→DG MOLAX,EC LII III Pyramidal Tripolar,DG MOLAX,56,9,11010.21372
EC LII III Pyramidal Tripolar→DG MOPP,EC LII III Pyramidal Tripolar,DG MOPP,56,10,41549.67481
EC LII III Pyramidal Tripolar→DG Neurogliaform,EC LII III Pyramidal Tripolar,DG Neurogliaform,56,11,16451.77799
EC LII III Pyramidal Tripolar→DG Total Molecular Layer,EC LII III Pyramidal Tripolar,DG Total Molecular Layer,56,12,6997.990704
EC LII III Pyramidal Tripolar→CA1 Neurogliaform Projecting,EC LII III Pyramidal Tripolar,CA1 Neurogliaform Projecting,56,37,13417.91545
EC LII III Pyramidal Tripolar→EC LI II Multipolar Pyramidal,EC LII III Pyramidal Tripolar,EC LI II Multipolar Pyramidal,56,51,77336.67835
EC LII III Pyramidal Tripolar→EC LI II Pyramidal Fan,EC LII III Pyramidal Tripolar,EC LI II Pyramidal Fan,56,52,18827.74804
EC LII III Pyramidal Tripolar→MEC LII III Pyramidal Multiform,EC LII III Pyramidal Tripolar,MEC LII III Pyramidal Multiform,56,53,36533.61109
EC LII III Pyramidal Tripolar→MEC LII Oblique Pyramidal,EC LII III Pyramidal Tripolar,MEC LII Oblique Pyramidal,56,54,18337.84404
EC LII III Pyramidal Tripolar→MEC LII Stellate,EC LII III Pyramidal Tripolar,MEC LII Stellate,56,55,31925.57868
EC LII III Pyramidal Tripolar→LEC LIII Multipolar Principal,EC LII III Pyramidal Tripolar,LEC LIII Multipolar Principal,56,57,13694.27001
EC LII III Pyramidal Tripolar→EC LIII Pyramidal,EC LII III Pyramidal Tripolar,EC LIII Pyramidal,56,58,34424.72732
EC LII III Pyramidal Tripolar→LEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,LEC LIII Complex Pyramidal,56,59,31671.01226
EC LII III Pyramidal Tripolar→MEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,MEC LIII Complex Pyramidal,56,60,26013.02714
EC LII III Pyramidal Tripolar→MEC LIII Bipolar Complex Pyramidal,EC LII III Pyramidal Tripolar,MEC LIII Bipolar Complex Pyramidal,56,61,14242.06118
EC LII III Pyramidal Tripolar→EC LIII Stellate,EC LII III Pyramidal Tripolar,EC LIII Stellate,56,62,28855.3079
EC LII III Pyramidal Tripolar→EC LIII V Bipolar Pyramidal,EC LII III Pyramidal Tripolar,EC LIII V Bipolar Pyramidal,56,63,32238.57826
EC LII III Pyramidal Tripolar→EC LV Deep Pyramidal,EC LII III Pyramidal Tripolar,EC LV Deep Pyramidal,56,65,18188.39825
EC LII III Pyramidal Tripolar→MEC LV Pyramidal,EC LII III Pyramidal Tripolar,MEC LV Pyramidal,56,67,21246.86168
EC LII III Pyramidal Tripolar→MEC LV Superficial Pyramidal,EC LII III Pyramidal Tripolar,MEC LV Superficial Pyramidal,56,68,19795.51842
EC LII III Pyramidal Tripolar→MEC LIII Superficial Trilayered Interneuron,EC LII III Pyramidal Tripolar,MEC LIII Superficial Trilayered Interneuron,56,71,35152.77968
LEC LIII Multipolar Principal→EC LI II Multipolar Pyramidal,LEC LIII Multipolar Principal,EC LI II Multipolar Pyramidal,57,51,9894.567639
LEC LIII Multipolar Principal→EC LI II Pyramidal Fan,LEC LIII Multipolar Principal,EC LI II Pyramidal Fan,57,52,1613.420811
LEC LIII Multipolar Principal→EC LII III Pyramidal Tripolar,LEC LIII Multipolar Principal,EC LII III Pyramidal Tripolar,57,56,5365.587708
LEC LIII Multipolar Principal→EC LIII Pyramidal,LEC LIII Multipolar Principal,EC LIII Pyramidal,57,58,5271.7293
LEC LIII Multipolar Principal→LEC LIII Complex Pyramidal,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,57,59,11953.2158
LEC LIII Multipolar Principal→EC LIII Stellate,LEC LIII Multipolar Principal,EC LIII Stellate,57,62,4257.262441
LEC LIII Multipolar Principal→EC LIII V Bipolar Pyramidal,LEC LIII Multipolar Principal,EC LIII V Bipolar Pyramidal,57,63,10633.01181
LEC LIII Multipolar Principal→EC LIV VI Deep Multipolar Principal,LEC LIII Multipolar Principal,EC LIV VI Deep Multipolar Principal,57,64,4293.876969
LEC LIII Multipolar Principal→EC LV Deep Pyramidal,LEC LIII Multipolar Principal,EC LV Deep Pyramidal,57,65,5510.142203
LEC LIII Multipolar Principal→LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,LEC LVI Multipolar Pyramidal,57,70,817.2360433
EC LIII Pyramidal→CA1 Pyramidal,EC LIII Pyramidal,CA1 Pyramidal,58,27,191274.3689
EC LIII Pyramidal→CA1 Radiatum Giant,EC LIII Pyramidal,CA1 Radiatum Giant,58,28,143602.0736
EC LIII Pyramidal→CA1 Axo Axonic,EC LIII Pyramidal,CA1 Axo Axonic,58,29,197379.0102
EC LIII Pyramidal→CA1 Basket,EC LIII Pyramidal,CA1 Basket,58,31,68497.02397
EC LIII Pyramidal→CA1 Basket CCK+,EC LIII Pyramidal,CA1 Basket CCK+,58,32,188594.7334
EC LIII Pyramidal→CA1 LMR,EC LIII Pyramidal,CA1 LMR,58,35,68511.93171
EC LIII Pyramidal→CA1 Neurogliaform,EC LIII Pyramidal,CA1 Neurogliaform,58,36,434544.2417
EC LIII Pyramidal→CA1 Neurogliaform Projecting,EC LIII Pyramidal,CA1 Neurogliaform Projecting,58,37,132332.2335
EC LIII Pyramidal→CA1 Oriens Alveus,EC LIII Pyramidal,CA1 Oriens Alveus,58,40,105755.1427
EC LIII Pyramidal→CA1 Perforant Path Associated,EC LIII Pyramidal,CA1 Perforant Path Associated,58,43,103391.1202
EC LIII Pyramidal→CA1 Perforant Path Associated QuadD,EC LIII Pyramidal,CA1 Perforant Path Associated QuadD,58,44,141935.7357
EC LIII Pyramidal→CA1 Radial Trilaminar,EC LIII Pyramidal,CA1 Radial Trilaminar,58,50,40194.08194
EC LIII Pyramidal→MEC LII III Pyramidal Multiform,EC LIII Pyramidal,MEC LII III Pyramidal Multiform,58,53,4277.525527
EC LIII Pyramidal→EC LII III Pyramidal Tripolar,EC LIII Pyramidal,EC LII III Pyramidal Tripolar,58,56,4247.042442
EC LIII Pyramidal→LEC LIII Multipolar Principal,EC LIII Pyramidal,LEC LIII Multipolar Principal,58,57,24584.07993
EC LIII Pyramidal→LEC LIII Complex Pyramidal,EC LIII Pyramidal,LEC LIII Complex Pyramidal,58,59,16367.55171
EC LIII Pyramidal→MEC LIII Complex Pyramidal,EC LIII Pyramidal,MEC LIII Complex Pyramidal,58,60,13263.65553
EC LIII Pyramidal→MEC LIII Bipolar Complex Pyramidal,EC LIII Pyramidal,MEC LIII Bipolar Complex Pyramidal,58,61,4205.822602
EC LIII Pyramidal→EC LIII Stellate,EC LIII Pyramidal,EC LIII Stellate,58,62,2241.729739
EC LIII Pyramidal→EC LIII V Bipolar Pyramidal,EC LIII Pyramidal,EC LIII V Bipolar Pyramidal,58,63,23227.48835
EC LIII Pyramidal→EC LIV VI Deep Multipolar Principal,EC LIII Pyramidal,EC LIV VI Deep Multipolar Principal,58,64,25726.97798
EC LIII Pyramidal→EC LV Deep Pyramidal,EC LIII Pyramidal,EC LV Deep Pyramidal,58,65,18913.09384
EC LIII Pyramidal→MEC LV Multipolar Pyramidal,EC LIII Pyramidal,MEC LV Multipolar Pyramidal,58,66,17444.21917
EC LIII Pyramidal→MEC LV Pyramidal,EC LIII Pyramidal,MEC LV Pyramidal,58,67,7665.6514
EC LIII Pyramidal→MEC LV Superficial Pyramidal,EC LIII Pyramidal,MEC LV Superficial Pyramidal,58,68,10550.86654
EC LIII Pyramidal→MEC LV VI Pyramidal Polymorphic,EC LIII Pyramidal,MEC LV VI Pyramidal Polymorphic,58,69,9844.13498
EC LIII Pyramidal→LEC LVI Multipolar Pyramidal,EC LIII Pyramidal,LEC LVI Multipolar Pyramidal,58,70,15177.49545
EC LIII Pyramidal→MEC LIII Superficial Trilayered Interneuron,EC LIII Pyramidal,MEC LIII Superficial Trilayered Interneuron,58,71,2042.443161
LEC LIII Complex Pyramidal→EC LI II Multipolar Pyramidal,LEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,59,51,4486.718087
LEC LIII Complex Pyramidal→EC LI II Pyramidal Fan,LEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,59,52,1170.42896
LEC LIII Complex Pyramidal→EC LII III Pyramidal Tripolar,LEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,59,56,6287.331062
LEC LIII Complex Pyramidal→LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,LEC LIII Multipolar Principal,59,57,18041.15998
LEC LIII Complex Pyramidal→EC LIII Pyramidal,LEC LIII Complex Pyramidal,EC LIII Pyramidal,59,58,6314.932206
LEC LIII Complex Pyramidal→EC LIII Stellate,LEC LIII Complex Pyramidal,EC LIII Stellate,59,62,4412.752478
LEC LIII Complex Pyramidal→EC LIII V Bipolar Pyramidal,LEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,59,63,16451.63989
LEC LIII Complex Pyramidal→EC LIV VI Deep Multipolar Principal,LEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,59,64,8112.004763
LEC LIII Complex Pyramidal→EC LV Deep Pyramidal,LEC LIII Complex Pyramidal,EC LV Deep Pyramidal,59,65,8393.478745
LEC LIII Complex Pyramidal→LEC LVI Multipolar Pyramidal,LEC LIII Complex Pyramidal,LEC LVI Multipolar Pyramidal,59,70,1549.970562
MEC LIII Complex Pyramidal→EC LI II Multipolar Pyramidal,MEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,60,51,10125.7015
MEC LIII Complex Pyramidal→EC LI II Pyramidal Fan,MEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,60,52,1348.857815
MEC LIII Complex Pyramidal→MEC LII III Pyramidal Multiform,MEC LIII Complex Pyramidal,MEC LII III Pyramidal Multiform,60,53,9113.203042
MEC LIII Complex Pyramidal→MEC LII Oblique Pyramidal,MEC LIII Complex Pyramidal,MEC LII Oblique Pyramidal,60,54,5698.41647
MEC LIII Complex Pyramidal→MEC LII Stellate,MEC LIII Complex Pyramidal,MEC LII Stellate,60,55,11943.98559
MEC LIII Complex Pyramidal→EC LII III Pyramidal Tripolar,MEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,60,56,2712.29799
MEC LIII Complex Pyramidal→EC LIII Pyramidal,MEC LIII Complex Pyramidal,EC LIII Pyramidal,60,58,2467.523212
MEC LIII Complex Pyramidal→MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,60,61,5474.179993
MEC LIII Complex Pyramidal→EC LIII Stellate,MEC LIII Complex Pyramidal,EC LIII Stellate,60,62,2270.092509
MEC LIII Complex Pyramidal→EC LIII V Bipolar Pyramidal,MEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,60,63,3587.653486
MEC LIII Complex Pyramidal→EC LIV VI Deep Multipolar Principal,MEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,60,64,880.8524826
MEC LIII Complex Pyramidal→EC LV Deep Pyramidal,MEC LIII Complex Pyramidal,EC LV Deep Pyramidal,60,65,1382.953671
MEC LIII Complex Pyramidal→MEC LV Multipolar Pyramidal,MEC LIII Complex Pyramidal,MEC LV Multipolar Pyramidal,60,66,7220.592401
