edge_label,source_node,target_node,source_idx,target_idx,original_weight
MEC LIII Complex Pyramidal→MEC LV Pyramidal,MEC LIII Complex Pyramidal,MEC LV Pyramidal,60,67,6217.956199
MEC LIII Complex Pyramidal→MEC LV Superficial Pyramidal,MEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,60,68,7287.243515
MEC LIII Complex Pyramidal→MEC LIII Superficial Trilayered Interneuron,MEC LIII Complex Pyramidal,MEC LIII Superficial Trilayered Interneuron,60,71,9253.648531
MEC LIII Bipolar Complex Pyramidal→EC LI II Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LI II Multipolar Pyramidal,61,51,2033.0231
MEC LIII Bipolar Complex Pyramidal→EC LI II Pyramidal Fan,MEC LIII Bipolar Complex Pyramidal,EC LI II Pyramidal Fan,61,52,325.8739338
MEC LIII Bipolar Complex Pyramidal→MEC LII III Pyramidal Multiform,MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,61,53,2863.228702
MEC LIII Bipolar Complex Pyramidal→MEC LII Oblique Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LII Oblique Pyramidal,61,54,1295.365325
MEC LIII Bipolar Complex Pyramidal→MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,MEC LII Stellate,61,55,2688.727575
MEC LIII Bipolar Complex Pyramidal→EC LII III Pyramidal Tripolar,MEC LIII Bipolar Complex Pyramidal,EC LII III Pyramidal Tripolar,61,56,897.849819
MEC LIII Bipolar Complex Pyramidal→EC LIII Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LIII Pyramidal,61,58,862.9948216
MEC LIII Bipolar Complex Pyramidal→MEC LIII Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,61,60,9003.569464
MEC LIII Bipolar Complex Pyramidal→EC LIII Stellate,MEC LIII Bipolar Complex Pyramidal,EC LIII Stellate,61,62,689.6506327
MEC LIII Bipolar Complex Pyramidal→EC LIII V Bipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LIII V Bipolar Pyramidal,61,63,1699.460153
MEC LIII Bipolar Complex Pyramidal→EC LIV VI Deep Multipolar Principal,MEC LIII Bipolar Complex Pyramidal,EC LIV VI Deep Multipolar Principal,61,64,554.4914131
MEC LIII Bipolar Complex Pyramidal→EC LV Deep Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LV Deep Pyramidal,61,65,326.3117045
MEC LIII Bipolar Complex Pyramidal→MEC LV Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LV Multipolar Pyramidal,61,66,3981.030559
MEC LIII Bipolar Complex Pyramidal→MEC LV Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LV Pyramidal,61,67,1033.622175
MEC LIII Bipolar Complex Pyramidal→MEC LV Superficial Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LV Superficial Pyramidal,61,68,6611.574884
MEC LIII Bipolar Complex Pyramidal→MEC LIII Superficial Trilayered Interneuron,MEC LIII Bipolar Complex Pyramidal,MEC LIII Superficial Trilayered Interneuron,61,71,2790.240426
EC LIII Stellate→MEC LII III Pyramidal Multiform,EC LIII Stellate,MEC LII III Pyramidal Multiform,62,53,1177.763926
EC LIII Stellate→EC LII III Pyramidal Tripolar,EC LIII Stellate,EC LII III Pyramidal Tripolar,62,56,1198.146565
EC LIII Stellate→LEC LIII Multipolar Principal,EC LIII Stellate,LEC LIII Multipolar Principal,62,57,2274.860145
EC LIII Stellate→EC LIII Pyramidal,EC LIII Stellate,EC LIII Pyramidal,62,58,1355.092804
EC LIII Stellate→LEC LIII Complex Pyramidal,EC LIII Stellate,LEC LIII Complex Pyramidal,62,59,1160.795324
EC LIII Stellate→MEC LIII Complex Pyramidal,EC LIII Stellate,MEC LIII Complex Pyramidal,62,60,1733.530884
EC LIII Stellate→MEC LIII Bipolar Complex Pyramidal,EC LIII Stellate,MEC LIII Bipolar Complex Pyramidal,62,61,1155.160267
EC LIII Stellate→EC LIII V Bipolar Pyramidal,EC LIII Stellate,EC LIII V Bipolar Pyramidal,62,63,873.2585331
EC LIII Stellate→MEC LV Superficial Pyramidal,EC LIII Stellate,MEC LV Superficial Pyramidal,62,68,578.0810891
EC LIII Stellate→MEC LIII Superficial Trilayered Interneuron,EC LIII Stellate,MEC LIII Superficial Trilayered Interneuron,62,71,617.5361357
EC LIII V Bipolar Pyramidal→MEC LII III Pyramidal Multiform,EC LIII V Bipolar Pyramidal,MEC LII III Pyramidal Multiform,63,53,5436.885143
EC LIII V Bipolar Pyramidal→EC LII III Pyramidal Tripolar,EC LIII V Bipolar Pyramidal,EC LII III Pyramidal Tripolar,63,56,5842.383676
EC LIII V Bipolar Pyramidal→LEC LIII Multipolar Principal,EC LIII V Bipolar Pyramidal,LEC LIII Multipolar Principal,63,57,24189.45525
EC LIII V Bipolar Pyramidal→EC LIII Pyramidal,EC LIII V Bipolar Pyramidal,EC LIII Pyramidal,63,58,6317.040743
EC LIII V Bipolar Pyramidal→LEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,LEC LIII Complex Pyramidal,63,59,12436.34407
EC LIII V Bipolar Pyramidal→MEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,MEC LIII Complex Pyramidal,63,60,11036.10795
EC LIII V Bipolar Pyramidal→MEC LIII Bipolar Complex Pyramidal,EC LIII V Bipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,63,61,5213.529511
EC LIII V Bipolar Pyramidal→EC LIII Stellate,EC LIII V Bipolar Pyramidal,EC LIII Stellate,63,62,3540.205461
EC LIII V Bipolar Pyramidal→EC LIV VI Deep Multipolar Principal,EC LIII V Bipolar Pyramidal,EC LIV VI Deep Multipolar Principal,63,64,22795.43221
EC LIII V Bipolar Pyramidal→EC LV Deep Pyramidal,EC LIII V Bipolar Pyramidal,EC LV Deep Pyramidal,63,65,19455.0328
EC LIII V Bipolar Pyramidal→MEC LV Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,MEC LV Multipolar Pyramidal,63,66,16129.21828
EC LIII V Bipolar Pyramidal→MEC LV Pyramidal,EC LIII V Bipolar Pyramidal,MEC LV Pyramidal,63,67,10208.75157
EC LIII V Bipolar Pyramidal→MEC LV Superficial Pyramidal,EC LIII V Bipolar Pyramidal,MEC LV Superficial Pyramidal,63,68,17344.67655
EC LIII V Bipolar Pyramidal→MEC LV VI Pyramidal Polymorphic,EC LIII V Bipolar Pyramidal,MEC LV VI Pyramidal Polymorphic,63,69,14337.23868
EC LIII V Bipolar Pyramidal→LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,LEC LVI Multipolar Pyramidal,63,70,17261.04369
EC LIII V Bipolar Pyramidal→MEC LIII Superficial Trilayered Interneuron,EC LIII V Bipolar Pyramidal,MEC LIII Superficial Trilayered Interneuron,63,71,3979.695944
EC LIV VI Deep Multipolar Principal→LEC LIII Multipolar Principal,EC LIV VI Deep Multipolar Principal,LEC LIII Multipolar Principal,64,57,41790.72458
EC LIV VI Deep Multipolar Principal→LEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,LEC LIII Complex Pyramidal,64,59,28354.69677
EC LIV VI Deep Multipolar Principal→MEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LIII Complex Pyramidal,64,60,14924.37351
EC LIV VI Deep Multipolar Principal→EC LIII V Bipolar Pyramidal,EC LIV VI Deep Multipolar Principal,EC LIII V Bipolar Pyramidal,64,63,52872.38912
EC LIV VI Deep Multipolar Principal→EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,EC LV Deep Pyramidal,64,65,59641.23101
EC LIV VI Deep Multipolar Principal→MEC LV Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LV Multipolar Pyramidal,64,66,53038.93425
EC LIV VI Deep Multipolar Principal→MEC LV Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LV Pyramidal,64,67,21638.54084
EC LIV VI Deep Multipolar Principal→MEC LV Superficial Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LV Superficial Pyramidal,64,68,29858.52132
EC LIV VI Deep Multipolar Principal→MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,MEC LV VI Pyramidal Polymorphic,64,69,39895.2933
EC LIV VI Deep Multipolar Principal→LEC LVI Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,64,70,56257.54106
EC LV Deep Pyramidal→LEC LIII Multipolar Principal,EC LV Deep Pyramidal,LEC LIII Multipolar Principal,65,57,4372.424863
EC LV Deep Pyramidal→EC LIII V Bipolar Pyramidal,EC LV Deep Pyramidal,EC LIII V Bipolar Pyramidal,65,63,9157.388272
EC LV Deep Pyramidal→EC LIV VI Deep Multipolar Principal,EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,65,64,14554.73002
EC LV Deep Pyramidal→MEC LV Multipolar Pyramidal,EC LV Deep Pyramidal,MEC LV Multipolar Pyramidal,65,66,7634.568456
EC LV Deep Pyramidal→MEC LV Pyramidal,EC LV Deep Pyramidal,MEC LV Pyramidal,65,67,7786.634975
EC LV Deep Pyramidal→MEC LV Superficial Pyramidal,EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,65,68,3228.585362
EC LV Deep Pyramidal→MEC LV VI Pyramidal Polymorphic,EC LV Deep Pyramidal,MEC LV VI Pyramidal Polymorphic,65,69,9789.211074
EC LV Deep Pyramidal→LEC LVI Multipolar Pyramidal,EC LV Deep Pyramidal,LEC LVI Multipolar Pyramidal,65,70,15248.95493
MEC LV Multipolar Pyramidal→MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,MEC LII III Pyramidal Multiform,66,53,1587.183118
MEC LV Multipolar Pyramidal→EC LII III Pyramidal Tripolar,MEC LV Multipolar Pyramidal,EC LII III Pyramidal Tripolar,66,56,509.5009709
MEC LV Multipolar Pyramidal→EC LIII Pyramidal,MEC LV Multipolar Pyramidal,EC LIII Pyramidal,66,58,549.6304724
MEC LV Multipolar Pyramidal→MEC LIII Complex Pyramidal,MEC LV Multipolar Pyramidal,MEC LIII Complex Pyramidal,66,60,4780.347933
MEC LV Multipolar Pyramidal→MEC LIII Bipolar Complex Pyramidal,MEC LV Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,66,61,1558.522235
MEC LV Multipolar Pyramidal→EC LIII Stellate,MEC LV Multipolar Pyramidal,EC LIII Stellate,66,62,336.7608824
MEC LV Multipolar Pyramidal→EC LIII V Bipolar Pyramidal,MEC LV Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,66,63,1618.668101
MEC LV Multipolar Pyramidal→EC LIV VI Deep Multipolar Principal,MEC LV Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,66,64,1534.748045
MEC LV Multipolar Pyramidal→EC LV Deep Pyramidal,MEC LV Multipolar Pyramidal,EC LV Deep Pyramidal,66,65,1279.979055
MEC LV Multipolar Pyramidal→MEC LV Pyramidal,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,66,67,5226.221826
MEC LV Multipolar Pyramidal→MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,66,68,6253.279778
MEC LV Multipolar Pyramidal→MEC LV VI Pyramidal Polymorphic,MEC LV Multipolar Pyramidal,MEC LV VI Pyramidal Polymorphic,66,69,4790.628658
MEC LV Multipolar Pyramidal→MEC LIII Superficial Trilayered Interneuron,MEC LV Multipolar Pyramidal,MEC LIII Superficial Trilayered Interneuron,66,71,1071.468317
MEC LV Pyramidal→DG Granule,MEC LV Pyramidal,DG Granule,67,0,151026.2976
MEC LV Pyramidal→DG Semilunar Granule,MEC LV Pyramidal,DG Semilunar Granule,67,1,93817.12132
MEC LV Pyramidal→DG AIPRIM,MEC LV Pyramidal,DG AIPRIM,67,3,58876.51135
MEC LV Pyramidal→DG Axo Axonic,MEC LV Pyramidal,DG Axo Axonic,67,4,115184.4097
MEC LV Pyramidal→DG Basket,MEC LV Pyramidal,DG Basket,67,5,68131.85647
MEC LV Pyramidal→DG HICAP,MEC LV Pyramidal,DG HICAP,67,6,49384.62014
MEC LV Pyramidal→DG HIPROM,MEC LV Pyramidal,DG HIPROM,67,8,107091.4589
MEC LV Pyramidal→DG MOLAX,MEC LV Pyramidal,DG MOLAX,67,9,67548.92936
MEC LV Pyramidal→DG MOPP,MEC LV Pyramidal,DG MOPP,67,10,8722.595396
MEC LV Pyramidal→DG Neurogliaform,MEC LV Pyramidal,DG Neurogliaform,67,11,3415.920477
MEC LV Pyramidal→DG Total Molecular Layer,MEC LV Pyramidal,DG Total Molecular Layer,67,12,37522.61183
MEC LV Pyramidal→CA1 Neurogliaform Projecting,MEC LV Pyramidal,CA1 Neurogliaform Projecting,67,37,2776.845283
MEC LV Pyramidal→EC LI II Multipolar Pyramidal,MEC LV Pyramidal,EC LI II Multipolar Pyramidal,67,51,7287.820683
MEC LV Pyramidal→EC LI II Pyramidal Fan,MEC LV Pyramidal,EC LI II Pyramidal Fan,67,52,883.8135548
MEC LV Pyramidal→MEC LII III Pyramidal Multiform,MEC LV Pyramidal,MEC LII III Pyramidal Multiform,67,53,6811.548011
MEC LV Pyramidal→MEC LII Oblique Pyramidal,MEC LV Pyramidal,MEC LII Oblique Pyramidal,67,54,3886.060828
MEC LV Pyramidal→MEC LII Stellate,MEC LV Pyramidal,MEC LII Stellate,67,55,9015.918818
MEC LV Pyramidal→EC LII III Pyramidal Tripolar,MEC LV Pyramidal,EC LII III Pyramidal Tripolar,67,56,2034.479268
MEC LV Pyramidal→EC LIII Pyramidal,MEC LV Pyramidal,EC LIII Pyramidal,67,58,1844.716729
MEC LV Pyramidal→MEC LIII Complex Pyramidal,MEC LV Pyramidal,MEC LIII Complex Pyramidal,67,60,15063.14131
MEC LV Pyramidal→MEC LIII Bipolar Complex Pyramidal,MEC LV Pyramidal,MEC LIII Bipolar Complex Pyramidal,67,61,4056.948539
MEC LV Pyramidal→EC LIII Stellate,MEC LV Pyramidal,EC LIII Stellate,67,62,1579.234101
MEC LV Pyramidal→EC LIII V Bipolar Pyramidal,MEC LV Pyramidal,EC LIII V Bipolar Pyramidal,67,63,6273.280217
MEC LV Pyramidal→EC LIV VI Deep Multipolar Principal,MEC LV Pyramidal,EC LIV VI Deep Multipolar Principal,67,64,5368.495239
MEC LV Pyramidal→EC LV Deep Pyramidal,MEC LV Pyramidal,EC LV Deep Pyramidal,67,65,6085.033809
MEC LV Pyramidal→MEC LV Multipolar Pyramidal,MEC LV Pyramidal,MEC LV Multipolar Pyramidal,67,66,29919.95664
MEC LV Pyramidal→MEC LV Superficial Pyramidal,MEC LV Pyramidal,MEC LV Superficial Pyramidal,67,68,20473.35915
MEC LV Pyramidal→MEC LV VI Pyramidal Polymorphic,MEC LV Pyramidal,MEC LV VI Pyramidal Polymorphic,67,69,16345.02019
MEC LV Pyramidal→MEC LIII Superficial Trilayered Interneuron,MEC LV Pyramidal,MEC LIII Superficial Trilayered Interneuron,67,71,7168.65425
MEC LV Superficial Pyramidal→EC LI II Multipolar Pyramidal,MEC LV Superficial Pyramidal,EC LI II Multipolar Pyramidal,68,51,749.6833818
MEC LV Superficial Pyramidal→EC LI II Pyramidal Fan,MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,68,52,153.7346155
MEC LV Superficial Pyramidal→MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,MEC LII III Pyramidal Multiform,68,53,2188.245157
MEC LV Superficial Pyramidal→MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal,68,54,705.9759753
MEC LV Superficial Pyramidal→MEC LII Stellate,MEC LV Superficial Pyramidal,MEC LII Stellate,68,55,1351.611614
MEC LV Superficial Pyramidal→EC LII III Pyramidal Tripolar,MEC LV Superficial Pyramidal,EC LII III Pyramidal Tripolar,68,56,723.2629239
MEC LV Superficial Pyramidal→EC LIII Pyramidal,MEC LV Superficial Pyramidal,EC LIII Pyramidal,68,58,692.9781612
MEC LV Superficial Pyramidal→MEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,MEC LIII Complex Pyramidal,68,60,5185.177767
MEC LV Superficial Pyramidal→MEC LIII Bipolar Complex Pyramidal,MEC LV Superficial Pyramidal,MEC LIII Bipolar Complex Pyramidal,68,61,1973.740391
MEC LV Superficial Pyramidal→EC LIII Stellate,MEC LV Superficial Pyramidal,EC LIII Stellate,68,62,455.8654892
MEC LV Superficial Pyramidal→EC LIII V Bipolar Pyramidal,MEC LV Superficial Pyramidal,EC LIII V Bipolar Pyramidal,68,63,2027.89845
MEC LV Superficial Pyramidal→EC LIV VI Deep Multipolar Principal,MEC LV Superficial Pyramidal,EC LIV VI Deep Multipolar Principal,68,64,1128.712474
MEC LV Superficial Pyramidal→EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,EC LV Deep Pyramidal,68,65,1234.58883
MEC LV Superficial Pyramidal→MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal,68,66,9869.518801
MEC LV Superficial Pyramidal→MEC LV Pyramidal,MEC LV Superficial Pyramidal,MEC LV Pyramidal,68,67,6254.642574
MEC LV Superficial Pyramidal→MEC LV VI Pyramidal Polymorphic,MEC LV Superficial Pyramidal,MEC LV VI Pyramidal Polymorphic,68,69,1529.48452
MEC LV Superficial Pyramidal→MEC LIII Superficial Trilayered Interneuron,MEC LV Superficial Pyramidal,MEC LIII Superficial Trilayered Interneuron,68,71,1553.77469
MEC LV VI Pyramidal Polymorphic→EC LIV VI Deep Multipolar Principal,MEC LV VI Pyramidal Polymorphic,EC LIV VI Deep Multipolar Principal,69,64,3867.021653
MEC LV VI Pyramidal Polymorphic→EC LV Deep Pyramidal,MEC LV VI Pyramidal Polymorphic,EC LV Deep Pyramidal,69,65,3533.356249
LEC LVI Multipolar Pyramidal→EC LII III Pyramidal Tripolar,LEC LVI Multipolar Pyramidal,EC LII III Pyramidal Tripolar,70,56,840.7068499
LEC LVI Multipolar Pyramidal→LEC LIII Multipolar Principal,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,70,57,6730.833602
LEC LVI Multipolar Pyramidal→EC LIII Pyramidal,LEC LVI Multipolar Pyramidal,EC LIII Pyramidal,70,58,954.9455305
LEC LVI Multipolar Pyramidal→LEC LIII Complex Pyramidal,LEC LVI Multipolar Pyramidal,LEC LIII Complex Pyramidal,70,59,3781.866508
LEC LVI Multipolar Pyramidal→EC LIII Stellate,LEC LVI Multipolar Pyramidal,EC LIII Stellate,70,62,454.1538317
LEC LVI Multipolar Pyramidal→EC LIII V Bipolar Pyramidal,LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,70,63,5129.430361
LEC LVI Multipolar Pyramidal→EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,70,64,6149.430146
LEC LVI Multipolar Pyramidal→EC LV Deep Pyramidal,LEC LVI Multipolar Pyramidal,EC LV Deep Pyramidal,70,65,5030.030336
MEC LIII Superficial Trilayered Interneuron→EC LI II Multipolar Pyramidal,MEC LIII Superficial Trilayered Interneuron,EC LI II Multipolar Pyramidal,71,51,-2372.49874
MEC LIII Superficial Trilayered Interneuron→EC LI II Pyramidal Fan,MEC LIII Superficial Trilayered Interneuron,EC LI II Pyramidal Fan,71,52,-643.9387919
MEC LIII Superficial Trilayered Interneuron→MEC LII III Pyramidal Multiform,MEC LIII Superficial Trilayered Interneuron,MEC LII III Pyramidal Multiform,71,53,-1958.989336
MEC LIII Superficial Trilayered Interneuron→MEC LII Oblique Pyramidal,MEC LIII Superficial Trilayered Interneuron,MEC LII Oblique Pyramidal,71,54,-1382.508069
MEC LIII Superficial Trilayered Interneuron→MEC LII Stellate,MEC LIII Superficial Trilayered Interneuron,MEC LII Stellate,71,55,-2324.923514
MEC LIII Superficial Trilayered Interneuron→EC LII III Pyramidal Tripolar,MEC LIII Superficial Trilayered Interneuron,EC LII III Pyramidal Tripolar,71,56,-453.322852
MEC LIII Superficial Trilayered Interneuron→EC LIII Pyramidal,MEC LIII Superficial Trilayered Interneuron,EC LIII Pyramidal,71,58,-603.6496857
MEC LIII Superficial Trilayered Interneuron→MEC LIII Complex Pyramidal,MEC LIII Superficial Trilayered Interneuron,MEC LIII Complex Pyramidal,71,60,-1952.434496
MEC LIII Superficial Trilayered Interneuron→MEC LIII Bipolar Complex Pyramidal,MEC LIII Superficial Trilayered Interneuron,MEC LIII Bipolar Complex Pyramidal,71,61,-855.8579324
MEC LIII Superficial Trilayered Interneuron→EC LIII Stellate,MEC LIII Superficial Trilayered Interneuron,EC LIII Stellate,71,62,-664.3395879
MEC LIII Superficial Trilayered Interneuron→EC LIII V Bipolar Pyramidal,MEC LIII Superficial Trilayered Interneuron,EC LIII V Bipolar Pyramidal,71,63,-520.0073196
MEC LIII Superficial Trilayered Interneuron→EC LV Deep Pyramidal,MEC LIII Superficial Trilayered Interneuron,EC LV Deep Pyramidal,71,65,-632.10737
MEC LIII Superficial Trilayered Interneuron→MEC LV Pyramidal,MEC LIII Superficial Trilayered Interneuron,MEC LV Pyramidal,71,67,-1975.057523
MEC LIII Superficial Trilayered Interneuron→MEC LV Superficial Pyramidal,MEC LIII Superficial Trilayered Interneuron,MEC LV Superficial Pyramidal,71,68,-1374.680935
