triad_id,motif,rees_superpattern,rees_superpattern_name,node_a,node_b,node_c,node_ei_signature,edge_ei_signature,region_signature,region_count,within_region,nonself_edge_count,self_edge_count,edge_count,nonself_total_weight,nonself_total_abs_weight,self_total_weight,self_total_abs_weight,total_weight,total_abs_weight,mean_abs_weight,spectral_radius,max_real,edge_1_pre,edge_1_post,edge_1_pre_class,edge_1_post_class,edge_1_pre_region,edge_1_post_region,edge_1_weight,edge_1_abs_weight,edge_1_edge_type,edge_2_pre,edge_2_post,edge_2_pre_class,edge_2_post_class,edge_2_pre_region,edge_2_post_region,edge_2_weight,edge_2_abs_weight,edge_2_edge_type,edge_3_pre,edge_3_post,edge_3_pre_class,edge_3_post_class,edge_3_pre_region,edge_3_post_region,edge_3_weight,edge_3_abs_weight,edge_3_edge_type,edge_4_pre,edge_4_post,edge_4_pre_class,edge_4_post_class,edge_4_pre_region,edge_4_post_region,edge_4_weight,edge_4_abs_weight,edge_4_edge_type,edge_5_pre,edge_5_post,edge_5_pre_class,edge_5_post_class,edge_5_pre_region,edge_5_post_region,edge_5_weight,edge_5_abs_weight,edge_5_edge_type
T028289,021C,B,three-node chain,CA1 LMR,EC LIII Pyramidal Stellate,MEC LII Oblique Pyramidal,2E-1I,E->I + E->E,CA1-EC-MEC,3,False,2,2,4,27579.158943921608,27579.158943921608,275.1276293555296,445.23849651900457,27854.286573277135,28024.39744044061,7006.099360110153,360.1830629372671,360.1830629372671,EC LIII Pyramidal Stellate,CA1 LMR,e,i,EC,CA1,27535.291632273314,27535.291632273314,between_nodes,MEC LII Oblique Pyramidal,EC LIII Pyramidal Stellate,e,e,MEC,EC,43.86731164829159,43.86731164829159,between_nodes,CA1 LMR,CA1 LMR,i,i,CA1,CA1,-85.05543358173746,85.05543358173746,self,EC LIII Pyramidal Stellate,EC LIII Pyramidal Stellate,e,e,EC,EC,360.1830629372671,360.1830629372671,self,,,,,,,,,
T028290,021C,B,three-node chain,CA1 LMR,EC LIII Pyramidal Stellate,MEC LII Stellate,2E-1I,E->I + E->E,CA1-EC-MEC,3,False,2,2,4,28258.3085367291,28258.3085367291,275.1276293555296,445.23849651900457,28533.436166084626,28703.5470332481,7175.886758312025,360.1830629372671,360.1830629372671,EC LIII Pyramidal Stellate,CA1 LMR,e,i,EC,CA1,27535.291632273314,27535.291632273314,between_nodes,MEC LII Stellate,EC LIII Pyramidal Stellate,e,e,MEC,EC,723.0169044557828,723.0169044557828,between_nodes,CA1 LMR,CA1 LMR,i,i,CA1,CA1,-85.05543358173746,85.05543358173746,self,EC LIII Pyramidal Stellate,EC LIII Pyramidal Stellate,e,e,EC,EC,360.1830629372671,360.1830629372671,self,,,,,,,,,
T028295,021C,B,three-node chain,CA1 LMR,EC LIII Pyramidal Stellate,MEC LV Multipolar Pyramidal,2E-1I,E->I + E->E,CA1-EC-MEC,3,False,2,3,5,27588.61625436929,27588.61625436929,476.9146101089928,647.0254772724677,28065.530864478285,28235.64173164176,5647.128346328352,360.1830629372671,360.1830629372671,EC LIII Pyramidal Stellate,CA1 LMR,e,i,EC,CA1,27535.291632273314,27535.291632273314,between_nodes,MEC LV Multipolar Pyramidal,EC LIII Pyramidal Stellate,e,e,MEC,EC,53.32462209597836,53.32462209597836,between_nodes,CA1 LMR,CA1 LMR,i,i,CA1,CA1,-85.05543358173746,85.05543358173746,self,EC LIII Pyramidal Stellate,EC LIII Pyramidal Stellate,e,e,EC,EC,360.1830629372671,360.1830629372671,self,MEC LV Multipolar Pyramidal,MEC LV Multipolar Pyramidal,e,e,MEC,MEC,201.78698075346315,201.78698075346315,self
T028296,021C,B,three-node chain,CA1 LMR,EC LIII Pyramidal Stellate,MEC LV Pyramidal,2E-1I,E->I + E->E,CA1-EC-MEC,3,False,2,3,5,27718.95323094516,27718.95323094516,840.3723568629429,1010.4832240264178,28559.325587808104,28729.436454971576,5745.887290994315,565.2447275074132,565.2447275074132,EC LIII Pyramidal Stellate,CA1 LMR,e,i,EC,CA1,27535.291632273314,27535.291632273314,between_nodes,MEC LV Pyramidal,EC LIII Pyramidal Stellate,e,e,MEC,EC,183.66159867184444,183.66159867184444,between_nodes,CA1 LMR,CA1 LMR,i,i,CA1,CA1,-85.05543358173746,85.05543358173746,self,EC LIII Pyramidal Stellate,EC LIII Pyramidal Stellate,e,e,EC,EC,360.1830629372671,360.1830629372671,self,MEC LV Pyramidal,MEC LV Pyramidal,e,e,MEC,MEC,565.2447275074132,565.2447275074132,self
T028350,021C,B,three-node chain,CA1 LMR,EC LIV VI Deep Multipolar Principal,SUB CA1 Projecting Pyramidal,2E-1I,E->E + E->I,CA1-EC-SUB,3,False,2,3,5,1630.1396962184417,1630.1396962184417,2844.5315465333533,3014.642413696828,4474.671242751795,4644.78210991527,928.9564219830539,1969.34413375272,1969.34413375272,EC LIV VI Deep Multipolar Principal,SUB CA1 Projecting Pyramidal,e,e,EC,SUB,1100.6348653392354,1100.6348653392354,between_nodes,SUB CA1 Projecting Pyramidal,CA1 LMR,e,i,SUB,CA1,529.5048308792063,529.5048308792063,between_nodes,CA1 LMR,CA1 LMR,i,i,CA1,CA1,-85.05543358173746,85.05543358173746,self,EC LIV VI Deep Multipolar Principal,EC LIV VI Deep Multipolar Principal,e,e,EC,EC,1969.34413375272,1969.34413375272,self,SUB CA1 Projecting Pyramidal,SUB CA1 Projecting Pyramidal,e,e,SUB,SUB,960.2428463623708,960.2428463623708,self
T028434,021C,B,three-node chain,CA1 LMR,MEC LII Stellate,SUB CA1 Projecting Pyramidal,2E-1I,E->E + E->I,CA1-MEC-SUB,3,False,2,2,4,645.9728038170592,645.9728038170592,875.1874127806333,1045.2982799441081,1521.1602165976924,1691.2710837611673,422.8177709402919,960.2428463623708,960.2428463623708,MEC LII Stellate,SUB CA1 Projecting Pyramidal,e,e,MEC,SUB,116.46797293785286,116.46797293785286,between_nodes,SUB CA1 Projecting Pyramidal,CA1 LMR,e,i,SUB,CA1,529.5048308792063,529.5048308792063,between_nodes,CA1 LMR,CA1 LMR,i,i,CA1,CA1,-85.05543358173746,85.05543358173746,self,SUB CA1 Projecting Pyramidal,SUB CA1 Projecting Pyramidal,e,e,SUB,SUB,960.2428463623708,960.2428463623708,self,,,,,,,,,
T028467,021C,B,three-node chain,CA1 LMR,MEC LV Pyramidal,SUB CA1 Projecting Pyramidal,2E-1I,E->E + E->I,CA1-MEC-SUB,3,False,2,3,5,588.2266670361795,588.2266670361795,1440.4321402880466,1610.5430074515214,2028.658807324226,2198.769674487701,439.75393489754026,960.2428463623708,960.2428463623708,MEC LV Pyramidal,SUB CA1 Projecting Pyramidal,e,e,MEC,SUB,58.72183615697319,58.72183615697319,between_nodes,SUB CA1 Projecting Pyramidal,CA1 LMR,e,i,SUB,CA1,529.5048308792063,529.5048308792063,between_nodes,CA1 LMR,CA1 LMR,i,i,CA1,CA1,-85.05543358173746,85.05543358173746,self,MEC LV Pyramidal,MEC LV Pyramidal,e,e,MEC,MEC,565.2447275074132,565.2447275074132,self,SUB CA1 Projecting Pyramidal,SUB CA1 Projecting Pyramidal,e,e,SUB,SUB,960.2428463623708,960.2428463623708,self
T028545,021U,A,simple regulation,CA1 Neurogliaform,CA1 O LM,CA1 O LMR,0E-3I,I->I + I->I,CA1,1,True,2,1,3,-43.90903325295059,43.90903325295059,-59.55353517958427,59.55353517958427,-103.46256843253487,103.46256843253487,34.48752281084496,59.55353517958427,-59.55353517958427,CA1 O LM,CA1 Neurogliaform,i,i,CA1,CA1,-27.785445268573497,27.785445268573497,between_nodes,CA1 O LMR,CA1 Neurogliaform,i,i,CA1,CA1,-16.1235879843771,16.1235879843771,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,,,,,,,,,,,,,,,,,,
T028546,021U,A,simple regulation,CA1 Neurogliaform,CA1 O LM,CA1 OR LM,0E-3I,I->I + I->I,CA1,1,True,2,1,3,-52.91794286519993,52.91794286519993,-59.55353517958427,59.55353517958427,-112.4714780447842,112.4714780447842,37.49049268159474,59.55353517958427,-59.55353517958427,CA1 O LM,CA1 Neurogliaform,i,i,CA1,CA1,-27.785445268573497,27.785445268573497,between_nodes,CA1 OR LM,CA1 Neurogliaform,i,i,CA1,CA1,-25.13249759662644,25.13249759662644,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,,,,,,,,,,,,,,,,,,
T028548,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LM,CA1 Oriens Bistratified,0E-3I,I->I + I->I,CA1,1,True,2,2,4,-31.02977001910112,31.02977001910112,-60.31971216496677,60.31971216496677,-91.3494821840679,91.3494821840679,22.837370546016974,59.55353517958427,-0.7661769853824949,CA1 O LM,CA1 Neurogliaform,i,i,CA1,CA1,-27.785445268573497,27.785445268573497,between_nodes,CA1 Oriens Bistratified,CA1 O LM,i,i,CA1,CA1,-3.2443247505276265,3.2443247505276265,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA1 Oriens Bistratified,CA1 Oriens Bistratified,i,i,CA1,CA1,-0.7661769853824949,0.7661769853824949,self,,,,,,,,,
T028553,021U,A,simple regulation,CA1 Neurogliaform,CA1 O LM,CA1 R Receiving Apical Targeting,0E-3I,I->I + I->I,CA1,1,True,2,2,4,-41.670047944199865,41.670047944199865,-142.8992497256048,142.8992497256048,-184.56929766980466,184.56929766980466,46.142324417451164,83.34571454602052,-59.55353517958427,CA1 O LM,CA1 Neurogliaform,i,i,CA1,CA1,-27.785445268573497,27.785445268573497,between_nodes,CA1 R Receiving Apical Targeting,CA1 Neurogliaform,i,i,CA1,CA1,-13.884602675626368,13.884602675626368,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA1 R Receiving Apical Targeting,CA1 R Receiving Apical Targeting,i,i,CA1,CA1,-83.34571454602052,83.34571454602052,self,,,,,,,,,
T028558,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LM,CA1 SO SO,0E-3I,I->I + I->I,CA1,1,True,2,2,4,-44.503033813213605,44.503033813213605,-125.37017084093493,125.37017084093493,-169.87320465414854,169.87320465414854,42.468301163537134,65.81663566135066,-59.55353517958427,CA1 O LM,CA1 Neurogliaform,i,i,CA1,CA1,-27.785445268573497,27.785445268573497,between_nodes,CA1 SO SO,CA1 O LM,i,i,CA1,CA1,-16.717588544640112,16.717588544640112,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA1 SO SO,CA1 SO SO,i,i,CA1,CA1,-65.81663566135066,65.81663566135066,self,,,,,,,,,
T028560,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LM,CA1 Trilaminar,0E-3I,I->I + I->I,CA1,1,True,2,2,4,-42.64286275053958,42.64286275053958,-334.2187729079016,334.2187729079016,-376.8616356584412,376.8616356584412,94.2154089146103,274.6652377283173,-59.55353517958427,CA1 O LM,CA1 Neurogliaform,i,i,CA1,CA1,-27.785445268573497,27.785445268573497,between_nodes,CA1 Trilaminar,CA1 O LM,i,i,CA1,CA1,-14.85741748196608,14.85741748196608,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA1 Trilaminar,CA1 Trilaminar,i,i,CA1,CA1,-274.6652377283173,274.6652377283173,self,,,,,,,,,
T028562,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LM,CA2 Bistratified,0E-3I,I->I + I->I,CA1-CA2,2,False,2,2,4,-28.096062767860133,28.096062767860133,-192.61631410813646,192.61631410813646,-220.7123768759966,220.7123768759966,55.17809421899915,133.06277892855218,-59.55353517958427,CA1 O LM,CA1 Neurogliaform,i,i,CA1,CA1,-27.785445268573497,27.785445268573497,between_nodes,CA2 Bistratified,CA1 O LM,i,i,CA2,CA1,-0.3106174992866363,0.3106174992866363,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA2 Bistratified,CA2 Bistratified,i,i,CA2,CA2,-133.06277892855218,133.06277892855218,self,,,,,,,,,
T028563,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LM,CA2 Pyramidal,1E-2I,I->I + E->I,CA1-CA2,2,False,2,2,4,3366.177308404923,3421.74819894207,2103.5847533284536,2222.691823687622,5469.762061733377,5644.440022629692,1411.110005657423,2163.138288508038,2163.138288508038,CA1 O LM,CA1 Neurogliaform,i,i,CA1,CA1,-27.785445268573497,27.785445268573497,between_nodes,CA2 Pyramidal,CA1 O LM,e,i,CA2,CA1,3393.9627536734965,3393.9627536734965,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA2 Pyramidal,CA2 Pyramidal,e,e,CA2,CA2,2163.138288508038,2163.138288508038,self,,,,,,,,,
T028576,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LM,CA3 Pyramidal,1E-2I,I->I + E->I,CA1-CA3,2,False,2,2,4,48154.48894325299,48210.05983379013,3218.897230517584,3338.0043008767525,51373.386173770574,51548.064134666885,12887.016033666721,3278.450765697168,3278.450765697168,CA1 O LM,CA1 Neurogliaform,i,i,CA1,CA1,-27.785445268573497,27.785445268573497,between_nodes,CA3 Pyramidal,CA1 O LM,e,i,CA3,CA1,48182.27438852156,48182.27438852156,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA3 Pyramidal,CA3 Pyramidal,e,e,CA3,CA3,3278.450765697168,3278.450765697168,self,,,,,,,,,
T028578,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LM,CA3 Trilaminar,0E-3I,I->I + I->I,CA1-CA3,2,False,2,2,4,-48.01967755105129,48.01967755105129,-70.5354688506311,70.5354688506311,-118.5551464016824,118.5551464016824,29.6387866004206,59.55353517958427,-10.98193367104684,CA1 O LM,CA1 Neurogliaform,i,i,CA1,CA1,-27.785445268573497,27.785445268573497,between_nodes,CA3 Trilaminar,CA1 O LM,i,i,CA3,CA1,-20.23423228247779,20.23423228247779,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA3 Trilaminar,CA3 Trilaminar,i,i,CA3,CA3,-10.98193367104684,10.98193367104684,self,,,,,,,,,
T028579,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LM,CA3c Pyramidal,1E-2I,I->I + E->I,CA1-CA3c,2,False,2,2,4,6912.074901343749,6967.645791880896,580.3105343665566,699.4176047257251,7492.3854357103055,7667.063396606621,1916.7658491516552,639.8640695461409,639.8640695461409,CA1 O LM,CA1 Neurogliaform,i,i,CA1,CA1,-27.785445268573497,27.785445268573497,between_nodes,CA3c Pyramidal,CA1 O LM,e,i,CA3c,CA1,6939.860346612322,6939.860346612322,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA3c Pyramidal,CA3c Pyramidal,e,e,CA3c,CA3c,639.8640695461409,639.8640695461409,self,,,,,,,,,
T028597,021U,A,simple regulation,CA1 Neurogliaform,CA1 O LM,EC LIII Pyramidal,1E-2I,I->I + E->I,CA1-EC,2,False,2,2,4,2208.6353706883374,2264.206261225484,-42.00847204684892,77.09859831231962,2166.6268986414884,2341.3048595378036,585.3262148844509,59.55353517958427,17.545063132735347,CA1 O LM,CA1 Neurogliaform,i,i,CA1,CA1,-27.785445268573497,27.785445268573497,between_nodes,EC LIII Pyramidal,CA1 Neurogliaform,e,i,EC,CA1,2236.4208159569107,2236.4208159569107,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,EC LIII Pyramidal,EC LIII Pyramidal,e,e,EC,EC,17.545063132735347,17.545063132735347,self,,,,,,,,,
T028598,021U,A,simple regulation,CA1 Neurogliaform,CA1 O LM,EC LIII Pyramidal Stellate,1E-2I,I->I + E->I,CA1-EC,2,False,2,2,4,29988.85930788083,30044.43019841798,300.6295277576828,419.7365981168514,30289.488835638513,30464.16679653483,7616.041699133708,360.1830629372671,360.1830629372671,CA1 O LM,CA1 Neurogliaform,i,i,CA1,CA1,-27.785445268573497,27.785445268573497,between_nodes,EC LIII Pyramidal Stellate,CA1 Neurogliaform,e,i,EC,CA1,30016.644753149405,30016.644753149405,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,EC LIII Pyramidal Stellate,EC LIII Pyramidal Stellate,e,e,EC,EC,360.1830629372671,360.1830629372671,self,,,,,,,,,
T028617,021U,A,simple regulation,CA1 Neurogliaform,CA1 O LM,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-SUB,2,False,2,2,4,75.9874083096701,131.55829884681708,900.6893111827865,1019.796381541955,976.6767194924566,1151.354680388772,287.838670097193,960.2428463623708,960.2428463623708,CA1 O LM,CA1 Neurogliaform,i,i,CA1,CA1,-27.785445268573497,27.785445268573497,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Neurogliaform,e,i,SUB,CA1,103.7728535782436,103.7728535782436,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,SUB CA1 Projecting Pyramidal,SUB CA1 Projecting Pyramidal,e,e,SUB,SUB,960.2428463623708,960.2428463623708,self,,,,,,,,,
T028620,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LMR,CA1 Oriens Bistratified,0E-3I,I->I + I->I,CA1,1,True,2,2,4,-20.10470317648378,20.10470317648378,-60.31971216496677,60.31971216496677,-80.42441534145055,80.42441534145055,20.10610383536264,59.55353517958427,-0.7661769853824949,CA1 O LMR,CA1 Neurogliaform,i,i,CA1,CA1,-16.1235879843771,16.1235879843771,between_nodes,CA1 Oriens Bistratified,CA1 O LMR,i,i,CA1,CA1,-3.9811151921066825,3.9811151921066825,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA1 Oriens Bistratified,CA1 Oriens Bistratified,i,i,CA1,CA1,-0.7661769853824949,0.7661769853824949,self,,,,,,,,,
T028627,021D,C,single input module,CA1 Neurogliaform,CA1 O LMR,CA1 Radiatum,0E-3I,I->I + I->I,CA1,1,True,2,2,4,-37.510368066800325,37.510368066800325,-67.00560882707654,67.00560882707654,-104.51597689387685,104.51597689387685,26.128994223469213,59.55353517958427,-7.452073647492263,CA1 O LMR,CA1 Neurogliaform,i,i,CA1,CA1,-16.1235879843771,16.1235879843771,between_nodes,CA1 O LMR,CA1 Radiatum,i,i,CA1,CA1,-21.386780082423225,21.386780082423225,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA1 Radiatum,CA1 Radiatum,i,i,CA1,CA1,-7.452073647492263,7.452073647492263,self,,,,,,,,,
T028630,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LMR,CA1 SO SO,0E-3I,I->I + I->I,CA1,1,True,2,2,4,-45.19767412918301,45.19767412918301,-125.37017084093493,125.37017084093493,-170.56784497011793,170.56784497011793,42.64196124252948,65.81663566135066,-59.55353517958427,CA1 O LMR,CA1 Neurogliaform,i,i,CA1,CA1,-16.1235879843771,16.1235879843771,between_nodes,CA1 SO SO,CA1 O LMR,i,i,CA1,CA1,-29.074086144805907,29.074086144805907,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA1 SO SO,CA1 SO SO,i,i,CA1,CA1,-65.81663566135066,65.81663566135066,self,,,,,,,,,
T028632,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LMR,CA1 Trilaminar,0E-3I,I->I + I->I,CA1,1,True,2,2,4,-42.13572590011249,42.13572590011249,-334.2187729079016,334.2187729079016,-376.3544988080141,376.3544988080141,94.08862470200353,274.6652377283173,-59.55353517958427,CA1 O LMR,CA1 Neurogliaform,i,i,CA1,CA1,-16.1235879843771,16.1235879843771,between_nodes,CA1 Trilaminar,CA1 O LMR,i,i,CA1,CA1,-26.01213791573539,26.01213791573539,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA1 Trilaminar,CA1 Trilaminar,i,i,CA1,CA1,-274.6652377283173,274.6652377283173,self,,,,,,,,,
T028634,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LMR,CA2 Bistratified,0E-3I,I->I + I->I,CA1-CA2,2,False,2,2,4,-16.471185259251744,16.471185259251744,-192.61631410813646,192.61631410813646,-209.0874993673882,209.0874993673882,52.27187484184705,133.06277892855218,-59.55353517958427,CA1 O LMR,CA1 Neurogliaform,i,i,CA1,CA1,-16.1235879843771,16.1235879843771,between_nodes,CA2 Bistratified,CA1 O LMR,i,i,CA2,CA1,-0.3475972748746431,0.3475972748746431,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA2 Bistratified,CA2 Bistratified,i,i,CA2,CA2,-133.06277892855218,133.06277892855218,self,,,,,,,,,
T028635,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LMR,CA2 Pyramidal,1E-2I,I->I + E->I,CA1-CA2,2,False,2,2,4,3447.0916979445597,3479.338873913314,2103.5847533284536,2222.691823687622,5550.676451273013,5702.030697600936,1425.507674400234,2163.138288508038,2163.138288508038,CA1 O LMR,CA1 Neurogliaform,i,i,CA1,CA1,-16.1235879843771,16.1235879843771,between_nodes,CA2 Pyramidal,CA1 O LMR,e,i,CA2,CA1,3463.2152859289367,3463.2152859289367,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA2 Pyramidal,CA2 Pyramidal,e,e,CA2,CA2,2163.138288508038,2163.138288508038,self,,,,,,,,,
T028648,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LMR,CA3 Pyramidal,1E-2I,I->I + E->I,CA1-CA3,2,False,2,2,4,45143.81267443781,45176.05985040657,3218.897230517584,3338.0043008767525,48362.709904955394,48514.06415128332,12128.516037820831,3278.450765697168,3278.450765697168,CA1 O LMR,CA1 Neurogliaform,i,i,CA1,CA1,-16.1235879843771,16.1235879843771,between_nodes,CA3 Pyramidal,CA1 O LMR,e,i,CA3,CA1,45159.93626242219,45159.93626242219,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA3 Pyramidal,CA3 Pyramidal,e,e,CA3,CA3,3278.450765697168,3278.450765697168,self,,,,,,,,,
T028650,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LMR,CA3 Trilaminar,0E-3I,I->I + I->I,CA1-CA3,2,False,2,2,4,-49.497529041121126,49.497529041121126,-70.5354688506311,70.5354688506311,-120.03299789175223,120.03299789175223,30.00824947293806,59.55353517958427,-10.98193367104684,CA1 O LMR,CA1 Neurogliaform,i,i,CA1,CA1,-16.1235879843771,16.1235879843771,between_nodes,CA3 Trilaminar,CA1 O LMR,i,i,CA3,CA1,-33.37394105674402,33.37394105674402,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA3 Trilaminar,CA3 Trilaminar,i,i,CA3,CA3,-10.98193367104684,10.98193367104684,self,,,,,,,,,
T028651,021C,B,three-node chain,CA1 Neurogliaform,CA1 O LMR,CA3c Pyramidal,1E-2I,I->I + E->I,CA1-CA3c,2,False,2,2,4,7727.0993433559715,7759.346519324726,580.3105343665566,699.4176047257251,8307.409877722528,8458.76412405045,2114.6910310126127,639.8640695461409,639.8640695461409,CA1 O LMR,CA1 Neurogliaform,i,i,CA1,CA1,-16.1235879843771,16.1235879843771,between_nodes,CA3c Pyramidal,CA1 O LMR,e,i,CA3c,CA1,7743.222931340349,7743.222931340349,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA3c Pyramidal,CA3c Pyramidal,e,e,CA3c,CA3c,639.8640695461409,639.8640695461409,self,,,,,,,,,
T028669,021U,A,simple regulation,CA1 Neurogliaform,CA1 O LMR,EC LIII Pyramidal,1E-2I,I->I + E->I,CA1-EC,2,False,2,2,4,2220.2972279725336,2252.544403941288,-42.00847204684892,77.09859831231962,2178.2887559256847,2329.6430022536074,582.4107505634018,59.55353517958427,17.545063132735347,CA1 O LMR,CA1 Neurogliaform,i,i,CA1,CA1,-16.1235879843771,16.1235879843771,between_nodes,EC LIII Pyramidal,CA1 Neurogliaform,e,i,EC,CA1,2236.4208159569107,2236.4208159569107,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,EC LIII Pyramidal,EC LIII Pyramidal,e,e,EC,EC,17.545063132735347,17.545063132735347,self,,,,,,,,,
T028670,021U,A,simple regulation,CA1 Neurogliaform,CA1 O LMR,EC LIII Pyramidal Stellate,1E-2I,I->I + E->I,CA1-EC,2,False,2,2,4,30000.521165165028,30032.768341133782,300.6295277576828,419.7365981168514,30301.15069292271,30452.504939250633,7613.126234812658,360.1830629372671,360.1830629372671,CA1 O LMR,CA1 Neurogliaform,i,i,CA1,CA1,-16.1235879843771,16.1235879843771,between_nodes,EC LIII Pyramidal Stellate,CA1 Neurogliaform,e,i,EC,CA1,30016.644753149405,30016.644753149405,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,EC LIII Pyramidal Stellate,EC LIII Pyramidal Stellate,e,e,EC,EC,360.1830629372671,360.1830629372671,self,,,,,,,,,
T028689,021U,A,simple regulation,CA1 Neurogliaform,CA1 O LMR,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-SUB,2,False,2,2,4,87.6492655938665,119.8964415626207,900.6893111827865,1019.796381541955,988.338576776653,1139.6928231045758,284.92320577614396,960.2428463623708,960.2428463623708,CA1 O LMR,CA1 Neurogliaform,i,i,CA1,CA1,-16.1235879843771,16.1235879843771,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Neurogliaform,e,i,SUB,CA1,103.7728535782436,103.7728535782436,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,SUB CA1 Projecting Pyramidal,SUB CA1 Projecting Pyramidal,e,e,SUB,SUB,960.2428463623708,960.2428463623708,self,,,,,,,,,
T028691,021C,B,three-node chain,CA1 Neurogliaform,CA1 OR LM,CA1 Oriens Bistratified,0E-3I,I->I + I->I,CA1,1,True,2,2,4,-47.956932431723445,47.956932431723445,-60.31971216496677,60.31971216496677,-108.2766445966902,108.2766445966902,27.069161149172555,59.55353517958427,-0.7661769853824949,CA1 OR LM,CA1 Neurogliaform,i,i,CA1,CA1,-25.13249759662644,25.13249759662644,between_nodes,CA1 Oriens Bistratified,CA1 OR LM,i,i,CA1,CA1,-22.824434835097,22.824434835097,between_nodes,CA1 Neurogliaform,CA1 Neurogliaform,i,i,CA1,CA1,-59.55353517958427,59.55353517958427,self,CA1 Oriens Bistratified,CA1 Oriens Bistratified,i,i,CA1,CA1,-0.7661769853824949,0.7661769853824949,self,,,,,,,,,
