null_id,spectral_radius,max_real_eigenvalue,chain_count,divergent_count,convergent_count,reciprocal_count,chain_score_sum,chain_abs_score_sum,divergent_score_sum,divergent_abs_score_sum,convergent_score_sum,convergent_abs_score_sum,reciprocal_score_sum,reciprocal_abs_score_sum
120,0.8662657251124442,0.8662657251124442,28171,14528,14345,176,416.50980583336235,510.5604723794157,3171.678291119833,3171.678291119833,1151.8670742043178,1217.9007546323182,-0.4421558361210741,0.737782304234616
121,0.8904390380930954,0.8904390380930954,28325,14659,14305,200,313.71856065705884,389.2706039505969,2656.295245640867,2656.295245640867,1435.3216397976266,1503.8568538858376,0.14515725546943742,0.34613160565866946
122,0.9907515030718712,0.9907515030718712,28505,14694,14509,204,426.4065526809709,510.0118832179444,5830.297592175947,5830.297592175947,1084.339639950213,1145.3228107816074,1.319295520233619,1.3561219955722736
123,0.8514554467898977,0.8514554467898977,27832,14733,14480,192,326.9986713481826,402.87208589343663,3144.81361380098,3144.81361380098,961.724339894354,1032.3209768893905,0.6438262009819989,0.7263268139527167
124,0.7683232875447263,0.7683232875447263,28431,14528,14640,185,597.4672435054254,671.7793350784414,3435.1823686957096,3435.1823686957096,1273.0012536534985,1345.642159386214,0.12873574873744045,0.27132338903546943
125,0.8369800797638663,0.8369800797638663,28319,14622,14268,199,326.0586523661213,422.46145742805686,4654.983655764938,4654.983655764938,2803.28798965051,2860.385638932115,0.5026477746943323,0.5548965900610477
126,0.6925443584931552,0.6925443584931552,27833,14681,14307,199,401.6756586267656,485.2067301693351,3201.609737800081,3201.609737800081,916.0903695111857,981.5929392718854,0.014210572180150571,0.2229844960599321
127,0.6307050399737624,0.6178227994686702,28093,14770,14357,178,365.13889537225714,441.2600562080601,2739.880040578466,2739.880040578466,1206.1752894261701,1273.8889172918796,0.21820781291383637,0.3497973611967606
128,0.6957152302168554,0.6619111332625109,28157,14668,14324,202,362.43826435805653,443.18856424604405,3241.753041535403,3241.753041535403,1223.5622702346839,1274.0152681045136,0.04241804506485064,0.2336646155869987
129,0.7294076396880679,0.7293802582311828,28270,14509,14356,190,416.9745744064773,500.97136516926815,3021.191898930779,3021.191898930779,2367.5642941638316,2443.204976963741,0.2455359822617199,0.3015945133320856
130,0.8448109859038939,0.8448109859038939,28349,14821,14332,187,344.6917255777415,428.14351326113433,6115.759777117786,6115.759777117786,1743.711040468044,1802.0155488562095,0.3815894200735365,0.42462962576090685
131,1.1475975308598738,1.1475975308598738,28286,14458,14233,179,307.9511355751256,381.8464299711147,4436.43835359987,4436.43835359987,1942.4533379362103,2010.1340489982845,0.2745455017095295,0.3090964635008323
