receiver,sender,receiver_group,sender_group,weight,dominant_lambda_sensitivity,weighted_sensitivity
MEC LV Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,E,E,0.0447974735924218,9.007463930498787e-05,4.035116275612113e-06
EC LIII Pyramidal Stellate,MEC LII Oblique Pyramidal,E,E,0.001673486205041194,0.002393677751541693,4.0057866965190455e-06
CA1 Pyramidal,CA1 OR LM,E,I,-0.0002526855101619909,0.015052494084412667,-3.803547146930165e-06
CA3c Pyramidal,DG Semilunar Granule,E,E,0.007540729018766823,0.0005030831531022537,3.793613731450877e-06
CA1 Pyramidal,CA1 Neurogliaform,E,I,-0.0005526862613495014,0.006827935325213806,-3.7737060476286107e-06
EC LIII Stellate,EC LIII Pyramidal Stellate,E,E,0.008572106710186624,0.0004306426226349925,3.6915145151817855e-06
CA2 Basket,DG Granule,I,E,1.7495517211370137,-2.09698264560927e-06,-3.668779596820147e-06
MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,E,E,0.004551273557174572,0.0008026455959066691,3.65305967643265e-06
MEC LIII Superficial Trilayered Interneuron,MEC LII Oblique Pyramidal,I,E,0.001108045924093157,-0.00327768868849268,-3.6318295917305595e-06
MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,E,E,0.01484030293348389,0.00023707692994047021,3.518293458856915e-06
MEC LV Multipolar Pyramidal,MEC LV Pyramidal,E,E,0.025270840870743758,0.00013907655733356967,3.5145815492275097e-06
CA1 R Receiving Apical Targeting,CA2 Pyramidal,I,E,2.684244483529147,-1.2968065173826669e-06,-3.4809457404890683e-06
MEC LII III Pyramidal Multiform,EC LIII Pyramidal,E,E,0.0006688934832432902,0.005077064121861871,3.396015105121723e-06
MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,E,E,0.0033011404284118873,0.0010205707168709384,3.3690472535159566e-06
CA1 Neurogliaform,EC LIII Pyramidal Stellate,I,E,1.1450995975946467,-2.8231872929237652e-06,-3.2328306330613237e-06
EC LIII Pyramidal,LEC LIII Complex Pyramidal,E,E,0.011630312092674193,0.00027041828169878797,3.1450490117215903e-06
EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,E,E,0.05037387173794007,6.233923153259082e-05,3.140268453464479e-06
EC LIII Stellate,MEC LIII Complex Pyramidal,E,E,0.008283419320687236,0.0003764943853596631,3.1186608658184986e-06
CA1 Schaffer Collateral Associated,CA3c Pyramidal,I,E,3.4724074631549233,-8.96500515603224e-07,-3.113015081102872e-06
MEC LV Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,E,E,0.013622977911609093,0.0002205215784502755,3.004160592261275e-06
EC LIII V Bipolar Pyramidal,EC LIII Stellate,E,E,0.0006562815284694223,0.004562354906618776,2.9941892515357387e-06
EC LIII Stellate,EC LIII V Bipolar Pyramidal,E,E,0.012917978537510238,0.00023160078370358623,2.9918139531534777e-06
CA3c Pyramidal,CA3 LMR Targeting,E,I,-0.0002878170161220491,0.010321061339444755,-2.970577077931629e-06
MEC LV Superficial Pyramidal,EC LIII Pyramidal Stellate,E,E,0.0018054302788419743,0.001642203556835077,2.964884025532035e-06
CA1 Pyramidal,CA1 Ivy,E,I,-0.0014618510387852815,0.002007564137770295,-2.934759720227584e-06
DG Basket,EC LII III Pyramidal Tripolar,I,E,0.14531591682365855,-1.994543668480595e-05,-2.8983894183008094e-06
CA3c Pyramidal,CA3 O LM,E,I,-0.0007902071490018033,0.0036655255426553874,-2.8965244886550017e-06
MEC LIII Superficial Trilayered Interneuron,MEC LV Superficial Pyramidal,I,E,0.0041587109862289435,-0.0006821037024814121,-2.8366721612568873e-06
MEC LV Superficial Pyramidal,MEC LIII Superficial Trilayered Interneuron,E,I,-0.0011610759863797686,0.002398700804193169,-2.7850739022585274e-06
DG Granule,DG HIPP,E,I,-0.00769561160657737,0.00035551399619978543,-2.735897635455772e-06
CA3 O LM,CA2 Pyramidal,I,E,0.1319294479231337,-2.0606312174399238e-05,-2.7185793889002405e-06
CA1 Horizontal Basket,CA2 Pyramidal,I,E,0.29606921444644146,-9.158137890230709e-06,-2.7114426909527965e-06
CA3 Basket,CA3 LMR Targeting,I,I,-0.02756201454660115,-9.825392427848934e-05,2.708076090224371e-06
EC LIII Pyramidal,EC LIII Pyramidal Stellate,E,E,0.009231640569603738,0.0002924543774884355,2.6998336959804477e-06
CA1 Basket CCK+,CA1 Basket,I,I,-0.019549581356893442,-0.00013672657087574071,2.6729472209843506e-06
EC LIII Pyramidal,EC LI II Pyramidal Fan,E,E,0.06325046295993911,4.222021422011372e-05,2.6704480956899972e-06
CA1 Pyramidal,CA1 LMR,E,I,-0.0001798144847879137,0.014643641152208637,-2.633138789203487e-06
DG AIPRIM,EC LII III Pyramidal Tripolar,I,E,0.14415832757292496,-1.758760508665999e-05,-2.535399735305972e-06
EC LV Deep Pyramidal,EC LIII V Bipolar Pyramidal,E,E,0.01643201037680812,0.00015261949248996734,2.5078450842983322e-06
DG AIPRIM,MEC LV Pyramidal,I,E,0.6129414682639358,-4.088867013986724e-06,-2.506236151088998e-06
MEC LIII Superficial Trilayered Interneuron,MEC LV Multipolar Pyramidal,I,E,0.0028678077267937662,-0.0008673006718929559,-2.487251568308044e-06
CA1 SO SO,CA3 Pyramidal,I,E,6.875112264801051,-3.5442891084904147e-07,-2.436738551978323e-06
MEC LII Oblique Pyramidal,MEC LIII Superficial Trilayered Interneuron,E,I,-0.005268303724074435,0.0004540844643047539,-2.3922548743410798e-06
CA1 Perforant Path Associated,CA3 Pyramidal,I,E,1.7442361510996818,-1.3424087264030826e-06,-2.3414778301439386e-06
CA3 Basket CCK+,CA3 LMR Targeting,I,I,-0.01068597971440952,-0.00021721177585543722,2.3211206305220694e-06
CA1 Horizontal Basket,CA1 Basket CCK+,I,I,-0.05812453152432552,-3.973502839659847e-05,2.309579910658058e-06
CA2 Basket,CA3c Pyramidal,I,E,3.7643443692000806,-6.114423907980256e-07,-2.301679720890783e-06
MEC LII Oblique Pyramidal,MEC LII III Pyramidal Multiform,E,E,0.0068744298430670255,0.00033201686591631063,2.282426651456669e-06
EC LIII Stellate,MEC LII III Pyramidal Multiform,E,E,0.004922061321465606,0.0004599277419591489,2.263792549366141e-06
SUB CA1 Projecting Pyramidal,CA1 Pyramidal,E,E,0.1647390387052082,1.3673164709314963e-05,2.2525040102705245e-06
DG Mossy,DG Mossy,E,E,0.06680852862497293,3.370471185792535e-05,2.25176220695667e-06
DG Semilunar Granule,EC LII III Pyramidal Tripolar,E,E,0.0090178869220153,0.000248148702559039,2.2377769395222224e-06
CA3c Pyramidal,CA3 Mossy Fiber Associated,E,I,-0.0002786989382586544,0.00788393134140458,-2.1972432941535853e-06
MEC LV Multipolar Pyramidal,MEC LIII Complex Pyramidal,E,E,0.006098619852662745,0.00035848383070861603,2.1862566068181564e-06
CA3 Basket,CA3c Pyramidal,I,E,0.11124186975383067,-1.9260032812010797e-05,-2.1425220615282103e-06
CA2 Basket,CA3 Pyramidal,I,E,1.633470465160105,-1.3104491500820872e-06,-2.1405799827532515e-06
DG HIPP,DG Granule,I,E,0.5400700644698128,-3.963454775347846e-06,-2.1405432760452984e-06
EC LIV VI Deep Multipolar Principal,MEC LIII Complex Pyramidal,E,E,0.0007540621672629404,0.0028260850577123096,2.131043823487956e-06
CA1 Basket,CA1 Basket,I,I,-0.025024621462370087,-8.414905431196237e-05,2.1057982305732795e-06
CA2 Basket,CA2 Pyramidal,I,E,0.6043100455519609,-3.461450934933331e-06,-2.091789572165439e-06
MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal,E,E,0.005281613208721955,0.0003901257774965485,2.060493459488693e-06
MEC LII Oblique Pyramidal,MEC LIII Bipolar Complex Pyramidal,E,E,0.004936230116749159,0.0004123141120366383,2.035277337395941e-06
EC LIV VI Deep Multipolar Principal,MEC LIII Bipolar Complex Pyramidal,E,E,0.00047467766162152423,0.004287305042248804,2.0350879321128325e-06
CA1 Ivy,CA3c Pyramidal,I,E,3.078385637711056,-6.442187103446005e-07,-1.983153625469557e-06
DG Axo Axonic,DG Granule,I,E,7.316637510936441,-2.708866102190538e-07,-1.9819791335391473e-06
CA1 Bistratified,CA1 Pyramidal,I,E,0.25740272172176326,-7.66365230297101e-06,-1.972644961113997e-06
CA2 Wide Arbor Basket,CA1 Trilaminar,I,I,-0.0007249432654195776,-0.0026359578738610486,1.9109199085852756e-06
CA1 Pyramidal,CA1 Axo Axonic,E,I,-0.00024809214370154106,0.007636744232787886,-1.8946162476127271e-06
EC LV Deep Pyramidal,LEC LIII Complex Pyramidal,E,E,0.007089257122467216,0.0002624006549084413,1.8602257117497296e-06
CA3 Granule,MEC LII Stellate,E,E,0.749268647976366,2.4604976380865224e-06,1.8435737386381307e-06
CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,I,I,-0.012083901972064983,-0.0001520742498342734,1.8376503274726792e-06
MEC LV Superficial Pyramidal,EC LV Deep Pyramidal,E,E,0.0027269112688064843,0.0006721188807949592,1.8328085500173764e-06
EC LIII Pyramidal,EC LIII V Bipolar Pyramidal,E,E,0.01163419541929156,0.00015728276641412595,1.8298584405487285e-06
MEC LV Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,E,E,0.003362437685689358,0.0005438369700754324,1.8286179230527497e-06
MEC LV VI Pyramidal Polymorphic,MEC LII Stellate,E,E,0.1201128838041934,1.5222275241032048e-05,1.8283913772615323e-06
DG Mossy,DG AIPRIM,E,I,-0.009181942400868498,0.0001970898880371378,-1.8096679997506208e-06
EC LIII Pyramidal,LEC LIII Multipolar Principal,E,E,0.009709028541331415,0.0001850465192721542,1.796621937087379e-06
MEC LIII Superficial Trilayered Interneuron,EC LIII Pyramidal,I,E,0.0004110059106643073,-0.004314586977015204,-1.7733207496284944e-06
EC LIII V Bipolar Pyramidal,MEC LIII Superficial Trilayered Interneuron,E,I,-0.0003908020198040305,0.004519975708967271,-1.766415636529564e-06
EC LV Deep Pyramidal,EC LV Deep Pyramidal,E,E,0.015190028831492664,0.00011614649252456544,1.7642685701248962e-06
CA1 OR LM,CA3c Pyramidal,I,E,13.624940861972451,-1.287423489368745e-07,-1.754106890696337e-06
CA1 Oriens Alveus,CA3c Pyramidal,I,E,10.338339680540713,-1.6855687451222945e-07,-1.7425982241977032e-06
DG Basket,DG AIPRIM,I,I,-0.03108981350161075,-5.573131658515472e-05,1.7326762388316863e-06
CA3c Pyramidal,CA3 Granule,E,E,8.701026056082588e-05,0.019535130450282545,1.699756790568808e-06
CA1 Basket CCK+,CA2 Wide Arbor Basket,I,I,-0.03205509473750064,-5.1759273838387794e-05,1.6591484264337593e-06
EC LV Deep Pyramidal,MEC LIII Superficial Multipolar Interneuron,E,I,-0.0002804027690034327,0.005630488940244244,-1.5788046896876895e-06
CA1 Back Projection,CA1 Back Projection,I,I,-0.007490203263157808,-0.00020998057195619797,1.572797165266057e-06
MEC LII Oblique Pyramidal,MEC LV Pyramidal,E,E,0.014808556409530892,0.00010544194381295861,1.5614429728847844e-06
CA1 Basket CCK+,CA1 Back Projection,I,I,-0.013160396721459801,-0.00011689972060983808,1.5384466998532799e-06
EC LV Deep Pyramidal,MEC LII III Pyramidal Multiform,E,E,0.005051824425697409,0.0003030816106809877,1.5311150838179262e-06
EC LIII Stellate,MEC LIII Superficial Trilayered Interneuron,E,I,-0.0024241317725476265,0.0006290223894199932,-1.5248331598368316e-06
CA1 Bistratified,CA2 Pyramidal,I,E,0.2581834416194447,-5.889068409885189e-06,-1.5204599499965086e-06
DG Basket,DG Mossy,I,E,0.1557877485233824,-9.530717104124113e-06,-1.4847689594647868e-06
CA3 Mossy Fiber Associated,DG Granule,I,E,0.6394872326556313,-2.3035025188993153e-06,-1.4730604512261992e-06
EC LIII Stellate,EC LIII Stellate,E,E,0.002315043505346435,0.000634920090178775,1.469867631182346e-06
EC LIII Stellate,MEC LIII Bipolar Complex Pyramidal,E,E,0.0025164901220091082,0.0005711598355208334,1.4373180841765244e-06
LEC LVI Multipolar Pyramidal,LEC LVI Multipolar Pyramidal,E,E,0.008113016517460929,0.0001760092410088281,1.427965879530384e-06
CA1 Basket,EC LIII Pyramidal,I,E,0.031296224992678555,-4.4742774910589424e-05,-1.4002799503985797e-06
EC LIII Pyramidal Stellate,MEC LV Superficial Pyramidal,E,E,0.002711151341932613,0.0004981365260850387,1.350523511161103e-06
CA1 Basket CCK+,CA1 Perforant Path Associated,I,I,-0.003262057619279817,-0.00041400573227765724,1.350510553401852e-06
CA1 Horizontal Basket,CA1 Trilaminar,I,I,-0.005650315227513122,-0.0002363327318124293,1.3353544333195442e-06
CA2 Pyramidal,CA2 Bistratified,E,I,-0.0003399845178930502,0.0038594773942063334,-1.3121625611883659e-06
EC LIII V Bipolar Pyramidal,MEC LII Oblique Pyramidal,E,E,0.00046865735568851676,0.0027781947534733396,1.302021406750526e-06
MEC LV Superficial Pyramidal,EC LIII Pyramidal,E,E,0.0006699991530153023,0.0019407705465173293,1.300314622363656e-06
EC LIII Pyramidal Stellate,MEC LV Multipolar Pyramidal,E,E,0.0020342714452648704,0.000633384838986049,1.288476691813007e-06
DG Basket,MEC LV Pyramidal,I,E,0.2757236523205111,-4.637029188352756e-06,-1.278538623729437e-06
CA1 Basket CCK+,CA1 Horizontal Basket,I,I,-0.015948014572528802,-7.987041584208271e-05,1.2737745557634703e-06
DG AIPRIM,CA3c Pyramidal,I,E,1.0317351496555058,-1.2035090644550126e-06,-1.2417026047272502e-06
DG MOLAX,DG AIPRIM,I,I,-0.03452312085274823,-3.5930119318411396e-05,1.2404198514831805e-06
CA1 Schaffer Collateral Associated,CA2 Pyramidal,I,E,0.24313807616560382,-5.075200206274303e-06,-1.2339744143088097e-06
CA1 Perforant Path Associated,EC LIII Pyramidal,I,E,0.16495408607704437,-7.414726052444713e-06,-1.2230893594926687e-06
MEC LV Superficial Pyramidal,MEC LV Superficial Pyramidal,E,E,0.003972951233488532,0.0003068212050188273,1.2189856849399877e-06
CA1 Pyramidal,CA1 O LMR,E,I,-0.0004031159762604649,0.0030146177648764814,-1.2152405833403234e-06
CA1 LMR,CA3c Pyramidal,I,E,13.086698098688625,-9.119820323031983e-08,-1.1934833528180454e-06
MEC LV Superficial Pyramidal,EC LIII Stellate,E,E,0.000488255895166263,0.00242119097273236,1.1821607657599135e-06
CA1 Basket,CA2 Wide Arbor Basket,I,I,-0.0370692392707614,-3.185550487719442e-05,1.1808593323836268e-06
DG Axo Axonic,EC LII III Pyramidal Tripolar,I,E,1.0154281632108233,-1.1542651588505703e-06,-1.1720733501098837e-06
CA3 Basket CCK+,CA3c Pyramidal,I,E,0.02730731704294512,-4.2578512368352774e-05,-1.1627049364595694e-06
EC LIII Pyramidal,MEC LIII Complex Pyramidal,E,E,0.0045444771406261495,0.0002556816843268604,1.1619395697002082e-06
DG Semilunar Granule,MEC LV Pyramidal,E,E,0.02004469433822764,5.769102953231857e-05,1.1563990530329895e-06
DG Basket,CA2 Pyramidal,I,E,0.14344687699448716,-7.726607382131381e-06,-1.1083576987292968e-06
LEC LVI Multipolar Pyramidal,LEC LIII Complex Pyramidal,E,E,0.0023610428914678815,0.0004692160220567617,1.1078391534399538e-06
CA1 Horizontal Basket,CA3c Pyramidal,I,E,0.6737343746690508,-1.617724426005334e-06,-1.089916554541553e-06
MEC LV Multipolar Pyramidal,EC LV Deep Pyramidal,E,E,0.0064482701926685555,0.0001678213408071973,1.0821573496207214e-06
EC LIII Pyramidal,EC LIII Stellate,E,E,0.002495696186233276,0.0004311815644071058,1.0760981858649117e-06
CA1 Trilaminar,CA1 Trilaminar,I,I,-0.010478154896474037,-0.00010256063887124012,1.0746462603741903e-06
CA3 O LM,CA1 Back Projection,I,I,-0.01549210840037111,-6.928823325690105e-05,1.0734208204861098e-06
DG Total Molecular Layer,DG AIPRIM,I,I,-0.025677983787481422,-4.153565378838257e-05,1.066551844580529e-06
CA1 Bistratified,CA3 Pyramidal,I,E,0.47612948015476064,-2.229505729700009e-06,-1.0615334040841256e-06
CA1 Schaffer Collateral Associated,EC LIII Pyramidal Stellate,I,E,0.11755341366149284,-8.980040836834552e-06,-1.0556344551895103e-06
LEC LVI Multipolar Pyramidal,EC LIII Pyramidal,E,E,0.001738232753924026,0.0005997111383173255,1.0424375435162372e-06
CA3 Basket,CA3 O LM,I,I,-0.02984607522167748,-3.4894886995052604e-05,1.0414754221062754e-06
CA1 R Receiving Apical Targeting,CA3 Pyramidal,I,E,2.1021735897892255,-4.909499023587224e-07,-1.032061918648105e-06
CA1 Oriens Alveus,EC LIII Pyramidal Stellate,I,E,0.6085857485967471,-1.6883957009556616e-06,-1.0275335615936307e-06
CA1 Basket,CA1 Back Projection,I,I,-0.014128714792072979,-7.194651979965558e-05,1.0165118585315652e-06
EC LIII Pyramidal,MEC LII III Pyramidal Multiform,E,E,0.0032522018454105316,0.0003123422401649545,1.0158000098641246e-06
EC LIV VI Deep Multipolar Principal,MEC LV Multipolar Pyramidal,E,E,0.001313835699156022,0.0007679295777765309,1.0089332937206173e-06
CA1 Horizontal Basket,CA1 Basket,I,I,-0.027879439906833395,-3.6016859322132795e-05,1.0041298651042734e-06
DG Total Molecular Layer,DG Mossy,I,E,0.13831019364972189,-7.103090151962472e-06,-9.82429774429362e-07
DG Total Molecular Layer,CA2 Pyramidal,I,E,0.1704192901397273,-5.758516196052989e-06,-9.81362242389473e-07
CA1 LMR,EC LIII Pyramidal Stellate,I,E,1.050438902384623,-9.135115652478534e-07,-9.59588085914614e-07
CA1 Pyramidal,CA1 O LM,E,I,-0.00030458675426360527,0.0031495675448922796,-9.593165558327313e-07
CA1 Pyramidal,CA1 Horizontal Axo Axonic,E,I,-0.00012472846120908425,0.007687203051579709,-9.58813007625314e-07
EC LIV VI Deep Multipolar Principal,MEC LII Oblique Pyramidal,E,E,0.00032938298426210576,0.0029021470548886564,9.55917857706707e-07
DG MOLAX,DG Mossy,I,E,0.15447482140923385,-6.144477175915493e-06,-9.491670144026593e-07
CA1 Pyramidal,CA1 Recurrent O LM,E,I,-0.00019592982529139394,0.004801140705099977,-9.406866595496385e-07
CA1 Basket,CA1 Horizontal Basket,I,I,-0.018446026729921888,-4.915664832055656e-05,9.067448488743561e-07
CA1 OR LM,CA2 Pyramidal,I,E,1.2391335576396614,-7.288263470110982e-07,-9.031131842733806e-07
MEC LV Multipolar Pyramidal,MEC LII Oblique Pyramidal,E,E,0.002449004183044407,0.00036813215889488696,9.015571970467465e-07
EC LIII V Bipolar Pyramidal,MEC LV Multipolar Pyramidal,E,E,0.001216480498064801,0.0007351308819523644,8.942723814202286e-07
CA3 Basket CCK+,CA3 O LM,I,I,-0.01156694600175991,-7.714277498969646e-05,8.923063127317338e-07
EC LIII V Bipolar Pyramidal,MEC LV Superficial Pyramidal,E,E,0.0015240301057428721,0.0005781564717270527,8.811278687421061e-07
EC LIII Stellate,MEC LV Pyramidal,E,E,0.005762522104706543,0.00014606389043471513,8.416963973294804e-07
EC LV Deep Pyramidal,LEC LIII Multipolar Principal,E,E,0.004653948148123386,0.00017956007833681313,8.356632940525016e-07
CA1 Axo Axonic,CA3c Pyramidal,I,E,5.817554572885695,-1.4018494666547368e-07,-8.155335775234636e-07
CA1 Basket,CA1 Perforant Path Associated,I,I,-0.0031636783095652663,-0.0002548019059335426,8.061112630378381e-07
CA1 Axo Axonic,EC LIII Pyramidal Stellate,I,E,0.5536852256292762,-1.404200581991166e-06,-7.774851160685398e-07
CA3 Pyramidal,CA3 Mossy Fiber Associated,E,I,-0.0002354605141438355,0.0032974380041346767,-7.764164478109737e-07
CA1 O LMR,CA3 Pyramidal,I,E,1.7227983096303179,-4.3890451067110653e-07,-7.561439490733042e-07
MEC LV Multipolar Pyramidal,MEC LV Multipolar Pyramidal,E,E,0.007697935340903999,9.741049230083186e-05,7.498596712574305e-07
CA1 Bistratified,CA1 Basket CCK+,I,I,-0.028394529583847358,-2.555129692313512e-05,7.255170563896281e-07
DG Granule,DG Semilunar Granule,E,E,0.018625356631197635,3.890357050442073e-05,7.245928748717774e-07
CA1 SO SO,CA1 Pyramidal,I,E,0.5885572316756507,-1.218305879497894e-06,-7.170427357714492e-07
DG MOLAX,CA2 Pyramidal,I,E,0.14090897652051235,-4.98136312179728e-06,-7.01918779169479e-07
DG Basket,EC LI II Pyramidal Fan,I,E,0.34947570581489823,-1.973677924470644e-06,-6.897524857056617e-07
DG MOLAX,MEC LV Pyramidal,I,E,0.2269493447257094,-2.9895043259188125e-06,-6.784660478219481e-07
CA1 OR LM,CA3 Pyramidal,I,E,2.4232672882833746,-2.7592182727747413e-07,-6.686323381648784e-07
EC LV Deep Pyramidal,EC LI II Pyramidal Fan,E,E,0.016259596863417096,4.096842784495136e-05,6.661301208869007e-07
DG Basket,MEC LII Stellate,I,E,0.03812137446442182,-1.7102943240475753e-05,-6.519877037139281e-07
CA1 Back Projection,SUB CA1 Projecting Pyramidal,I,E,0.018202555215317422,3.564297624264097e-05,6.487932430949193e-07
MEC LV VI Pyramidal Polymorphic,MEC LII III Pyramidal Multiform,E,E,0.04974649656222684,1.299556864961889e-05,6.464840111524491e-07
CA1 Horizontal Axo Axonic,CA3 Pyramidal,I,E,4.2662538486461345,-1.5104988517958657e-07,-6.444171539849679e-07
MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,E,E,0.00833594253113593,7.661017639236323e-05,6.386180277069264e-07
CA3 Mossy Fiber Associated,CA3 Pyramidal,I,E,0.44029756660577263,-1.439507820641265e-06,-6.33811790538328e-07
CA1 Ivy,CA1 Pyramidal,I,E,0.13109290613739893,-4.7459719032125445e-06,-6.221632492385747e-07
CA3c Pyramidal,CA3 Mossy Fiber Associated ORDEN,E,I,-9.746574951859812e-05,0.006372566936691699,-6.211070128420933e-07
CA1 Bistratified,CA1 Trilaminar,I,I,-0.0040569003646858314,-0.00015197190103712066,6.165348607394939e-07
EC LIII Pyramidal,MEC LIII Bipolar Complex Pyramidal,E,E,0.0015893914270102697,0.0003878812392549033,6.164951163698626e-07
CA1 O LM,CA3 Pyramidal,I,E,1.8380969447860085,-3.333951045717137e-07,-6.128125231198788e-07
DG AIPRIM,EC LI II Pyramidal Fan,I,E,0.3491242253499912,-1.740361389544886e-06,-6.076023219538927e-07
CA3 Mossy Fiber Associated,CA2 Pyramidal,I,E,0.15838871527479537,-3.8023495160345785e-06,-6.022492548704568e-07
CA3 LMR Targeting,DG Granule,I,E,0.0825862164971861,-7.1482038256997375e-06,-5.903431087152525e-07
CA1 Horizontal Basket,CA2 Wide Arbor Basket,I,I,-0.043037270165813046,-1.3634558904773396e-05,5.867941951764246e-07
EC LIV VI Deep Multipolar Principal,MEC LV Superficial Pyramidal,E,E,0.0009662450766695843,0.0006039515766811358,5.835652375149804e-07
EC LV Deep Pyramidal,MEC LV VI Pyramidal Polymorphic,E,E,0.0029843252980674816,0.0001955342574224372,5.835378310646186e-07
DG AIPRIM,MEC LII Stellate,I,E,0.038269456055746685,-1.5081134411170447e-05,-5.771468106190966e-07
EC LIII Pyramidal,MEC LIII Superficial Trilayered Interneuron,E,I,-0.0012746032886432758,0.0004271763677234405,-5.444804031309865e-07
CA3c Pyramidal,CA3 Trilaminar,E,I,-0.0011610268000549118,0.00046890665571947953,-5.444131940144375e-07
DG Semilunar Granule,EC LI II Pyramidal Fan,E,E,0.022161020780892673,2.4555271662710767e-05,5.441698855977983e-07
DG Granule,DG HICAP,E,I,-0.0002144574578409923,0.0025325029749370116,-5.431141499797417e-07
CA1 Basket CCK+,CA1 Bistratified,I,I,-0.009202518977341484,-5.898519928458643e-05,5.428124157986759e-07
CA1 Pyramidal,CA1 Radial Trilaminar,E,I,-0.00018390426597321365,0.002942948089513317,-5.41220708199218e-07
MEC LV Multipolar Pyramidal,EC LIII Pyramidal,E,E,0.0011077395425053728,0.0004845909326790899,5.368005380681869e-07
CA1 Back Projection,CA1 Oriens Alveus,I,I,-0.0023432814849534845,-0.00022773009795029533,5.336357220935705e-07
CA1 Recurrent O LM,CA3 Pyramidal,I,E,2.581097818408669,-2.0610241545644856e-07,-5.319704949033965e-07
CA3c Pyramidal,CA3 Axo Axonic,E,I,-2.4047209301918176e-05,0.02179843740886171,-5.241915868256604e-07
CA3 Pyramidal,DG Semilunar Granule,E,E,0.0024498706686348296,0.00021041348997640218,5.154858373782764e-07
DG Semilunar Granule,MEC LII Stellate,E,E,0.0024223221653612383,0.00021278416923796898,5.154318095831092e-07
CA1 Back Projection,CA1 Bistratified,I,I,-0.004822332325479905,-0.000105951886096171,5.109352052671302e-07
CA3 Trilaminar,CA3 Pyramidal,I,E,0.0719822720914416,-7.036353643511008e-06,-5.064927224988159e-07
DG AIPRIM,DG Semilunar Granule,I,E,1.6744762111676692,-2.992661959242542e-07,-5.011141258818066e-07
EC LV Deep Pyramidal,MEC LV Pyramidal,E,E,0.005139510158195419,9.625268305562833e-05,4.94691642317966e-07
CA3 Axo Axonic,MEC LII Stellate,I,E,0.5704495699846117,-8.592789546988295e-07,-4.901753102047739e-07
CA1 SO SO,CA2 Pyramidal,I,E,0.516459706450008,-9.361967877570581e-07,-4.835079181844507e-07
CA3 Mossy Fiber Associated ORDEN,CA3 Pyramidal,I,E,0.9589449029803527,-4.857531546986894e-07,-4.6581051180493495e-07
DG Basket,CA3c Pyramidal,I,E,0.3373666649857904,-1.364854039330498e-06,-4.6045625544131486e-07
CA1 Radial Trilaminar,CA3c Pyramidal,I,E,5.273322543132378,-8.587730112821183e-08,-4.5285870798276703e-07
SUB CA1 Projecting Pyramidal,EC LII III Pyramidal Tripolar,E,E,0.01665206603130229,2.7122802181757586e-05,4.5165069288457717e-07
DG Semilunar Granule,DG AIPRIM,E,I,-0.000645820546100008,0.0006933743352457337,-4.477953918401297e-07
CA1 Back Projection,CA1 SO SO,I,I,-0.0017999762330502074,-0.00024587819225474077,4.4257490228388295e-07
CA1 Horizontal Basket,CA1 Horizontal Basket,I,I,-0.020949828380963466,-2.1039667073921667e-05,4.407774143912667e-07
CA1 Perforant Path Associated,CA1 Perforant Path Associated,I,I,-0.010379690017985175,-4.2225506440166316e-05,4.38287667701363e-07
CA2 Wide Arbor Basket,SUB CA1 Projecting Pyramidal,I,E,0.007381738799170867,5.830097638281995e-05,4.3036257939460643e-07
MEC LV VI Pyramidal Polymorphic,MEC LV VI Pyramidal Polymorphic,E,E,0.05096911663196259,8.384140693907618e-06,4.273322448865611e-07
DG HIPP,CA2 Pyramidal,I,E,0.06491259556561259,-6.542402373438665e-06,-4.24684319294528e-07
DG MOLAX,EC LII III Pyramidal Tripolar,I,E,0.032825889111953305,-1.2858872961450749e-05,-4.221039379372769e-07
CA1 Ivy,CA2 Pyramidal,I,E,0.11567941324527194,-3.647001730307677e-06,-4.2188302026648357e-07
CA1 Perforant Path Associated,CA1 Trilaminar,I,I,-0.004605212941902911,-9.150387164411853e-05,4.213948139297174e-07
EC LV Deep Pyramidal,LEC LVI Multipolar Pyramidal,E,E,0.004248438516502783,9.843001504553722e-05,4.1817386709940873e-07
CA1 Schaffer Collateral Associated,CA3 Pyramidal,I,E,0.21326660864988672,-1.9213884356089223e-06,-4.097679955614261e-07
DG Total Molecular Layer,MEC LV Pyramidal,I,E,0.11794109586065539,-3.4559032654424774e-06,-4.0759301831470323e-07
CA3 Mossy Fiber Associated ORDEN,CA2 Pyramidal,I,E,0.3167212061919527,-1.2830797069640354e-06,-4.0637855243006653e-07
EC LV Deep Pyramidal,EC LIII Pyramidal,E,E,0.0012010157468611666,0.00033537771101796785,4.0279391207883317e-07
LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,E,E,0.0012448812888697896,0.0003210832903858336,3.9971058037006945e-07
