rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,EC LI II Multipolar Pyramidal,EC,E,-0.323790641929813,0.18090341484885258,0.37089948140338025,0.13756642530529642
2,LEC LIII Multipolar Principal,LEC,E,-0.3025910954269633,0.09862296820363055,0.31825753862082184,0.10128786088898391
3,MEC LV Multipolar Pyramidal,MEC,E,0.27567386533030636,-0.11510024899454871,0.29873758944056406,0.08924414734475901
4,DG Total Molecular Layer,DG,I,-0.23335849690489055,0.10444536367170588,0.2556658406401307,0.06536502207022471
5,CA3 Axo Axonic,CA3,I,0.17950802692983991,-0.12753965426669167,0.22020330411397412,0.04848949514271137
6,MEC LIII Bipolar Complex Pyramidal,MEC,E,0.1476860709003481,-0.1306009882610723,0.19714916604629956,0.038867793672751394
7,DG Basket,DG,I,-0.11366874704626542,0.14675913612233127,0.18563089206929118,0.03445882809044083
