rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,CA1 LMR,CA1,I,-0.18410200171234156,-0.27192038220904985,0.32838124382370987,0.10783424129520679
2,MEC LII Stellate,MEC,E,-0.25958552509546184,-0.13983120945229474,0.2948515083495049,0.08693741197597817
3,LEC LIII Complex Pyramidal,LEC,E,0.186845966310121,0.15202626508902964,0.24088046911960873,0.05802340040328277
4,CA1 Oriens Alveus,CA1,I,0.09472634984505733,0.20852791522528827,0.2290348724172221,0.0524569727831732
5,LEC LIII Multipolar Principal,LEC,E,0.18236268165731204,0.13181760876807921,0.22501562088570767,0.050632029642580526
6,CA3 Granule,CA3,E,0.11445737795760293,0.17026098752446733,0.2051567577286607,0.04208929524173639
7,DG Hilar Ectopic Granule,DG,E,0.0794023096160258,0.17349287470603378,0.19079964451256914,0.03640450434612276
