rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,CA3 Spiny Lucidum,CA3,I,-0.2748487991571228,0.054600685580292074,0.28021973032595393,0.07852309726395035
2,EC LV Deep Pyramidal,EC,E,-0.25145833682345375,0.04995400244623807,0.2563721855397271,0.06572669751841627
3,CA1 Quadrilaminar,CA1,I,-0.24706628336845443,0.04908148952100895,0.25189430519783956,0.06345074099110234
4,CA1 O LMR,CA1,I,-0.227976721255132,0.04528921106823299,0.23243170625674783,0.05402449807342311
5,DG Basket,DG,I,-0.22119971040689537,0.04394290924834674,0.22552226310788656,0.05086029115730281
6,CA1 Axo Axonic,CA1,I,-0.20844859170545602,0.04140980804816176,0.21252196965625345,0.04516558758657351
7,CA1 Neurogliaform Projecting,CA1,I,0.2033933783799442,-0.040405553657478596,0.20736797036952098,0.04300147513517453
