rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,CA3 Basket CCK+,CA3,I,-0.1462743043597978,0.44025762179452177,0.46392127097613334,0.21522294566411093
2,CA3 O LM,CA3,I,-0.10829559392466487,0.32594898222740853,0.34346859343843855,0.1179706746785794
3,CA3 Basket,CA3,I,0.09188706321327318,-0.2765624495772817,0.2914275568681633,0.08493002090214655
4,DG HIPROM,DG,I,0.07265068498316478,-0.2186646378693828,0.2304177638183987,0.053092345883071365
5,CA3 Lucidum ORAX,CA3,I,0.07210770941234908,-0.2170303854656813,0.22869567108294372,0.05230170997207798
6,CA1 Pyramidal,CA1,E,0.06659329042966755,-0.20043304119855496,0.21120622702551098,0.044608070334351685
7,CA1 Basket CCK+,CA1,I,-0.06423806291792752,0.193344257781386,0.20373642468759154,0.04150853074448266
