rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,DG HICAP,DG,I,-0.33116810888294346,0.09801181380631202,0.34536738697611313,0.11927863198670828
2,DG Granule,DG,E,-0.3059860015095936,0.09055897051336191,0.3191055628789147,0.10182836026026897
3,DG AIPRIM,DG,I,0.29783786629313935,-0.08814746563024486,0.31060806540572183,0.09647737029508517
4,CA1 Perforant Path Associated QuadD,CA1,I,0.2875052430179619,-0.08508944427669952,0.2998324170101273,0.08989947829013488
5,CA1 Basket,CA1,I,-0.2654762513059462,0.0785697904329114,0.27685890264921864,0.07665085197612953
6,CA3 Basket,CA3,I,0.22297554414220697,-0.0659913709370852,0.2325359205019071,0.054072954323669264
7,CA1 Basket CCK+,CA1,I,-0.21537904282000345,0.06374312645580706,0.22461370896813462,0.05045131825642188
