rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,DG HIPP,DG,I,-0.14938542011774733,0.3908506221398415,0.4184258746431165,0.175080212570857
2,MEC LII Oblique Pyramidal,MEC,E,-0.17909019693952105,-0.28805889866436196,0.33919202192793624,0.11505122773956158
3,DG MOPP,DG,I,-0.2797171550669063,0.12518815864529018,0.306453523235942,0.09391376190372204
4,CA1 Ivy,CA1,I,0.1626885851462841,0.2041076119305173,0.26101243837196414,0.06812749298487837
5,CA3 Spiny Lucidum,CA3,I,-0.2088561679676868,-0.10195395616147275,0.23241236644189592,0.05401550807512211
6,DG Hilar Ectopic Granule,DG,E,-0.11502473288176854,0.18361059974404584,0.2166645829684455,0.04694354151289041
7,DG Semilunar Granule,DG,E,-0.15253887671874133,0.11505314424925098,0.19106369333877726,0.03650533491225432
