rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,MEC LV VI Pyramidal Polymorphic,MEC,E,0.6371926530164015,-0.03443130073343573,0.6381222387037429,0.4071999915282766
2,LEC LVI Multipolar Pyramidal,LEC,E,-0.25737012987287716,0.013907235589592311,0.25774560122827717,0.06643279495252608
3,DG Granule,DG,E,-0.2559639851438712,0.01383125324451979,0.25633740510710873,0.06570886525704597
4,LEC LIII Multipolar Principal,LEC,E,-0.2193485155540348,0.011852702112494786,0.21966851805191884,0.048254257823126194
5,MEC LIII Complex Pyramidal,MEC,E,-0.20649758902452084,0.011158290282812872,0.20679884360163966,0.042765761714975425
6,CA2 Bistratified,CA2,I,-0.1758307521823781,0.009501179082838282,0.1760872676174658,0.031006725816985017
7,MEC LV Multipolar Pyramidal,MEC,E,-0.17003345959963656,0.009187916958092852,0.1702815174980833,0.028995795201450045
