rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,CA3 Horizontal Axo Axonic,CA3,I,0.4476855117279245,0.12145199050957214,0.4638673338464682,0.2151729034098308
2,DG Neurogliaform,DG,I,-0.21058159190491435,-0.3020372961663989,0.3681998575837813,0.13557113512471686
3,CA1 Radiatum Giant,CA1,E,-0.2677421454206675,-0.16895649550134376,0.31659462062163574,0.10023215380655746
4,CA3 Pyramidal,CA3,E,0.1207382707056632,0.21324312613327578,0.24505175138342955,0.060050360856086164
5,CA2 Pyramidal,CA2,E,0.015391764318510984,0.21428418900921434,0.21483626339185216,0.04615462006817328
6,CA3 Spiny Lucidum,CA3,I,0.15753625652339986,0.1425162007737675,0.212434789058655,0.04512853960239525
7,CA1 Ivy,CA1,I,0.10655164933994152,0.17013008141626582,0.2007423686713074,0.040297498579767096
