rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,DG Mossy,DG,E,0.346817486083822,0.03546475984765131,0.3486260429809478,0.12154011784455365
2,DG Basket,DG,I,-0.2822668193479143,0.19210868565034406,0.34143858072439737,0.11658030440709082
3,CA1 Neurogliaform Projecting,CA1,I,-0.3232818353743923,0.06471662409926773,0.32969590006222643,0.1086993865178416
4,DG MOLAX,DG,I,0.2557156076402456,-0.12668568744193806,0.28537648009858213,0.08143973539345645
5,DG HIPROM,DG,I,0.17072953525250747,0.19974866087350754,0.26277005485461374,0.06904810172829672
6,CA3 Mossy Fiber Associated,CA3,I,-0.20467974343490958,0.10421427823989322,0.22968328881667097,0.05275441316164229
7,DG MOPP,DG,I,-0.22448524342607676,0.04535608203816446,0.22902139352889644,0.05245079869391765
