rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,MEC LII III Pyramidal Multiform,MEC,E,-0.33858736955362045,0.24729980296301918,0.41928343559791154,0.17579859936678804
2,CA1 O LM,CA1,I,-0.29049803826863785,0.21217598199155702,0.35973289753928334,0.12940775757200854
3,EC LIII Stellate,EC,E,0.2695082526412674,-0.19684531606409547,0.33374058293549325,0.11138277669812284
4,EC LI II Pyramidal Fan,EC,E,-0.2019612012314557,0.14750982984556968,0.25009493538238925,0.06254747670392145
5,EC LIII Pyramidal Stellate,EC,E,0.18638499974310635,-0.13613317523479884,0.23080643303154744,0.05327160952874619
6,MEC LIII Superficial Trilayered Interneuron,MEC,I,0.18597434862293916,-0.13583324100737085,0.23029791077709108,0.053037127708293004
7,CA2 Pyramidal,CA2,E,0.1851858578233033,-0.1352573376012715,0.22932149771169957,0.05258834931273703
