rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,DG Total Molecular Layer,DG,I,-0.0018684928059118909,-0.35953799649431695,0.3595428516721105,0.12927106218851322
2,CA1 LMR,CA1,I,0.18182990064504284,-0.2591891507642671,0.3166087943227227,0.10024112864248813
3,DG Granule,DG,E,0.07565692104806054,0.2739428651304205,0.28419828123747726,0.08076866305833622
4,CA1 Horizontal Basket,CA1,I,0.08739224206234832,-0.2358262117621189,0.25149832231399843,0.06325140612675584
5,DG HIPROM,DG,I,-0.08447539702644866,0.1988206623965905,0.21602256479033652,0.04666574849859514
6,DG Mossy,DG,E,0.17325901967121696,0.09015617554597917,0.19531211914909058,0.03814682388650856
7,MEC LIII Complex Pyramidal,MEC,E,-0.09475452233340544,0.15436616374122475,0.1811279437602449,0.03280733201081444
