rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,CA1 Horizontal Axo Axonic,CA1,I,-0.4161972848649734,-0.10077562092856486,0.428224130219811,0.18337590570251364
2,MEC LIII Bipolar Complex Pyramidal,MEC,E,0.2955485819207457,0.06438823638855848,0.30248108909581867,0.09149480926059259
3,MEC LV Superficial Pyramidal,MEC,E,0.046816092546636046,-0.24530895340963818,0.24973631923344114,0.06236822914426722
4,CA3 Mossy Fiber Associated,CA3,I,-0.19097427767099456,-0.1292540333402905,0.2306030786149462,0.053177779866691054
5,CA1 SO SO,CA1,I,0.15737299827505644,0.11836503834308215,0.19691760431215952,0.03877654288804022
6,MEC LIII Superficial Trilayered Interneuron,MEC,I,0.19139772092202514,-0.04140158703485352,0.1958243574817749,0.03834717898314997
7,CA1 Axo Axonic,CA1,I,-0.15707401310051944,-0.10371259906887492,0.18822472950471558,0.03542854879712335
