rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,MEC LIII Superficial Multipolar Interneuron,MEC,I,0.6703921326931578,4.6266314297536504e-05,0.670392134289665,0.44942561371745227
2,CA1 Trilaminar,CA1,I,0.4927893978156722,3.4009273155162734e-05,0.49278939898922697,0.24284139175616354
3,CA1 Perforant Path Associated QuadD,CA1,I,0.2874237007986318,1.983620425897386e-05,0.2874237014831178,0.08261238417425641
4,CA1 Perforant Path Associated,CA1,I,0.22740329471565918,1.56939674446114e-05,0.2274032952572094,0.051712258693837554
5,DG Axo Axonic,DG,I,0.19408939572586037,1.3394848397753649e-05,0.1940893961880751,0.03767069371265158
6,DG AIPRIM,DG,I,0.1377384263496972,9.505853385752646e-06,0.1377384266777148,0.018971874183652215
7,CA1 R Receiving Apical Targeting,CA1,I,0.1298404625783105,8.960784826117881e-06,0.12984046288751946,0.01685854580284532
