rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,EC LIII V Bipolar Pyramidal,EC,E,-0.3452968433937761,0.07436232690143837,0.35321334306606017,0.12475966571990231
2,CA1 Axo Axonic,CA1,I,-0.34199860594003784,0.07365202613725252,0.34983948807853554,0.12238766741905181
3,CA1 O LMR,CA1,I,0.24192894228849526,-0.052101255593755974,0.2474755623314673,0.06124415395127596
4,MEC LIII Bipolar Complex Pyramidal,MEC,E,-0.23910720796463023,0.051493573437852755,0.2445891350940194,0.05982384500604047
5,CA1 OR LM,CA1,I,0.22475238730522662,-0.04840215257227305,0.22990520649395524,0.052856403973028196
6,CA1 SO SO,CA1,I,0.21883412709813796,-0.047127609787920695,0.2238512604099573,0.05010938678712651
7,CA1 Neurogliaform,CA1,I,0.21045751816095717,-0.0453236427258706,0.2152826038963947,0.046346599540411974
