rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,EC LI II Pyramidal Fan,EC,E,0.8722342182523768,-2.175348657773054e-05,0.8722342185236424,0.7607925319635491
2,MEC LII III Pyramidal Multiform,MEC,E,-0.3091276553665716,7.7096313823775e-06,0.30912765546271054,0.09555990737187227
3,MEC LIII Superficial Trilayered Interneuron,MEC,I,0.155328251555089,-3.8738803920305545e-06,0.15532825160339622,0.02412686574616796
4,EC LV Deep Pyramidal,EC,E,0.13333037958466934,-3.325254343391978e-06,0.1333303796261352,0.017776990131249327
5,MEC LV Pyramidal,MEC,E,-0.12896384046842707,3.216353032174642e-06,0.12896384050853493,0.016631672158710836
6,EC LIII Pyramidal,EC,E,-0.11675213334664412,2.91179354413124e-06,0.11675213338295412,0.01363106064947111
7,LEC LIII Complex Pyramidal,LEC,E,-0.11338481064119917,2.8278126503037174e-06,0.11338481067646193,0.012856115292137116
