rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,MEC LIII Superficial Trilayered Interneuron,MEC,I,0.21052554408955443,-0.2375597659912939,0.3174203004409788,0.10075564713204124
2,DG Hilar Ectopic Granule,DG,E,0.2044986758914729,-0.2307589694181828,0.3083332781395928,0.0950694104083075
3,DG Basket,DG,I,-0.19452136913281362,0.2195004465198773,0.2932899743798445,0.08601900907172984
4,CA1 OR LM,CA1,I,0.150160360826509,-0.16944290695640837,0.22640457743028397,0.05125903268138545
5,MEC LV Pyramidal,MEC,E,-0.1444947685787914,0.16304977887121425,0.21786226964894667,0.04746396853659035
6,DG MOLAX,DG,I,-0.14143896549486454,0.1596015708702678,0.2132548765785078,0.0454776423845146
7,EC LV Deep Pyramidal,EC,E,-0.13730799825111406,0.15494013362764208,0.20702640264536193,0.04285993139227952
