rank,cell_type,region,ei,loading_real,loading_imag,loading_magnitude,energy_fraction
1,CA1 Quadrilaminar,CA1,I,-0.14852997625412215,0.43521516510801045,0.45986236395909036,0.21147339378604288
2,CA1 Bistratified,CA1,I,0.01997890449547265,-0.26000079485915095,0.2607672716278435,0.06799956995222953
3,CA1 Radiatum,CA1,I,-0.122679013134427,0.21597500889515775,0.24838547608686862,0.06169534473090038
4,EC LIII Pyramidal Stellate,EC,E,-0.12485540055617537,0.19233411541691742,0.22930609019659967,0.0525812830012511
5,EC LIII V Bipolar Pyramidal,EC,E,-0.13112723211736177,-0.15646492149974267,0.20414608167359252,0.04167562266268111
6,EC LV Deep Pyramidal,EC,E,0.17390309640360574,-0.10674587456968378,0.20405138734252323,0.04163696867640845
7,CA1 OR LM,CA1,I,-0.060674943415352504,0.1875206112243322,0.19709243616233316,0.03884542839240337
