input_orientation,paper_orientation,label_source,raw_spectral_radius,normalized_spectral_radius,response_scale,n_nodes,n_excitatory,n_inhibitory,n_mixed,n_silent,spectral_radius,max_real_eigenvalue,henrici_departure,numerical_abscissa,condition_number_I_minus_J,jeff_spectral_radius,jeff_max_real_eigenvalue,jeff_henrici_departure,jeff_numerical_abscissa
"sender rows, receiver columns","J[receiver, sender]; input matrix transposed before analysis",C:\Users\ranic\Documents\GitHub\non-normal_matrices\data\mij_netlist.csv,26213.130120909344,0.9999999999999994,1.0,85,32,53,0,0,0.9999999999999994,0.9999999999999994,81.2342913699241,32.189308706109216,2.420350444389487e+18,1.0337424834576134,1.0337424834576134,7.218800030159804,4.094746713794509
