variant,removed_block,block_meaning,dominant_real_before,dominant_real_after,delta_dominant_real,spectral_radius_before,spectral_radius_after,delta_spectral_radius,first_order_delta_real,first_order_delta_imag
with_self,EE,E source -> E receiver,0.850000000000001,0.06318070310719995,-0.7868192968928011,0.850000000000001,0.311956395388418,-0.538043604611583,-0.9180124437570395,0.0
with_self,II,I source -> I receiver,0.850000000000001,0.8436472161745756,-0.006352783825425368,0.850000000000001,0.8436472161745756,-0.006352783825425368,-0.00531337717093851,0.0
with_self,IE,I source -> E receiver,0.850000000000001,0.8856390292873795,0.0356390292873785,0.850000000000001,0.8856390292873795,0.0356390292873785,0.03666291046398943,0.0
with_self,EI,E source -> I receiver,0.850000000000001,0.8856390292873801,0.035639029287379165,0.850000000000001,0.8856390292873801,0.035639029287379165,0.03666291046398942,0.0
no_self,EE,E source -> E receiver,0.8500000000000013,0.09940808078571131,-0.75059191921429,0.8500000000000013,0.5488483823255119,-0.3011516176744894,-1.1712109876143548,0.0
no_self,II,I source -> I receiver,0.8500000000000013,0.8376913123225904,-0.01230868767741089,0.8500000000000013,0.8376913123225904,-0.01230868767741089,-0.01115537409525447,0.0
no_self,IE,I source -> E receiver,0.8500000000000013,0.9958967689458813,0.14589676894588,0.8500000000000013,0.9958967689458813,0.14589676894588,0.1661831808548055,0.0
no_self,EI,E source -> I receiver,0.8500000000000013,0.9958967689458824,0.1458967689458811,0.8500000000000013,0.9958967689458824,0.1458967689458811,0.1661831808548056,0.0
