method,target,scale,spectral_radius,spectral_abscissa,dominant_eigenvalue,dominant_real,dominant_imag,variant
spectral_radius,0.85,3.242649756360008e-05,0.850000000000001,0.850000000000001,(0.850000000000001+0j),0.850000000000001,0.0,with_self
spectral_radius,0.85,5.7285866027772e-05,0.8500000000000013,0.8500000000000013,(0.8500000000000013+0j),0.8500000000000013,0.0,no_self
